Date,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_min,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_volatility,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_change,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_min,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_volatility,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_change,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_min,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_volatility,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_change,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_min,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_volatility,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_change
2016-03-13,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2016-03-20,14.26,14.26,14.26,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2016-03-27,14.57,14.57,14.57,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2016-04-03,14.24,14.24,14.24,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2016-04-10,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2016-04-17,15.21,15.21,15.21,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2016-04-24,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2016-05-01,15.14,15.14,15.14,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2016-05-08,15.34,15.34,15.34,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2016-05-15,15.21,15.21,15.21,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2016-05-22,15.47,15.47,15.47,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2016-05-29,15.63,15.63,15.63,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2016-06-05,16.28,16.28,16.28,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2016-06-12,16.08,16.08,16.08,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2016-06-19,15.68,15.68,15.68,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2016-06-26,16.27,16.27,16.27,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.28,16.28,16.28,0.0,0.0
2016-07-03,15.77,15.77,15.77,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2016-07-10,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2016-07-17,15.38,15.38,15.38,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2016-07-24,15.16,15.16,15.16,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2016-07-31,15.16,15.16,15.16,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2016-08-07,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2016-08-14,15.64,15.64,15.64,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2016-08-21,15.5,15.5,15.5,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2016-08-28,15.06,15.06,15.06,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2016-09-04,15.37,15.37,15.37,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2016-09-11,14.97,14.97,14.97,0.0,0.0,15.16,15.16,15.16,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2016-09-18,15.51,15.51,15.51,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2016-09-25,15.44,15.44,15.44,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2016-10-02,15.56,15.56,15.56,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2016-10-09,15.67,15.67,15.67,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2016-10-16,15.62,15.62,15.62,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2016-10-23,15.64,15.64,15.64,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2016-10-30,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2016-11-06,15.66,15.66,15.66,0.0,0.0,15.66,15.66,15.66,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2016-11-13,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2016-11-20,15.42,15.42,15.42,0.0,0.0,16.2,16.2,16.2,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2016-11-27,15.81,15.81,15.81,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.84,15.84,15.84,0.0,0.0
2016-12-04,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2016-12-11,15.72,15.72,15.72,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2016-12-18,15.71,15.71,15.71,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2016-12-25,15.93,15.93,15.93,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2017-01-01,15.86,15.86,15.86,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2017-01-08,16.11,16.11,16.11,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2017-01-15,16.12,16.12,16.12,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2017-01-22,15.97,15.97,15.97,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.94,15.94,15.94,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2017-01-29,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2017-02-05,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2017-02-12,15.98,15.98,15.98,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2017-02-19,15.87,15.87,15.87,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2017-02-26,15.8,15.8,15.8,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2017-03-05,15.43,15.43,15.43,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2017-03-12,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2017-03-19,15.3,15.3,15.3,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2017-03-26,15.46,15.46,15.46,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2017-04-02,15.61,15.61,15.61,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2017-04-09,15.68,15.68,15.68,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2017-04-16,15.34,15.34,15.34,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2017-04-23,15.22,15.22,15.22,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2017-04-30,14.98,14.98,14.98,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2017-05-07,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2017-05-14,15.28,15.28,15.28,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2017-05-21,15.2,15.2,15.2,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2017-05-28,14.93,14.93,14.93,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2017-06-04,14.89,14.89,14.89,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2017-06-11,14.69,14.69,14.69,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2017-06-18,14.39,14.39,14.39,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2017-06-25,14.83,14.83,14.83,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2017-07-02,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2017-07-09,14.94,14.94,14.94,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2017-07-16,15.09,15.09,15.09,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2017-07-23,15.36,15.36,15.36,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2017-07-30,15.13,15.13,15.13,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2017-08-06,15.2,15.2,15.2,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2017-08-13,14.99,14.99,14.99,0.0,0.0,15.14,15.14,15.14,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2017-08-20,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2017-08-27,15.34,15.34,15.34,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.42,15.42,15.42,0.0,0.0
2017-09-03,15.37,15.37,15.37,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2017-09-10,15.48,15.48,15.48,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2017-09-17,15.36,15.36,15.36,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2017-09-24,15.37,15.37,15.37,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2017-10-01,15.34,15.34,15.34,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.41,15.41,15.41,0.0,0.0
2017-10-08,15.6,15.6,15.6,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2017-10-15,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2017-10-22,15.6,15.6,15.6,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2017-10-29,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2017-11-05,15.9,15.9,15.9,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2017-11-12,15.62,15.62,15.62,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2017-11-19,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2017-11-26,16.08,16.08,16.08,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2017-12-03,15.29,15.29,15.29,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2017-12-10,15.28,15.28,15.28,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2017-12-17,15.54,15.54,15.54,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.59,15.59,15.59,0.0,0.0
2017-12-24,15.88,15.88,15.88,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.88,15.88,15.88,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2017-12-31,16.09,16.09,16.09,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.02,16.02,16.02,0.0,0.0
