Date,PSTV_stock_Open_average,PSTV_stock_Open_max,PSTV_stock_Open_min,PSTV_stock_Open_volatility,PSTV_stock_Open_change,PSTV_stock_High_average,PSTV_stock_High_max,PSTV_stock_High_min,PSTV_stock_High_volatility,PSTV_stock_High_change,PSTV_stock_Low_average,PSTV_stock_Low_max,PSTV_stock_Low_min,PSTV_stock_Low_volatility,PSTV_stock_Low_change,PSTV_stock_Close_average,PSTV_stock_Close_max,PSTV_stock_Close_min,PSTV_stock_Close_volatility,PSTV_stock_Close_change,PSTV_stock_Volume_average,PSTV_stock_Volume_max,PSTV_stock_Volume_min,PSTV_stock_Volume_volatility,PSTV_stock_Volume_change
2016-01-03,2.8654,3.225,2.685,0.54,0.37600000000000033,2.928,3.225,2.685,0.54,0.3450000000000002,2.526,2.685,2.4,0.28500000000000014,-0.28500000000000014,2.6078,2.8080000000000003,2.401,0.4070000000000005,-0.25800000000000045,132306,232053,60727,171326,67011
2016-01-10,2.4926,2.67,2.325,0.34499999999999975,-0.1819999999999995,2.5256000000000003,2.7,2.325,0.375,-0.33199999999999985,2.2018,2.408,2.073,0.33499999999999996,-0.33499999999999996,2.3609999999999998,2.55,2.175,0.375,-0.30000000000000027,116635,158259,65978,92281,74794
2016-01-17,2.3762499999999998,2.474,2.238,0.2360000000000002,0.20299999999999985,2.4945,2.6180000000000003,2.4,0.21800000000000042,0.21800000000000042,2.2277500000000003,2.325,2.099,0.22599999999999998,0.08800000000000008,2.3615,2.615,2.25,0.3650000000000002,0.35900000000000043,76938,93254,63985,29269,14528
2016-01-24,2.793,2.985,2.685,0.2999999999999998,0.2999999999999998,2.9024,2.9989999999999997,2.835,0.1639999999999997,0.14899999999999958,2.6024,2.668,2.55,0.11800000000000033,0.08800000000000008,2.8172,2.925,2.73,0.19499999999999984,0.1200000000000001,92440,153715,43756,109959,-64938
2016-01-31,2.802,2.865,2.701,0.16400000000000015,-0.04600000000000026,2.8296,2.8939999999999997,2.701,0.19299999999999962,-0.027000000000000135,2.618,2.7,2.508,0.19200000000000017,0.12399999999999967,2.7456,2.8489999999999998,2.688,0.1609999999999996,-0.0129999999999999,57432,85819,23823,61996,-36291
2016-02-07,2.1,2.4,1.95,0.44999999999999996,-0.375,2.254,2.475,2.106,0.3690000000000002,-0.2549999999999999,1.9769999999999999,2.025,1.92,0.10499999999999998,-0.029999999999999805,2.0578000000000003,2.1,1.995,0.10499999999999998,-0.10499999999999998,132417,292550,70731,221819,-198661
2016-02-14,2.4035,2.625,2.092,0.5329999999999999,0.4049999999999998,2.5575,2.64,2.4,0.2400000000000002,0.2250000000000001,2.32625,2.415,2.092,0.32299999999999995,0.30799999999999983,2.49,2.535,2.4,0.13500000000000023,0.13500000000000023,64804,77457,45432,32025,-16310
2016-02-21,2.3741666666666665,3.112,0.2,2.912,-2.528,2.4858333333333333,3.158,0.2,2.9579999999999997,-2.65,2.2986666666666666,2.957,0.2,2.7569999999999997,-2.4699999999999998,2.397666666666667,3.009,0.2,2.8089999999999997,-2.485,320966,1360772,80964,1279808,1239277
2016-02-28,3.0524,3.15,2.85,0.2999999999999998,-0.1499999999999999,3.177,3.282,3.0,0.28200000000000003,-0.2250000000000001,2.9402,3.09,2.685,0.4049999999999998,-0.31499999999999995,3.0526,3.15,2.838,0.31199999999999983,-0.31199999999999983,102485,125601,75888,49713,3504
2016-03-06,2.7760000000000002,2.85,2.7,0.1499999999999999,0.0,2.8918,2.985,2.85,0.1349999999999998,-0.1349999999999998,2.6988,2.72,2.657,0.06300000000000017,0.03799999999999981,2.7884,2.835,2.763,0.07200000000000006,-0.03300000000000036,55990,65680,45055,20625,20625
2016-03-13,2.7286,2.8280000000000003,2.625,0.2030000000000003,-0.2030000000000003,2.7600000000000002,2.85,2.625,0.2250000000000001,-0.2250000000000001,2.5408,2.7,2.355,0.3450000000000002,-0.3450000000000002,2.6128,2.715,2.4,0.31499999999999995,-0.31499999999999995,62694,106470,33226,73244,51518
2016-03-20,2.80125,3.15,2.55,0.6000000000000001,0.6000000000000001,2.9965,3.525,2.655,0.8700000000000001,0.8700000000000001,2.7075,2.925,2.475,0.44999999999999973,0.44999999999999973,2.88375,3.225,2.625,0.6000000000000001,0.6000000000000001,176324,478015,38951,439064,439064
2016-03-27,3.2444,3.6,3.037,0.5630000000000002,-0.3599999999999999,3.3426,3.6,3.15,0.4500000000000002,-0.2370000000000001,3.0156,3.15,2.927,0.22299999999999986,0.10499999999999998,3.1452,3.3160000000000003,3.037,0.27900000000000036,0.18500000000000005,109694,156823,73045,83778,-83778
2016-04-03,3.5692,3.747,3.45,0.2969999999999997,0.14899999999999958,3.6864,3.825,3.5989999999999998,0.22600000000000042,-0.22600000000000042,3.3628,3.4589999999999996,3.225,0.23399999999999954,0.12399999999999967,3.5244,3.6,3.45,0.1499999999999999,-0.0030000000000001137,140275,252282,58671,193611,-193611
2016-04-10,3.6828,3.9,3.5639999999999996,0.3360000000000003,0.2999999999999998,3.807,4.275,3.57,0.7050000000000005,0.6600000000000001,3.4832,3.727,3.3,0.42700000000000005,0.2919999999999998,3.6996,4.162,3.48,0.6819999999999999,0.6819999999999999,100761,176759,53279,123480,108470
2016-04-17,4.616,4.95,4.365,0.585,-0.03500000000000014,4.7966,5.1,4.635,0.46499999999999986,-0.16500000000000004,4.3242,4.371,4.275,0.09600000000000009,-0.021000000000000796,4.4967999999999995,4.71,4.35,0.3600000000000003,-0.266,242160,479278,104726,374552,-373350
