Date,Global X FertilizersPotashEtf_Open_average,Global X FertilizersPotashEtf_Open_max,Global X FertilizersPotashEtf_Open_min,Global X FertilizersPotashEtf_Open_volatility,Global X FertilizersPotashEtf_Open_change,Global X FertilizersPotashEtf_High_average,Global X FertilizersPotashEtf_High_max,Global X FertilizersPotashEtf_High_min,Global X FertilizersPotashEtf_High_volatility,Global X FertilizersPotashEtf_High_change,Global X FertilizersPotashEtf_Low_average,Global X FertilizersPotashEtf_Low_max,Global X FertilizersPotashEtf_Low_min,Global X FertilizersPotashEtf_Low_volatility,Global X FertilizersPotashEtf_Low_change,Global X FertilizersPotashEtf_Close_average,Global X FertilizersPotashEtf_Close_max,Global X FertilizersPotashEtf_Close_min,Global X FertilizersPotashEtf_Close_volatility,Global X FertilizersPotashEtf_Close_change
2016-01-03,8.38,8.38,8.38,0.0,0.0,8.38,8.38,8.38,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2016-01-10,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.9,7.9,7.9,0.0,0.0
2016-01-17,7.71,7.71,7.71,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2016-01-24,7.92,7.92,7.92,0.0,0.0,8.04,8.04,8.04,0.0,0.0,7.86,7.86,7.86,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2016-01-31,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.01,8.01,8.01,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2016-02-07,7.7,7.7,7.7,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.71,7.71,7.71,0.0,0.0
2016-02-14,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0
2016-02-21,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.18,8.18,8.18,0.0,0.0,8.2,8.2,8.2,0.0,0.0
2016-02-28,8.52,8.52,8.52,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.57,8.57,8.57,0.0,0.0
2016-03-06,8.88,8.88,8.88,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2016-03-13,9.03,9.03,9.03,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.03,9.03,9.03,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2016-03-20,8.8,8.8,8.8,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.78,8.78,8.78,0.0,0.0
2016-03-27,8.74,8.74,8.74,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.74,8.74,8.74,0.0,0.0
2016-04-03,8.55,8.55,8.55,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2016-04-10,8.68,8.68,8.68,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.74,8.74,8.74,0.0,0.0
2016-04-17,9.2,9.2,9.2,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2016-04-24,8.94,8.94,8.94,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.94,8.94,8.94,0.0,0.0
2016-05-01,8.56,8.56,8.56,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2016-05-08,8.49,8.49,8.49,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.49,8.49,8.49,0.0,0.0
2016-05-15,8.49,8.49,8.49,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2016-05-22,8.61,8.61,8.61,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2016-05-29,8.42,8.42,8.42,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.42,8.42,8.42,0.0,0.0,8.59,8.59,8.59,0.0,0.0
2016-06-05,8.77,8.77,8.77,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2016-06-12,8.4,8.4,8.4,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2016-06-19,8.43,8.43,8.43,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2016-06-26,8.23,8.23,8.23,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.37,8.37,8.37,0.0,0.0
2016-07-03,8.24,8.24,8.24,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.13,8.13,8.13,0.0,0.0,8.32,8.32,8.32,0.0,0.0
2016-07-10,8.74,8.74,8.74,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2016-07-17,8.72,8.72,8.72,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.67,8.67,8.67,0.0,0.0
2016-07-24,8.52,8.52,8.52,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.54,8.54,8.54,0.0,0.0
2016-07-31,8.46,8.46,8.46,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.57,8.57,8.57,0.0,0.0
2016-08-07,8.86,8.86,8.86,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.81,8.81,8.81,0.0,0.0
2016-08-14,8.75,8.75,8.75,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2016-08-21,9.06,9.06,9.06,0.0,0.0,9.06,9.06,9.06,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.79,8.79,8.79,0.0,0.0
2016-08-28,9.02,9.02,9.02,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.07,9.07,9.07,0.0,0.0
2016-09-04,8.95,8.95,8.95,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2016-09-11,8.55,8.55,8.55,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.55,8.55,8.55,0.0,0.0
2016-09-18,8.5,8.5,8.5,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2016-09-25,8.57,8.57,8.57,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2016-10-02,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.59,8.59,8.59,0.0,0.0
2016-10-09,8.49,8.49,8.49,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2016-10-16,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2016-10-23,8.66,8.66,8.66,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2016-10-30,8.28,8.28,8.28,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2016-11-06,8.6,8.6,8.6,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2016-11-13,8.56,8.56,8.56,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2016-11-20,8.78,8.78,8.78,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2016-11-27,8.83,8.83,8.83,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.84,8.84,8.84,0.0,0.0
2016-12-04,9.35,9.35,9.35,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2016-12-11,9.0,9.0,9.0,0.0,0.0,9.04,9.04,9.04,0.0,0.0,8.96,8.96,8.96,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2016-12-18,9.1,9.1,9.1,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.13,9.13,9.13,0.0,0.0
2016-12-25,8.89,8.89,8.89,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2017-01-01,9.28,9.28,9.28,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.19,9.19,9.19,0.0,0.0
2017-01-08,9.31,9.31,9.31,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.36,9.36,9.36,0.0,0.0
2017-01-15,9.31,9.31,9.31,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2017-01-22,9.78,9.78,9.78,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2017-01-29,9.64,9.64,9.64,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2017-02-05,9.44,9.44,9.44,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2017-02-12,9.57,9.57,9.57,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.55,9.55,9.55,0.0,0.0
2017-02-19,9.35,9.35,9.35,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.22,9.22,9.22,0.0,0.0
2017-02-26,9.2,9.2,9.2,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.21,9.21,9.21,0.0,0.0
2017-03-05,9.2,9.2,9.2,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0
2017-03-12,9.31,9.31,9.31,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2017-03-19,9.22,9.22,9.22,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.21,9.21,9.21,0.0,0.0
2017-03-26,9.39,9.39,9.39,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.3,9.3,9.3,0.0,0.0
2017-04-02,9.28,9.28,9.28,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.22,9.22,9.22,0.0,0.0,9.22,9.22,9.22,0.0,0.0
2017-04-09,9.19,9.19,9.19,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.18,9.18,9.18,0.0,0.0
