Date,Health Care Select Sector SPDREtf_Open_average,Health Care Select Sector SPDREtf_Open_max,Health Care Select Sector SPDREtf_Open_min,Health Care Select Sector SPDREtf_Open_volatility,Health Care Select Sector SPDREtf_Open_change,Health Care Select Sector SPDREtf_High_average,Health Care Select Sector SPDREtf_High_max,Health Care Select Sector SPDREtf_High_min,Health Care Select Sector SPDREtf_High_volatility,Health Care Select Sector SPDREtf_High_change,Health Care Select Sector SPDREtf_Low_average,Health Care Select Sector SPDREtf_Low_max,Health Care Select Sector SPDREtf_Low_min,Health Care Select Sector SPDREtf_Low_volatility,Health Care Select Sector SPDREtf_Low_change,Health Care Select Sector SPDREtf_Close_average,Health Care Select Sector SPDREtf_Close_max,Health Care Select Sector SPDREtf_Close_min,Health Care Select Sector SPDREtf_Close_volatility,Health Care Select Sector SPDREtf_Close_change
2016-01-03,69.02,69.02,69.02,0.0,0.0,69.2,69.2,69.2,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.58,67.58,67.58,0.0,0.0
2016-01-10,65.67,65.67,65.67,0.0,0.0,66.75,66.75,66.75,0.0,0.0,65.49,65.49,65.49,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2016-01-17,67.29,67.29,67.29,0.0,0.0,67.59,67.59,67.59,0.0,0.0,66.97,66.97,66.97,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2016-01-24,64.84,64.84,64.84,0.0,0.0,66.07,66.07,66.07,0.0,0.0,64.65,64.65,64.65,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2016-01-31,64.9,64.9,64.9,0.0,0.0,65.08,65.08,65.08,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2016-02-07,63.46,63.46,63.46,0.0,0.0,63.98,63.98,63.98,0.0,0.0,62.92,62.92,62.92,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2016-02-14,65.26,65.26,65.26,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2016-02-21,67.29,67.29,67.29,0.0,0.0,67.56,67.56,67.56,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2016-02-28,67.13,67.13,67.13,0.0,0.0,67.4,67.4,67.4,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.97,66.97,66.97,0.0,0.0
2016-03-06,67.27,67.27,67.27,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.22,67.22,67.22,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2016-03-13,65.75,65.75,65.75,0.0,0.0,66.65,66.65,66.65,0.0,0.0,65.63,65.63,65.63,0.0,0.0,66.41,66.41,66.41,0.0,0.0
2016-03-20,66.69,66.69,66.69,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.95,66.95,66.95,0.0,0.0
2016-03-27,67.06,67.06,67.06,0.0,0.0,68.36,68.36,68.36,0.0,0.0,66.93,66.93,66.93,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2016-04-03,69.52,69.52,69.52,0.0,0.0,69.55,69.55,69.55,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2016-04-10,69.79,69.79,69.79,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.57,69.57,69.57,0.0,0.0
2016-04-17,71.3,71.3,71.3,0.0,0.0,71.65,71.65,71.65,0.0,0.0,70.98,70.98,70.98,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2016-04-24,69.81,69.81,69.81,0.0,0.0,69.94,69.94,69.94,0.0,0.0,68.92,68.92,68.92,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2016-05-01,68.89,68.89,68.89,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2016-05-08,68.77,68.77,68.77,0.0,0.0,69.22,69.22,69.22,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2016-05-15,68.86,68.86,68.86,0.0,0.0,69.48,69.48,69.48,0.0,0.0,68.83,68.83,68.83,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2016-05-22,70.35,70.35,70.35,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2016-05-29,71.84,71.84,71.84,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2016-06-05,71.47,71.47,71.47,0.0,0.0,71.51,71.51,71.51,0.0,0.0,70.99,70.99,70.99,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2016-06-12,70.44,70.44,70.44,0.0,0.0,70.47,70.47,70.47,0.0,0.0,69.35,69.35,69.35,0.0,0.0,69.61,69.61,69.61,0.0,0.0
2016-06-19,68.9,68.9,68.9,0.0,0.0,69.94,69.94,69.94,0.0,0.0,68.6,68.6,68.6,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2016-06-26,71.41,71.41,71.41,0.0,0.0,71.86,71.86,71.86,0.0,0.0,71.18,71.18,71.18,0.0,0.0,71.69,71.69,71.69,0.0,0.0
2016-07-03,72.68,72.68,72.68,0.0,0.0,73.23,73.23,73.23,0.0,0.0,72.29,72.29,72.29,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2016-07-10,73.94,73.94,73.94,0.0,0.0,74.15,74.15,74.15,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2016-07-17,74.35,74.35,74.35,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2016-07-24,74.43,74.43,74.43,0.0,0.0,74.85,74.85,74.85,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.71,74.71,74.71,0.0,0.0
2016-07-31,74.91,74.91,74.91,0.0,0.0,74.91,74.91,74.91,0.0,0.0,74.35,74.35,74.35,0.0,0.0,74.76,74.76,74.76,0.0,0.0
