Date,CPA_stock_Open_average,CPA_stock_Open_max,CPA_stock_Open_min,CPA_stock_Open_volatility,CPA_stock_Open_change,CPA_stock_High_average,CPA_stock_High_max,CPA_stock_High_min,CPA_stock_High_volatility,CPA_stock_High_change,CPA_stock_Low_average,CPA_stock_Low_max,CPA_stock_Low_min,CPA_stock_Low_volatility,CPA_stock_Low_change,CPA_stock_Close_average,CPA_stock_Close_max,CPA_stock_Close_min,CPA_stock_Close_volatility,CPA_stock_Close_change,CPA_stock_Volume_average,CPA_stock_Volume_max,CPA_stock_Volume_min,CPA_stock_Volume_volatility,CPA_stock_Volume_change
2016-01-03,46.874,47.28,46.32,0.9600000000000009,-0.9500000000000028,47.688,48.29,47.1,1.1899999999999977,-1.1499999999999986,46.15,46.73,45.28,1.4499999999999957,-1.2199999999999989,46.702,47.5,45.32,2.1799999999999997,-1.9299999999999997,533556,963296,300159,663137,-91854
2016-01-10,44.88,45.53,44.4,1.1300000000000026,-0.7800000000000011,46.606,47.61,45.48,2.1300000000000026,0.9399999999999977,43.558,44.38,42.61,1.7700000000000031,-0.75,45.256,46.58,44.12,2.460000000000001,1.5799999999999983,709085,1022166,450329,571837,407656
2016-01-17,47.317499999999995,48.58,46.01,2.5700000000000003,1.3999999999999986,49.2225,51.08,48.52,2.559999999999995,2.4399999999999977,46.2075,47.5,44.21,3.289999999999999,1.5499999999999972,47.9775,49.45,47.13,2.3200000000000003,2.3200000000000003,766999,1002764,577657,425107,-425107
2016-01-24,48.955999999999996,50.87,44.86,6.009999999999998,-4.530000000000001,50.638,53.61,47.76,5.850000000000001,-2.260000000000005,47.166000000000004,49.58,44.07,5.509999999999998,-3.6400000000000006,48.332,51.06,44.57,6.490000000000002,-2.1199999999999974,771465,1714834,309481,1405353,428989
2016-01-31,47.226,47.84,46.34,1.5,0.44000000000000483,49.172,52.54,47.61,4.93,3.009999999999998,45.954,47.0,45.0,2.0,1.0,47.647999999999996,48.94,46.0,2.9399999999999977,-1.5700000000000003,657156,881650,476572,405078,343628
2016-02-07,48.446,50.14,47.21,2.9299999999999997,1.7899999999999991,49.994,51.9,48.15,3.75,3.75,47.278,48.95,45.59,3.3599999999999994,3.3599999999999994,49.36,51.31,47.84,3.469999999999999,3.469999999999999,590901,781780,400346,381434,27527
2016-02-14,56.2525,59.87,53.0,6.869999999999997,6.869999999999997,58.6225,61.0,55.48,5.520000000000003,4.630000000000003,54.505,56.92,51.4,5.520000000000003,5.520000000000003,56.66,59.96,53.65,6.310000000000002,2.6500000000000057,1291136,1682849,819723,863126,-270506
2016-02-21,59.062,60.07,57.62,2.450000000000003,0.740000000000002,60.52,60.95,60.18,0.7700000000000031,0.02999999999999403,58.38,59.13,57.62,1.5100000000000051,0.730000000000004,59.762,60.14,59.04,1.1000000000000014,0.6700000000000017,591942,674178,491956,182222,37780
2016-02-28,62.676,66.22,59.61,6.609999999999999,6.609999999999999,64.792,68.23,61.44,6.790000000000006,6.790000000000006,62.26,65.9,59.04,6.8600000000000065,6.8600000000000065,64.1,66.94,61.06,5.8799999999999955,5.8799999999999955,736095,927541,506723,420818,333934
2016-03-06,65.266,66.15,64.56,1.5900000000000034,0.15000000000000568,66.164,66.83,65.27,1.5600000000000023,0.5799999999999983,63.888000000000005,65.29,62.79,2.500000000000007,1.1099999999999994,65.258,66.08,64.11,1.9699999999999989,0.15000000000000568,560051,730351,375446,354905,-354905
2016-03-13,65.652,70.96,61.38,9.579999999999991,5.689999999999998,68.07600000000001,72.0,64.18,7.819999999999993,6.340000000000003,64.36,69.77,61.38,8.389999999999993,6.599999999999994,66.66,70.45,61.6,8.850000000000001,5.0,641142,1219144,386265,832879,27584
2016-03-20,68.39750000000001,69.7,67.02,2.680000000000007,-2.680000000000007,69.00999999999999,70.22,67.02,3.200000000000003,-3.200000000000003,67.05,69.05,65.37,3.6799999999999926,-3.6799999999999926,68.07,69.88,65.88,4.0,-4.0,372542,449197,296765,152432,84634
2016-03-27,66.758,67.49,66.1,1.3900000000000006,0.0800000000000125,67.834,68.75,66.81,1.9399999999999977,1.0499999999999972,65.844,67.05,64.95,2.0999999999999943,0.29999999999999716,66.938,67.75,66.44,1.3100000000000023,0.3299999999999983,374914,542316,279083,263233,-30613
2016-04-03,65.686,67.0,63.99,3.009999999999998,-3.009999999999998,66.778,67.94,65.99,1.9500000000000028,-1.9500000000000028,64.47,66.56,62.34,4.219999999999999,-3.0800000000000054,65.044,66.6,63.47,3.1299999999999955,-3.029999999999994,457379,602744,369029,233715,176860
2016-04-10,64.9,66.51,63.1,3.4100000000000037,0.8499999999999943,65.886,66.99,64.37,2.6199999999999903,1.3900000000000006,63.666,65.05,61.4,3.6499999999999986,1.470000000000006,64.79599999999999,66.2,62.93,3.270000000000003,3.1399999999999935,432580,638969,202492,436477,7378
2016-04-17,66.642,69.05,64.92,4.1299999999999955,-1.2399999999999949,68.682,70.88,66.97,3.9099999999999966,0.18000000000000682,65.788,67.22,64.66,2.5600000000000023,-0.3400000000000034,66.822,68.88,65.46,3.4200000000000017,-0.8300000000000125,700409,923792,309186,614606,334176
2016-04-24,65.93599999999999,67.02,64.97,2.049999999999997,-0.23999999999999488,67.008,67.86,65.82,2.0400000000000063,-0.5900000000000034,64.924,66.01,63.44,2.5700000000000074,-1.7000000000000028,65.786,67.62,63.75,3.8700000000000045,-1.6700000000000017,376409,450486,270127,180359,-121179
