Date,AMRX_stock_Open_average,AMRX_stock_Open_max,AMRX_stock_Open_min,AMRX_stock_Open_volatility,AMRX_stock_Open_change,AMRX_stock_High_average,AMRX_stock_High_max,AMRX_stock_High_min,AMRX_stock_High_volatility,AMRX_stock_High_change,AMRX_stock_Low_average,AMRX_stock_Low_max,AMRX_stock_Low_min,AMRX_stock_Low_volatility,AMRX_stock_Low_change,AMRX_stock_Close_average,AMRX_stock_Close_max,AMRX_stock_Close_min,AMRX_stock_Close_volatility,AMRX_stock_Close_change,AMRX_stock_Volume_average,AMRX_stock_Volume_max,AMRX_stock_Volume_min,AMRX_stock_Volume_volatility,AMRX_stock_Volume_change
2016-01-03,41.588,42.53,40.32,2.210000000000001,-1.6099999999999994,42.8,43.16,41.87,1.2899999999999991,0.11999999999999744,40.826,42.29,38.16,4.130000000000003,-3.3700000000000045,41.14,42.65,38.29,4.359999999999999,-3.980000000000004,554704,728063,356492,371571,106175
2016-01-10,37.132,38.4,36.44,1.9600000000000009,-1.3799999999999955,38.684,39.31,37.49,1.8200000000000003,0.14000000000000057,35.806,36.5,35.23,1.2700000000000031,1.1899999999999977,37.288000000000004,39.02,36.05,2.970000000000006,2.9200000000000017,971568,1382926,591670,791256,258480
2016-01-17,39.0,39.65,38.34,1.3099999999999952,-0.3999999999999986,39.835,40.23,39.49,0.7399999999999949,0.22999999999999687,37.935,38.48,36.77,1.7099999999999937,-0.18999999999999773,39.05,40.06,38.59,1.4699999999999989,1.230000000000004,564151,802763,358019,444744,-317487
2016-01-24,39.016,39.84,36.89,2.950000000000003,-2.9200000000000017,39.742,40.74,37.6,3.1400000000000006,-2.969999999999999,37.828,39.54,36.09,3.4499999999999957,-3.4499999999999957,38.467999999999996,39.93,36.79,3.1400000000000006,-2.259999999999998,510151,806385,426745,379640,371536
2016-01-31,36.408,37.19,34.79,2.3999999999999986,-2.3599999999999994,37.192,38.43,35.13,3.299999999999997,-3.1699999999999946,35.268,36.56,33.52,3.039999999999999,-2.8599999999999994,35.79,37.56,33.76,3.8000000000000043,-3.8000000000000043,618267,918646,497839,420807,367909
2016-02-07,32.12,33.33,30.98,2.349999999999998,-2.349999999999998,32.796,33.81,31.13,2.6800000000000033,-2.6800000000000033,31.298000000000002,32.1,30.18,1.9200000000000017,-1.9200000000000017,31.788,32.7,30.73,1.9700000000000024,-1.8100000000000023,662184,801867,507064,294803,-168766
2016-02-14,33.71,35.9,31.26,4.639999999999997,3.34,35.105000000000004,37.06,32.2,4.859999999999999,2.529999999999994,32.8975,34.7,31.0,3.700000000000003,1.8100000000000023,34.207499999999996,35.71,32.16,3.5500000000000043,1.8100000000000023,1073797,1599441,478444,1120997,647684
2016-02-21,32.781666666666666,33.28,32.23,1.0500000000000043,0.28999999999999915,33.52333333333333,33.8,33.28,0.519999999999996,-0.519999999999996,31.853333333333335,33.27,29.66,3.610000000000003,3.610000000000003,32.865,33.27,32.01,1.2600000000000051,0.13000000000000256,1381177,4524958,497245,4027713,-4027713
2016-02-28,33.948,34.75,32.98,1.7700000000000031,1.25,34.596,35.01,33.99,1.019999999999996,1.019999999999996,33.356,34.04,32.49,1.5499999999999972,1.3999999999999986,34.134,34.86,32.69,2.1700000000000017,1.6099999999999994,772492,1108701,465386,643315,-550390
2016-03-06,33.856,34.79,32.25,2.539999999999999,0.5600000000000023,35.17,36.75,34.17,2.5799999999999983,1.5200000000000031,32.948,34.61,30.72,3.8900000000000006,0.8800000000000026,34.336,36.32,32.53,3.789999999999999,1.6099999999999994,806521,1098108,604878,493230,303837
