Date,NMRStock_Open_average,NMRStock_Open_max,NMRStock_Open_min,NMRStock_Open_volatility,NMRStock_Open_change,NMRStock_High_average,NMRStock_High_max,NMRStock_High_min,NMRStock_High_volatility,NMRStock_High_change,NMRStock_Low_average,NMRStock_Low_max,NMRStock_Low_min,NMRStock_Low_volatility,NMRStock_Low_change,NMRStock_Close_average,NMRStock_Close_max,NMRStock_Close_min,NMRStock_Close_volatility,NMRStock_Close_change,NMRStock_Volume_average,NMRStock_Volume_max,NMRStock_Volume_min,NMRStock_Volume_volatility,NMRStock_Volume_change
2016-01-03,5.452,5.56,5.37,0.1899999999999995,-0.08000000000000007,5.474,5.58,5.37,0.20999999999999996,-0.1200000000000001,5.3759999999999994,5.52,5.18,0.33999999999999986,-0.20000000000000018,5.412,5.55,5.18,0.3700000000000001,-0.3000000000000007,945748,2278903,282007,1996896,-1760055
2016-01-10,5.236,5.28,5.1,0.1800000000000006,-0.15000000000000036,5.26,5.32,5.1,0.22000000000000064,-0.1900000000000004,5.140000000000001,5.21,4.99,0.21999999999999975,-0.20999999999999996,5.204,5.29,5.07,0.21999999999999975,-0.17999999999999972,623726,810780,475165,335615,313980
2016-01-17,5.02,5.19,4.85,0.34000000000000075,-0.13000000000000078,5.0725,5.19,4.95,0.2400000000000002,-0.03000000000000025,4.9425,5.08,4.82,0.2599999999999998,-0.040000000000000036,5.0075,5.13,4.88,0.25,0.03000000000000025,858328,1336529,547843,788686,-613978
2016-01-24,5.138,5.23,5.08,0.15000000000000036,0.14000000000000057,5.216,5.42,5.12,0.2999999999999998,0.2999999999999998,5.094,5.23,5.04,0.1900000000000004,0.1800000000000006,5.168,5.41,5.06,0.35000000000000053,0.35000000000000053,507177,850850,280716,570134,-354594
2016-01-31,5.11,5.42,4.89,0.5300000000000002,-0.5300000000000002,5.136,5.46,4.91,0.5499999999999998,-0.5499999999999998,5.014,5.39,4.79,0.5999999999999996,-0.5999999999999996,5.07,5.44,4.79,0.6500000000000004,-0.6500000000000004,525602,775361,250391,524970,-471730
2016-02-07,4.288,4.64,4.02,0.6200000000000001,-0.6200000000000001,4.3420000000000005,4.67,4.11,0.5599999999999996,-0.5599999999999996,4.198,4.49,3.96,0.5300000000000002,-0.5300000000000002,4.278,4.54,4.11,0.4299999999999997,-0.4299999999999997,1276157,1975817,580569,1395248,62592
2016-02-14,4.4,4.46,4.34,0.1200000000000001,-0.040000000000000036,4.4275,4.51,4.36,0.14999999999999947,-0.019999999999999574,4.34,4.41,4.27,0.14000000000000057,-0.0600000000000005,4.37,4.45,4.31,0.14000000000000057,-0.05000000000000071,1565262,2721773,853945,1867828,-109215
2016-02-21,4.292,4.37,4.19,0.17999999999999972,-0.040000000000000036,4.332,4.37,4.28,0.08999999999999986,-0.009999999999999787,4.258,4.31,4.16,0.14999999999999947,-0.009999999999999787,4.3,4.34,4.26,0.08000000000000007,-0.040000000000000036,799280,1340376,414751,925625,-776582
2016-02-28,4.42,4.7,4.21,0.4900000000000002,0.4900000000000002,4.468,4.73,4.24,0.4900000000000002,0.4900000000000002,4.402,4.64,4.19,0.4499999999999993,0.4499999999999993,4.436,4.65,4.2,0.4500000000000002,0.4500000000000002,411791,717952,274671,443281,-55997
2016-03-06,4.586,4.66,4.47,0.1900000000000004,-0.040000000000000036,4.616,4.72,4.48,0.23999999999999932,0.02999999999999936,4.514,4.62,4.4,0.21999999999999975,0.009999999999999787,4.56,4.7,4.46,0.2400000000000002,0.0600000000000005,579436,750542,372168,378374,-32814
2016-03-13,4.574,4.69,4.48,0.20999999999999996,-0.16000000000000014,4.616,4.73,4.55,0.1800000000000006,-0.1800000000000006,4.5440000000000005,4.67,4.48,0.1899999999999995,-0.16999999999999993,4.6,4.71,4.52,0.1900000000000004,-0.16000000000000014,393320,554774,229818,324956,37610
