Date,PFG_stock_Open_average,PFG_stock_Open_max,PFG_stock_Open_min,PFG_stock_Open_volatility,PFG_stock_Open_change,PFG_stock_High_average,PFG_stock_High_max,PFG_stock_High_min,PFG_stock_High_volatility,PFG_stock_High_change,PFG_stock_Low_average,PFG_stock_Low_max,PFG_stock_Low_min,PFG_stock_Low_volatility,PFG_stock_Low_change,PFG_stock_Close_average,PFG_stock_Close_max,PFG_stock_Close_min,PFG_stock_Close_volatility,PFG_stock_Close_change,PFG_stock_Volume_average,PFG_stock_Volume_max,PFG_stock_Volume_min,PFG_stock_Volume_volatility,PFG_stock_Volume_change
2016-01-03,42.564,43.81,40.72,3.0900000000000034,-3.0900000000000034,42.894,44.3,41.12,3.1799999999999997,-2.950000000000003,41.81,43.59,40.04,3.5500000000000043,-3.240000000000002,42.174,44.14,40.14,4.0,-3.8999999999999986,2331865,3309436,1487076,1822360,1493227
2016-01-10,39.444,40.33,37.74,2.5899999999999963,-2.5899999999999963,39.93,41.33,38.27,3.059999999999995,-3.059999999999995,38.122,39.06,37.03,2.030000000000001,-1.8999999999999986,38.878,39.68,37.91,1.7700000000000031,-1.6000000000000014,2081440,2510826,1387096,1123730,321941
2016-01-17,37.405,38.7,36.56,2.1400000000000006,-0.9299999999999997,37.945,38.85,36.82,2.030000000000001,-0.480000000000004,36.5775,37.53,35.22,2.3100000000000023,0.3500000000000014,37.225,38.06,36.47,1.5900000000000034,0.5300000000000011,2061711,2572110,1719788,852322,11051
2016-01-24,37.79,38.04,37.37,0.6700000000000017,0.05000000000000426,38.348,38.73,38.02,0.7099999999999937,0.25,37.224,37.39,36.99,0.3999999999999986,0.240000000000002,37.646,38.0,37.23,0.7700000000000031,0.7700000000000031,2433194,4722056,1585022,3137034,2559530
2016-01-31,35.89,37.85,34.5,3.3500000000000014,-1.509999999999998,36.676,38.2,35.54,2.6600000000000037,-1.2000000000000028,35.168,37.21,33.09,4.119999999999997,-1.1799999999999997,36.342,37.95,35.07,2.8800000000000026,-1.1400000000000006,3630550,4766435,2762825,2003610,-644798
2016-02-07,35.462,36.38,34.78,1.6000000000000014,-0.8599999999999994,35.976,36.97,34.99,1.9799999999999969,-0.6899999999999977,34.798,35.46,33.72,1.740000000000002,-0.6599999999999966,35.498,36.01,34.34,1.6699999999999946,-0.3999999999999986,3003091,3534366,2167716,1366650,531295
2016-02-14,36.92,37.66,36.12,1.5399999999999991,0.720000000000006,37.2425,37.72,36.52,1.1999999999999957,0.519999999999996,36.49,37.06,35.55,1.5100000000000051,0.8700000000000045,37.0025,37.56,36.46,1.1000000000000014,0.3500000000000014,2490424,3155608,1885509,1270099,-1270099
2016-02-21,37.292,37.74,36.54,1.2000000000000028,-0.060000000000002274,37.896,38.98,37.46,1.519999999999996,1.2399999999999949,36.824,37.52,35.73,1.7900000000000063,0.5400000000000063,37.53,38.47,36.93,1.5399999999999991,1.0899999999999963,1744483,2509233,1474228,1035005,913904
2016-02-28,38.906,39.56,38.21,1.3500000000000014,0.8700000000000045,39.334,39.84,38.53,1.3100000000000023,1.0399999999999991,38.5,39.17,37.78,1.3900000000000006,1.0899999999999963,39.050000000000004,39.52,37.81,1.7100000000000009,1.5399999999999991,1948333,2113919,1634359,479560,-295206
2016-03-06,38.94,39.4,38.58,0.8200000000000003,0.4299999999999997,39.414,40.4,38.78,1.6199999999999974,0.8799999999999955,38.19,38.87,37.69,1.1799999999999997,0.14000000000000057,38.966,40.36,38.18,2.1799999999999997,0.8500000000000014,1566459,1907068,1164484,742584,-290849
