Date,KEPStock_Open_average,KEPStock_Open_max,KEPStock_Open_min,KEPStock_Open_volatility,KEPStock_Open_change,KEPStock_High_average,KEPStock_High_max,KEPStock_High_min,KEPStock_High_volatility,KEPStock_High_change,KEPStock_Low_average,KEPStock_Low_max,KEPStock_Low_min,KEPStock_Low_volatility,KEPStock_Low_change,KEPStock_Close_average,KEPStock_Close_max,KEPStock_Close_min,KEPStock_Close_volatility,KEPStock_Close_change,KEPStock_Volume_average,KEPStock_Volume_max,KEPStock_Volume_min,KEPStock_Volume_volatility,KEPStock_Volume_change
2016-01-03,20.994,21.33,20.85,0.4799999999999969,0.10999999999999943,21.152,21.34,20.96,0.379999999999999,-0.029999999999997584,20.852,21.09,20.63,0.46000000000000085,-0.15000000000000213,20.97,21.2,20.66,0.5399999999999991,-0.26000000000000156,286063,347699,192863,154836,-26283
2016-01-10,21.23,21.5,20.93,0.5700000000000003,-0.14000000000000057,21.432,21.81,20.97,0.8399999999999999,-0.40000000000000213,21.022,21.35,20.65,0.7000000000000028,-0.3000000000000007,21.282,21.68,20.82,0.8599999999999994,-0.5,360088,388978,320085,68893,52939
2016-01-17,20.97,21.32,20.8,0.5199999999999996,-0.4299999999999997,21.2025,21.53,21.02,0.5100000000000016,-0.5100000000000016,20.86,21.29,20.63,0.6600000000000001,-0.5,21.0475,21.4,20.85,0.5499999999999972,-0.41999999999999815,570663,890296,294735,595561,179961
2016-01-24,21.508,21.87,21.11,0.7600000000000016,0.5,21.678,21.96,21.36,0.6000000000000014,0.5,21.338,21.59,21.09,0.5,0.5,21.448,21.8,21.16,0.6400000000000006,0.6400000000000006,449494,558257,378910,179347,-111654
2016-01-31,22.004,22.08,21.85,0.22999999999999687,0.16999999999999815,22.212,22.5,22.05,0.4499999999999993,-0.029999999999997584,21.778,21.94,21.68,0.26000000000000156,-0.019999999999999574,22.073999999999998,22.24,21.88,0.35999999999999943,-0.04999999999999716,485426,701471,367638,333833,79717
2016-02-07,21.64,21.91,21.46,0.4499999999999993,0.05000000000000071,21.81,21.98,21.6,0.379999999999999,0.1999999999999993,21.484,21.62,21.39,0.23000000000000043,-0.010000000000001563,21.628,21.73,21.49,0.240000000000002,-0.060000000000002274,458120,518952,406735,112217,39134
2016-02-14,22.02,22.46,21.61,0.8500000000000014,0.8500000000000014,22.23,22.53,21.74,0.7900000000000027,0.7900000000000027,21.9575,22.35,21.51,0.8399999999999999,0.8399999999999999,22.127499999999998,22.38,21.68,0.6999999999999993,0.6999999999999993,353988,413182,311850,101332,2071
2016-02-21,23.134,24.4,22.33,2.0700000000000003,1.759999999999998,23.317999999999998,24.47,22.63,1.8399999999999999,1.5799999999999983,22.864,23.74,22.28,1.4599999999999973,1.3199999999999967,23.058,23.8,22.32,1.4800000000000004,0.9400000000000013,700682,1179634,277792,901842,234058
2016-02-28,24.002,24.34,23.69,0.6499999999999986,0.5599999999999987,24.298000000000002,24.64,23.8,0.8399999999999999,0.8399999999999999,23.802,24.25,23.39,0.8599999999999994,0.8599999999999994,24.212,24.62,23.54,1.0800000000000018,1.0800000000000018,683446,1196101,472151,723950,8246
2016-03-06,23.642,24.23,22.99,1.240000000000002,0.879999999999999,23.874,24.49,23.36,1.129999999999999,0.9799999999999969,23.504,24.22,22.85,1.3699999999999974,1.1799999999999997,23.692,24.35,23.08,1.2700000000000031,1.2700000000000031,455213,772092,204855,567237,-306077
2016-03-13,24.722,25.46,24.04,1.4200000000000017,1.0100000000000016,24.972,25.48,24.47,1.0100000000000016,0.9100000000000001,24.606,25.28,24.04,1.240000000000002,1.0199999999999996,24.804000000000002,25.45,24.17,1.2799999999999976,1.1799999999999997,669618,869620,362545,507075,507075
