Date,Vanguard Telecommunication Services_etf_Open_average,Vanguard Telecommunication Services_etf_Open_max,Vanguard Telecommunication Services_etf_Open_min,Vanguard Telecommunication Services_etf_Open_volatility,Vanguard Telecommunication Services_etf_Open_change,Vanguard Telecommunication Services_etf_High_average,Vanguard Telecommunication Services_etf_High_max,Vanguard Telecommunication Services_etf_High_min,Vanguard Telecommunication Services_etf_High_volatility,Vanguard Telecommunication Services_etf_High_change,Vanguard Telecommunication Services_etf_Low_average,Vanguard Telecommunication Services_etf_Low_max,Vanguard Telecommunication Services_etf_Low_min,Vanguard Telecommunication Services_etf_Low_volatility,Vanguard Telecommunication Services_etf_Low_change,Vanguard Telecommunication Services_etf_Close_average,Vanguard Telecommunication Services_etf_Close_max,Vanguard Telecommunication Services_etf_Close_min,Vanguard Telecommunication Services_etf_Close_volatility,Vanguard Telecommunication Services_etf_Close_change
2016-01-03,82.4,82.4,82.4,0.0,0.0,82.61,82.61,82.61,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2016-01-10,78.64,78.64,78.64,0.0,0.0,79.63,79.63,79.63,0.0,0.0,77.95,77.95,77.95,0.0,0.0,78.8,78.8,78.8,0.0,0.0
2016-01-17,79.91,79.91,79.91,0.0,0.0,81.51,81.51,81.51,0.0,0.0,79.91,79.91,79.91,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2016-01-24,83.45,83.45,83.45,0.0,0.0,84.94,84.94,84.94,0.0,0.0,83.45,83.45,83.45,0.0,0.0,84.94,84.94,84.94,0.0,0.0
2016-01-31,85.27,85.27,85.27,0.0,0.0,85.81,85.81,85.81,0.0,0.0,84.39,84.39,84.39,0.0,0.0,84.49,84.49,84.49,0.0,0.0
2016-02-07,82.98,82.98,82.98,0.0,0.0,83.79,83.79,83.79,0.0,0.0,82.21,82.21,82.21,0.0,0.0,83.56,83.56,83.56,0.0,0.0
2016-02-14,85.3,85.3,85.3,0.0,0.0,85.56,85.56,85.56,0.0,0.0,84.52,84.52,84.52,0.0,0.0,84.88,84.88,84.88,0.0,0.0
2016-02-21,87.68,87.68,87.68,0.0,0.0,87.99,87.99,87.99,0.0,0.0,86.86,86.86,86.86,0.0,0.0,87.81,87.81,87.81,0.0,0.0
2016-02-28,90.53,90.53,90.53,0.0,0.0,91.32,91.32,91.32,0.0,0.0,90.04,90.04,90.04,0.0,0.0,90.43,90.43,90.43,0.0,0.0
2016-03-06,90.69,90.69,90.69,0.0,0.0,90.88,90.88,90.88,0.0,0.0,90.0,90.0,90.0,0.0,0.0,90.82,90.82,90.82,0.0,0.0
2016-03-13,91.71,91.71,91.71,0.0,0.0,91.85,91.85,91.85,0.0,0.0,91.06,91.06,91.06,0.0,0.0,91.17,91.17,91.17,0.0,0.0
2016-03-20,89.27,89.27,89.27,0.0,0.0,90.27,90.27,90.27,0.0,0.0,88.84,88.84,88.84,0.0,0.0,90.27,90.27,90.27,0.0,0.0
2016-03-27,92.27,92.27,92.27,0.0,0.0,93.86,93.86,93.86,0.0,0.0,91.61,91.61,91.61,0.0,0.0,93.72,93.72,93.72,0.0,0.0
2016-04-03,92.11,92.11,92.11,0.0,0.0,92.52,92.52,92.52,0.0,0.0,91.56,91.56,91.56,0.0,0.0,91.87,91.87,91.87,0.0,0.0
2016-04-10,92.05,92.05,92.05,0.0,0.0,92.54,92.54,92.54,0.0,0.0,91.88,91.88,91.88,0.0,0.0,92.42,92.42,92.42,0.0,0.0
2016-04-17,91.82,91.82,91.82,0.0,0.0,92.83,92.83,92.83,0.0,0.0,91.82,91.82,91.82,0.0,0.0,92.74,92.74,92.74,0.0,0.0
2016-04-24,93.03,93.03,93.03,0.0,0.0,93.03,93.03,93.03,0.0,0.0,92.04,92.04,92.04,0.0,0.0,92.54,92.54,92.54,0.0,0.0
2016-05-01,91.51,91.51,91.51,0.0,0.0,91.76,91.76,91.76,0.0,0.0,90.57,90.57,90.57,0.0,0.0,91.74,91.74,91.74,0.0,0.0
2016-05-08,92.51,92.51,92.51,0.0,0.0,92.51,92.51,92.51,0.0,0.0,91.6,91.6,91.6,0.0,0.0,92.23,92.23,92.23,0.0,0.0
2016-05-15,90.52,90.52,90.52,0.0,0.0,91.07,91.07,91.07,0.0,0.0,90.13,90.13,90.13,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2016-05-22,91.91,91.91,91.91,0.0,0.0,92.09,92.09,92.09,0.0,0.0,91.76,91.76,91.76,0.0,0.0,92.07,92.07,92.07,0.0,0.0
2016-05-29,91.89,91.89,91.89,0.0,0.0,92.02,92.02,92.02,0.0,0.0,91.0,91.0,91.0,0.0,0.0,91.53,91.53,91.53,0.0,0.0
2016-06-05,92.55,92.55,92.55,0.0,0.0,93.3,93.3,93.3,0.0,0.0,92.24,92.24,92.24,0.0,0.0,92.75,92.75,92.75,0.0,0.0
2016-06-12,94.08,94.08,94.08,0.0,0.0,94.3,94.3,94.3,0.0,0.0,93.49,93.49,93.49,0.0,0.0,94.3,94.3,94.3,0.0,0.0
2016-06-19,94.04,94.04,94.04,0.0,0.0,95.76,95.76,95.76,0.0,0.0,94.04,94.04,94.04,0.0,0.0,94.64,94.64,94.64,0.0,0.0
2016-06-26,98.64,98.64,98.64,0.0,0.0,98.95,98.95,98.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0,98.81,98.81,98.81,0.0,0.0
2016-07-03,98.61,98.61,98.61,0.0,0.0,100.07,100.07,100.07,0.0,0.0,98.18,98.18,98.18,0.0,0.0,100.04,100.04,100.04,0.0,0.0
2016-07-10,101.68,101.68,101.68,0.0,0.0,101.99,101.99,101.99,0.0,0.0,101.21,101.21,101.21,0.0,0.0,101.64,101.64,101.64,0.0,0.0
2016-07-17,99.59,99.59,99.59,0.0,0.0,101.68,101.68,101.68,0.0,0.0,99.59,99.59,99.59,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2016-07-24,100.05,100.05,100.05,0.0,0.0,101.38,101.38,101.38,0.0,0.0,99.96,99.96,99.96,0.0,0.0,101.05,101.05,101.05,0.0,0.0
2016-07-31,98.9,98.9,98.9,0.0,0.0,98.9,98.9,98.9,0.0,0.0,98.14,98.14,98.14,0.0,0.0,98.3,98.3,98.3,0.0,0.0
2016-08-07,97.68,97.68,97.68,0.0,0.0,98.11,98.11,98.11,0.0,0.0,96.88,96.88,96.88,0.0,0.0,97.01,97.01,97.01,0.0,0.0
2016-08-14,94.76,94.76,94.76,0.0,0.0,94.91,94.91,94.91,0.0,0.0,93.71,93.71,93.71,0.0,0.0,94.28,94.28,94.28,0.0,0.0
2016-08-21,95.11,95.11,95.11,0.0,0.0,95.83,95.83,95.83,0.0,0.0,93.99,93.99,93.99,0.0,0.0,94.41,94.41,94.41,0.0,0.0
2016-08-28,95.08,95.08,95.08,0.0,0.0,95.71,95.71,95.71,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.44,95.44,95.44,0.0,0.0
2016-09-04,95.54,95.54,95.54,0.0,0.0,95.84,95.84,95.84,0.0,0.0,93.02,93.02,93.02,0.0,0.0,93.02,93.02,93.02,0.0,0.0
2016-09-11,94.04,94.04,94.04,0.0,0.0,94.33,94.33,94.33,0.0,0.0,93.24,93.24,93.24,0.0,0.0,94.07,94.07,94.07,0.0,0.0
2016-09-18,94.66,94.66,94.66,0.0,0.0,95.36,95.36,95.36,0.0,0.0,94.54,94.54,94.54,0.0,0.0,95.12,95.12,95.12,0.0,0.0
2016-09-25,95.04,95.04,95.04,0.0,0.0,95.23,95.23,95.23,0.0,0.0,94.37,94.37,94.37,0.0,0.0,94.39,94.39,94.39,0.0,0.0
2016-10-02,92.93,92.93,92.93,0.0,0.0,93.09,93.09,93.09,0.0,0.0,91.78,91.78,91.78,0.0,0.0,92.36,92.36,92.36,0.0,0.0
2016-10-09,93.1,93.1,93.1,0.0,0.0,93.65,93.65,93.65,0.0,0.0,92.68,92.68,92.68,0.0,0.0,92.71,92.71,92.71,0.0,0.0
2016-10-16,91.74,91.74,91.74,0.0,0.0,92.03,92.03,92.03,0.0,0.0,90.87,90.87,90.87,0.0,0.0,91.24,91.24,91.24,0.0,0.0
2016-10-23,91.81,91.81,91.81,0.0,0.0,92.32,92.32,92.32,0.0,0.0,91.25,91.25,91.25,0.0,0.0,91.29,91.29,91.29,0.0,0.0
2016-10-30,87.75,87.75,87.75,0.0,0.0,88.56,88.56,88.56,0.0,0.0,87.4,87.4,87.4,0.0,0.0,88.01,88.01,88.01,0.0,0.0
2016-11-06,88.85,88.85,88.85,0.0,0.0,90.58,90.58,90.58,0.0,0.0,88.85,88.85,88.85,0.0,0.0,89.99,89.99,89.99,0.0,0.0
