Date,PowerShares S&P SmallCap Consumer Staples_etf_Open_average,PowerShares S&P SmallCap Consumer Staples_etf_Open_max,PowerShares S&P SmallCap Consumer Staples_etf_Open_min,PowerShares S&P SmallCap Consumer Staples_etf_Open_volatility,PowerShares S&P SmallCap Consumer Staples_etf_Open_change,PowerShares S&P SmallCap Consumer Staples_etf_High_average,PowerShares S&P SmallCap Consumer Staples_etf_High_max,PowerShares S&P SmallCap Consumer Staples_etf_High_min,PowerShares S&P SmallCap Consumer Staples_etf_High_volatility,PowerShares S&P SmallCap Consumer Staples_etf_High_change,PowerShares S&P SmallCap Consumer Staples_etf_Low_average,PowerShares S&P SmallCap Consumer Staples_etf_Low_max,PowerShares S&P SmallCap Consumer Staples_etf_Low_min,PowerShares S&P SmallCap Consumer Staples_etf_Low_volatility,PowerShares S&P SmallCap Consumer Staples_etf_Low_change,PowerShares S&P SmallCap Consumer Staples_etf_Close_average,PowerShares S&P SmallCap Consumer Staples_etf_Close_max,PowerShares S&P SmallCap Consumer Staples_etf_Close_min,PowerShares S&P SmallCap Consumer Staples_etf_Close_volatility,PowerShares S&P SmallCap Consumer Staples_etf_Close_change
2016-03-13,58.49,58.49,58.49,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2016-03-20,56.75,56.75,56.75,0.0,0.0,57.3,57.3,57.3,0.0,0.0,56.75,56.75,56.75,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2016-03-27,59.31,59.31,59.31,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2016-04-03,58.38,58.38,58.38,0.0,0.0,59.08,59.08,59.08,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2016-04-10,58.13,58.13,58.13,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2016-04-17,57.55,57.55,57.55,0.0,0.0,58.34,58.34,58.34,0.0,0.0,57.49,57.49,57.49,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2016-04-24,59.99,59.99,59.99,0.0,0.0,61.65,61.65,61.65,0.0,0.0,59.99,59.99,59.99,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2016-05-01,61.58,61.58,61.58,0.0,0.0,62.16,62.16,62.16,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2016-05-08,62.26,62.26,62.26,0.0,0.0,62.29,62.29,62.29,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2016-05-15,61.54,61.54,61.54,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2016-05-22,63.02,63.02,63.02,0.0,0.0,63.14,63.14,63.14,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2016-05-29,63.23,63.23,63.23,0.0,0.0,63.28,63.28,63.28,0.0,0.0,62.92,62.92,62.92,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2016-06-05,63.75,63.75,63.75,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2016-06-12,63.5,63.5,63.5,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2016-06-19,62.53,62.53,62.53,0.0,0.0,63.72,63.72,63.72,0.0,0.0,62.03,62.03,62.03,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2016-06-26,66.31,66.31,66.31,0.0,0.0,66.31,66.31,66.31,0.0,0.0,65.13,65.13,65.13,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2016-07-03,66.3,66.3,66.3,0.0,0.0,66.68,66.68,66.68,0.0,0.0,65.73,65.73,65.73,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2016-07-10,66.71,66.71,66.71,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2016-07-17,66.75,66.75,66.75,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2016-07-24,66.98,66.98,66.98,0.0,0.0,68.61,68.61,68.61,0.0,0.0,66.98,66.98,66.98,0.0,0.0,68.42,68.42,68.42,0.0,0.0
2016-07-31,68.93,68.93,68.93,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.09,68.09,68.09,0.0,0.0
2016-08-07,67.38,67.38,67.38,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.38,67.38,67.38,0.0,0.0
2016-08-14,66.6,66.6,66.6,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.89,66.89,66.89,0.0,0.0
2016-08-21,67.47,67.47,67.47,0.0,0.0,67.8,67.8,67.8,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2016-08-28,67.4,67.4,67.4,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2016-09-04,66.74,66.74,66.74,0.0,0.0,66.74,66.74,66.74,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.83,64.83,64.83,0.0,0.0
2016-09-11,64.24,64.24,64.24,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2016-09-18,65.6,65.6,65.6,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2016-09-25,65.3,65.3,65.3,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.56,65.56,65.56,0.0,0.0
2016-10-02,65.41,65.41,65.41,0.0,0.0,65.54,65.54,65.54,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2016-10-09,67.33,67.33,67.33,0.0,0.0,67.33,67.33,67.33,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2016-10-16,63.42,63.42,63.42,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2016-10-23,62.7,62.7,62.7,0.0,0.0,63.34,63.34,63.34,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2016-10-30,61.05,61.05,61.05,0.0,0.0,61.62,61.62,61.62,0.0,0.0,60.51,60.51,60.51,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2016-11-06,62.59,62.59,62.59,0.0,0.0,64.43,64.43,64.43,0.0,0.0,62.59,62.59,62.59,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2016-11-13,65.48,65.48,65.48,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2016-11-20,66.45,66.45,66.45,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2016-11-27,64.76,64.76,64.76,0.0,0.0,65.41,65.41,65.41,0.0,0.0,64.76,64.76,64.76,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2016-12-04,69.29,69.29,69.29,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2016-12-11,68.56,68.56,68.56,0.0,0.0,68.97,68.97,68.97,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2016-12-18,68.95,68.95,68.95,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.95,68.95,68.95,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2016-12-25,69.45,69.45,69.45,0.0,0.0,69.45,69.45,69.45,0.0,0.0,68.82,68.82,68.82,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2017-01-01,70.44,70.44,70.44,0.0,0.0,70.44,70.44,70.44,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2017-01-08,66.63,66.63,66.63,0.0,0.0,67.5,67.5,67.5,0.0,0.0,66.63,66.63,66.63,0.0,0.0,67.12,67.12,67.12,0.0,0.0
2017-01-15,66.95,66.95,66.95,0.0,0.0,67.6,67.6,67.6,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2017-01-22,67.02,67.02,67.02,0.0,0.0,67.02,67.02,67.02,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2017-01-29,66.7,66.7,66.7,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2017-02-05,67.58,67.58,67.58,0.0,0.0,68.12,68.12,68.12,0.0,0.0,67.58,67.58,67.58,0.0,0.0,68.06,68.06,68.06,0.0,0.0
2017-02-12,68.54,68.54,68.54,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.22,68.22,68.22,0.0,0.0,68.53,68.53,68.53,0.0,0.0
2017-02-19,67.61,67.61,67.61,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.22,67.22,67.22,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2017-02-26,67.31,67.31,67.31,0.0,0.0,67.31,67.31,67.31,0.0,0.0,66.99,66.99,66.99,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2017-03-05,66.73,66.73,66.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.61,66.61,66.61,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2017-03-12,67.61,67.61,67.61,0.0,0.0,68.48,68.48,68.48,0.0,0.0,67.61,67.61,67.61,0.0,0.0,68.43,68.43,68.43,0.0,0.0
2017-03-19,68.17,68.17,68.17,0.0,0.0,68.2,68.2,68.2,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2017-03-26,68.84,68.84,68.84,0.0,0.0,69.34,69.34,69.34,0.0,0.0,68.84,68.84,68.84,0.0,0.0,69.33,69.33,69.33,0.0,0.0
2017-04-02,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2017-04-09,68.84,68.84,68.84,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.59,68.59,68.59,0.0,0.0
2017-04-16,70.3,70.3,70.3,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.21,70.21,70.21,0.0,0.0,70.48,70.48,70.48,0.0,0.0
2017-04-23,71.6,71.6,71.6,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2017-04-30,69.87,69.87,69.87,0.0,0.0,69.87,69.87,69.87,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2017-05-07,69.13,69.13,69.13,0.0,0.0,69.17,69.17,69.17,0.0,0.0,68.89,68.89,68.89,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2017-05-14,68.38,68.38,68.38,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.57,68.57,68.57,0.0,0.0
2017-05-21,68.63,68.63,68.63,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2017-05-28,69.78,69.78,69.78,0.0,0.0,70.09,70.09,70.09,0.0,0.0,69.59,69.59,69.59,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2017-06-04,69.23,69.23,69.23,0.0,0.0,70.15,70.15,70.15,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2017-06-11,69.5,69.5,69.5,0.0,0.0,69.5,69.5,69.5,0.0,0.0,67.12,67.12,67.12,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2017-06-18,66.49,66.49,66.49,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.49,66.49,66.49,0.0,0.0,67.13,67.13,67.13,0.0,0.0
2017-06-25,66.39,66.39,66.39,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2017-07-02,65.31,65.31,65.31,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2017-07-09,65.02,65.02,65.02,0.0,0.0,66.05,66.05,66.05,0.0,0.0,65.02,65.02,65.02,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2017-07-16,68.25,68.25,68.25,0.0,0.0,68.25,68.25,68.25,0.0,0.0,67.79,67.79,67.79,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2017-07-23,68.65,68.65,68.65,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.23,68.23,68.23,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2017-07-30,67.61,67.61,67.61,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.72,67.72,67.72,0.0,0.0
2017-08-06,67.5,67.5,67.5,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.47,67.47,67.47,0.0,0.0
2017-08-13,66.37,66.37,66.37,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2017-08-20,66.86,66.86,66.86,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.86,66.86,66.86,0.0,0.0,67.21,67.21,67.21,0.0,0.0
2017-08-27,67.89,67.89,67.89,0.0,0.0,68.52,68.52,68.52,0.0,0.0,67.89,67.89,67.89,0.0,0.0,68.5,68.5,68.5,0.0,0.0
2017-09-03,68.76,68.76,68.76,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2017-09-10,69.5,69.5,69.5,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.5,69.5,69.5,0.0,0.0,70.22,70.22,70.22,0.0,0.0
2017-09-17,70.17,70.17,70.17,0.0,0.0,70.92,70.92,70.92,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.92,70.92,70.92,0.0,0.0
2017-09-24,71.92,71.92,71.92,0.0,0.0,72.33,72.33,72.33,0.0,0.0,71.92,71.92,71.92,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2017-10-01,72.82,72.82,72.82,0.0,0.0,72.82,72.82,72.82,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.73,71.73,71.73,0.0,0.0
2017-10-08,72.57,72.57,72.57,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.44,72.44,72.44,0.0,0.0
2017-10-15,71.35,71.35,71.35,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.69,71.69,71.69,0.0,0.0
2017-10-22,72.2,72.2,72.2,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2017-10-29,72.0,72.0,72.0,0.0,0.0,72.55,72.55,72.55,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2017-11-05,68.65,68.65,68.65,0.0,0.0,69.21,69.21,69.21,0.0,0.0,68.65,68.65,68.65,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2017-11-12,70.6,70.6,70.6,0.0,0.0,71.18,71.18,71.18,0.0,0.0,70.6,70.6,70.6,0.0,0.0,71.08,71.08,71.08,0.0,0.0
2017-11-19,71.97,71.97,71.97,0.0,0.0,71.97,71.97,71.97,0.0,0.0,71.84,71.84,71.84,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2017-11-26,75.25,75.25,75.25,0.0,0.0,75.25,75.25,75.25,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.76,74.76,74.76,0.0,0.0
2017-12-03,74.45,74.45,74.45,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.45,74.45,74.45,0.0,0.0
2017-12-10,72.79,72.79,72.79,0.0,0.0,74.0,74.0,74.0,0.0,0.0,72.79,72.79,72.79,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2017-12-17,74.78,74.78,74.78,0.0,0.0,74.96,74.96,74.96,0.0,0.0,74.75,74.75,74.75,0.0,0.0,74.92,74.92,74.92,0.0,0.0
2017-12-24,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.79,74.79,74.79,0.0,0.0
2017-12-31,73.32,73.32,73.32,0.0,0.0,73.32,73.32,73.32,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.22,73.22,73.22,0.0,0.0
