Date,iShares US Real Estate_etf_Open_average,iShares US Real Estate_etf_Open_max,iShares US Real Estate_etf_Open_min,iShares US Real Estate_etf_Open_volatility,iShares US Real Estate_etf_Open_change,iShares US Real Estate_etf_High_average,iShares US Real Estate_etf_High_max,iShares US Real Estate_etf_High_min,iShares US Real Estate_etf_High_volatility,iShares US Real Estate_etf_High_change,iShares US Real Estate_etf_Low_average,iShares US Real Estate_etf_Low_max,iShares US Real Estate_etf_Low_min,iShares US Real Estate_etf_Low_volatility,iShares US Real Estate_etf_Low_change,iShares US Real Estate_etf_Close_average,iShares US Real Estate_etf_Close_max,iShares US Real Estate_etf_Close_min,iShares US Real Estate_etf_Close_volatility,iShares US Real Estate_etf_Close_change
2016-06-26,82.72,82.72,82.72,0.0,0.0,82.95,82.95,82.95,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.33,82.33,82.33,0.0,0.0
2016-07-03,82.39,82.39,82.39,0.0,0.0,83.24,83.24,83.24,0.0,0.0,82.28,82.28,82.28,0.0,0.0,83.14,83.14,83.14,0.0,0.0
2016-07-10,83.16,83.16,83.16,0.0,0.0,83.7,83.7,83.7,0.0,0.0,83.07,83.07,83.07,0.0,0.0,83.64,83.64,83.64,0.0,0.0
2016-07-17,84.09,84.09,84.09,0.0,0.0,85.27,85.27,85.27,0.0,0.0,84.09,84.09,84.09,0.0,0.0,85.03,85.03,85.03,0.0,0.0
2016-07-24,84.77,84.77,84.77,0.0,0.0,85.8,85.8,85.8,0.0,0.0,84.41,84.41,84.41,0.0,0.0,85.4,85.4,85.4,0.0,0.0
2016-07-31,83.8,83.8,83.8,0.0,0.0,84.11,84.11,84.11,0.0,0.0,83.53,83.53,83.53,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2016-08-07,83.96,83.96,83.96,0.0,0.0,84.38,84.38,84.38,0.0,0.0,83.55,83.55,83.55,0.0,0.0,83.66,83.66,83.66,0.0,0.0
2016-08-14,82.15,82.15,82.15,0.0,0.0,82.53,82.53,82.53,0.0,0.0,81.79,81.79,81.79,0.0,0.0,82.02,82.02,82.02,0.0,0.0
2016-08-21,82.59,82.59,82.59,0.0,0.0,83.2,83.2,83.2,0.0,0.0,81.24,81.24,81.24,0.0,0.0,81.75,81.75,81.75,0.0,0.0
2016-08-28,82.67,82.67,82.67,0.0,0.0,83.9,83.9,83.9,0.0,0.0,82.64,82.64,82.64,0.0,0.0,83.06,83.06,83.06,0.0,0.0
2016-09-04,81.86,81.86,81.86,0.0,0.0,82.11,82.11,82.11,0.0,0.0,79.86,79.86,79.86,0.0,0.0,79.86,79.86,79.86,0.0,0.0
2016-09-11,79.22,79.22,79.22,0.0,0.0,79.5,79.5,79.5,0.0,0.0,78.9,78.9,78.9,0.0,0.0,79.38,79.38,79.38,0.0,0.0
2016-09-18,82.35,82.35,82.35,0.0,0.0,84.36,84.36,84.36,0.0,0.0,81.64,81.64,81.64,0.0,0.0,82.7,82.7,82.7,0.0,0.0
2016-09-25,81.51,81.51,81.51,0.0,0.0,81.77,81.77,81.77,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.64,80.64,80.64,0.0,0.0
2016-10-02,77.15,77.15,77.15,0.0,0.0,77.81,77.81,77.81,0.0,0.0,76.14,76.14,76.14,0.0,0.0,76.55,76.55,76.55,0.0,0.0
2016-10-09,77.52,77.52,77.52,0.0,0.0,78.29,78.29,78.29,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.43,77.43,77.43,0.0,0.0
2016-10-16,77.62,77.62,77.62,0.0,0.0,78.09,78.09,78.09,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.99,77.99,77.99,0.0,0.0
2016-10-23,75.37,75.37,75.37,0.0,0.0,76.12,76.12,76.12,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2016-10-30,73.55,73.55,73.55,0.0,0.0,74.23,74.23,74.23,0.0,0.0,73.36,73.36,73.36,0.0,0.0,73.95,73.95,73.95,0.0,0.0
2016-11-06,72.79,72.79,72.79,0.0,0.0,74.02,74.02,74.02,0.0,0.0,72.7,72.7,72.7,0.0,0.0,73.26,73.26,73.26,0.0,0.0
2016-11-13,73.64,73.64,73.64,0.0,0.0,73.94,73.94,73.94,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.68,73.68,73.68,0.0,0.0
2016-11-20,74.56,74.56,74.56,0.0,0.0,75.3,75.3,75.3,0.0,0.0,74.56,74.56,74.56,0.0,0.0,74.92,74.92,74.92,0.0,0.0
2016-11-27,74.1,74.1,74.1,0.0,0.0,75.14,75.14,75.14,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.45,74.45,74.45,0.0,0.0
2016-12-04,77.38,77.38,77.38,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2016-12-11,76.04,76.04,76.04,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.04,76.04,76.04,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2016-12-18,75.82,75.82,75.82,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2016-12-25,76.33,76.33,76.33,0.0,0.0,77.09,77.09,77.09,0.0,0.0,75.96,75.96,75.96,0.0,0.0,76.94,76.94,76.94,0.0,0.0
2017-01-01,78.09,78.09,78.09,0.0,0.0,78.83,78.83,78.83,0.0,0.0,78.09,78.09,78.09,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2017-01-08,77.13,77.13,77.13,0.0,0.0,77.47,77.47,77.47,0.0,0.0,76.82,76.82,76.82,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2017-01-15,76.95,76.95,76.95,0.0,0.0,77.49,77.49,77.49,0.0,0.0,76.85,76.85,76.85,0.0,0.0,77.43,77.43,77.43,0.0,0.0
2017-01-22,77.84,77.84,77.84,0.0,0.0,77.98,77.98,77.98,0.0,0.0,76.7,76.7,76.7,0.0,0.0,76.97,76.97,76.97,0.0,0.0
2017-01-29,77.41,77.41,77.41,0.0,0.0,77.85,77.85,77.85,0.0,0.0,77.23,77.23,77.23,0.0,0.0,77.5,77.5,77.5,0.0,0.0
2017-02-05,77.79,77.79,77.79,0.0,0.0,78.57,78.57,78.57,0.0,0.0,77.74,77.74,77.74,0.0,0.0,78.53,78.53,78.53,0.0,0.0
2017-02-12,78.82,78.82,78.82,0.0,0.0,78.93,78.93,78.93,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.78,78.78,78.78,0.0,0.0
2017-02-19,79.88,79.88,79.88,0.0,0.0,80.38,80.38,80.38,0.0,0.0,79.53,79.53,79.53,0.0,0.0,80.31,80.31,80.31,0.0,0.0
2017-02-26,79.69,79.69,79.69,0.0,0.0,79.82,79.82,79.82,0.0,0.0,78.88,78.88,78.88,0.0,0.0,79.64,79.64,79.64,0.0,0.0
2017-03-05,77.07,77.07,77.07,0.0,0.0,77.63,77.63,77.63,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.54,76.54,76.54,0.0,0.0
2017-03-12,78.07,78.07,78.07,0.0,0.0,78.43,78.43,78.43,0.0,0.0,77.8,77.8,77.8,0.0,0.0,78.2,78.2,78.2,0.0,0.0
2017-03-19,78.0,78.0,78.0,0.0,0.0,78.19,78.19,78.19,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.74,77.74,77.74,0.0,0.0
2017-03-26,78.15,78.15,78.15,0.0,0.0,78.71,78.71,78.71,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.49,78.49,78.49,0.0,0.0
2017-04-02,79.13,79.13,79.13,0.0,0.0,79.43,79.43,79.43,0.0,0.0,78.91,78.91,78.91,0.0,0.0,79.14,79.14,79.14,0.0,0.0
2017-04-09,79.96,79.96,79.96,0.0,0.0,80.15,80.15,80.15,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2017-04-16,80.74,80.74,80.74,0.0,0.0,80.9,80.9,80.9,0.0,0.0,80.46,80.46,80.46,0.0,0.0,80.58,80.58,80.58,0.0,0.0
2017-04-23,79.53,79.53,79.53,0.0,0.0,79.71,79.71,79.71,0.0,0.0,78.7,78.7,78.7,0.0,0.0,78.93,78.93,78.93,0.0,0.0
2017-04-30,78.08,78.08,78.08,0.0,0.0,78.71,78.71,78.71,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.67,78.67,78.67,0.0,0.0
2017-05-07,77.94,77.94,77.94,0.0,0.0,77.96,77.96,77.96,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.59,77.59,77.59,0.0,0.0
2017-05-14,78.09,78.09,78.09,0.0,0.0,78.88,78.88,78.88,0.0,0.0,77.75,77.75,77.75,0.0,0.0,78.51,78.51,78.51,0.0,0.0
2017-05-21,79.77,79.77,79.77,0.0,0.0,79.81,79.81,79.81,0.0,0.0,78.95,78.95,78.95,0.0,0.0,79.13,79.13,79.13,0.0,0.0
2017-05-28,79.85,79.85,79.85,0.0,0.0,80.17,80.17,80.17,0.0,0.0,79.57,79.57,79.57,0.0,0.0,79.94,79.94,79.94,0.0,0.0
2017-06-04,79.64,79.64,79.64,0.0,0.0,80.17,80.17,80.17,0.0,0.0,79.21,79.21,79.21,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2017-06-11,81.28,81.28,81.28,0.0,0.0,81.38,81.38,81.38,0.0,0.0,80.82,80.82,80.82,0.0,0.0,81.19,81.19,81.19,0.0,0.0
2017-06-18,80.98,80.98,80.98,0.0,0.0,81.57,81.57,81.57,0.0,0.0,80.89,80.89,80.89,0.0,0.0,81.22,81.22,81.22,0.0,0.0
2017-06-25,80.11,80.11,80.11,0.0,0.0,80.33,80.33,80.33,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.77,79.77,79.77,0.0,0.0
2017-07-02,78.31,78.31,78.31,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.7,78.7,78.7,0.0,0.0
2017-07-09,79.61,79.61,79.61,0.0,0.0,79.96,79.96,79.96,0.0,0.0,79.44,79.44,79.44,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2017-07-16,80.26,80.26,80.26,0.0,0.0,80.45,80.45,80.45,0.0,0.0,80.02,80.02,80.02,0.0,0.0,80.45,80.45,80.45,0.0,0.0
2017-07-23,80.72,80.72,80.72,0.0,0.0,81.02,81.02,81.02,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.67,80.67,80.67,0.0,0.0
2017-07-30,80.25,80.25,80.25,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.21,80.21,80.21,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2017-08-06,79.37,79.37,79.37,0.0,0.0,79.53,79.53,79.53,0.0,0.0,78.67,78.67,78.67,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2017-08-13,79.48,79.48,79.48,0.0,0.0,79.56,79.56,79.56,0.0,0.0,78.97,78.97,78.97,0.0,0.0,79.18,79.18,79.18,0.0,0.0
2017-08-20,80.7,80.7,80.7,0.0,0.0,81.06,81.06,81.06,0.0,0.0,80.41,80.41,80.41,0.0,0.0,80.78,80.78,80.78,0.0,0.0
2017-08-27,81.25,81.25,81.25,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.09,81.09,81.09,0.0,0.0,81.21,81.21,81.21,0.0,0.0
2017-09-03,81.58,81.58,81.58,0.0,0.0,81.97,81.97,81.97,0.0,0.0,81.45,81.45,81.45,0.0,0.0,81.68,81.68,81.68,0.0,0.0
2017-09-10,81.78,81.78,81.78,0.0,0.0,82.09,82.09,82.09,0.0,0.0,81.35,81.35,81.35,0.0,0.0,82.08,82.08,82.08,0.0,0.0
2017-09-17,80.52,80.52,80.52,0.0,0.0,80.89,80.89,80.89,0.0,0.0,80.01,80.01,80.01,0.0,0.0,80.07,80.07,80.07,0.0,0.0
2017-09-24,79.78,79.78,79.78,0.0,0.0,79.98,79.98,79.98,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.88,79.88,79.88,0.0,0.0
2017-10-01,80.25,80.25,80.25,0.0,0.0,80.3,80.3,80.3,0.0,0.0,79.57,79.57,79.57,0.0,0.0,80.25,80.25,80.25,0.0,0.0
2017-10-08,81.69,81.69,81.69,0.0,0.0,81.78,81.78,81.78,0.0,0.0,81.24,81.24,81.24,0.0,0.0,81.57,81.57,81.57,0.0,0.0
2017-10-15,80.98,80.98,80.98,0.0,0.0,81.12,81.12,81.12,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.82,80.82,80.82,0.0,0.0
2017-10-22,79.42,79.42,79.42,0.0,0.0,79.76,79.76,79.76,0.0,0.0,78.76,78.76,78.76,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2017-10-29,80.01,80.01,80.01,0.0,0.0,80.62,80.62,80.62,0.0,0.0,79.81,79.81,79.81,0.0,0.0,80.43,80.43,80.43,0.0,0.0
2017-11-05,82.04,82.04,82.04,0.0,0.0,82.69,82.69,82.69,0.0,0.0,81.81,81.81,81.81,0.0,0.0,82.51,82.51,82.51,0.0,0.0
2017-11-12,82.25,82.25,82.25,0.0,0.0,82.55,82.55,82.55,0.0,0.0,82.04,82.04,82.04,0.0,0.0,82.14,82.14,82.14,0.0,0.0
2017-11-19,82.43,82.43,82.43,0.0,0.0,82.64,82.64,82.64,0.0,0.0,82.4,82.4,82.4,0.0,0.0,82.5,82.5,82.5,0.0,0.0
2017-11-26,82.03,82.03,82.03,0.0,0.0,82.35,82.35,82.35,0.0,0.0,81.36,81.36,81.36,0.0,0.0,82.12,82.12,82.12,0.0,0.0
2017-12-03,81.46,81.46,81.46,0.0,0.0,81.73,81.73,81.73,0.0,0.0,81.3,81.3,81.3,0.0,0.0,81.58,81.58,81.58,0.0,0.0
2017-12-10,82.23,82.23,82.23,0.0,0.0,82.65,82.65,82.65,0.0,0.0,82.22,82.22,82.22,0.0,0.0,82.46,82.46,82.46,0.0,0.0
2017-12-17,79.62,79.62,79.62,0.0,0.0,79.96,79.96,79.96,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2017-12-24,81.15,81.15,81.15,0.0,0.0,81.28,81.28,81.28,0.0,0.0,80.86,80.86,80.86,0.0,0.0,81.01,81.01,81.01,0.0,0.0
2017-12-31,79.46,79.46,79.46,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.29,79.29,79.29,0.0,0.0
