Date,SPDR S&P Emerging Markets Small Cap_etf_Open_average,SPDR S&P Emerging Markets Small Cap_etf_Open_max,SPDR S&P Emerging Markets Small Cap_etf_Open_min,SPDR S&P Emerging Markets Small Cap_etf_Open_volatility,SPDR S&P Emerging Markets Small Cap_etf_Open_change,SPDR S&P Emerging Markets Small Cap_etf_High_average,SPDR S&P Emerging Markets Small Cap_etf_High_max,SPDR S&P Emerging Markets Small Cap_etf_High_min,SPDR S&P Emerging Markets Small Cap_etf_High_volatility,SPDR S&P Emerging Markets Small Cap_etf_High_change,SPDR S&P Emerging Markets Small Cap_etf_Low_average,SPDR S&P Emerging Markets Small Cap_etf_Low_max,SPDR S&P Emerging Markets Small Cap_etf_Low_min,SPDR S&P Emerging Markets Small Cap_etf_Low_volatility,SPDR S&P Emerging Markets Small Cap_etf_Low_change,SPDR S&P Emerging Markets Small Cap_etf_Close_average,SPDR S&P Emerging Markets Small Cap_etf_Close_max,SPDR S&P Emerging Markets Small Cap_etf_Close_min,SPDR S&P Emerging Markets Small Cap_etf_Close_volatility,SPDR S&P Emerging Markets Small Cap_etf_Close_change
2016-01-03,35.87,35.87,35.87,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2016-01-10,33.82,33.82,33.82,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2016-01-17,34.26,34.26,34.26,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2016-01-24,34.71,34.71,34.71,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.71,34.71,34.71,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2016-01-31,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2016-02-07,34.02,34.02,34.02,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2016-02-14,35.44,35.44,35.44,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2016-02-21,35.56,35.56,35.56,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2016-02-28,37.76,37.76,37.76,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.72,37.72,37.72,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2016-03-06,38.13,38.13,38.13,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2016-03-13,38.92,38.92,38.92,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2016-03-20,38.15,38.15,38.15,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2016-03-27,38.68,38.68,38.68,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.68,38.68,38.68,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2016-04-03,38.62,38.62,38.62,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2016-04-10,39.67,39.67,39.67,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2016-04-17,39.54,39.54,39.54,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2016-04-24,39.35,39.35,39.35,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2016-05-01,38.01,38.01,38.01,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2016-05-08,37.72,37.72,37.72,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2016-05-15,37.38,37.38,37.38,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2016-05-22,37.99,37.99,37.99,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2016-05-29,38.52,38.52,38.52,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2016-06-05,38.44,38.44,38.44,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2016-06-12,38.01,38.01,38.01,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2016-06-19,37.55,37.55,37.55,0.0,0.0,38.31,38.31,38.31,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2016-06-26,39.69,39.69,39.69,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2016-07-03,39.34,39.34,39.34,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2016-07-10,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2016-07-17,41.0,41.0,41.0,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.95,40.95,40.95,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2016-07-24,41.02,41.02,41.02,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2016-07-31,41.87,41.87,41.87,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2016-08-07,42.74,42.74,42.74,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-08-14,42.67,42.67,42.67,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2016-08-21,42.55,42.55,42.55,0.0,0.0,42.83,42.83,42.83,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2016-08-28,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2016-09-04,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2016-09-11,42.33,42.33,42.33,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2016-09-18,43.46,43.46,43.46,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2016-09-25,42.99,42.99,42.99,0.0,0.0,43.25,43.25,43.25,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2016-10-02,43.72,43.72,43.72,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2016-10-09,42.93,42.93,42.93,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.75,42.75,42.75,0.0,0.0
