Date,ATEA_stock_Open_average,ATEA_stock_Open_max,ATEA_stock_Open_min,ATEA_stock_Open_volatility,ATEA_stock_Open_change,ATEA_stock_High_average,ATEA_stock_High_max,ATEA_stock_High_min,ATEA_stock_High_volatility,ATEA_stock_High_change,ATEA_stock_Low_average,ATEA_stock_Low_max,ATEA_stock_Low_min,ATEA_stock_Low_volatility,ATEA_stock_Low_change,ATEA_stock_Close_average,ATEA_stock_Close_max,ATEA_stock_Close_min,ATEA_stock_Close_volatility,ATEA_stock_Close_change,ATEA_stock_Volume_average,ATEA_stock_Volume_max,ATEA_stock_Volume_min,ATEA_stock_Volume_volatility,ATEA_stock_Volume_change
2016-01-03,1.97,1.97,1.97,0.0,0.0,2.2,2.2,2.2,0.0,0.0,1.93,1.93,1.93,0.0,0.0,2.2,2.2,2.2,0.0,0.0,2380,2380,2380,0,0
2016-01-10,1.915,1.97,1.86,0.10999999999999988,-0.10999999999999988,2.122,2.15,2.094,0.05600000000000005,-0.05600000000000005,1.8900000000000001,1.92,1.86,0.05999999999999983,-0.05999999999999983,2.112,2.13,2.094,0.03600000000000003,-0.03600000000000003,728,1035,422,613,-613
2016-01-17,1.9729999999999999,2.15,1.86,0.2899999999999998,-0.021999999999999797,2.085,2.19,2.0,0.18999999999999995,-0.18999999999999995,1.9625,2.15,1.84,0.30999999999999983,0.020000000000000018,2.085,2.19,2.0,0.18999999999999995,-0.18999999999999995,3049,9335,100,9235,-6839
2016-01-24,2.0,2.0,2.0,0.0,0.0,2.02,2.02,2.02,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.02,2.02,2.02,0.0,0.0,1200,1200,1200,0,0
2016-01-31,1.82,1.82,1.82,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.57,1.57,1.57,0.0,0.0,1.9,1.9,1.9,0.0,0.0,9700,9700,9700,0,0
2016-02-07,1.8780000000000001,1.8780000000000001,1.8780000000000001,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.8780000000000001,1.8780000000000001,1.8780000000000001,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2300,2300,2300,0,0
2016-02-14,1.9033333333333333,2.15,1.66,0.49,-0.25,1.9966666666666666,2.15,1.9,0.25,-0.25,1.89,2.15,1.62,0.5299999999999998,-0.25,1.95,2.15,1.8,0.34999999999999987,-0.25,2211,6335,150,6185,0
2016-02-21,1.8255,1.8659999999999999,1.75,0.11599999999999988,-0.10000000000000009,1.8739999999999999,1.9,1.84,0.05999999999999983,-0.05999999999999983,1.7650000000000001,1.8,1.75,0.050000000000000044,-0.010000000000000009,1.8675,1.9,1.84,0.05999999999999983,-0.05999999999999983,2845,5000,530,4470,-1620
2016-02-28,1.85,1.85,1.85,0.0,0.0,1.915,1.915,1.915,0.0,0.0,1.85,1.85,1.85,0.0,0.0,1.915,1.915,1.915,0.0,0.0,200,200,200,0,0
2016-03-06,1.95,1.98,1.92,0.06000000000000005,0.06000000000000005,1.99,2.0,1.98,0.020000000000000018,0.020000000000000018,1.93,1.94,1.92,0.020000000000000018,0.020000000000000018,1.9849999999999999,1.99,1.98,0.010000000000000009,0.010000000000000009,1248,1736,760,976,976
2016-03-13,1.866,2.016,1.79,0.22599999999999998,-0.22599999999999998,1.9088,2.016,1.828,0.18799999999999994,-0.1260000000000001,1.804,1.99,1.68,0.31000000000000005,-0.31000000000000005,1.9,1.99,1.81,0.17999999999999994,-0.10000000000000009,2439,4276,300,3976,3976
2016-03-20,1.852,1.8840000000000001,1.82,0.06400000000000006,-0.06400000000000006,1.867,1.8840000000000001,1.85,0.03400000000000003,-0.03400000000000003,1.7825000000000002,1.82,1.745,0.07499999999999996,0.07499999999999996,1.86,1.87,1.85,0.020000000000000018,-0.020000000000000018,3700,4900,2500,2400,-2400
2016-03-27,1.88025,2.026,1.75,0.2759999999999998,-0.09499999999999997,1.9749999999999999,2.15,1.8,0.34999999999999987,-0.24999999999999978,1.84025,2.026,1.74,0.2859999999999998,-0.09499999999999997,1.9244999999999999,2.15,1.75,0.3999999999999999,-0.2599999999999998,3272,5939,800,5139,-1100
2016-04-03,1.7566666666666666,1.8,1.73,0.07000000000000006,0.010000000000000009,1.89,1.92,1.85,0.06999999999999984,-0.020000000000000018,1.7566666666666666,1.8,1.73,0.07000000000000006,0.010000000000000009,1.8833333333333333,1.9,1.85,0.04999999999999982,0.0,2291,3218,1454,1764,1016
2016-04-10,1.74,1.74,1.74,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.74,1.74,1.74,0.0,0.0,1.9,1.9,1.9,0.0,0.0,3900,3900,3900,0,0
2016-04-17,1.8,1.9,1.75,0.1499999999999999,0.0,2.1426666666666665,2.15,2.128,0.021999999999999797,-0.021999999999999797,1.7733333333333332,1.9,1.71,0.18999999999999995,0.0,2.0926666666666667,2.15,2.0,0.1499999999999999,0.1280000000000001,1458,2375,200,2175,-575
2016-04-24,2.14,2.14,2.14,0.0,0.0,2.14,2.14,2.14,0.0,0.0,2.14,2.14,2.14,0.0,0.0,2.14,2.14,2.14,0.0,0.0,125,150,100,50,-50
