Date,HOS_stock_Open_average,HOS_stock_Open_max,HOS_stock_Open_min,HOS_stock_Open_volatility,HOS_stock_Open_change,HOS_stock_High_average,HOS_stock_High_max,HOS_stock_High_min,HOS_stock_High_volatility,HOS_stock_High_change,HOS_stock_Low_average,HOS_stock_Low_max,HOS_stock_Low_min,HOS_stock_Low_volatility,HOS_stock_Low_change,HOS_stock_Close_average,HOS_stock_Close_max,HOS_stock_Close_min,HOS_stock_Close_volatility,HOS_stock_Close_change,HOS_stock_Volume_average,HOS_stock_Volume_max,HOS_stock_Volume_min,HOS_stock_Volume_volatility,HOS_stock_Volume_change
2016-01-03,9.09,10.01,8.06,1.9499999999999993,-1.8699999999999992,9.348,10.33,8.5,1.83,-1.83,8.686,9.73,7.75,1.9800000000000004,-1.9800000000000004,8.959999999999999,10.12,7.99,2.129999999999999,-1.7199999999999989,1200573,1498034,918972,579062,302693
2016-01-10,7.826,8.31,7.38,0.9300000000000006,-0.9300000000000006,8.05,8.31,7.5,0.8100000000000005,-0.8100000000000005,7.424,7.79,7.0,0.79,-0.79,7.644,7.8,7.34,0.45999999999999996,-0.45999999999999996,1635460,2059246,944436,1114810,-1103429
2016-01-17,7.3,8.29,6.76,1.5299999999999994,0.9099999999999993,7.755,8.45,7.11,1.339999999999999,0.9799999999999995,6.905,7.8,6.2,1.5999999999999996,0.8399999999999999,7.4375,7.96,6.93,1.0300000000000002,0.96,1151088,1445416,907437,537979,214120
2016-01-24,7.902,8.28,7.57,0.7099999999999991,0.4399999999999995,8.296,8.48,7.88,0.6000000000000005,0.3200000000000003,7.61,7.89,7.33,0.5599999999999996,0.41999999999999993,7.8740000000000006,8.13,7.36,0.7700000000000005,0.7700000000000005,981221,1212598,670345,542253,529716
2016-01-31,7.6899999999999995,8.02,7.4,0.6199999999999992,0.08999999999999986,7.958,8.39,7.52,0.870000000000001,0.35999999999999943,7.37,7.75,6.92,0.8300000000000001,0.17999999999999972,7.704,8.17,7.26,0.9100000000000001,0.1899999999999995,1096190,1541378,857572,683806,-178038
2016-02-07,6.876,7.69,6.08,1.6100000000000003,-1.6100000000000003,6.986,7.71,6.12,1.5899999999999999,-1.5899999999999999,6.428,7.21,5.58,1.63,-1.63,6.5520000000000005,7.49,5.81,1.6800000000000006,-1.6800000000000006,1414670,2478471,849102,1629369,1629369
2016-02-14,6.33,6.74,6.11,0.6299999999999999,0.6299999999999999,6.87,7.36,6.37,0.9900000000000002,0.6299999999999999,6.025,6.34,5.8,0.54,0.54,6.5375,6.9,6.06,0.8400000000000007,0.47000000000000064,2082111,2819523,1691369,1128154,233787
2016-02-21,6.84,7.01,6.55,0.45999999999999996,0.3199999999999994,7.358,7.89,7.04,0.8499999999999996,0.5899999999999999,6.65,6.96,6.42,0.54,0.3200000000000003,7.045999999999999,7.56,6.74,0.8199999999999994,0.41999999999999993,1119528,1263288,967723,295565,68552
2016-02-28,8.88,10.25,7.59,2.66,2.66,9.838,12.03,8.62,3.41,3.41,8.772,10.21,7.59,2.620000000000001,2.620000000000001,9.64,11.32,8.59,2.7300000000000004,2.7300000000000004,1704082,2216559,1038652,1177907,239729
2016-03-06,10.684,11.74,9.82,1.92,-1.2800000000000011,11.196,12.98,9.83,3.1500000000000004,-2.3100000000000005,9.882,11.3,9.0,2.3000000000000007,-1.2300000000000004,10.592,12.28,9.75,2.5299999999999994,-1.8599999999999994,1914265,2654958,793124,1861834,-1701320
2016-03-13,9.794,10.27,9.41,0.8599999999999994,0.25,10.144,10.67,9.69,0.9800000000000004,0.3200000000000003,9.347999999999999,9.95,8.9,1.049999999999999,0.25,9.814,10.31,9.28,1.0300000000000011,0.33999999999999986,1345078,2690129,731649,1958480,1958480
2016-03-20,9.809999999999999,10.18,8.94,1.2400000000000002,-1.1799999999999997,10.125,10.45,9.53,0.9199999999999999,-0.9199999999999999,9.4675,9.9,8.94,0.9600000000000009,-0.75,9.8625,10.38,9.36,1.0200000000000014,-0.870000000000001,758463,1074638,481922,592716,405388
2016-03-27,9.366,9.52,8.81,0.7099999999999991,0.009999999999999787,9.64,10.01,9.35,0.6600000000000001,-0.03999999999999915,8.948,9.47,8.56,0.9100000000000001,0.09999999999999964,9.406,9.93,9.15,0.7799999999999994,0.02999999999999936,903227,1322729,652976,669753,65952
2016-04-03,8.832,9.14,8.65,0.4900000000000002,-0.4900000000000002,9.122,9.69,8.86,0.8300000000000001,-0.8200000000000003,8.462,8.65,8.16,0.4900000000000002,-0.14000000000000057,8.696,8.88,8.28,0.6000000000000014,-0.1800000000000015,835809,1207699,605660,602039,-308000
2016-04-10,9.562,10.42,8.83,1.5899999999999999,0.7099999999999991,10.052,10.62,9.22,1.3999999999999986,0.6600000000000001,9.222,9.8,8.71,1.0899999999999999,0.7199999999999989,9.728,10.41,8.81,1.5999999999999996,0.9100000000000001,988349,1331513,580373,751140,-274917
2016-04-17,10.294,10.94,9.23,1.709999999999999,1.33,10.934,11.69,10.04,1.6500000000000004,1.6500000000000004,10.102,10.5,9.17,1.33,1.33,10.632,11.39,9.84,1.5500000000000007,1.5500000000000007,831486,1161660,436431,725229,585661
2016-04-24,11.548,11.85,11.31,0.5399999999999991,0.5399999999999991,12.144,12.57,11.62,0.9500000000000011,0.7900000000000009,11.268,11.56,10.91,0.6500000000000004,0.47000000000000064,11.556000000000001,11.78,11.23,0.5499999999999989,0.5099999999999998,1315014,1733389,886954,846435,-648673
2016-05-01,10.974,11.72,9.94,1.7800000000000011,-1.7800000000000011,11.296,11.76,10.57,1.1899999999999995,-1.1899999999999995,10.336,11.03,9.7,1.33,-1.33,10.626,11.47,10.11,1.3600000000000012,-1.0200000000000014,1235020,1827965,903225,924740,268357
2016-05-08,10.188,10.47,9.79,0.6800000000000015,-0.3099999999999987,10.458,10.71,10.14,0.5700000000000003,-0.29999999999999893,9.666,10.16,9.45,0.7100000000000009,0.1800000000000015,9.998000000000001,10.3,9.66,0.6400000000000006,-0.14000000000000057,855587,1084014,663291,420723,-293131
2016-05-15,9.528,10.01,8.83,1.1799999999999997,-1.1799999999999997,9.81,10.53,9.12,1.4100000000000001,-1.4100000000000001,9.21,9.88,8.61,1.2700000000000014,-1.200000000000001,9.354,10.01,8.79,1.2200000000000006,-1.1199999999999992,1009398,1219359,902434,316925,133921
2016-05-22,8.774000000000001,9.39,8.28,1.1100000000000012,-0.45000000000000107,8.952,9.43,8.43,1.0,-0.39000000000000057,8.382,8.7,8.07,0.629999999999999,-0.46999999999999886,8.6,9.11,8.3,0.8099999999999987,-0.22999999999999865,923014,1607155,561281,1045874,87908
