Date,First Trust Multi Cap Value AlphaDEX_etf_Open_average,First Trust Multi Cap Value AlphaDEX_etf_Open_max,First Trust Multi Cap Value AlphaDEX_etf_Open_min,First Trust Multi Cap Value AlphaDEX_etf_Open_volatility,First Trust Multi Cap Value AlphaDEX_etf_Open_change,First Trust Multi Cap Value AlphaDEX_etf_High_average,First Trust Multi Cap Value AlphaDEX_etf_High_max,First Trust Multi Cap Value AlphaDEX_etf_High_min,First Trust Multi Cap Value AlphaDEX_etf_High_volatility,First Trust Multi Cap Value AlphaDEX_etf_High_change,First Trust Multi Cap Value AlphaDEX_etf_Low_average,First Trust Multi Cap Value AlphaDEX_etf_Low_max,First Trust Multi Cap Value AlphaDEX_etf_Low_min,First Trust Multi Cap Value AlphaDEX_etf_Low_volatility,First Trust Multi Cap Value AlphaDEX_etf_Low_change,First Trust Multi Cap Value AlphaDEX_etf_Close_average,First Trust Multi Cap Value AlphaDEX_etf_Close_max,First Trust Multi Cap Value AlphaDEX_etf_Close_min,First Trust Multi Cap Value AlphaDEX_etf_Close_volatility,First Trust Multi Cap Value AlphaDEX_etf_Close_change
2016-08-07,45.05,45.05,45.05,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2016-08-14,45.54,45.54,45.54,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2016-08-21,45.91,45.91,45.91,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2016-08-28,45.66,45.66,45.66,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2016-09-04,45.53,45.53,45.53,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2016-09-11,44.7,44.7,44.7,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2016-09-18,45.34,45.34,45.34,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2016-09-25,45.25,45.25,45.25,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2016-10-02,45.94,45.94,45.94,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2016-10-09,45.17,45.17,45.17,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2016-10-16,44.85,44.85,44.85,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2016-10-23,44.86,44.86,44.86,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2016-10-30,44.08,44.08,44.08,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2016-11-06,47.18,47.18,47.18,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2016-11-13,48.51,48.51,48.51,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2016-11-20,49.8,49.8,49.8,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2016-11-27,49.6,49.6,49.6,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2016-12-04,51.88,51.88,51.88,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.69,51.69,51.69,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2016-12-11,51.57,51.57,51.57,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2016-12-18,50.87,50.87,50.87,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2016-12-25,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2017-01-01,50.76,50.76,50.76,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-01-08,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2017-01-15,50.64,50.64,50.64,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2017-01-22,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-01-29,51.14,51.14,51.14,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2017-02-05,51.57,51.57,51.57,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2017-02-12,52.18,52.18,52.18,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2017-02-19,52.05,52.05,52.05,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2017-02-26,52.59,52.59,52.59,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2017-03-05,51.72,51.72,51.72,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2017-03-12,52.21,52.21,52.21,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2017-03-19,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2017-03-26,51.91,51.91,51.91,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2017-04-02,51.15,51.15,51.15,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2017-04-09,51.04,51.04,51.04,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2017-04-16,51.57,51.57,51.57,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2017-04-23,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2017-04-30,51.68,51.68,51.68,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2017-05-07,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2017-05-14,50.7,50.7,50.7,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2017-05-21,51.18,51.18,51.18,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2017-05-28,52.0,52.0,52.0,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2017-06-04,51.87,51.87,51.87,0.0,0.0,52.4,52.4,52.4,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2017-06-11,52.04,52.04,52.04,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2017-06-18,51.76,51.76,51.76,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2017-06-25,52.24,52.24,52.24,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2017-07-02,51.62,51.62,51.62,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.62,51.62,51.62,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2017-07-09,52.34,52.34,52.34,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2017-07-16,52.88,52.88,52.88,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2017-07-23,52.72,52.72,52.72,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2017-07-30,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2017-08-06,51.61,51.61,51.61,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2017-08-13,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2017-08-20,51.21,51.21,51.21,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2017-08-27,51.95,51.95,51.95,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2017-09-03,51.17,51.17,51.17,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2017-09-10,52.53,52.53,52.53,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2017-09-17,52.58,52.58,52.58,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2017-09-24,53.76,53.76,53.76,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.67,53.67,53.67,0.0,0.0
2017-10-01,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2017-10-08,53.91,53.91,53.91,0.0,0.0,54.13,54.13,54.13,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2017-10-15,54.15,54.15,54.15,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2017-10-22,54.22,54.22,54.22,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.81,53.81,53.81,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2017-10-29,53.96,53.96,53.96,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2017-11-05,53.73,53.73,53.73,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2017-11-12,54.12,54.12,54.12,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2017-11-19,54.46,54.46,54.46,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2017-11-26,56.3,56.3,56.3,0.0,0.0,56.3,56.3,56.3,0.0,0.0,55.63,55.63,55.63,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2017-12-03,56.26,56.26,56.26,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2017-12-10,56.41,56.41,56.41,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2017-12-17,56.91,56.91,56.91,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2017-12-24,57.28,57.28,57.28,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2017-12-31,57.4,57.4,57.4,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.45,57.45,57.45,0.0,0.0
