Date,SOL_stock_Open_average,SOL_stock_Open_max,SOL_stock_Open_min,SOL_stock_Open_volatility,SOL_stock_Open_change,SOL_stock_High_average,SOL_stock_High_max,SOL_stock_High_min,SOL_stock_High_volatility,SOL_stock_High_change,SOL_stock_Low_average,SOL_stock_Low_max,SOL_stock_Low_min,SOL_stock_Low_volatility,SOL_stock_Low_change,SOL_stock_Close_average,SOL_stock_Close_max,SOL_stock_Close_min,SOL_stock_Close_volatility,SOL_stock_Close_change,SOL_stock_Volume_average,SOL_stock_Volume_max,SOL_stock_Volume_min,SOL_stock_Volume_volatility,SOL_stock_Volume_change
2016-04-10,6.93,7.05,6.85,0.20000000000000018,0.20000000000000018,7.0600000000000005,7.25,6.9,0.34999999999999964,0.09999999999999964,6.82,7.0,6.65,0.34999999999999964,0.04999999999999982,6.95,7.1,6.85,0.25,0.0,42808,62600,25552,37048,19743
2016-04-17,7.04,7.25,6.85,0.40000000000000036,0.35000000000000053,7.2,7.3,7.0,0.2999999999999998,0.2999999999999998,6.97,7.15,6.75,0.40000000000000036,0.40000000000000036,7.12,7.3,6.9,0.39999999999999947,0.39999999999999947,56511,69817,30950,38867,1340
2016-04-24,7.07,7.2,6.95,0.25,-0.15000000000000036,7.1899999999999995,7.3,7.05,0.25,-0.25,6.91,7.0,6.75,0.25,-0.20000000000000018,7.01,7.05,6.9,0.14999999999999947,-0.14999999999999947,32380,59540,20634,38906,32074
2016-05-01,6.45,6.9,6.15,0.75,-0.75,6.52,6.95,6.25,0.7000000000000002,-0.7000000000000002,6.2,6.55,6.05,0.5,-0.5,6.28,6.55,6.1,0.4500000000000002,-0.4500000000000002,70160,108923,42271,66652,-23679
2016-05-08,6.08,6.35,6.0,0.34999999999999964,0.04999999999999982,6.23,6.4,6.1,0.3000000000000007,-0.05000000000000071,5.96,6.05,5.85,0.20000000000000018,0.10000000000000053,6.109999999999999,6.3,6.0,0.2999999999999998,0.04999999999999982,39175,56231,20769,35462,-29420
2016-05-15,6.18,6.3,6.05,0.25,-0.10000000000000053,6.31,6.4,6.25,0.15000000000000036,0.04999999999999982,6.0376,6.15,5.95,0.20000000000000018,-0.04999999999999982,6.16,6.25,6.0,0.25,0.0,73098,149420,11610,137810,103180
2016-05-22,6.93,7.0,6.85,0.15000000000000036,0.10000000000000053,7.12,7.25,7.05,0.20000000000000018,-0.15000000000000036,6.79,6.9,6.65,0.25,-0.09999999999999964,6.93,7.1,6.75,0.34999999999999964,-0.34999999999999964,122485,314698,39579,275119,-240790
2016-05-29,6.7,6.8,6.65,0.14999999999999947,-0.04999999999999982,6.79,6.9,6.7,0.20000000000000018,-0.20000000000000018,6.566,6.614,6.5,0.11399999999999988,-0.11399999999999988,6.65,6.8,6.5,0.2999999999999998,-0.2999999999999998,33147,39063,26888,12175,1258
2016-06-05,6.84,7.0,6.6,0.40000000000000036,0.20000000000000018,6.986,7.105,6.85,0.2550000000000008,-0.05000000000000071,6.68,6.9,6.4,0.5,-0.09999999999999964,6.76,6.95,6.5,0.4500000000000002,-0.25,54652,89891,23660,66231,26859
2016-06-12,6.39,6.55,6.3,0.25,0.05000000000000071,6.58,6.65,6.5,0.15000000000000036,-0.04999999999999982,6.2802,6.35,6.25,0.09999999999999964,-0.051000000000000156,6.37,6.5,6.25,0.25,-0.25,50397,79841,41546,38295,-316
2016-06-19,6.17,6.4,5.65,0.75,-0.5999999999999996,6.33,6.45,6.05,0.40000000000000036,-0.40000000000000036,6.07,6.25,5.625,0.625,-0.625,6.205,6.375,5.95,0.4249999999999998,-0.4249999999999998,109784,365132,24080,341052,341052
2016-06-26,6.0200000000000005,6.2,5.95,0.25,0.25,6.16,6.3,6.0,0.2999999999999998,0.2999999999999998,5.94,6.15,5.6,0.5500000000000007,0.5500000000000007,6.07,6.2,6.0,0.20000000000000018,0.15000000000000036,46766,103563,29193,74370,-69879
2016-07-03,6.050000000000001,6.15,5.95,0.20000000000000018,-0.20000000000000018,6.19975,6.25,6.15,0.09999999999999964,0.001000000000000334,5.9375,6.0,5.85,0.15000000000000036,0.10000000000000053,6.05,6.15,5.95,0.20000000000000018,0.20000000000000018,28651,46909,11828,35081,-21955
2016-07-10,6.19,6.3,6.05,0.25,0.04999999999999982,6.3,6.4,6.2,0.20000000000000018,-0.09999999999999964,6.109,6.25,6.0,0.25,-0.14500000000000046,6.2,6.25,6.05,0.20000000000000018,0.0,45826,63926,30297,33629,-801
2016-07-17,6.22,6.35,6.1,0.25,-0.05000000000000071,6.3100000000000005,6.4,6.25,0.15000000000000036,0.0,6.1,6.15,6.05,0.10000000000000053,-0.10000000000000053,6.2,6.35,6.05,0.2999999999999998,-0.15000000000000036,31384,54602,17511,37091,-10114
2016-07-24,6.02,6.05,6.0,0.04999999999999982,0.0,6.13,6.25,6.05,0.20000000000000018,-0.20000000000000018,5.95,6.0,5.9,0.09999999999999964,-0.04999999999999982,6.03,6.1,6.0,0.09999999999999964,-0.09999999999999964,28550,51498,14885,36613,-15772
2016-07-31,6.08,6.25,5.9,0.34999999999999964,-0.09999999999999964,6.2198,6.4,6.099,0.30100000000000016,-0.25,5.92,6.05,5.85,0.20000000000000018,0.0,6.11,6.25,6.0,0.25,-0.15000000000000036,48532,110319,14853,95466,-91536
2016-08-07,5.98,6.05,5.9,0.14999999999999947,-0.09999999999999964,6.09,6.2,6.0,0.20000000000000018,-0.20000000000000018,5.94,6.0,5.9,0.09999999999999964,-0.09999999999999964,6.0,6.1,5.95,0.14999999999999947,-0.14999999999999947,35345,52292,20367,31925,-9307
2016-08-14,6.05,6.15,5.9,0.25,0.25,6.21,6.25,6.15,0.09999999999999964,0.09999999999999964,6.03,6.15,5.9,0.25,0.1999999999999993,6.12,6.15,6.1,0.05000000000000071,0.05000000000000071,43279,50530,36925,13605,13605
2016-08-21,6.08,6.35,5.85,0.5,-0.10000000000000053,6.25,6.4,6.15,0.25,-0.09999999999999964,6.03,6.25,5.85,0.40000000000000036,-0.25,6.14,6.35,5.9,0.4499999999999993,-0.34999999999999964,147993,390067,47072,342995,16887
2016-08-28,5.88,5.95,5.75,0.20000000000000018,-0.15000000000000036,5.96,6.05,5.9,0.14999999999999947,-0.09999999999999964,5.757,5.9,5.635,0.26500000000000057,-0.14999999999999947,5.83,5.9,5.7,0.20000000000000018,-0.20000000000000018,62099,90326,41720,48606,26629
2016-09-04,5.7125,6.25,5.45,0.7999999999999998,-0.75,5.7875,6.25,5.6,0.6500000000000004,-0.6500000000000004,5.4,5.6,5.25,0.34999999999999964,-0.34999999999999964,5.475,5.7,5.25,0.4500000000000002,-0.4500000000000002,76945,97620,43268,54352,27808
2016-09-11,5.13,5.25,5.0,0.25,-0.15000000000000036,5.1652,5.27,5.019,0.25099999999999945,-0.0699999999999994,5.01,5.15,4.9,0.25,-0.25,5.055,5.25,4.9,0.34999999999999964,-0.34999999999999964,103310,156020,56593,99427,66761
2016-09-18,4.8944,5.0,4.75,0.25,0.09999999999999964,5.0604000000000005,5.2,4.871,0.32899999999999974,0.15000000000000036,4.8366,4.95,4.75,0.20000000000000018,0.14000000000000057,4.903,5.05,4.756,0.2939999999999996,0.10099999999999998,49526,80574,25964,54610,13932
2016-09-25,5.0474,5.15,4.737,0.41300000000000026,0.05000000000000071,5.22,5.3,5.15,0.14999999999999947,0.14999999999999947,4.9874,5.1,4.737,0.36299999999999955,0.04999999999999982,5.09,5.15,5.05,0.10000000000000053,0.0,54231,72477,22877,49600,26168
2016-10-02,5.22,5.5,5.1,0.40000000000000036,0.09999999999999964,5.29,5.55,5.15,0.39999999999999947,0.14999999999999947,5.07,5.2,5.0,0.20000000000000018,0.0,5.16,5.2,5.1,0.10000000000000053,0.0,46904,98156,26529,71627,12397
2016-10-09,4.9902,5.1,4.8,0.2999999999999998,-0.2999999999999998,5.116,5.25,4.98,0.2699999999999996,-0.20000000000000018,4.9302,5.05,4.8,0.25,-0.25,5.023,5.15,4.92,0.23000000000000043,-0.15000000000000036,39225,72305,16239,56066,32913
2016-10-16,5.0038,5.45,4.8,0.6500000000000004,0.5,5.1,5.45,4.95,0.5,0.4500000000000002,4.8568,4.9,4.8,0.10000000000000053,0.05000000000000071,4.9296,5.1,4.851,0.24899999999999967,0.04499999999999993,30092,44498,17069,27429,27429
2016-10-23,4.8886,5.0,4.806,0.19399999999999995,-0.16999999999999993,4.9644,5.042,4.9,0.14199999999999946,-0.041999999999999815,4.796,4.9,4.63,0.27000000000000046,-0.27000000000000046,4.8194,4.913,4.721,0.19200000000000017,-0.19200000000000017,26849,42383,9812,32571,32571
2016-10-30,4.5962,4.75,4.351,0.399,-0.3490000000000002,4.7294,5.0,4.5,0.5,-0.5,4.5072,4.7,4.316,0.38400000000000034,-0.3600000000000003,4.5738,4.75,4.452,0.29800000000000004,-0.29800000000000004,39188,47835,28182,19653,-13455
2016-11-06,4.2618,4.505,3.9530000000000003,0.5519999999999996,-0.4969999999999999,4.3494,4.65,4.07,0.5800000000000001,-0.5800000000000001,3.9514,4.4,3.5069999999999997,0.8930000000000007,-0.5510000000000006,4.2134,4.535,3.9539999999999997,0.5810000000000004,-0.5090000000000003,75145,168392,23728,144664,-17602
2016-11-13,3.9434,4.05,3.8,0.25,-0.16700000000000026,4.05,4.2,3.877,0.3230000000000004,-0.3230000000000004,3.8296,4.0,3.6180000000000003,0.3819999999999997,-0.3039999999999998,3.9383999999999997,4.132,3.8,0.33199999999999985,-0.33199999999999985,80726,145120,41277,103843,52675
2016-11-20,3.819,3.878,3.748,0.1299999999999999,0.1299999999999999,3.94075,3.9989999999999997,3.845,0.15399999999999947,0.15399999999999947,3.7727500000000003,3.8480000000000003,3.72,0.1280000000000001,0.1280000000000001,3.8527500000000003,3.9330000000000003,3.803,0.13000000000000034,0.04700000000000015,58776,67505,44467,23038,-14246
2016-11-27,3.612,3.85,3.39,0.45999999999999996,-0.45999999999999996,3.7144,3.951,3.5,0.45100000000000007,-0.45100000000000007,3.4656000000000002,3.75,3.25,0.5,-0.3599999999999999,3.61,3.786,3.448,0.3380000000000001,-0.33599999999999985,126903,185125,72000,113125,-50646
2016-12-04,3.7964,4.056,3.4,0.6560000000000001,0.3999999999999999,3.9718,4.1,3.85,0.24999999999999956,-0.0030000000000001137,3.5614,3.655,3.39,0.2649999999999997,0.10699999999999976,3.7356000000000003,3.9010000000000002,3.522,0.37900000000000045,-0.32699999999999996,161433,283027,113555,169472,15581
2016-12-11,3.2814,3.466,3.1,0.3660000000000001,-0.3660000000000001,3.4322,3.575,3.3,0.27500000000000036,-0.27500000000000036,3.1632,3.2739999999999996,3.1,0.1739999999999995,-0.1739999999999995,3.2684,3.3989999999999996,3.19,0.20899999999999963,-0.06000000000000005,131842,155476,94374,61102,-61102
2016-12-18,3.3672,3.45,3.2489999999999997,0.2010000000000005,-0.09300000000000042,3.4594,3.545,3.3,0.2450000000000001,-0.2450000000000001,3.2356,3.3280000000000003,3.05,0.27800000000000047,0.15000000000000036,3.3814,3.4739999999999998,3.25,0.22399999999999975,-0.22399999999999975,85826,153092,34088,119004,-119004
2016-12-25,3.23775,3.3,3.15,0.1499999999999999,-0.10100000000000042,3.312,3.35,3.2,0.1499999999999999,-0.1499999999999999,3.1875,3.25,3.1,0.1499999999999999,-0.1499999999999999,3.23725,3.3,3.1510000000000002,0.14899999999999958,-0.10000000000000009,116417,216310,75063,141247,22873
2017-01-01,3.2977499999999997,3.389,3.2,0.1889999999999996,-0.10199999999999987,3.41,3.5,3.34,0.16000000000000014,-0.16000000000000014,3.24425,3.275,3.2,0.07499999999999973,-0.051000000000000156,3.2664999999999997,3.2969999999999997,3.234,0.06299999999999972,-0.02499999999999991,82968,95515,58904,36611,-36611
2017-01-08,3.323,3.425,3.2510000000000003,0.1739999999999995,-0.02100000000000035,3.4324,3.55,3.3369999999999997,0.21300000000000008,0.19999999999999973,3.2798000000000003,3.3510000000000004,3.2,0.15100000000000025,0.0609999999999995,3.3734,3.4819999999999998,3.3,0.18199999999999994,0.18199999999999994,60586,111945,19349,92596,92596
2017-01-15,3.34775,3.48,3.25,0.22999999999999998,-0.22999999999999998,3.427,3.5,3.35,0.1499999999999999,-0.1499999999999999,3.263,3.4,3.175,0.2250000000000001,-0.17499999999999982,3.3025,3.415,3.245,0.16999999999999993,-0.16500000000000004,78022,102808,58594,44214,-44214
2017-01-22,3.17,3.273,3.1,0.17300000000000004,-0.15100000000000025,3.2592,3.3,3.2239999999999998,0.07600000000000007,-0.07499999999999973,3.1182000000000003,3.1910000000000003,3.1,0.09100000000000019,-0.09100000000000019,3.1566,3.215,3.1,0.11499999999999977,-0.031999999999999584,59951,123507,32041,91466,23243
2017-01-29,3.0258,3.1,2.97,0.1299999999999999,-0.0900000000000003,3.1304,3.2,3.05,0.15000000000000036,0.026000000000000245,2.976,3.05,2.95,0.09999999999999964,-0.08499999999999996,3.0372,3.1,2.9930000000000003,0.10699999999999976,0.040000000000000036,59718,78788,27761,51027,31189
2017-02-05,3.0262,3.15,2.93,0.21999999999999975,-0.21999999999999975,3.1304,3.2,3.075,0.125,-0.025000000000000355,2.93,2.984,2.8,0.18400000000000016,-0.14600000000000035,3.0442,3.1,2.946,0.15399999999999991,0.15399999999999991,77382,164821,27288,137533,63705
2017-02-12,3.086,3.12,3.01,0.11000000000000032,-0.06000000000000005,3.1792,3.266,3.13,0.13600000000000012,-0.10599999999999987,3.042,3.06,3.0,0.06000000000000005,-0.06000000000000005,3.106,3.14,3.04,0.10000000000000009,-0.010000000000000231,69443,151902,34509,117393,-88583
2017-02-19,3.1725,3.35,3.1,0.25,0.029999999999999805,3.2925,3.38,3.2,0.17999999999999972,-0.17999999999999972,3.0700000000000003,3.09,3.055,0.0349999999999997,-0.0349999999999997,3.1725,3.33,3.06,0.27,-0.27,92928,117894,71077,46817,-46817
2017-02-26,2.966,3.07,2.86,0.20999999999999996,-0.20999999999999996,3.034,3.12,2.95,0.16999999999999993,-0.1299999999999999,2.914,3.02,2.85,0.16999999999999993,-0.16999999999999993,2.9404,3.04,2.9,0.14000000000000012,-0.14000000000000012,65721,111111,33292,77819,77819
2017-03-05,2.492,2.88,2.24,0.6399999999999997,-0.6399999999999997,2.536,2.88,2.32,0.56,-0.56,2.3129999999999997,2.675,2.15,0.5249999999999999,-0.5249999999999999,2.392,2.7,2.26,0.4400000000000004,-0.40000000000000036,97391,233625,61664,171961,-1803
2017-03-12,2.352,2.44,2.3,0.14000000000000012,0.14000000000000012,2.49,2.7,2.41,0.29000000000000004,0.2400000000000002,2.3134,2.39,2.225,0.16500000000000004,0.16500000000000004,2.3912,2.52,2.3,0.2200000000000002,0.16000000000000014,67717,167273,14805,152468,69152
2017-03-19,2.4379999999999997,2.51,2.4,0.10999999999999988,-0.10999999999999988,2.4672,2.55,2.43,0.11999999999999966,-0.09899999999999975,2.4,2.4,2.4,0.0,0.0,2.418,2.43,2.4,0.03000000000000025,-0.010000000000000231,37182,57155,20146,37009,-37009
2017-03-26,2.38,2.49,2.3,0.1900000000000004,-0.029999999999999805,2.452,2.5,2.37,0.1299999999999999,-0.08000000000000007,2.346,2.4,2.3,0.10000000000000009,-0.04999999999999982,2.386,2.41,2.36,0.050000000000000266,-0.010000000000000231,52083,82959,30414,52545,-24574
2017-04-02,2.462,2.54,2.38,0.16000000000000014,0.16000000000000014,2.598,2.65,2.44,0.20999999999999996,0.20000000000000018,2.4208,2.515,2.34,0.17500000000000027,0.17500000000000027,2.504,2.62,2.36,0.26000000000000023,0.26000000000000023,70481,108006,18424,89582,-43766
2017-04-09,2.615,2.67,2.54,0.1299999999999999,-0.06000000000000005,2.735,2.82,2.62,0.19999999999999973,-0.1599999999999997,2.5425,2.6,2.5,0.10000000000000009,-0.04999999999999982,2.6025,2.67,2.5,0.16999999999999993,-0.16999999999999993,61007,94570,29663,64907,-64907
2017-04-16,2.446,2.51,2.41,0.09999999999999964,-0.09999999999999964,2.5136000000000003,2.58,2.4730000000000003,0.10699999999999976,-0.10699999999999976,2.394,2.5,2.34,0.16000000000000014,-0.1299999999999999,2.438,2.5,2.39,0.10999999999999988,-0.10999999999999988,45500,89391,18567,70824,49293
2017-04-23,2.386,2.43,2.35,0.08000000000000007,0.020000000000000018,2.457,2.5,2.42,0.08000000000000007,0.050000000000000266,2.358,2.38,2.34,0.040000000000000036,0.040000000000000036,2.4048,2.44,2.35,0.08999999999999986,0.08400000000000007,45907,91379,20034,71345,54245
2017-04-30,2.424,2.5,2.39,0.10999999999999988,0.0,2.472,2.5,2.44,0.06000000000000005,0.06000000000000005,2.3904,2.4,2.38,0.020000000000000018,0.020000000000000018,2.432,2.48,2.4,0.08000000000000007,0.010000000000000231,29858,41883,11835,30048,-10247
2017-05-07,2.496,2.64,2.44,0.20000000000000018,0.18999999999999995,2.626,2.81,2.52,0.29000000000000004,0.29000000000000004,2.468,2.54,2.44,0.10000000000000009,0.10000000000000009,2.568,2.78,2.45,0.3299999999999996,0.2899999999999996,52788,71840,24881,46959,46959
2017-05-14,2.622,2.78,2.5,0.2799999999999998,-0.25,2.7399999999999998,2.89,2.57,0.3200000000000003,0.0900000000000003,2.54,2.72,2.46,0.26000000000000023,-0.2200000000000002,2.654,2.89,2.52,0.3700000000000001,0.1499999999999999,51255,128810,27259,101551,91012
2017-05-21,2.824,2.92,2.77,0.1499999999999999,-0.08000000000000007,2.89,2.92,2.85,0.06999999999999984,-0.06999999999999984,2.7514,2.79,2.67,0.1200000000000001,0.1200000000000001,2.81,2.86,2.78,0.08000000000000007,-0.020000000000000018,24285,35267,6601,28666,-355
2017-05-28,2.7199999999999998,2.8,2.65,0.1499999999999999,-0.1499999999999999,2.76,2.81,2.73,0.08000000000000007,-0.06000000000000005,2.665,2.71,2.64,0.06999999999999984,-0.06000000000000005,2.7075,2.74,2.68,0.06000000000000005,-0.040000000000000036,22505,30470,14032,16438,4414
2017-06-04,2.518,2.69,2.44,0.25,-0.25,2.562,2.69,2.51,0.18000000000000016,-0.18000000000000016,2.398,2.43,2.3,0.13000000000000034,-0.13000000000000034,2.458,2.51,2.36,0.1499999999999999,-0.1499999999999999,43463,79394,16668,62726,19434
2017-06-11,2.506,2.67,2.35,0.31999999999999984,0.20999999999999996,2.57,2.68,2.45,0.22999999999999998,0.08999999999999986,2.404,2.5,2.34,0.16000000000000014,0.010000000000000231,2.466,2.57,2.39,0.17999999999999972,0.050000000000000266,89377,175934,7898,168036,43604
2017-06-18,2.462,2.58,2.4,0.18000000000000016,0.1299999999999999,2.5904,2.66,2.492,0.16800000000000015,0.040000000000000036,2.38,2.45,2.32,0.13000000000000034,0.13000000000000034,2.494,2.6,2.42,0.18000000000000016,0.10000000000000009,58000,122779,16087,106692,-60068
2017-06-25,2.498,2.63,2.42,0.20999999999999996,-0.20999999999999996,2.54,2.64,2.47,0.16999999999999993,-0.14000000000000012,2.408,2.46,2.35,0.10999999999999988,-0.10999999999999988,2.468,2.53,2.42,0.10999999999999988,-0.08999999999999986,25459,34653,13996,20657,-16177
2017-07-02,2.4275,2.44,2.42,0.020000000000000018,-0.020000000000000018,2.4785,2.5,2.46,0.040000000000000036,-0.014000000000000234,2.39375,2.415,2.36,0.05500000000000016,0.040000000000000036,2.4385,2.45,2.42,0.03000000000000025,0.020000000000000018,15565,26273,9232,17041,-15918
2017-07-09,2.416,2.44,2.36,0.08000000000000007,0.08000000000000007,2.5020000000000002,2.6,2.44,0.16000000000000014,0.06000000000000005,2.396,2.42,2.36,0.06000000000000005,0.06000000000000005,2.444,2.5,2.4,0.10000000000000009,0.10000000000000009,35571,112337,14160,98177,-1443
2017-07-16,2.558,2.65,2.48,0.16999999999999993,0.050000000000000266,2.6258,2.69,2.55,0.14000000000000012,0.07000000000000028,2.5266,2.64,2.42,0.2200000000000002,0.12300000000000022,2.596,2.67,2.48,0.18999999999999995,0.1200000000000001,44491,112185,19121,93064,-4746
2017-07-23,2.658,2.75,2.6,0.1499999999999999,0.14000000000000012,2.756,2.87,2.65,0.2200000000000002,0.2200000000000002,2.638,2.75,2.58,0.16999999999999993,0.16999999999999993,2.72,2.85,2.6,0.25,0.20999999999999996,53069,155745,14217,141528,12796
2017-07-30,2.7359999999999998,2.84,2.65,0.18999999999999995,-0.1599999999999997,2.756,2.86,2.69,0.16999999999999993,-0.16999999999999993,2.6358,2.74,2.5469999999999997,0.1930000000000005,-0.18800000000000017,2.69,2.76,2.61,0.1499999999999999,-0.1499999999999999,29266,43755,7299,36456,-11434
2017-08-06,2.604,2.67,2.5,0.16999999999999993,-0.10000000000000009,2.666,2.74,2.61,0.13000000000000034,-0.13000000000000034,2.5582000000000003,2.611,2.5,0.11100000000000021,-0.10000000000000009,2.63,2.74,2.56,0.18000000000000016,-0.18000000000000016,32332,42875,27091,15784,-327
2017-08-13,2.534,2.58,2.5,0.08000000000000007,-0.040000000000000036,2.6006,2.64,2.523,0.11699999999999999,-0.010000000000000231,2.504,2.53,2.48,0.04999999999999982,-0.029999999999999805,2.55,2.61,2.5,0.10999999999999988,0.08000000000000007,27155,53659,11805,41854,-18759
2017-08-20,2.5220000000000002,2.6,2.47,0.1299999999999999,-0.1299999999999999,2.5584,2.62,2.492,0.1280000000000001,-0.1280000000000001,2.46,2.51,2.43,0.07999999999999963,0.020000000000000018,2.492,2.53,2.46,0.06999999999999984,-0.06999999999999984,26404,53858,11900,41958,-36933
2017-08-27,2.454,2.48,2.44,0.040000000000000036,0.0,2.512,2.55,2.48,0.06999999999999984,0.040000000000000036,2.438,2.45,2.43,0.020000000000000018,0.020000000000000018,2.478,2.54,2.45,0.08999999999999986,0.08999999999999986,22334,32946,15371,17575,-12951
2017-09-03,2.475,2.5,2.45,0.04999999999999982,-0.009999999999999787,2.515,2.54,2.49,0.04999999999999982,-0.04999999999999982,2.3275,2.44,2.12,0.31999999999999984,-0.31999999999999984,2.41275,2.47,2.311,0.15900000000000025,-0.15900000000000025,87491,245952,14593,231359,213827
2017-09-10,2.2720000000000002,2.37,2.18,0.18999999999999995,-0.18999999999999995,2.3438,2.41,2.269,0.14100000000000001,-0.1200000000000001,2.235,2.315,2.18,0.1349999999999998,-0.1349999999999998,2.2600000000000002,2.33,2.2,0.1299999999999999,-0.1200000000000001,60897,105366,17709,87657,62281
2017-09-17,2.234,2.32,2.19,0.1299999999999999,0.0,2.284,2.33,2.23,0.10000000000000009,-0.04999999999999982,2.1782,2.21,2.121,0.08899999999999997,0.04999999999999982,2.248,2.32,2.22,0.09999999999999964,-0.009999999999999787,44602,107255,19268,87987,-8800
2017-09-24,2.3240000000000003,2.41,2.2,0.20999999999999996,0.040000000000000036,2.4048000000000003,2.45,2.33,0.1200000000000001,-0.040000000000000036,2.25,2.35,2.12,0.22999999999999998,0.1200000000000001,2.362,2.45,2.26,0.1900000000000004,-0.029999999999999805,82069,191563,34155,157408,-157408
2017-10-01,2.282,2.32,2.25,0.06999999999999984,-0.06999999999999984,2.334,2.36,2.31,0.04999999999999982,0.03000000000000025,2.2394,2.26,2.21,0.04999999999999982,0.03000000000000025,2.302,2.35,2.24,0.10999999999999988,0.10999999999999988,48834,107602,18649,88953,88953
