Date,ProShares Short QQQEtf_Open_average,ProShares Short QQQEtf_Open_max,ProShares Short QQQEtf_Open_min,ProShares Short QQQEtf_Open_volatility,ProShares Short QQQEtf_Open_change,ProShares Short QQQEtf_High_average,ProShares Short QQQEtf_High_max,ProShares Short QQQEtf_High_min,ProShares Short QQQEtf_High_volatility,ProShares Short QQQEtf_High_change,ProShares Short QQQEtf_Low_average,ProShares Short QQQEtf_Low_max,ProShares Short QQQEtf_Low_min,ProShares Short QQQEtf_Low_volatility,ProShares Short QQQEtf_Low_change,ProShares Short QQQEtf_Close_average,ProShares Short QQQEtf_Close_max,ProShares Short QQQEtf_Close_min,ProShares Short QQQEtf_Close_volatility,ProShares Short QQQEtf_Close_change
2016-01-03,55.21,55.21,55.21,0.0,0.0,56.12,56.12,56.12,0.0,0.0,54.87,54.87,54.87,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2016-01-10,57.82,57.82,57.82,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2016-01-17,56.51,56.51,56.51,0.0,0.0,56.69,56.69,56.69,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2016-01-24,56.85,56.85,56.85,0.0,0.0,56.91,56.91,56.91,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2016-01-31,57.24,57.24,57.24,0.0,0.0,59.22,59.22,59.22,0.0,0.0,57.22,57.22,57.22,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2016-02-07,59.22,59.22,59.22,0.0,0.0,59.83,59.83,59.83,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2016-02-14,57.27,57.27,57.27,0.0,0.0,57.45,57.45,57.45,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2016-02-21,55.36,55.36,55.36,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2016-02-28,54.53,54.53,54.53,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2016-03-06,54.49,54.49,54.49,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2016-03-13,53.43,53.43,53.43,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2016-03-20,53.85,53.85,53.85,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2016-03-27,52.9,52.9,52.9,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2016-04-03,52.29,52.29,52.29,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2016-04-10,51.81,51.81,51.81,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2016-04-17,52.5,52.5,52.5,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2016-04-24,54.0,54.0,54.0,0.0,0.0,54.65,54.65,54.65,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2016-05-01,54.89,54.89,54.89,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2016-05-08,54.09,54.09,54.09,0.0,0.0,54.4,54.4,54.4,0.0,0.0,53.83,53.83,53.83,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2016-05-15,54.13,54.13,54.13,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2016-05-22,52.18,52.18,52.18,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2016-05-29,51.86,51.86,51.86,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2016-06-05,52.37,52.37,52.37,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2016-06-12,53.03,53.03,53.03,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2016-06-19,54.28,54.28,54.28,0.0,0.0,54.67,54.67,54.67,0.0,0.0,53.51,53.51,53.51,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2016-06-26,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2016-07-03,52.03,52.03,52.03,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2016-07-10,50.62,50.62,50.62,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2016-07-17,50.13,50.13,50.13,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2016-07-24,49.28,49.28,49.28,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2016-07-31,48.81,48.81,48.81,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2016-08-07,48.53,48.53,48.53,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2016-08-14,48.46,48.46,48.46,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2016-08-21,48.62,48.62,48.62,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2016-08-28,48.36,48.36,48.36,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2016-09-04,48.78,48.78,48.78,0.0,0.0,49.59,49.59,49.59,0.0,0.0,48.68,48.68,48.68,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2016-09-11,48.18,48.18,48.18,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2016-09-18,47.49,47.49,47.49,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2016-09-25,47.78,47.78,47.78,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2016-10-02,47.48,47.48,47.48,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2016-10-09,48.02,48.02,48.02,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.81,47.81,47.81,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2016-10-16,47.92,47.92,47.92,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2016-10-23,48.03,48.03,48.03,0.0,0.0,48.32,48.32,48.32,0.0,0.0,47.76,47.76,47.76,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2016-10-30,49.57,49.57,49.57,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2016-11-06,48.91,48.91,48.91,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2016-11-13,47.82,47.82,47.82,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2016-11-20,47.47,47.47,47.47,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2016-11-27,48.71,48.71,48.71,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2016-12-04,47.28,47.28,47.28,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2016-12-11,46.59,46.59,46.59,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2016-12-18,46.75,46.75,46.75,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2016-12-25,46.77,46.77,46.77,0.0,0.0,47.44,47.44,47.44,0.0,0.0,46.74,46.74,46.74,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2017-01-01,46.3,46.3,46.3,0.0,0.0,46.43,46.43,46.43,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2017-01-08,45.62,45.62,45.62,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2017-01-15,45.39,45.39,45.39,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2017-01-22,44.55,44.55,44.55,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2017-01-29,44.65,44.65,44.65,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2017-02-05,44.04,44.04,44.04,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2017-02-12,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2017-02-19,43.29,43.29,43.29,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-02-26,42.86,42.86,42.86,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2017-03-05,42.61,42.61,42.61,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2017-03-12,42.36,42.36,42.36,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2017-03-19,42.73,42.73,42.73,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2017-03-26,42.23,42.23,42.23,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2017-04-02,42.34,42.34,42.34,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2017-04-09,42.75,42.75,42.75,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2017-04-16,42.13,42.13,42.13,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2017-04-23,41.0,41.0,41.0,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2017-04-30,40.69,40.69,40.69,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2017-05-07,40.41,40.41,40.41,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2017-05-14,40.55,40.55,40.55,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2017-05-21,39.59,39.59,39.59,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.55,39.55,39.55,0.0,0.0
