Date,ProShares Short QQQEtf_Open_average,ProShares Short QQQEtf_Open_max,ProShares Short QQQEtf_Open_min,ProShares Short QQQEtf_Open_volatility,ProShares Short QQQEtf_Open_change,ProShares Short QQQEtf_High_average,ProShares Short QQQEtf_High_max,ProShares Short QQQEtf_High_min,ProShares Short QQQEtf_High_volatility,ProShares Short QQQEtf_High_change,ProShares Short QQQEtf_Low_average,ProShares Short QQQEtf_Low_max,ProShares Short QQQEtf_Low_min,ProShares Short QQQEtf_Low_volatility,ProShares Short QQQEtf_Low_change,ProShares Short QQQEtf_Close_average,ProShares Short QQQEtf_Close_max,ProShares Short QQQEtf_Close_min,ProShares Short QQQEtf_Close_volatility,ProShares Short QQQEtf_Close_change
2017-05-28,39.23,39.23,39.23,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2017-06-04,38.86,38.86,38.86,0.0,0.0,40.37,40.37,40.37,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2017-06-11,40.14,40.14,40.14,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2017-06-18,39.61,39.61,39.61,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2017-06-25,40.32,40.32,40.32,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2017-07-02,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2017-07-09,39.27,39.27,39.27,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2017-07-16,38.74,38.74,38.74,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2017-07-23,38.88,38.88,38.88,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2017-07-30,38.73,38.73,38.73,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2017-08-06,39.41,39.41,39.41,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2017-08-13,39.33,39.33,39.33,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2017-08-20,38.93,38.93,38.93,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2017-08-27,37.98,37.98,37.98,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2017-09-03,38.26,38.26,38.26,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2017-09-10,38.2,38.2,38.2,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2017-09-17,38.53,38.53,38.53,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2017-09-24,38.35,38.35,38.35,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2017-10-01,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2017-10-08,37.41,37.41,37.41,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2017-10-15,37.27,37.27,37.27,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2017-10-22,37.16,37.16,37.16,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2017-10-29,36.41,36.41,36.41,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2017-11-05,36.19,36.19,36.19,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2017-11-12,35.9,35.9,35.9,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2017-11-19,35.58,35.58,35.58,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2017-11-26,36.0,36.0,36.0,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2017-12-03,35.75,35.75,35.75,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2017-12-10,35.46,35.46,35.46,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2017-12-17,35.22,35.22,35.22,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2017-12-24,35.31,35.31,35.31,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2017-12-31,34.39,34.39,34.39,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.22,34.22,34.22,0.0,0.0
