Date,Vanguard FTSE PacificEtf_Open_average,Vanguard FTSE PacificEtf_Open_max,Vanguard FTSE PacificEtf_Open_min,Vanguard FTSE PacificEtf_Open_volatility,Vanguard FTSE PacificEtf_Open_change,Vanguard FTSE PacificEtf_High_average,Vanguard FTSE PacificEtf_High_max,Vanguard FTSE PacificEtf_High_min,Vanguard FTSE PacificEtf_High_volatility,Vanguard FTSE PacificEtf_High_change,Vanguard FTSE PacificEtf_Low_average,Vanguard FTSE PacificEtf_Low_max,Vanguard FTSE PacificEtf_Low_min,Vanguard FTSE PacificEtf_Low_volatility,Vanguard FTSE PacificEtf_Low_change,Vanguard FTSE PacificEtf_Close_average,Vanguard FTSE PacificEtf_Close_max,Vanguard FTSE PacificEtf_Close_min,Vanguard FTSE PacificEtf_Close_volatility,Vanguard FTSE PacificEtf_Close_change
2016-05-08,55.24,55.24,55.24,0.0,0.0,55.36,55.36,55.36,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2016-05-15,55.26,55.26,55.26,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2016-05-22,55.81,55.81,55.81,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2016-05-29,56.19,56.19,56.19,0.0,0.0,56.44,56.44,56.44,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2016-06-05,56.35,56.35,56.35,0.0,0.0,56.49,56.49,56.49,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2016-06-12,54.43,54.43,54.43,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2016-06-19,54.19,54.19,54.19,0.0,0.0,55.16,55.16,55.16,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2016-06-26,55.8,55.8,55.8,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2016-07-03,55.81,55.81,55.81,0.0,0.0,56.3,56.3,56.3,0.0,0.0,55.74,55.74,55.74,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2016-07-10,57.88,57.88,57.88,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2016-07-17,57.83,57.83,57.83,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2016-07-24,58.8,58.8,58.8,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2016-07-31,58.66,58.66,58.66,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2016-08-07,59.96,59.96,59.96,0.0,0.0,60.06,60.06,60.06,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2016-08-14,59.55,59.55,59.55,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2016-08-21,59.66,59.66,59.66,0.0,0.0,60.01,60.01,60.01,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2016-08-28,59.89,59.89,59.89,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2016-09-04,59.86,59.86,59.86,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2016-09-11,58.3,58.3,58.3,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2016-09-18,60.6,60.6,60.6,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2016-09-25,60.42,60.42,60.42,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2016-10-02,60.37,60.37,60.37,0.0,0.0,60.4,60.4,60.4,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2016-10-09,59.7,59.7,59.7,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2016-10-16,59.96,59.96,59.96,0.0,0.0,60.32,60.32,60.32,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2016-10-23,59.86,59.86,59.86,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2016-10-30,59.06,59.06,59.06,0.0,0.0,59.21,59.21,59.21,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2016-11-06,58.87,58.87,58.87,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2016-11-13,58.65,58.65,58.65,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2016-11-20,59.08,59.08,59.08,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2016-11-27,58.88,58.88,58.88,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.87,58.87,58.87,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2016-12-04,60.46,60.46,60.46,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2016-12-11,59.35,59.35,59.35,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2016-12-18,58.38,58.38,58.38,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2016-12-25,58.27,58.27,58.27,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2017-01-01,59.81,59.81,59.81,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2017-01-08,60.69,60.69,60.69,0.0,0.0,60.96,60.96,60.96,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2017-01-15,60.57,60.57,60.57,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2017-01-22,61.26,61.26,61.26,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2017-01-29,61.47,61.47,61.47,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2017-02-05,61.84,61.84,61.84,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2017-02-12,61.95,61.95,61.95,0.0,0.0,62.21,62.21,62.21,0.0,0.0,61.93,61.93,61.93,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2017-02-19,62.29,62.29,62.29,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2017-02-26,62.17,62.17,62.17,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.18,62.18,62.18,0.0,0.0
2017-03-05,62.25,62.25,62.25,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2017-03-12,63.36,63.36,63.36,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2017-03-19,63.27,63.27,63.27,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2017-03-26,63.15,63.15,63.15,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2017-04-02,62.6,62.6,62.6,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2017-04-09,62.48,62.48,62.48,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.25,62.25,62.25,0.0,0.0
2017-04-16,62.94,62.94,62.94,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2017-04-23,63.71,63.71,63.71,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2017-04-30,64.09,64.09,64.09,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2017-05-07,64.26,64.26,64.26,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2017-05-14,64.66,64.66,64.66,0.0,0.0,64.93,64.93,64.93,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2017-05-21,65.12,65.12,65.12,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2017-05-28,66.43,66.43,66.43,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2017-06-04,66.18,66.18,66.18,0.0,0.0,66.37,66.37,66.37,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2017-06-11,66.11,66.11,66.11,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.05,66.05,66.05,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2017-06-18,65.77,65.77,65.77,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.83,65.83,65.83,0.0,0.0
2017-06-25,65.91,65.91,65.91,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2017-07-02,64.8,64.8,64.8,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2017-07-09,66.44,66.44,66.44,0.0,0.0,66.56,66.56,66.56,0.0,0.0,66.36,66.36,66.36,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2017-07-16,67.3,67.3,67.3,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2017-07-23,67.22,67.22,67.22,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.45,67.45,67.45,0.0,0.0
2017-07-30,67.76,67.76,67.76,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.88,67.88,67.88,0.0,0.0
2017-08-06,66.56,66.56,66.56,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.49,66.49,66.49,0.0,0.0
2017-08-13,67.02,67.02,67.02,0.0,0.0,67.26,67.26,67.26,0.0,0.0,66.91,66.91,66.91,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2017-08-20,67.37,67.37,67.37,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2017-08-27,67.86,67.86,67.86,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.78,67.78,67.78,0.0,0.0
2017-09-03,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2017-09-10,68.27,68.27,68.27,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.08,68.08,68.08,0.0,0.0,68.31,68.31,68.31,0.0,0.0
2017-09-17,68.07,68.07,68.07,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.07,68.07,68.07,0.0,0.0
2017-09-24,68.04,68.04,68.04,0.0,0.0,68.22,68.22,68.22,0.0,0.0,67.93,67.93,67.93,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2017-10-01,68.24,68.24,68.24,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2017-10-08,70.16,70.16,70.16,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.15,70.15,70.15,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2017-10-15,70.25,70.25,70.25,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2017-10-22,70.6,70.6,70.6,0.0,0.0,70.96,70.96,70.96,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.94,70.94,70.94,0.0,0.0
2017-10-29,71.84,71.84,71.84,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.88,71.88,71.88,0.0,0.0
2017-11-05,71.89,71.89,71.89,0.0,0.0,72.04,72.04,72.04,0.0,0.0,71.77,71.77,71.77,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2017-11-12,71.65,71.65,71.65,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.56,71.56,71.56,0.0,0.0,71.59,71.59,71.59,0.0,0.0
2017-11-19,73.2,73.2,73.2,0.0,0.0,73.24,73.24,73.24,0.0,0.0,73.08,73.08,73.08,0.0,0.0,73.08,73.08,73.08,0.0,0.0
2017-11-26,72.51,72.51,72.51,0.0,0.0,72.55,72.55,72.55,0.0,0.0,72.06,72.06,72.06,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2017-12-03,72.08,72.08,72.08,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.87,71.87,71.87,0.0,0.0,72.03,72.03,72.03,0.0,0.0
2017-12-10,72.71,72.71,72.71,0.0,0.0,72.83,72.83,72.83,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.71,72.71,72.71,0.0,0.0
2017-12-17,72.29,72.29,72.29,0.0,0.0,72.38,72.38,72.38,0.0,0.0,72.17,72.17,72.17,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2017-12-24,73.08,73.08,73.08,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.82,72.82,72.82,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2017-12-31,74.85,74.85,74.85,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.74,74.74,74.74,0.0,0.0,75.01,75.01,75.01,0.0,0.0
