Date,CRESY_stock_Open_average,CRESY_stock_Open_max,CRESY_stock_Open_min,CRESY_stock_Open_volatility,CRESY_stock_Open_change,CRESY_stock_High_average,CRESY_stock_High_max,CRESY_stock_High_min,CRESY_stock_High_volatility,CRESY_stock_High_change,CRESY_stock_Low_average,CRESY_stock_Low_max,CRESY_stock_Low_min,CRESY_stock_Low_volatility,CRESY_stock_Low_change,CRESY_stock_Close_average,CRESY_stock_Close_max,CRESY_stock_Close_min,CRESY_stock_Close_volatility,CRESY_stock_Close_change,CRESY_stock_Volume_average,CRESY_stock_Volume_max,CRESY_stock_Volume_min,CRESY_stock_Volume_volatility,CRESY_stock_Volume_change
2016-01-03,12.078000000000001,12.74,11.22,1.5199999999999996,-1.5199999999999996,12.15,12.84,11.44,1.4000000000000004,-1.4000000000000004,11.562,12.42,10.55,1.8699999999999992,-1.8699999999999992,11.802,12.63,10.9,1.7300000000000004,-1.7300000000000004,127293,229001,78699,150302,24750
2016-01-10,10.462,10.81,9.97,0.8399999999999999,-0.7799999999999994,10.698,10.97,10.07,0.9000000000000004,-0.7999999999999989,10.054,10.4,9.54,0.8600000000000012,-0.8600000000000012,10.32,10.74,9.78,0.9600000000000009,-0.9600000000000009,102476,160115,85850,74265,-4747
2016-01-17,9.435,9.77,9.11,0.6600000000000001,-0.20999999999999908,9.7,9.79,9.59,0.1999999999999993,0.019999999999999574,9.0875,9.47,8.5,0.9700000000000006,0.14000000000000057,9.4625,9.66,9.22,0.4399999999999995,0.2400000000000002,112280,261313,58400,202913,-6434
2016-01-24,9.744,9.89,9.68,0.21000000000000085,0.21000000000000085,10.142,11.0,9.85,1.1500000000000004,1.1500000000000004,9.54,9.89,9.17,0.7200000000000006,0.39000000000000057,9.966,10.91,9.64,1.2699999999999996,1.2699999999999996,70895,138237,42058,96179,77217
2016-01-31,10.124,10.75,9.7,1.0500000000000007,-0.8599999999999994,10.331999999999999,10.76,10.06,0.6999999999999993,-0.47000000000000064,9.822,10.37,9.51,0.8599999999999994,-0.6499999999999986,9.988,10.37,9.75,0.6199999999999992,-0.3699999999999992,36340,47854,28326,19528,4543
2016-02-07,9.654,9.87,9.24,0.629999999999999,-0.21999999999999886,10.0,10.4,9.88,0.5199999999999996,0.47000000000000064,9.474,9.65,9.24,0.41000000000000014,0.15000000000000036,9.74,10.19,9.5,0.6899999999999995,0.6899999999999995,177331,578674,16188,562486,550148
2016-02-14,10.4375,10.72,10.32,0.40000000000000036,-0.370000000000001,10.6225,10.89,10.47,0.41999999999999993,-0.25,10.16,10.29,10.05,0.23999999999999844,0.0799999999999983,10.375,10.44,10.32,0.11999999999999922,0.049999999999998934,68492,147711,16890,130821,-130821
2016-02-21,10.79,11.45,10.41,1.0399999999999991,1.0099999999999998,11.23,11.77,10.7,1.0700000000000003,0.6699999999999999,10.592,11.03,10.3,0.7299999999999986,0.7099999999999991,11.024,11.51,10.44,1.0700000000000003,0.7799999999999994,146028,253471,59795,193676,116144
2016-02-28,11.596,11.81,11.27,0.5400000000000009,-0.28000000000000114,11.870000000000001,11.99,11.74,0.25,-0.14000000000000057,11.314,11.55,11.12,0.4300000000000015,-0.11000000000000121,11.676,11.87,11.35,0.5199999999999996,-0.009999999999999787,96553,125551,38184,87367,-7090
2016-03-06,11.606,11.7,11.46,0.23999999999999844,-0.23999999999999844,11.708,11.78,11.62,0.16000000000000014,-0.019999999999999574,11.26,11.39,11.03,0.3600000000000012,-0.3000000000000007,11.558,11.69,11.36,0.33000000000000007,-0.16000000000000014,55257,73032,37739,35293,-14852
