Date,NVAX_stock_Open_average,NVAX_stock_Open_max,NVAX_stock_Open_min,NVAX_stock_Open_volatility,NVAX_stock_Open_change,NVAX_stock_High_average,NVAX_stock_High_max,NVAX_stock_High_min,NVAX_stock_High_volatility,NVAX_stock_High_change,NVAX_stock_Low_average,NVAX_stock_Low_max,NVAX_stock_Low_min,NVAX_stock_Low_volatility,NVAX_stock_Low_change,NVAX_stock_Close_average,NVAX_stock_Close_max,NVAX_stock_Close_min,NVAX_stock_Close_volatility,NVAX_stock_Close_change,NVAX_stock_Volume_average,NVAX_stock_Volume_max,NVAX_stock_Volume_min,NVAX_stock_Volume_volatility,NVAX_stock_Volume_change
2016-01-03,152.64000000000001,163.4,142.6,20.80000000000001,-20.80000000000001,154.48,165.0,143.2,21.80000000000001,-21.80000000000001,146.56,155.2,135.2,20.0,-16.0,149.20000000000002,157.8,138.4,19.400000000000006,-16.19999999999999,230606,354790,150634,204156,-93572
2016-01-10,131.56,141.6,120.2,21.39999999999999,-21.39999999999999,137.6,143.6,130.6,13.0,-13.0,117.16,126.0,99.6,26.400000000000006,-6.400000000000006,129.26,132.8,120.4,12.400000000000006,-1.3000000000000114,414851,551426,293077,258349,227096
2016-01-17,126.15,134.8,117.0,17.80000000000001,-7.200000000000017,131.585,134.8,127.0,7.800000000000011,-1.8000000000000114,117.24000000000001,122.76,109.2,13.560000000000002,5.760000000000005,125.5,132.4,121.4,11.0,11.0,397966,426550,342231,84319,-5878
2016-01-24,110.36,122.0,100.4,21.599999999999994,-21.599999999999994,114.32000000000001,130.8,105.2,25.60000000000001,-25.60000000000001,102.7,108.5,96.0,12.5,-10.5,106.26,112.9,97.4,15.5,-8.200000000000003,752436,1199152,424843,774309,-583531
2016-01-31,97.04,103.6,90.4,13.199999999999989,-7.199999999999989,99.8,103.8,96.8,7.0,-6.599999999999994,89.66,97.4,81.5,15.900000000000006,-7.200000000000003,96.08,100.8,91.8,9.0,-4.599999999999994,626269,886591,419612,466979,466979
2016-02-07,92.12,94.4,90.2,4.200000000000003,-0.20000000000000284,95.82000000000001,100.2,93.2,7.0,-1.7000000000000028,89.112,92.36,87.0,5.359999999999999,1.1999999999999886,92.28,93.2,90.6,2.6000000000000085,-0.7999999999999972,486749,755848,312664,443184,-443184
2016-02-14,99.1,103.2,96.0,7.200000000000003,0.4000000000000057,102.85499999999999,104.0,102.0,2.0,0.5999999999999943,95.725,98.2,93.9,4.299999999999997,-0.09999999999999432,99.45,101.4,97.2,4.200000000000003,3.200000000000003,411533,434865,390417,44448,18840
2016-02-21,82.145,103.4,4.67,98.73,-98.73,83.44666666666667,104.4,4.68,99.72,-99.72,78.795,99.9,4.67,95.23,-95.23,80.61333333333333,100.6,4.68,95.91999999999999,-95.91999999999999,1020716,4803563,193880,4609683,4552870
2016-02-28,93.92,96.6,89.0,7.599999999999994,3.3999999999999915,97.46,99.8,96.0,3.799999999999997,3.799999999999997,90.28,94.6,84.4,10.199999999999989,10.199999999999989,94.12,97.2,87.2,10.0,10.0,533280,881283,302562,578721,-304043
2016-03-06,98.88,103.6,96.6,7.0,0.20000000000000284,101.78,106.5,97.8,8.700000000000003,-8.700000000000003,94.54,97.2,92.6,4.6000000000000085,-1.5,98.24,102.8,95.0,7.799999999999997,-5.200000000000003,248669,342312,177189,165123,-165123
2016-03-13,99.48,107.0,96.2,10.799999999999997,2.0,104.4,110.0,99.6,10.400000000000006,-7.599999999999994,96.12,99.0,93.8,5.200000000000003,1.7999999999999972,100.84,107.6,97.4,10.199999999999989,-6.199999999999989,332969,457400,221558,235842,27438
2016-03-20,104.55,110.2,101.2,9.0,2.0,109.77250000000001,112.79,106.6,6.190000000000012,-0.7000000000000028,101.65,103.2,100.0,3.200000000000003,-0.4000000000000057,105.55,110.4,103.2,7.200000000000003,-1.4000000000000057,289081,342378,231113,111265,-46938
2016-03-27,103.04,105.2,100.4,4.799999999999997,-2.4000000000000057,107.684,111.8,104.4,7.3999999999999915,6.200000000000003,100.6,101.8,97.2,4.599999999999994,0.7999999999999972,104.16,109.8,100.8,9.0,9.0,270466,353001,188143,164858,90763
2016-04-03,109.12,113.0,105.2,7.799999999999997,2.0,112.88,116.1,110.2,5.8999999999999915,3.5999999999999943,106.64,109.4,103.2,6.200000000000003,3.5999999999999943,109.36,113.6,106.4,7.199999999999989,3.799999999999997,289254,332798,209415,123383,-69766
