Date,OSG_stock_Open_average,OSG_stock_Open_max,OSG_stock_Open_min,OSG_stock_Open_volatility,OSG_stock_Open_change,OSG_stock_High_average,OSG_stock_High_max,OSG_stock_High_min,OSG_stock_High_volatility,OSG_stock_High_change,OSG_stock_Low_average,OSG_stock_Low_max,OSG_stock_Low_min,OSG_stock_Low_volatility,OSG_stock_Low_change,OSG_stock_Close_average,OSG_stock_Close_max,OSG_stock_Close_min,OSG_stock_Close_volatility,OSG_stock_Close_change,OSG_stock_Volume_average,OSG_stock_Volume_max,OSG_stock_Volume_min,OSG_stock_Volume_volatility,OSG_stock_Volume_change
2016-01-03,16.188,16.5,15.84,0.6600000000000001,-0.6600000000000001,16.41,16.8,15.9,0.9000000000000004,-0.5999999999999996,15.864,16.38,15.48,0.8999999999999986,-0.3000000000000007,16.056,16.38,15.9,0.47999999999999865,-0.29999999999999893,8996,35036,302,34734,-2759
2016-01-10,14.928,15.9,11.4,4.5,-4.5,15.8186,16.32,14.7,1.620000000000001,-1.620000000000001,14.748000000000001,15.9,11.4,4.5,-4.08,15.504,16.02,14.4,1.6199999999999992,-1.1999999999999993,4853,12806,1138,11668,7510
2016-01-17,14.565,15.0,14.16,0.8399999999999999,0.8399999999999999,15.0,16.08,14.58,1.4999999999999982,1.379999999999999,13.9725,14.79,13.2,1.5899999999999999,1.2899999999999991,14.46,15.3,14.04,1.2600000000000016,1.200000000000001,7042,14510,282,14228,6756
2016-01-24,15.12,15.78,14.34,1.4399999999999995,0.8399999999999999,15.672,16.2,15.42,0.7799999999999994,0.7199999999999989,14.7,14.88,14.34,0.5400000000000009,0.0,15.276,16.14,14.7,1.4400000000000013,1.4400000000000013,2397,3125,1826,1299,-1299
2016-01-31,15.036,16.26,13.86,2.400000000000002,-2.400000000000002,15.467600000000001,16.26,14.4,1.8600000000000012,-1.8600000000000012,14.2598,15.78,13.5,2.2799999999999994,-2.2799999999999994,14.784,15.96,14.28,1.6800000000000015,-1.6800000000000015,6236,11771,2866,8905,913
2016-02-07,13.9088,14.34,13.61,0.7300000000000004,-0.009999999999999787,14.256,15.18,13.86,1.3200000000000003,-0.20999999999999908,13.7524,14.16,13.44,0.7200000000000006,-0.120000000000001,13.932,14.28,13.5,0.7799999999999994,-0.5999999999999996,101100,211846,1876,209970,103079
2016-02-14,13.425,13.62,13.26,0.35999999999999943,-0.11999999999999922,13.74,14.4,13.5,0.9000000000000004,-0.9000000000000004,12.975,13.2,12.78,0.41999999999999993,0.120000000000001,13.23,13.38,13.14,0.2400000000000002,0.0,22102,27719,19056,8663,8663
2016-02-21,12.57,13.05,11.88,1.17,0.08999999999999986,12.9922,13.2,12.700999999999999,0.49900000000000055,-0.11999999999999922,12.12,12.9,11.52,1.3800000000000008,-0.3000000000000007,12.72,13.02,12.36,0.6600000000000001,-0.2400000000000002,36657,53424,21783,31641,-21806
2016-02-28,12.72,13.08,12.3,0.7799999999999994,0.120000000000001,13.1032,13.74,12.835999999999999,0.9040000000000017,0.7799999999999994,12.132,12.54,11.88,0.6599999999999984,0.17999999999999972,12.684,13.56,11.88,1.6799999999999997,1.6799999999999997,68234,108846,19433,89413,89413
2016-03-06,13.692,14.1,13.44,0.6600000000000001,-0.0600000000000005,14.484,14.94,14.1,0.8399999999999999,-0.7799999999999994,12.966000000000001,13.11,12.9,0.20999999999999908,0.0600000000000005,13.512,13.92,13.08,0.8399999999999999,-0.6000000000000014,348901,517567,187628,329939,-329939
2016-03-13,13.188,13.44,12.72,0.7199999999999989,-0.2400000000000002,13.92,14.4,13.44,0.9600000000000009,-0.7200000000000006,12.468,12.84,11.7,1.1400000000000006,-1.0200000000000014,12.984,13.92,12.12,1.8000000000000007,-0.6000000000000014,416792,902415,152362,750053,424904
2016-03-20,12.24,12.6,11.76,0.8399999999999999,-0.3000000000000007,12.8925,13.2,12.57,0.629999999999999,-0.29999999999999893,11.865,12.18,11.52,0.6600000000000001,-0.3600000000000012,12.075,12.6,11.7,0.9000000000000004,-0.9000000000000004,107750,230582,55984,174598,27086
2016-03-27,11.8704,12.012,11.58,0.4320000000000004,-0.3000000000000007,12.1442,12.36,12.001,0.359,-0.359,11.459999999999999,11.7,11.1,0.5999999999999996,-0.2400000000000002,11.784,12.0,11.28,0.7200000000000006,0.0,206713,744778,41173,703605,85427
2016-04-03,11.892,12.0,11.76,0.2400000000000002,0.2400000000000002,12.048,12.36,11.88,0.47999999999999865,-0.35999999999999943,11.616,11.76,11.4,0.35999999999999943,-0.35999999999999943,11.784,12.0,11.52,0.4800000000000004,-0.4800000000000004,89941,185045,55975,129070,-129070
2016-04-10,12.132,12.6,11.88,0.7199999999999989,0.7199999999999989,12.48,12.66,12.0,0.6600000000000001,0.5999999999999996,11.928,12.24,11.52,0.7200000000000006,0.7200000000000006,12.203999999999999,12.6,11.7,0.9000000000000004,0.5400000000000009,34736,58302,15786,42516,-12373
2016-04-17,12.684,12.96,12.42,0.5400000000000009,0.3000000000000007,12.948,13.14,12.6,0.5400000000000009,0.41999999999999993,12.468,12.72,12.18,0.5400000000000009,0.39000000000000057,12.816,13.14,12.42,0.7200000000000006,0.3000000000000007,57328,71966,44352,27614,-1117
2016-04-24,12.612,12.78,12.42,0.35999999999999943,-0.35999999999999943,12.708,12.9,12.48,0.41999999999999993,-0.41999999999999993,12.24,12.36,12.0,0.35999999999999943,-0.3000000000000007,12.432,12.78,12.18,0.5999999999999996,-0.2400000000000002,100272,209118,35475,173643,122144
2016-05-01,12.192,12.48,11.94,0.5400000000000009,-0.3600000000000012,12.3,12.48,12.03,0.45000000000000107,-0.3600000000000012,11.91,12.03,11.7,0.33000000000000007,-0.33000000000000007,12.048,12.3,11.88,0.41999999999999993,-0.41999999999999993,131046,293406,64029,229377,-39506
2016-05-08,11.687999999999999,11.94,11.34,0.5999999999999996,-0.41999999999999993,11.748,12.0,11.34,0.6600000000000001,-0.6600000000000001,11.316,11.58,10.92,0.6600000000000001,-0.6600000000000001,11.459999999999999,11.7,11.1,0.5999999999999996,-0.5999999999999996,68097,174250,19341,154909,-36009
2016-05-15,11.052,11.16,10.86,0.3000000000000007,-0.17999999999999972,11.247,11.4,11.04,0.3600000000000012,0.19500000000000028,10.8564,10.992,10.56,0.4320000000000004,-0.012000000000000455,11.04,11.22,10.8,0.41999999999999993,0.120000000000001,60210,86410,16358,70052,31184
2016-05-22,11.112,11.16,11.04,0.120000000000001,-0.0600000000000005,11.244,11.4,11.1,0.3000000000000007,-0.17999999999999972,10.908199999999999,11.1,10.74,0.35999999999999943,-0.17999999999999972,11.088000000000001,11.22,10.98,0.2400000000000002,0.0,156880,465954,36333,429621,150822
2016-05-29,10.98,11.34,10.8,0.5399999999999991,-0.5399999999999991,11.0625,11.34,10.92,0.41999999999999993,-0.41999999999999993,10.62,10.68,10.44,0.2400000000000002,0.0,10.74,10.86,10.68,0.17999999999999972,0.17999999999999972,358525,685393,181972,503421,165816
2016-06-05,10.944,11.22,10.74,0.4800000000000004,0.41999999999999993,11.256,11.76,10.98,0.7799999999999994,0.7799999999999994,10.74,11.1,10.44,0.6600000000000001,0.6600000000000001,11.028,11.4,10.62,0.7800000000000011,0.7800000000000011,725390,1694896,129986,1564910,1507581
2016-06-12,10.67,11.27,10.2,1.0700000000000003,-0.7599999999999998,10.99,11.5,10.54,0.9600000000000009,-0.34999999999999964,10.180200000000001,10.52,9.971,0.5489999999999995,-0.21999999999999886,10.638,10.92,10.33,0.5899999999999999,0.019999999999999574,646080,1007732,429626,578106,200944
2016-06-19,11.59,11.99,10.91,1.08,0.6099999999999994,11.918,12.02,11.62,0.40000000000000036,-0.40000000000000036,11.342,11.69,10.91,0.7799999999999994,0.20999999999999908,11.666,11.86,11.19,0.6699999999999999,-0.5500000000000007,1438289,3577163,695517,2881646,2446499
2016-06-26,10.982,11.25,10.78,0.47000000000000064,-0.3200000000000003,11.114,11.25,11.0,0.25,-0.09999999999999964,10.734,10.89,10.57,0.3200000000000003,0.3200000000000003,10.926,11.0,10.64,0.35999999999999943,0.35999999999999943,443428,585305,239799,345506,-119209
