Date,DXR_stock_Open_average,DXR_stock_Open_max,DXR_stock_Open_min,DXR_stock_Open_volatility,DXR_stock_Open_change,DXR_stock_High_average,DXR_stock_High_max,DXR_stock_High_min,DXR_stock_High_volatility,DXR_stock_High_change,DXR_stock_Low_average,DXR_stock_Low_max,DXR_stock_Low_min,DXR_stock_Low_volatility,DXR_stock_Low_change,DXR_stock_Close_average,DXR_stock_Close_max,DXR_stock_Close_min,DXR_stock_Close_volatility,DXR_stock_Close_change,DXR_stock_Volume_average,DXR_stock_Volume_max,DXR_stock_Volume_min,DXR_stock_Volume_volatility,DXR_stock_Volume_change
2016-01-03,7.55,7.55,7.55,0.0,0.0,7.55,7.55,7.55,0.0,0.0,7.55,7.55,7.55,0.0,0.0,7.55,7.55,7.55,0.0,0.0,100,100,100,0,0
2016-01-10,7.425000000000001,7.45,7.4,0.04999999999999982,0.04999999999999982,7.475,7.5,7.45,0.04999999999999982,-0.04999999999999982,7.425000000000001,7.45,7.4,0.04999999999999982,0.04999999999999982,7.475,7.5,7.45,0.04999999999999982,-0.04999999999999982,189,203,175,28,-28
2016-01-17,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,102,102,102,0,0
2016-01-24,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.630000000000001,7.65,7.61,0.040000000000000036,0.040000000000000036,7.630000000000001,7.65,7.61,0.040000000000000036,0.040000000000000036,244,277,211,66,66
2016-01-31,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,189,189,189,0,0
2016-02-07,7.989999999999999,8.2,7.8,0.39999999999999947,0.39999999999999947,8.156666666666666,8.47,7.8,0.6700000000000008,0.39999999999999947,7.989999999999999,8.2,7.8,0.39999999999999947,0.39999999999999947,8.156666666666666,8.47,7.8,0.6700000000000008,0.39999999999999947,691,1613,169,1444,-123
2016-02-14,8.05,8.05,8.05,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.05,8.05,8.05,0.0,0.0,142,185,100,85,-85
2016-02-21,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,140,181,100,81,81
2016-02-28,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,487,487,487,0,0
2016-03-06,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,215,215,215,0,0
2016-03-13,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.11,8.12,8.1,0.019999999999999574,0.019999999999999574,8.11,8.12,8.1,0.019999999999999574,0.019999999999999574,151,202,100,102,-102
2016-03-20,7.92,7.92,7.92,0.0,0.0,7.92,7.92,7.92,0.0,0.0,7.92,7.92,7.92,0.0,0.0,7.92,7.92,7.92,0.0,0.0,108,108,108,0,0
2016-03-27,8.08,8.08,8.08,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.08,8.08,8.08,0.0,0.0,100,100,100,0,0
2016-04-03,8.09,8.09,8.09,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.09,8.09,8.09,0.0,0.0,100,100,100,0,0
2016-04-10,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0,108,108,108,0,0
2016-04-17,8.0,8.1,7.9,0.1999999999999993,-0.1999999999999993,8.05,8.1,8.0,0.09999999999999964,-0.09999999999999964,8.0,8.1,7.9,0.1999999999999993,-0.1999999999999993,8.05,8.1,8.0,0.09999999999999964,-0.09999999999999964,269,309,230,79,79
2016-04-24,7.8,7.8,7.8,0.0,0.0,8.0,8.0,8.0,0.0,0.0,7.8,7.8,7.8,0.0,0.0,8.0,8.0,8.0,0.0,0.0,1187,1187,1187,0,0
2016-05-01,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,100,100,100,0,0
2016-05-08,7.96,8.0,7.92,0.08000000000000007,-0.08000000000000007,8.035,8.07,8.0,0.07000000000000028,0.07000000000000028,7.96,8.0,7.92,0.08000000000000007,-0.08000000000000007,8.035,8.07,8.0,0.07000000000000028,0.07000000000000028,161,222,100,122,122
2016-05-15,7.956666666666667,8.0,7.9,0.09999999999999964,-0.03000000000000025,7.956666666666667,8.0,7.9,0.09999999999999964,-0.03000000000000025,7.956666666666667,8.0,7.9,0.09999999999999964,-0.03000000000000025,7.956666666666667,8.0,7.9,0.09999999999999964,-0.03000000000000025,120,128,110,18,12
2016-05-22,8.02,8.05,7.99,0.0600000000000005,-0.0600000000000005,8.05,8.05,8.05,0.0,0.0,7.970000000000001,7.99,7.95,0.040000000000000036,0.040000000000000036,7.975,8.0,7.95,0.04999999999999982,0.04999999999999982,543,608,478,130,-130
2016-05-29,8.1,8.1,8.1,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.17,8.17,8.17,0.0,0.0,2661,2661,2661,0,0
2016-06-05,7.96,8.0,7.92,0.08000000000000007,0.08000000000000007,7.96,8.0,7.92,0.08000000000000007,0.08000000000000007,7.955,8.0,7.91,0.08999999999999986,0.08999999999999986,7.955,8.0,7.91,0.08999999999999986,0.08999999999999986,549,747,352,395,395
2016-06-12,8.05,8.1,8.0,0.09999999999999964,0.09999999999999964,8.05,8.1,8.0,0.09999999999999964,0.09999999999999964,8.05,8.1,8.0,0.09999999999999964,0.09999999999999964,8.05,8.1,8.0,0.09999999999999964,0.09999999999999964,672,1236,108,1128,1128
