Date,AKS_stock_Open_average,AKS_stock_Open_max,AKS_stock_Open_min,AKS_stock_Open_volatility,AKS_stock_Open_change,AKS_stock_High_average,AKS_stock_High_max,AKS_stock_High_min,AKS_stock_High_volatility,AKS_stock_High_change,AKS_stock_Low_average,AKS_stock_Low_max,AKS_stock_Low_min,AKS_stock_Low_volatility,AKS_stock_Low_change,AKS_stock_Close_average,AKS_stock_Close_max,AKS_stock_Close_min,AKS_stock_Close_volatility,AKS_stock_Close_change,AKS_stock_Volume_average,AKS_stock_Volume_max,AKS_stock_Volume_min,AKS_stock_Volume_volatility,AKS_stock_Volume_change
2016-03-13,3.98,4.27,3.75,0.5199999999999996,0.36999999999999966,4.22,4.48,3.97,0.5100000000000002,0.3600000000000003,3.902,4.2,3.73,0.4700000000000002,0.33000000000000007,4.05,4.2,3.78,0.4200000000000004,0.16999999999999993,10935081,16142457,7621625,8520832,8520832
2016-03-20,4.1825,4.33,3.98,0.3500000000000001,-0.23999999999999977,4.3275,4.43,4.17,0.2599999999999998,-0.13999999999999968,4.025,4.19,3.76,0.4300000000000006,-0.33999999999999986,4.215,4.35,4.08,0.2699999999999996,-0.1299999999999999,7113163,9782633,5241981,4540652,2770839
2016-03-27,4.162,4.29,4.04,0.25,-0.15000000000000036,4.278,4.35,4.22,0.1299999999999999,-0.03000000000000025,4.0520000000000005,4.15,3.95,0.20000000000000018,-0.04999999999999982,4.182,4.28,4.13,0.15000000000000036,0.05000000000000071,8200356,10129207,6880449,3248758,56512
2016-04-03,4.144,4.2,4.07,0.1299999999999999,-0.1299999999999999,4.232,4.28,4.12,0.16000000000000014,-0.14999999999999947,4.07,4.13,3.96,0.16999999999999993,-0.1299999999999999,4.152,4.25,4.09,0.16000000000000014,0.009999999999999787,6823128,8880696,5141677,3739019,3036160
2016-04-10,4.47,4.7,4.16,0.54,0.3899999999999997,4.626,4.8,4.3,0.5,0.5,4.4079999999999995,4.59,4.14,0.4500000000000002,0.41000000000000014,4.572,4.77,4.29,0.47999999999999954,0.47999999999999954,8545879,10788755,5077607,5711148,-4275295
2016-04-17,4.954,5.14,4.71,0.4299999999999997,0.20000000000000018,5.134,5.24,5.04,0.20000000000000018,0.04999999999999982,4.846,4.96,4.65,0.3099999999999996,0.1999999999999993,4.96,5.13,4.89,0.2400000000000002,0.0,9669084,11387092,7125377,4261715,-3357213
2016-04-24,4.78,4.96,4.6,0.3600000000000003,-0.1299999999999999,4.98,5.23,4.89,0.34000000000000075,0.010000000000000675,4.55,4.92,4.26,0.6600000000000001,0.08000000000000007,4.778,4.99,4.54,0.4500000000000002,0.13999999999999968,32729644,121110616,8394351,112716265,112716265
2016-05-01,4.432,4.7,4.11,0.5899999999999999,-0.5899999999999999,4.548,4.72,4.37,0.34999999999999964,-0.34999999999999964,4.198,4.46,3.97,0.48999999999999977,-0.48999999999999977,4.33,4.64,4.09,0.5499999999999998,-0.5499999999999998,24510735,35551376,16213421,19337955,-5846348
2016-05-08,3.678,3.95,3.46,0.4900000000000002,-0.4900000000000002,3.75,3.95,3.58,0.3700000000000001,-0.3700000000000001,3.476,3.56,3.36,0.20000000000000018,-0.16999999999999993,3.556,3.66,3.46,0.20000000000000018,-0.08000000000000007,14127494,25584388,9419717,16164671,-16164671
2016-05-15,3.496,3.59,3.32,0.27,0.040000000000000036,3.644,3.72,3.54,0.18000000000000016,-0.06999999999999984,3.41,3.49,3.31,0.18000000000000016,-0.040000000000000036,3.492,3.61,3.4,0.20999999999999996,-0.020000000000000018,9341424,11757710,6817521,4940189,-2822330
2016-05-22,3.812,4.26,3.45,0.8099999999999996,0.6299999999999999,3.948,4.27,3.63,0.6399999999999997,0.54,3.719,4.04,3.4,0.6400000000000001,0.6400000000000001,3.864,4.1,3.57,0.5299999999999998,0.5099999999999998,10457563,13366117,8003399,5362718,-1377056
2016-05-29,4.2675,4.5,4.17,0.33000000000000007,0.33000000000000007,4.4475,4.68,4.31,0.3700000000000001,0.35999999999999943,4.2325,4.47,4.12,0.34999999999999964,0.34999999999999964,4.422499999999999,4.68,4.27,0.41000000000000014,0.39999999999999947,13272374,19062556,9376333,9686223,-5450185
2016-06-05,4.872,5.27,4.61,0.6599999999999993,0.21999999999999975,5.045,5.5,4.67,0.8300000000000001,0.3250000000000002,4.7588,4.9239999999999995,4.55,0.37399999999999967,0.29000000000000004,4.922,5.35,4.58,0.7699999999999996,0.29000000000000004,16732506,30432720,9532237,20900483,3373194
2016-06-12,4.890000000000001,5.04,4.78,0.2599999999999998,-0.04999999999999982,5.027,5.16,4.93,0.23000000000000043,0.1200000000000001,4.744000000000001,4.86,4.48,0.3799999999999999,0.0,4.85,4.96,4.61,0.34999999999999964,0.019999999999999574,10372636,15387442,7546634,7840808,7840808
2016-06-19,4.884,5.01,4.57,0.4399999999999995,-0.41000000000000014,4.964,5.13,4.7,0.4299999999999997,-0.4299999999999997,4.6946,4.96,4.33,0.6299999999999999,-0.6299999999999999,4.79,5.01,4.4,0.6099999999999994,-0.6099999999999994,10624533,18647486,7841535,10805951,10594355
2016-06-26,4.386,4.6,4.21,0.3899999999999997,0.27999999999999936,4.572,4.92,4.4,0.5199999999999996,0.5199999999999996,4.2989999999999995,4.595,4.06,0.5350000000000001,0.5350000000000001,4.446,4.85,4.07,0.7799999999999994,0.7799999999999994,10337729,11704309,8582952,3121357,-1664687
2016-07-03,4.6875,4.86,4.5,0.3600000000000003,-0.16000000000000014,4.805,4.89,4.69,0.1999999999999993,-0.040000000000000036,4.54125,4.625,4.48,0.14499999999999957,0.09499999999999975,4.6625,4.83,4.58,0.25,0.25,7317551,9313492,5382382,3931110,1089176
2016-07-10,5.312,5.51,4.97,0.54,0.5200000000000005,5.458,5.68,5.0,0.6799999999999997,0.6799999999999997,5.158,5.45,4.87,0.5800000000000001,0.5800000000000001,5.362,5.6,4.94,0.6599999999999993,0.6599999999999993,11884623,15465487,9096172,6369315,-968053
2016-07-17,5.496,5.7,5.32,0.3799999999999999,-0.17999999999999972,5.63,5.84,5.45,0.3899999999999997,-0.3200000000000003,5.319,5.46,5.1,0.3600000000000003,-0.125,5.518,5.82,5.4,0.41999999999999993,-0.3100000000000005,10541661,13387413,8596011,4791402,-2610133
2016-07-24,6.128,6.7,5.46,1.2400000000000002,0.9700000000000006,6.4618,7.09,5.669,1.4210000000000003,0.9810000000000008,5.996,6.45,5.28,1.17,1.17,6.272,6.7,5.42,1.2800000000000002,1.1399999999999997,23116491,39653108,9471741,30181367,-7420139
2016-07-31,6.282,6.6,6.12,0.47999999999999954,-0.3799999999999999,6.356,6.61,6.27,0.34000000000000075,-0.33000000000000007,6.04,6.18,5.85,0.33000000000000007,-0.05999999999999961,6.182,6.25,6.12,0.1299999999999999,-0.08999999999999986,9607723,12967838,5684655,7283183,-5781088
2016-08-07,5.708,6.2,5.28,0.9199999999999999,-0.8600000000000003,5.7620000000000005,6.23,5.4,0.8300000000000001,-0.8300000000000001,5.422,6.02,5.01,1.0099999999999998,-1.0099999999999998,5.4719999999999995,6.04,5.03,1.0099999999999998,-1.0099999999999998,12678587,14122365,8595351,5527014,4006040
2016-08-14,5.184,5.45,4.97,0.4800000000000004,-0.15000000000000036,5.2540000000000004,5.48,4.97,0.5100000000000007,-0.4400000000000004,5.01,5.21,4.65,0.5599999999999996,-0.4499999999999993,5.102,5.33,4.67,0.6600000000000001,-0.6600000000000001,11540720,22266344,6462520,15803824,11515785
2016-08-21,4.73,4.87,4.61,0.2599999999999998,0.1200000000000001,4.853,4.98,4.785,0.19500000000000028,0.009999999999999787,4.63,4.81,4.56,0.25,-0.040000000000000036,4.7,4.83,4.58,0.25,-0.21999999999999975,9392556,11250043,8169780,3080263,1959351
2016-08-28,4.488,4.65,4.38,0.27000000000000046,-0.16000000000000014,4.599,4.75,4.48,0.2699999999999996,-0.20500000000000007,4.356,4.52,4.28,0.23999999999999932,-0.1999999999999993,4.468,4.69,4.35,0.34000000000000075,-0.34000000000000075,9061251,10934132,7281515,3652617,-16349
2016-09-04,4.4275,4.57,4.28,0.29000000000000004,-0.09999999999999964,4.550000000000001,4.73,4.29,0.4400000000000004,-0.4400000000000004,4.255,4.385,4.05,0.33499999999999996,-0.23000000000000043,4.395,4.69,4.14,0.5500000000000007,-0.5500000000000007,14351316,17825172,11115645,6709527,-4080166
2016-09-11,4.064,4.14,4.01,0.1299999999999999,-0.020000000000000462,4.178,4.33,4.12,0.20999999999999996,-0.17999999999999972,3.944,4.01,3.87,0.13999999999999968,0.029999999999999805,4.112,4.26,4.06,0.20000000000000018,-0.14999999999999947,13211710,16994486,10880676,6113810,369635
2016-09-18,4.54,4.9,4.26,0.6400000000000006,0.5800000000000001,4.726999999999999,5.05,4.38,0.6699999999999999,0.6550000000000002,4.477,4.81,4.22,0.5899999999999999,0.5899999999999999,4.612,4.96,4.3,0.6600000000000001,0.6600000000000001,15626976,24097606,6317075,17780531,6456030
2016-09-25,4.99,5.05,4.96,0.08999999999999986,0.05999999999999961,5.113,5.2,5.02,0.1800000000000006,-0.1800000000000006,4.844,4.95,4.77,0.1800000000000006,-0.1800000000000006,4.958,5.1,4.83,0.2699999999999996,-0.2400000000000002,12794333,17404632,10304970,7099662,-7099662
2016-10-02,4.7622,4.9110000000000005,4.6,0.31100000000000083,-0.22100000000000009,4.821,4.96,4.72,0.2400000000000002,-0.21499999999999986,4.592,4.78,4.42,0.3600000000000003,-0.3600000000000003,4.696,4.95,4.6,0.35000000000000053,-0.27000000000000046,12065953,19168596,6790946,12377650,7056917
2016-10-09,4.69,4.79,4.58,0.20999999999999996,-0.16000000000000014,4.769,4.92,4.62,0.2999999999999998,-0.2599999999999998,4.61,4.73,4.47,0.2600000000000007,-0.2600000000000007,4.6899999999999995,4.86,4.51,0.35000000000000053,-0.35000000000000053,6726363,7917617,6044916,1872701,-1846137
2016-10-16,4.724,4.99,4.51,0.4800000000000004,0.4800000000000004,4.95,5.28,4.72,0.5600000000000005,0.5499999999999998,4.633,4.93,4.47,0.45999999999999996,0.4399999999999995,4.856,5.16,4.63,0.5300000000000002,0.5200000000000005,11247680,14766847,5964671,8802176,8802176
2016-10-23,5.318,5.6,5.04,0.5599999999999996,-0.03000000000000025,5.4559999999999995,5.75,5.25,0.5,0.0,5.154,5.31,4.95,0.35999999999999943,0.0,5.262,5.5,5.14,0.3600000000000003,0.019999999999999574,41625108,123286040,15805663,107480377,9631393
2016-10-30,5.226,5.48,4.98,0.5,0.27000000000000046,5.466,5.75,5.27,0.4800000000000004,0.4800000000000004,5.141,5.42,4.93,0.4900000000000002,0.29000000000000004,5.316,5.69,5.11,0.5800000000000001,0.4900000000000002,20391108,30057058,14269564,15787494,13873312
2016-11-06,6.58,7.3,5.87,1.4299999999999997,1.4100000000000001,6.804,7.54,5.94,1.5999999999999996,1.5999999999999996,6.425,7.06,5.62,1.4399999999999995,1.3600000000000003,6.732,7.5,5.88,1.62,1.62,34100512,47810964,21631476,26179488,5885052
2016-11-13,7.962,8.06,7.91,0.15000000000000036,0.040000000000000036,8.107,8.28,7.99,0.28999999999999915,-0.22999999999999865,7.758,7.8,7.7,0.09999999999999964,-0.04999999999999982,8.044,8.28,7.91,0.3699999999999992,-0.3199999999999994,25173393,40805168,12598600,28206568,-20988912
2016-11-20,8.6375,9.24,8.16,1.08,1.08,8.9475,9.45,8.17,1.2799999999999994,1.2799999999999994,8.47225,9.1,7.97,1.13,1.13,8.875,9.4,8.03,1.370000000000001,1.370000000000001,21628210,32617516,11272083,21345433,-5002361
2016-11-27,9.156,9.39,8.68,0.7100000000000009,-0.19000000000000128,9.49,9.85,9.19,0.6600000000000001,0.34999999999999964,8.944,9.09,8.59,0.5,0.05000000000000071,9.26,9.8,8.94,0.8600000000000012,0.7000000000000011,19060742,25867350,13480636,12386714,-1800844
2016-12-04,10.626,11.08,10.06,1.0199999999999996,0.6099999999999994,10.962,11.39,10.71,0.6799999999999997,0.08999999999999986,10.326,10.71,10.06,0.6500000000000004,0.0,10.568,10.79,10.13,0.6599999999999984,-0.5199999999999996,28157581,31517360,23037692,8479668,-6192416
2016-12-11,10.196,10.55,9.93,0.620000000000001,0.22000000000000064,10.615,10.89,10.29,0.6000000000000014,0.4150000000000009,9.927999999999999,10.34,9.67,0.6699999999999999,0.5700000000000003,10.264,10.57,9.86,0.7100000000000009,0.5200000000000014,25028115,39135984,20107794,19028190,17931920
2016-12-18,10.59,11.02,10.17,0.8499999999999996,0.5299999999999994,10.877,11.09,10.34,0.75,0.47499999999999964,10.4322,10.69,10.05,0.6399999999999988,0.4609999999999985,10.708,10.95,10.29,0.6600000000000001,0.41000000000000014,12920635,17233040,8057238,9175802,-6625657
2016-12-25,10.625,10.9,10.3,0.5999999999999996,-0.5,10.7915,11.18,10.48,0.6999999999999993,-0.4299999999999997,10.3425,10.69,10.04,0.6500000000000004,-0.5199999999999996,10.4475,10.74,10.21,0.5299999999999994,-0.5299999999999994,12843555,15949371,7197766,8751605,6676254
2017-01-01,10.73,11.11,10.42,0.6899999999999995,0.46000000000000085,11.0525,11.23,10.81,0.41999999999999993,0.20999999999999908,10.47725,10.66,10.3,0.35999999999999943,0.29999999999999893,10.8125,11.11,10.54,0.5700000000000003,0.1800000000000015,15192290,18608734,11005111,7603623,-4296528
2017-01-08,10.618,11.14,9.89,1.25,-0.7799999999999994,10.807,11.28,10.18,1.0999999999999996,-0.5,10.209,10.845,9.63,1.2149999999999999,-0.6399999999999988,10.392,11.05,9.71,1.3399999999999999,-0.5999999999999996,20921618,35759716,15301418,20458298,2084762
2017-01-15,9.6125,9.7,9.5,0.1999999999999993,0.05000000000000071,9.885,10.18,9.73,0.4499999999999993,-0.09999999999999964,9.3575,9.39,9.27,0.120000000000001,-0.120000000000001,9.64,10.07,9.45,0.620000000000001,0.07000000000000028,19260007,25815928,15220880,10595048,2324440
2017-01-22,8.882,10.02,8.16,1.8599999999999994,-1.459999999999999,9.022,10.26,8.23,2.0299999999999994,-1.4399999999999995,8.286,9.07,7.9,1.17,-1.1400000000000006,8.498,9.29,8.07,1.2199999999999989,-1.2199999999999989,42375250,74123288,22238128,51885160,1633594
2017-01-29,7.974,8.14,7.82,0.3200000000000003,-0.0600000000000005,8.155000000000001,8.3,8.05,0.25,0.11000000000000121,7.753,7.86,7.6,0.2600000000000007,0.16999999999999993,8.002,8.13,7.79,0.34000000000000075,0.040000000000000924,23411784,30874560,17411072,13463488,-2861360
2017-02-05,8.25,8.72,7.98,0.7400000000000002,0.5400000000000009,8.462,8.79,8.17,0.6199999999999992,0.4599999999999991,8.059,8.35,7.91,0.4399999999999995,0.3100000000000005,8.26,8.66,8.01,0.6500000000000004,0.19000000000000128,20653269,30603666,13658951,16944715,8233998
2017-02-12,8.594,8.71,8.52,0.19000000000000128,0.19000000000000128,8.819,8.97,8.755,0.21499999999999986,0.16000000000000014,8.466,8.65,8.37,0.28000000000000114,0.28000000000000114,8.682,8.84,8.49,0.34999999999999964,0.08000000000000007,25254766,36720496,19782254,16938242,-16938242
2017-02-19,8.69,9.0,7.89,1.1100000000000003,-1.1100000000000003,8.8325,9.19,8.2,0.9900000000000002,-0.9900000000000002,8.365,8.99,7.75,1.2400000000000002,-1.2400000000000002,8.497499999999999,9.06,8.02,1.040000000000001,-1.040000000000001,20757775,28815908,15488219,13327689,-7360441
2017-02-26,8.443999999999999,8.68,8.07,0.6099999999999994,0.27999999999999936,8.648200000000001,8.84,8.47,0.3699999999999992,0.006000000000000227,8.256,8.62,7.94,0.6799999999999988,0.22999999999999954,8.414,8.74,8.29,0.45000000000000107,-0.02999999999999936,16228835,20943986,10838968,10105018,-7513704
2017-03-05,7.964,8.21,7.72,0.4900000000000011,-0.3000000000000007,8.077,8.27,7.96,0.3099999999999996,-0.2999999999999998,7.744,8.05,7.6,0.45000000000000107,-0.45000000000000107,7.838,8.17,7.68,0.4900000000000002,-0.4900000000000002,13175417,16722333,11171118,5551215,-755716
2017-03-12,8.092,8.58,7.78,0.7999999999999998,0.47999999999999954,8.331999999999999,8.655,8.0,0.6549999999999994,0.5549999999999997,7.9746,8.26,7.65,0.6099999999999994,0.46999999999999975,8.152,8.36,7.89,0.46999999999999975,0.4200000000000008,13404196,16474715,10502257,5972458,4735821
2017-03-19,7.826,8.28,7.49,0.7899999999999991,-0.7400000000000002,7.918,8.34,7.58,0.7599999999999998,-0.7200000000000006,7.471,7.995,7.1,0.8950000000000005,-0.8950000000000005,7.592,8.27,7.16,1.1099999999999994,-1.1099999999999994,13938316,23828148,9487110,14341038,4198549
2017-03-26,7.152,7.3,6.86,0.4399999999999995,0.3799999999999999,7.333,7.45,7.15,0.2999999999999998,0.14999999999999947,6.9959999999999996,7.16,6.7,0.45999999999999996,0.3199999999999994,7.188000000000001,7.34,7.07,0.2699999999999996,0.08000000000000007,17411096,20231076,12121380,8109696,-2536072
2017-04-02,7.086,7.28,6.85,0.4300000000000006,-0.29000000000000004,7.39,7.69,7.23,0.45999999999999996,0.3100000000000005,6.902,7.0,6.76,0.2400000000000002,0.010000000000000675,7.166,7.65,6.83,0.8200000000000003,0.5500000000000007,23473956,37607600,14881831,22725769,20447408
2017-04-09,7.08,7.7,6.59,1.1100000000000003,-1.1100000000000003,7.13,7.7,6.69,1.0099999999999998,-1.0099999999999998,6.640000000000001,6.86,6.37,0.4900000000000002,-0.4900000000000002,6.7775,7.11,6.38,0.7300000000000004,-0.6600000000000001,26674302,39477036,18754760,20722276,-20722276
2017-04-16,6.486,6.9,6.18,0.7200000000000006,0.4800000000000004,6.664,6.91,6.47,0.4400000000000004,0.4400000000000004,6.3184000000000005,6.6,6.15,0.4499999999999993,0.4299999999999997,6.49,6.82,6.28,0.54,0.41000000000000014,20550324,32055180,14668036,17387144,2852663
2017-04-23,6.706,7.45,6.25,1.2000000000000002,-0.3899999999999997,6.903,7.54,6.59,0.9500000000000002,-0.585,6.414,6.85,6.25,0.5999999999999996,-0.5199999999999996,6.5520000000000005,7.12,6.34,0.7800000000000002,-0.7800000000000002,33789042,64832268,15078464,49753804,-18530612
2017-04-30,6.078,6.38,5.77,0.6100000000000003,-0.6100000000000003,6.13,6.39,5.87,0.5199999999999996,-0.5099999999999998,5.908,6.12,5.71,0.41000000000000014,-0.41000000000000014,5.996,6.24,5.75,0.4900000000000002,-0.40000000000000036,16251468,18719104,12506467,6212637,-5262033
2017-05-07,5.832,5.98,5.69,0.29000000000000004,-0.11999999999999922,5.9456,6.08,5.82,0.2599999999999998,-0.04999999999999982,5.729,5.82,5.57,0.25,-0.16999999999999993,5.804,5.98,5.62,0.3600000000000003,-0.20000000000000018,12379772,18038508,8403604,9634904,2644842
2017-05-14,5.578,5.75,5.4,0.34999999999999964,-0.21999999999999975,5.692,5.83,5.58,0.25,-0.15000000000000036,5.496,5.64,5.3,0.33999999999999986,-0.15999999999999925,5.572,5.71,5.45,0.2599999999999998,-0.16000000000000014,10745038,11852441,8939375,2913066,1360784
2017-05-21,5.834,6.06,5.53,0.5299999999999994,0.3100000000000005,6.068,6.34,5.65,0.6899999999999995,0.3199999999999994,5.688000000000001,5.88,5.48,0.39999999999999947,0.2999999999999998,5.834,6.03,5.55,0.4800000000000004,0.25,17014425,26043152,7443752,18599400,1654479
2017-05-28,6.0175,6.16,5.77,0.39000000000000057,0.2400000000000002,6.2225,6.29,6.1,0.1900000000000004,-0.16000000000000014,5.85,5.95,5.73,0.21999999999999975,0.07999999999999918,6.055,6.2,5.89,0.3100000000000005,-0.3100000000000005,18920348,21412230,12638632,8773598,-7999912
2017-06-04,6.062,6.35,5.89,0.45999999999999996,0.45999999999999996,6.25,6.5,6.07,0.4299999999999997,0.33000000000000007,5.8999999999999995,6.14,5.77,0.3700000000000001,0.25,6.104,6.3,5.9,0.39999999999999947,0.1299999999999999,19341869,26455616,11991280,14464336,10657322
2017-06-11,6.284,6.57,6.06,0.5100000000000007,-0.22000000000000064,6.422,6.6,6.19,0.40999999999999925,-0.2999999999999998,6.132,6.4,5.93,0.47000000000000064,-0.33000000000000007,6.254,6.52,5.99,0.5299999999999994,-0.5299999999999994,16864192,19586116,11443724,8142392,-374772
2017-06-18,6.284,6.53,6.16,0.3700000000000001,0.3700000000000001,6.432,6.82,6.3,0.5200000000000005,0.4950000000000001,6.164,6.31,6.09,0.21999999999999975,0.21999999999999975,6.33,6.65,6.19,0.45999999999999996,0.3700000000000001,16590802,25917280,10013747,15903533,-1283506
2017-06-25,6.748,6.88,6.63,0.25,0.1299999999999999,6.882,7.04,6.78,0.2599999999999998,0.25,6.538,6.68,6.43,0.25,0.11000000000000032,6.628,6.78,6.5,0.28000000000000025,0.03000000000000025,17539444,23162034,14969653,8192381,8064209
2017-07-02,6.3549999999999995,6.51,6.22,0.29000000000000004,-0.29000000000000004,6.44375,6.7,6.24,0.45999999999999996,-0.45999999999999996,6.095000000000001,6.33,5.79,0.54,-0.54,6.1975,6.38,5.95,0.4299999999999997,-0.4299999999999997,17491080,21193308,12974390,8218918,5439790
2017-07-09,6.244,6.68,5.92,0.7599999999999998,0.7599999999999998,6.4159999999999995,6.76,6.1,0.6600000000000001,0.5800000000000001,6.118,6.49,5.79,0.7000000000000002,0.7000000000000002,6.302,6.64,6.0,0.6399999999999997,0.5,17530853,33106584,12543684,20562900,911782
2017-07-16,6.49,6.59,6.42,0.16999999999999993,-0.07000000000000028,6.569999999999999,6.67,6.47,0.20000000000000018,-0.1299999999999999,6.312,6.44,6.19,0.25,-0.25,6.424,6.6,6.2,0.39999999999999947,-0.29000000000000004,14856014,18596704,12194069,6402635,3616082
2017-07-23,6.298,6.75,5.95,0.7999999999999998,-0.2599999999999998,6.4052,6.88,5.9510000000000005,0.9289999999999994,-0.27399999999999913,5.944,6.35,5.31,1.04,-0.6100000000000003,6.1000000000000005,6.78,5.47,1.3100000000000005,-0.5600000000000005,47718250,70077184,23448468,46628716,32681340
2017-07-30,5.4959999999999996,5.7,5.35,0.35000000000000053,-0.20999999999999996,5.568,5.72,5.47,0.25,-0.1899999999999995,5.35,5.41,5.3,0.11000000000000032,-0.08000000000000007,5.444,5.66,5.35,0.3100000000000005,-0.20000000000000018,18477775,26298644,10739316,15559328,-11620963
2017-08-06,5.406,5.54,5.29,0.25,-0.25,5.511,5.66,5.34,0.3200000000000003,-0.3200000000000003,5.279,5.44,5.01,0.4300000000000006,-0.4300000000000006,5.348,5.51,5.11,0.39999999999999947,-0.39999999999999947,15162640,20719968,9217975,11501993,4834789
2017-08-13,5.244,5.39,5.13,0.2599999999999998,0.09999999999999964,5.3598,5.47,5.22,0.25,0.11000000000000032,5.166,5.25,5.07,0.17999999999999972,0.08000000000000007,5.264,5.43,5.14,0.29000000000000004,0.11000000000000032,12165155,15335326,9133360,6201966,-5016092
2017-08-20,5.262,5.35,5.16,0.1899999999999995,0.040000000000000036,5.357,5.455,5.29,0.16500000000000004,0.03000000000000025,5.1979999999999995,5.27,5.13,0.13999999999999968,0.07000000000000028,5.2780000000000005,5.39,5.2,0.1899999999999995,0.08999999999999986,11518469,14251512,8152241,6099271,2879654
2017-08-27,5.54,5.82,5.33,0.4900000000000002,0.3099999999999996,5.7540000000000004,5.86,5.63,0.23000000000000043,0.16999999999999993,5.4559999999999995,5.59,5.31,0.28000000000000025,0.28000000000000025,5.606,5.77,5.47,0.2999999999999998,0.22000000000000064,18548378,22071576,14595076,7476500,-3790200
2017-09-03,5.86,5.94,5.79,0.15000000000000036,0.15000000000000036,5.97,6.02,5.89,0.1299999999999999,-0.009999999999999787,5.7525,5.86,5.65,0.20999999999999996,0.09999999999999964,5.865,5.98,5.77,0.21000000000000085,0.10000000000000053,15560731,20766206,12014035,8752171,-7523913
2017-09-10,5.736,5.92,5.58,0.33999999999999986,-0.33999999999999986,5.798,5.96,5.705,0.2549999999999999,-0.2549999999999999,5.592,5.66,5.47,0.1900000000000004,-0.11000000000000032,5.68,5.76,5.56,0.20000000000000018,-0.17000000000000082,14483988,18732410,10322099,8410311,481124
