Date,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_min,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_volatility,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_change,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_min,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_volatility,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_change,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_min,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_volatility,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_change,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_min,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_volatility,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_change
2016-03-20,47.98,47.98,47.98,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2016-03-27,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2016-04-03,48.37,48.37,48.37,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2016-04-10,50.18,50.18,50.18,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-04-17,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2016-04-24,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2016-05-01,48.17,48.17,48.17,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2016-05-08,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2016-05-15,47.71,47.71,47.71,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2016-05-22,48.67,48.67,48.67,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2016-05-29,48.97,48.97,48.97,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2016-06-05,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2016-06-12,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2016-06-19,48.73,48.73,48.73,0.0,0.0,48.73,48.73,48.73,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2016-06-26,50.2,50.2,50.2,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2016-07-03,49.43,49.43,49.43,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.43,49.43,49.43,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2016-07-10,51.11,51.11,51.11,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2016-07-17,52.0,52.0,52.0,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2016-07-24,52.12,52.12,52.12,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2016-07-31,52.93,52.93,52.93,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2016-08-07,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2016-08-14,53.76,53.76,53.76,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.76,53.76,53.76,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2016-08-21,53.12,53.12,53.12,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2016-08-28,52.83,52.83,52.83,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2016-09-04,53.69,53.69,53.69,0.0,0.0,53.71,53.71,53.71,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2016-09-11,52.63,52.63,52.63,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2016-09-18,54.61,54.61,54.61,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2016-09-25,54.0,54.0,54.0,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2016-10-02,54.75,54.75,54.75,0.0,0.0,54.75,54.75,54.75,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2016-10-09,53.45,53.45,53.45,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2016-10-16,54.14,54.14,54.14,0.0,0.0,54.3,54.3,54.3,0.0,0.0,53.83,53.83,53.83,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2016-10-23,53.4,53.4,53.4,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2016-10-30,52.28,52.28,52.28,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2016-11-06,50.15,50.15,50.15,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2016-11-13,50.12,50.12,50.12,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2016-11-20,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2016-11-27,51.0,51.0,51.0,0.0,0.0,51.19,51.19,51.19,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2016-12-04,52.22,52.22,52.22,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2016-12-11,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2016-12-18,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-12-25,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2017-01-01,51.3,51.3,51.3,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2017-01-08,52.3,52.3,52.3,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.55,51.55,51.55,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2017-01-15,52.07,52.07,52.07,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.49,51.49,51.49,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2017-01-22,53.14,53.14,53.14,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.62,52.62,52.62,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2017-01-29,53.54,53.54,53.54,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2017-02-05,54.03,54.03,54.03,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2017-02-12,54.53,54.53,54.53,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2017-02-19,54.92,54.92,54.92,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2017-02-26,53.73,53.73,53.73,0.0,0.0,54.55,54.55,54.55,0.0,0.0,53.73,53.73,53.73,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2017-03-05,53.9,53.9,53.9,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.71,53.71,53.71,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2017-03-12,55.5,55.5,55.5,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.5,55.5,55.5,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2017-03-19,56.0,56.0,56.0,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2017-03-26,55.49,55.49,55.49,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2017-04-02,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2017-04-09,55.6,55.6,55.6,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2017-04-16,55.61,55.61,55.61,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2017-04-23,56.6,56.6,56.6,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2017-04-30,56.82,56.82,56.82,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.56,56.56,56.56,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2017-05-07,57.75,57.75,57.75,0.0,0.0,58.52,58.52,58.52,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2017-05-14,57.49,57.49,57.49,0.0,0.0,58.27,58.27,58.27,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2017-05-21,58.81,58.81,58.81,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2017-05-28,58.74,58.74,58.74,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2017-06-04,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2017-06-11,57.4,57.4,57.4,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2017-06-18,57.88,57.88,57.88,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2017-06-25,57.96,57.96,57.96,0.0,0.0,58.2,58.2,58.2,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2017-07-02,57.7,57.7,57.7,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2017-07-09,59.73,59.73,59.73,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2017-07-16,60.25,60.25,60.25,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2017-07-23,60.33,60.33,60.33,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2017-07-30,60.78,60.78,60.78,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2017-08-06,59.64,59.64,59.64,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2017-08-13,60.05,60.05,60.05,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2017-08-20,61.62,61.62,61.62,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2017-08-27,61.49,61.49,61.49,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2017-09-03,61.87,61.87,61.87,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2017-09-10,61.77,61.77,61.77,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2017-09-17,61.78,61.78,61.78,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2017-09-24,60.87,60.87,60.87,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.11,61.11,61.11,0.0,0.0
2017-10-01,61.8,61.8,61.8,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2017-10-08,63.13,63.13,63.13,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2017-10-15,62.77,62.77,62.77,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2017-10-22,63.7,63.7,63.7,0.0,0.0,63.7,63.7,63.7,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2017-10-29,62.84,62.84,62.84,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2017-11-05,63.7,63.7,63.7,0.0,0.0,63.7,63.7,63.7,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.98,62.98,62.98,0.0,0.0
2017-11-12,63.46,63.46,63.46,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2017-11-19,64.3,64.3,64.3,0.0,0.0,64.45,64.45,64.45,0.0,0.0,63.8,63.8,63.8,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2017-11-26,62.25,62.25,62.25,0.0,0.0,62.74,62.74,62.74,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2017-12-03,62.02,62.02,62.02,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2017-12-10,62.0,62.0,62.0,0.0,0.0,62.5,62.5,62.5,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2017-12-17,63.25,63.25,63.25,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2017-12-24,64.51,64.51,64.51,0.0,0.0,64.89,64.89,64.89,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2017-12-31,65.57,65.57,65.57,0.0,0.0,66.25,66.25,66.25,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.88,65.88,65.88,0.0,0.0
