Date,LULU_stock_Open_average,LULU_stock_Open_max,LULU_stock_Open_min,LULU_stock_Open_volatility,LULU_stock_Open_change,LULU_stock_High_average,LULU_stock_High_max,LULU_stock_High_min,LULU_stock_High_volatility,LULU_stock_High_change,LULU_stock_Low_average,LULU_stock_Low_max,LULU_stock_Low_min,LULU_stock_Low_volatility,LULU_stock_Low_change,LULU_stock_Close_average,LULU_stock_Close_max,LULU_stock_Close_min,LULU_stock_Close_volatility,LULU_stock_Close_change,LULU_stock_Volume_average,LULU_stock_Volume_max,LULU_stock_Volume_min,LULU_stock_Volume_volatility,LULU_stock_Volume_change
2016-01-03,54.858000000000004,56.2,53.71,2.490000000000002,1.7199999999999989,56.058,56.67,55.64,1.0300000000000011,-0.4399999999999977,53.988,55.16,52.97,2.1899999999999977,-0.5600000000000023,55.012,55.86,53.91,1.9500000000000028,-1.9500000000000028,4076314,7252278,2777336,4474942,-4081331
2016-01-10,56.728,59.92,54.49,5.43,0.6899999999999977,57.678000000000004,61.3,55.09,6.209999999999994,1.25,54.122,56.28,52.71,3.5700000000000003,0.18999999999999773,55.972,56.82,54.73,2.0900000000000034,0.980000000000004,5459529,12958803,3343986,9614817,611209
2016-01-17,56.6225,57.92,55.53,2.3900000000000006,1.740000000000002,57.8975,59.03,56.7,2.3299999999999983,0.9000000000000057,54.935,56.15,53.18,2.969999999999999,0.5899999999999963,56.9525,58.03,55.95,2.0799999999999983,1.2899999999999991,3080741,3749743,2205232,1544511,-945503
2016-01-24,59.04,59.71,58.59,1.1199999999999974,0.8299999999999983,60.13,62.07,58.67,3.3999999999999986,3.3999999999999986,58.314,59.5,57.02,2.479999999999997,2.479999999999997,59.34,62.07,57.63,4.439999999999998,4.439999999999998,2719170,3336975,2277617,1059358,1059358
2016-01-31,61.804,62.38,61.24,1.1400000000000006,1.1300000000000026,62.946,63.5,61.62,1.8800000000000026,1.5100000000000051,60.558,61.66,59.64,2.019999999999996,0.240000000000002,61.846000000000004,63.02,60.75,2.270000000000003,-0.07000000000000028,2781163,3621418,2044682,1576736,259307
2016-02-07,57.712,59.99,56.72,3.270000000000003,-2.3800000000000026,58.652,60.11,57.74,2.3699999999999974,-1.1799999999999997,55.744,56.75,54.6,2.1499999999999986,1.1900000000000048,57.716,58.84,56.88,1.9600000000000009,0.8800000000000026,2895698,5136988,1497268,3639720,-3639720
2016-02-14,60.1775,60.88,59.53,1.3500000000000014,0.6299999999999955,61.025,61.43,60.46,0.9699999999999989,0.38000000000000256,59.285,60.13,58.15,1.980000000000004,-0.7800000000000011,60.4325,60.76,59.8,0.9600000000000009,0.9600000000000009,1670015,1845933,1501230,344703,330913
2016-02-21,61.04333333333334,61.66,60.31,1.3499999999999943,0.3500000000000014,61.846666666666664,62.8,60.92,1.8799999999999955,-0.5,60.27,61.64,59.06,2.5799999999999983,1.6600000000000037,61.08166666666667,61.64,60.5,1.1400000000000006,1.1400000000000006,1750577,2298316,1437203,861113,-861113
2016-02-28,62.230000000000004,62.84,61.24,1.6000000000000014,0.6000000000000014,63.088,63.67,62.11,1.5600000000000023,-1.3200000000000003,61.646,62.38,60.99,1.3900000000000006,0.03999999999999915,62.252,62.79,61.22,1.5700000000000003,-1.509999999999998,1993313,2375140,1671023,704117,-140454
2016-03-06,62.206,63.52,60.89,2.6300000000000026,2.6300000000000026,63.18,64.68,62.09,2.5900000000000034,2.5900000000000034,61.838,63.33,60.78,2.549999999999997,2.549999999999997,62.8,64.42,62.0,2.4200000000000017,2.4200000000000017,1563055,2250215,1129079,1121136,656946
