Date,GV_stock_Open_average,GV_stock_Open_max,GV_stock_Open_min,GV_stock_Open_volatility,GV_stock_Open_change,GV_stock_High_average,GV_stock_High_max,GV_stock_High_min,GV_stock_High_volatility,GV_stock_High_change,GV_stock_Low_average,GV_stock_Low_max,GV_stock_Low_min,GV_stock_Low_volatility,GV_stock_Low_change,GV_stock_Close_average,GV_stock_Close_max,GV_stock_Close_min,GV_stock_Close_volatility,GV_stock_Close_change,GV_stock_Volume_average,GV_stock_Volume_max,GV_stock_Volume_min,GV_stock_Volume_volatility,GV_stock_Volume_change
2016-01-03,1.47,1.55,1.42,0.13000000000000012,-0.13000000000000012,1.476,1.55,1.42,0.13000000000000012,-0.13000000000000012,1.446,1.47,1.41,0.06000000000000005,-0.06000000000000005,1.454,1.48,1.41,0.07000000000000006,-0.07000000000000006,6303,10816,340,10476,241
2016-01-10,1.41,1.44,1.38,0.06000000000000005,-0.030000000000000027,1.414,1.44,1.4,0.040000000000000036,-0.030000000000000027,1.37,1.39,1.34,0.04999999999999982,-0.029999999999999805,1.382,1.41,1.35,0.05999999999999983,-0.04999999999999982,3791,6050,1335,4715,-3618
2016-01-17,1.335,1.35,1.31,0.040000000000000036,0.0,1.3450000000000002,1.35,1.33,0.020000000000000018,0.0,1.2525,1.33,1.2,0.13000000000000012,0.010000000000000009,1.3175000000000001,1.34,1.29,0.050000000000000044,-0.020000000000000018,6162,11152,1257,9895,2812
2016-01-24,1.27,1.29,1.25,0.040000000000000036,0.040000000000000036,1.332,1.34,1.32,0.020000000000000018,0.010000000000000009,1.266,1.28,1.25,0.030000000000000027,0.030000000000000027,1.286,1.3,1.28,0.020000000000000018,0.0,2535,3583,1780,1803,1106
2016-01-31,1.308,1.33,1.29,0.040000000000000036,-0.010000000000000009,1.328,1.35,1.31,0.040000000000000036,-0.020000000000000018,1.286,1.31,1.26,0.050000000000000044,-0.040000000000000036,1.298,1.33,1.28,0.050000000000000044,-0.050000000000000044,3770,7000,1050,5950,-3180
2016-02-07,1.194,1.23,1.16,0.07000000000000006,-0.050000000000000044,1.238,1.31,1.18,0.13000000000000012,-0.050000000000000044,1.178,1.21,1.14,0.07000000000000006,-0.050000000000000044,1.2,1.22,1.17,0.050000000000000044,0.0,8606,12900,5783,7117,2478
2016-02-14,1.2125,1.23,1.19,0.040000000000000036,-0.030000000000000027,1.26,1.3,1.21,0.09000000000000008,-0.010000000000000009,1.19,1.22,1.17,0.050000000000000044,-0.030000000000000027,1.2275,1.26,1.18,0.08000000000000007,-0.030000000000000027,5177,7853,2830,5023,5023
2016-02-21,1.22,1.24,1.2,0.040000000000000036,0.020000000000000018,1.2475,1.28,1.22,0.06000000000000005,0.020000000000000018,1.1949999999999998,1.22,1.17,0.050000000000000044,-0.010000000000000009,1.2275,1.24,1.22,0.020000000000000018,-0.020000000000000018,2137,2948,1300,1648,1026
2016-02-28,1.298,1.37,1.22,0.15000000000000013,0.09000000000000008,1.378,1.42,1.25,0.16999999999999993,0.16999999999999993,1.27,1.34,1.16,0.18000000000000016,0.15000000000000013,1.326,1.38,1.19,0.18999999999999995,0.18000000000000016,9571,20479,3483,16996,-8279
2016-03-06,1.37,1.4,1.35,0.04999999999999982,0.04999999999999982,1.408,1.43,1.37,0.05999999999999983,-0.010000000000000009,1.362,1.4,1.33,0.06999999999999984,0.04999999999999982,1.3840000000000001,1.42,1.36,0.05999999999999983,0.04999999999999982,2691,6751,1488,5263,-219
2016-03-13,1.526,1.66,1.4,0.26,0.20000000000000018,1.5699999999999998,1.69,1.4,0.29000000000000004,0.26,1.486,1.6,1.39,0.2100000000000002,0.2100000000000002,1.532,1.64,1.4,0.24,0.24,25273,81815,404,81411,23270
2016-03-20,1.66,1.69,1.61,0.07999999999999985,-0.06999999999999984,1.67,1.72,1.61,0.10999999999999988,-0.10999999999999988,1.6275,1.66,1.58,0.07999999999999985,-0.07999999999999985,1.6400000000000001,1.68,1.6,0.07999999999999985,-0.07999999999999985,12380,35840,2433,33407,-27968
2016-03-27,1.668,1.7,1.56,0.1399999999999999,0.1399999999999999,1.724,1.78,1.68,0.10000000000000009,0.10000000000000009,1.662,1.7,1.56,0.1399999999999999,0.1399999999999999,1.698,1.76,1.65,0.1100000000000001,0.10000000000000009,9417,14352,4499,9853,377
2016-04-03,1.754,1.79,1.7,0.09000000000000008,0.0,1.776,1.79,1.76,0.030000000000000027,0.0,1.724,1.77,1.7,0.07000000000000006,-0.020000000000000018,1.74,1.78,1.7,0.08000000000000007,0.0,4995,9232,1854,7378,1571
2016-04-10,1.808,1.96,1.75,0.20999999999999996,0.18999999999999995,1.8860000000000001,2.06,1.79,0.27,0.27,1.804,1.95,1.75,0.19999999999999996,0.18999999999999995,1.852,1.98,1.77,0.20999999999999996,0.17999999999999994,11726,30013,3580,26433,8180
2016-04-17,1.962,2.0,1.9,0.10000000000000009,-0.030000000000000027,1.984,2.01,1.95,0.05999999999999983,-0.029999999999999805,1.922,1.95,1.9,0.050000000000000044,-0.040000000000000036,1.95,2.0,1.9,0.10000000000000009,0.0,9243,11738,5026,6712,5242
2016-04-24,2.086,2.17,1.97,0.19999999999999996,0.1100000000000001,2.168,2.31,2.09,0.2200000000000002,-0.050000000000000266,2.002,2.06,1.92,0.14000000000000012,-0.050000000000000044,2.09,2.15,2.0,0.1499999999999999,-0.1299999999999999,22912,36038,8616,27422,-18019
2016-05-01,2.052,2.2,1.98,0.2200000000000002,0.20000000000000018,2.142,2.43,2.05,0.38000000000000034,0.33000000000000007,2.016,2.2,1.95,0.2500000000000002,0.2200000000000002,2.078,2.38,1.95,0.42999999999999994,0.33999999999999986,42901,147246,3945,143301,127103
2016-05-08,2.574,2.67,2.5,0.16999999999999993,0.1499999999999999,2.632,2.68,2.58,0.10000000000000009,0.06999999999999984,2.464,2.54,2.41,0.1299999999999999,-0.010000000000000231,2.57,2.65,2.48,0.16999999999999993,-0.10000000000000009,49851,78623,33710,44913,-44913
2016-05-15,2.516,2.58,2.43,0.1499999999999999,0.13999999999999968,2.568,2.59,2.54,0.04999999999999982,0.03000000000000025,2.478,2.53,2.43,0.09999999999999964,0.08999999999999986,2.536,2.57,2.51,0.06000000000000005,-0.029999999999999805,16279,26548,8528,18020,-15013
