Date,ProShares UltraShort QQQ_etf_Open_average,ProShares UltraShort QQQ_etf_Open_max,ProShares UltraShort QQQ_etf_Open_min,ProShares UltraShort QQQ_etf_Open_volatility,ProShares UltraShort QQQ_etf_Open_change,ProShares UltraShort QQQ_etf_High_average,ProShares UltraShort QQQ_etf_High_max,ProShares UltraShort QQQ_etf_High_min,ProShares UltraShort QQQ_etf_High_volatility,ProShares UltraShort QQQ_etf_High_change,ProShares UltraShort QQQ_etf_Low_average,ProShares UltraShort QQQ_etf_Low_max,ProShares UltraShort QQQ_etf_Low_min,ProShares UltraShort QQQ_etf_Low_volatility,ProShares UltraShort QQQ_etf_Low_change,ProShares UltraShort QQQ_etf_Close_average,ProShares UltraShort QQQ_etf_Close_max,ProShares UltraShort QQQ_etf_Close_min,ProShares UltraShort QQQ_etf_Close_volatility,ProShares UltraShort QQQ_etf_Close_change
2016-04-03,117.92,117.92,117.92,0.0,0.0,120.36,120.36,120.36,0.0,0.0,117.32,117.32,117.32,0.0,0.0,119.52,119.52,119.52,0.0,0.0
2016-04-10,115.56,115.56,115.56,0.0,0.0,116.52,116.52,116.52,0.0,0.0,115.05,115.05,115.05,0.0,0.0,116.0,116.0,116.0,0.0,0.0
2016-04-17,118.84,118.84,118.84,0.0,0.0,121.12,121.12,121.12,0.0,0.0,117.84,117.84,117.84,0.0,0.0,119.44,119.44,119.44,0.0,0.0
2016-04-24,125.56,125.56,125.56,0.0,0.0,128.72,128.72,128.72,0.0,0.0,124.92,124.92,124.92,0.0,0.0,126.64,126.64,126.64,0.0,0.0
2016-05-01,129.6,129.6,129.6,0.0,0.0,129.88,129.88,129.88,0.0,0.0,126.92,126.92,126.92,0.0,0.0,126.92,126.92,126.92,0.0,0.0
2016-05-08,126.36,126.36,126.36,0.0,0.0,127.52,127.52,127.52,0.0,0.0,124.8,124.8,124.8,0.0,0.0,127.04,127.04,127.04,0.0,0.0
2016-05-15,126.32,126.32,126.32,0.0,0.0,126.52,126.52,126.52,0.0,0.0,123.56,123.56,123.56,0.0,0.0,124.52,124.52,124.52,0.0,0.0
2016-05-22,117.32,117.32,117.32,0.0,0.0,117.32,117.32,117.32,0.0,0.0,116.24,116.24,116.24,0.0,0.0,116.24,116.24,116.24,0.0,0.0
2016-05-29,115.64,115.64,115.64,0.0,0.0,117.81,117.81,117.81,0.0,0.0,115.6,115.6,115.6,0.0,0.0,116.28,116.28,116.28,0.0,0.0
2016-06-05,118.2,118.2,118.2,0.0,0.0,119.52,119.52,119.52,0.0,0.0,117.76,117.76,117.76,0.0,0.0,118.68,118.68,118.68,0.0,0.0
2016-06-12,121.08,121.08,121.08,0.0,0.0,124.04,124.04,124.04,0.0,0.0,121.08,121.08,121.08,0.0,0.0,123.36,123.36,123.36,0.0,0.0
2016-06-19,126.88,126.88,126.88,0.0,0.0,128.44,128.44,128.44,0.0,0.0,123.16,123.16,123.16,0.0,0.0,127.8,127.8,127.8,0.0,0.0
2016-06-26,120.0,120.0,120.0,0.0,0.0,120.12,120.12,120.12,0.0,0.0,117.85,117.85,117.85,0.0,0.0,118.68,118.68,118.68,0.0,0.0
2016-07-03,116.32,116.32,116.32,0.0,0.0,116.6,116.6,116.6,0.0,0.0,113.77,113.77,113.77,0.0,0.0,113.96,113.96,113.96,0.0,0.0
2016-07-10,110.0,110.0,110.0,0.0,0.0,111.28,111.28,111.28,0.0,0.0,109.84,109.84,109.84,0.0,0.0,110.88,110.88,110.88,0.0,0.0
2016-07-17,107.84,107.84,107.84,0.0,0.0,108.52,108.52,108.52,0.0,0.0,106.84,106.84,106.84,0.0,0.0,107.12,107.12,107.12,0.0,0.0
2016-07-24,104.2,104.2,104.2,0.0,0.0,104.84,104.84,104.84,0.0,0.0,103.63,103.63,103.63,0.0,0.0,104.24,104.24,104.24,0.0,0.0
2016-07-31,102.28,102.28,102.28,0.0,0.0,102.56,102.56,102.56,0.0,0.0,100.92,100.92,100.92,0.0,0.0,101.32,101.32,101.32,0.0,0.0
2016-08-07,101.12,101.12,101.12,0.0,0.0,101.36,101.36,101.36,0.0,0.0,100.56,100.56,100.56,0.0,0.0,100.56,100.56,100.56,0.0,0.0
2016-08-14,100.8,100.8,100.8,0.0,0.0,101.36,101.36,101.36,0.0,0.0,100.05,100.05,100.05,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2016-08-21,101.52,101.52,101.52,0.0,0.0,102.52,102.52,102.52,0.0,0.0,100.0,100.0,100.0,0.0,0.0,101.32,101.32,101.32,0.0,0.0
2016-08-28,100.4,100.4,100.4,0.0,0.0,101.48,101.48,101.48,0.0,0.0,99.96,99.96,99.96,0.0,0.0,100.84,100.84,100.84,0.0,0.0
2016-09-04,102.2,102.2,102.2,0.0,0.0,105.56,105.56,105.56,0.0,0.0,101.72,101.72,101.72,0.0,0.0,105.48,105.48,105.48,0.0,0.0
2016-09-11,99.6,99.6,99.6,0.0,0.0,100.48,100.48,100.48,0.0,0.0,99.32,99.32,99.32,0.0,0.0,99.44,99.44,99.44,0.0,0.0
2016-09-18,96.72,96.72,96.72,0.0,0.0,97.92,97.92,97.92,0.0,0.0,96.64,96.64,96.64,0.0,0.0,97.72,97.72,97.72,0.0,0.0
2016-09-25,97.88,97.88,97.88,0.0,0.0,98.12,98.12,98.12,0.0,0.0,96.36,96.36,96.36,0.0,0.0,97.0,97.0,97.0,0.0,0.0
2016-10-02,96.8,96.8,96.8,0.0,0.0,98.28,98.28,98.28,0.0,0.0,96.52,96.52,96.52,0.0,0.0,97.28,97.28,97.28,0.0,0.0
2016-10-09,98.72,98.72,98.72,0.0,0.0,99.62,99.62,99.62,0.0,0.0,97.92,97.92,97.92,0.0,0.0,99.52,99.52,99.52,0.0,0.0
2016-10-16,98.38,98.38,98.38,0.0,0.0,99.0,99.0,99.0,0.0,0.0,97.64,97.64,97.64,0.0,0.0,97.76,97.76,97.76,0.0,0.0
2016-10-23,98.88,98.88,98.88,0.0,0.0,100.04,100.04,100.04,0.0,0.0,97.8,97.8,97.8,0.0,0.0,99.48,99.48,99.48,0.0,0.0
2016-10-30,105.36,105.36,105.36,0.0,0.0,105.88,105.88,105.88,0.0,0.0,103.88,103.88,103.88,0.0,0.0,105.6,105.6,105.6,0.0,0.0
2016-11-06,102.4,102.4,102.4,0.0,0.0,103.04,103.04,103.04,0.0,0.0,100.9,100.9,100.9,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2016-11-13,97.8,97.8,97.8,0.0,0.0,98.84,98.84,98.84,0.0,0.0,97.32,97.32,97.32,0.0,0.0,98.68,98.68,98.68,0.0,0.0
2016-11-20,96.48,96.48,96.48,0.0,0.0,96.74,96.74,96.74,0.0,0.0,96.04,96.04,96.04,0.0,0.0,96.12,96.12,96.12,0.0,0.0
2016-11-27,101.52,101.52,101.52,0.0,0.0,102.04,102.04,102.04,0.0,0.0,100.4,100.4,100.4,0.0,0.0,101.28,101.28,101.28,0.0,0.0
2016-12-04,95.56,95.56,95.56,0.0,0.0,95.6,95.6,95.6,0.0,0.0,94.76,94.76,94.76,0.0,0.0,94.84,94.84,94.84,0.0,0.0
2016-12-11,92.92,92.92,92.92,0.0,0.0,94.36,94.36,94.36,0.0,0.0,92.68,92.68,92.68,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2016-12-18,93.56,93.56,93.56,0.0,0.0,93.72,93.72,93.72,0.0,0.0,93.04,93.04,93.04,0.0,0.0,93.12,93.12,93.12,0.0,0.0
2016-12-25,93.56,93.56,93.56,0.0,0.0,96.32,96.32,96.32,0.0,0.0,93.52,93.52,93.52,0.0,0.0,95.72,95.72,95.72,0.0,0.0
2017-01-01,91.8,91.8,91.8,0.0,0.0,92.27,92.27,92.27,0.0,0.0,89.92,89.92,89.92,0.0,0.0,90.36,90.36,90.36,0.0,0.0
2017-01-08,89.04,89.04,89.04,0.0,0.0,89.08,89.08,89.08,0.0,0.0,88.28,88.28,88.28,0.0,0.0,88.6,88.6,88.6,0.0,0.0
2017-01-15,88.12,88.12,88.12,0.0,0.0,88.92,88.92,88.92,0.0,0.0,87.6,87.6,87.6,0.0,0.0,88.52,88.52,88.52,0.0,0.0
2017-01-22,84.84,84.84,84.84,0.0,0.0,85.44,85.44,85.44,0.0,0.0,84.72,84.72,84.72,0.0,0.0,84.92,84.92,84.92,0.0,0.0
2017-01-29,85.32,85.32,85.32,0.0,0.0,85.48,85.48,85.48,0.0,0.0,84.84,84.84,84.84,0.0,0.0,85.08,85.08,85.08,0.0,0.0
2017-02-05,83.0,83.0,83.0,0.0,0.0,83.24,83.24,83.24,0.0,0.0,82.52,82.52,82.52,0.0,0.0,82.8,82.8,82.8,0.0,0.0
2017-02-12,80.6,80.6,80.6,0.0,0.0,80.64,80.64,80.64,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.68,79.68,79.68,0.0,0.0
2017-02-19,80.12,80.12,80.12,0.0,0.0,80.2,80.2,80.2,0.0,0.0,79.16,79.16,79.16,0.0,0.0,79.16,79.16,79.16,0.0,0.0
2017-02-26,78.6,78.6,78.6,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.2,78.2,78.2,0.0,0.0
2017-03-05,77.72,77.72,77.72,0.0,0.0,78.41,78.41,78.41,0.0,0.0,77.52,77.52,77.52,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2017-03-12,76.88,76.88,76.88,0.0,0.0,77.16,77.16,77.16,0.0,0.0,76.68,76.68,76.68,0.0,0.0,77.12,77.12,77.12,0.0,0.0
2017-03-19,78.04,78.04,78.04,0.0,0.0,78.88,78.88,78.88,0.0,0.0,77.52,77.52,77.52,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2017-03-26,76.4,76.4,76.4,0.0,0.0,76.5,76.5,76.5,0.0,0.0,75.84,75.84,75.84,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2017-04-02,76.68,76.68,76.68,0.0,0.0,77.28,77.28,77.28,0.0,0.0,76.28,76.28,76.28,0.0,0.0,76.68,76.68,76.68,0.0,0.0
2017-04-09,78.2,78.2,78.2,0.0,0.0,78.6,78.6,78.6,0.0,0.0,77.28,77.28,77.28,0.0,0.0,78.56,78.56,78.56,0.0,0.0
2017-04-16,75.8,75.8,75.8,0.0,0.0,76.4,76.4,76.4,0.0,0.0,75.8,75.8,75.8,0.0,0.0,76.04,76.04,76.04,0.0,0.0
2017-04-23,71.92,71.92,71.92,0.0,0.0,72.48,72.48,72.48,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2017-04-30,70.8,70.8,70.8,0.0,0.0,71.32,71.32,71.32,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.64,70.64,70.64,0.0,0.0
2017-05-07,69.8,69.8,69.8,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2017-05-14,70.28,70.28,70.28,0.0,0.0,70.36,70.36,70.36,0.0,0.0,69.57,69.57,69.57,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2017-05-21,67.04,67.04,67.04,0.0,0.0,67.24,67.24,67.24,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2017-05-28,65.84,65.84,65.84,0.0,0.0,66.04,66.04,66.04,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2017-06-04,64.48,64.48,64.48,0.0,0.0,69.6,69.6,69.6,0.0,0.0,64.36,64.36,64.36,0.0,0.0,67.88,67.88,67.88,0.0,0.0
2017-06-11,68.76,68.76,68.76,0.0,0.0,69.84,69.84,69.84,0.0,0.0,68.76,68.76,68.76,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2017-06-18,66.92,66.92,66.92,0.0,0.0,67.32,67.32,67.32,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2017-06-25,69.28,69.28,69.28,0.0,0.0,70.08,70.08,70.08,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.84,69.84,69.84,0.0,0.0
2017-07-02,70.52,70.52,70.52,0.0,0.0,70.54,70.54,70.54,0.0,0.0,69.08,69.08,69.08,0.0,0.0,69.48,69.48,69.48,0.0,0.0
2017-07-09,65.76,65.76,65.76,0.0,0.0,66.12,66.12,66.12,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2017-07-16,63.92,63.92,63.92,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2017-07-23,64.4,64.4,64.4,0.0,0.0,64.56,64.56,64.56,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2017-07-30,63.88,63.88,63.88,0.0,0.0,64.42,64.42,64.42,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2017-08-06,66.04,66.04,66.04,0.0,0.0,66.34,66.34,66.34,0.0,0.0,64.92,64.92,64.92,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2017-08-13,65.8,65.8,65.8,0.0,0.0,66.48,66.48,66.48,0.0,0.0,65.04,65.04,65.04,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2017-08-20,64.48,64.48,64.48,0.0,0.0,65.42,65.42,65.42,0.0,0.0,64.16,64.16,64.16,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2017-08-27,61.28,61.28,61.28,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2017-09-03,62.32,62.32,62.32,0.0,0.0,63.32,63.32,63.32,0.0,0.0,62.22,62.22,62.22,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2017-09-10,62.04,62.04,62.04,0.0,0.0,62.23,62.23,62.23,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2017-09-17,63.12,63.12,63.12,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2017-09-24,62.48,62.48,62.48,0.0,0.0,62.8,62.8,62.8,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2017-10-01,60.6,60.6,60.6,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2017-10-08,59.4,59.4,59.4,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2017-10-15,59.0,59.0,59.0,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2017-10-22,58.68,58.68,58.68,0.0,0.0,58.8,58.8,58.8,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2017-10-29,56.24,56.24,56.24,0.0,0.0,56.68,56.68,56.68,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2017-11-05,55.6,55.6,55.6,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2017-11-12,54.56,54.56,54.56,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.56,54.56,54.56,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2017-11-19,53.76,53.76,53.76,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2017-11-26,54.92,54.92,54.92,0.0,0.0,56.24,56.24,56.24,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2017-12-03,54.24,54.24,54.24,0.0,0.0,54.71,54.71,54.71,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2017-12-10,53.4,53.4,53.4,0.0,0.0,53.52,53.52,53.52,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2017-12-17,52.52,52.52,52.52,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2017-12-24,52.8,52.8,52.8,0.0,0.0,53.64,53.64,53.64,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2017-12-31,50.12,50.12,50.12,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.52,49.52,49.52,0.0,0.0
