Date,DIS_stock_Open_average,DIS_stock_Open_max,DIS_stock_Open_min,DIS_stock_Open_volatility,DIS_stock_Open_change,DIS_stock_High_average,DIS_stock_High_max,DIS_stock_High_min,DIS_stock_High_volatility,DIS_stock_High_change,DIS_stock_Low_average,DIS_stock_Low_max,DIS_stock_Low_min,DIS_stock_Low_volatility,DIS_stock_Low_change,DIS_stock_Close_average,DIS_stock_Close_max,DIS_stock_Close_min,DIS_stock_Close_volatility,DIS_stock_Close_change,DIS_stock_Volume_average,DIS_stock_Volume_max,DIS_stock_Volume_min,DIS_stock_Volume_volatility,DIS_stock_Volume_change
2016-01-03,100.952,103.12,98.96,4.160000000000011,-2.490000000000009,101.966,103.43,100.92,2.510000000000005,-2.510000000000005,99.7,101.73,98.52,3.210000000000008,-2.730000000000004,100.598,102.98,99.25,3.730000000000004,-3.730000000000004,13610130,16212908,10691594,5521314,-1839884
2016-01-10,99.466,101.88,95.62,6.259999999999991,-4.589999999999989,100.194,101.88,96.88,5.0,-3.5700000000000074,97.532,100.34,93.46,6.88000000000001,-5.090000000000003,98.574,101.46,93.9,7.559999999999988,-6.019999999999996,12709402,22336968,8863921,13473047,12753759
2016-01-17,94.0,95.95,92.18,3.769999999999996,0.9500000000000028,95.2475,97.42,93.64,3.780000000000001,2.3500000000000085,92.825,95.55,90.42,5.1299999999999955,2.519999999999996,94.3575,96.9,92.54,4.359999999999999,2.930000000000007,13646716,16918060,12078238,4839822,-982940
2016-01-24,95.526,96.42,94.21,2.210000000000008,-2.210000000000008,96.152,96.68,95.2,1.480000000000004,-0.8600000000000136,94.016,95.12,92.37,2.75,-1.490000000000009,95.04599999999999,96.27,93.53,2.739999999999995,0.5299999999999869,7316197,8211566,6328904,1882662,399356
2016-01-31,94.67399999999999,95.32,94.0,1.3199999999999932,0.23999999999999488,95.482,96.73,94.17,2.5600000000000023,-0.3199999999999932,93.612,94.7,92.42,2.280000000000001,-1.230000000000004,94.548,95.43,93.12,2.3100000000000023,-1.25,8479687,10877995,7027242,3850753,1871211
2016-02-07,89.846,92.56,87.0,5.560000000000002,-1.0400000000000063,91.768,93.2,90.03,3.1700000000000017,-1.3699999999999903,88.274,89.61,86.25,3.3599999999999994,0.09999999999999432,90.95,92.32,88.85,3.469999999999999,-0.9699999999999989,18789445,32649818,10786093,21863725,-2964049
2016-02-14,94.42750000000001,96.34,92.47,3.8700000000000045,2.760000000000005,95.48,96.45,93.31,3.1400000000000006,2.4099999999999966,93.59,94.56,91.79,2.769999999999996,2.769999999999996,94.64750000000001,95.5,92.91,2.5900000000000034,2.1000000000000085,9318248,12610039,6838210,5771829,-2212651
2016-02-21,95.802,96.5,94.65,1.8499999999999943,-0.5200000000000102,96.348,97.0,95.75,1.25,-0.7800000000000011,94.774,95.86,93.23,2.6299999999999955,-0.5799999999999983,95.628,96.37,95.31,1.0600000000000023,-1.0600000000000023,6003836,6980438,4562326,2418112,-1703393
2016-02-28,97.134,99.0,95.31,3.6899999999999977,3.6899999999999977,97.966,99.21,96.29,2.9199999999999875,2.9199999999999875,96.392,97.9,95.23,2.6700000000000017,2.6700000000000017,97.494,98.82,95.52,3.299999999999997,2.960000000000008,7350800,8581303,6498588,2082715,-1054558
2016-03-06,98.202,98.93,97.57,1.3600000000000136,-1.0,98.74,99.71,98.24,1.4699999999999989,-1.3599999999999994,97.26,98.48,95.87,2.6099999999999994,-0.9399999999999977,97.97,99.39,97.04,2.3499999999999943,-1.4500000000000028,6303577,7218731,5453451,1765280,-1612963
