Date,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Open_change,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_High_change,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Low_change,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_average,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_max,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_min,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_etf_Close_change
2016-01-03,153.7,153.7,153.7,0.0,0.0,170.1,170.1,170.1,0.0,0.0,152.05,152.05,152.05,0.0,0.0,167.8,167.8,167.8,0.0,0.0
2016-01-10,181.85,181.85,181.85,0.0,0.0,186.85,186.85,186.85,0.0,0.0,175.6,175.6,175.6,0.0,0.0,180.4,180.4,180.4,0.0,0.0
2016-01-17,175.5,175.5,175.5,0.0,0.0,177.45,177.45,177.45,0.0,0.0,168.75,168.75,168.75,0.0,0.0,168.95,168.95,168.95,0.0,0.0
2016-01-24,169.0,169.0,169.0,0.0,0.0,169.3,169.3,169.3,0.0,0.0,162.4,162.4,162.4,0.0,0.0,162.8,162.8,162.8,0.0,0.0
2016-01-31,171.15,171.15,171.15,0.0,0.0,180.95,180.95,180.95,0.0,0.0,171.15,171.15,171.15,0.0,0.0,178.0,178.0,178.0,0.0,0.0
2016-02-07,195.7,195.7,195.7,0.0,0.0,199.9,199.9,199.9,0.0,0.0,192.5,192.5,192.5,0.0,0.0,192.9,192.9,192.9,0.0,0.0
2016-02-14,179.5,179.5,179.5,0.0,0.0,181.0,181.0,181.0,0.0,0.0,171.6,171.6,171.6,0.0,0.0,171.8,171.8,171.8,0.0,0.0
2016-02-21,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2016-02-28,143.25,143.25,143.25,0.0,0.0,148.85,148.85,148.85,0.0,0.0,142.75,142.75,142.75,0.0,0.0,147.5,147.5,147.5,0.0,0.0
2016-03-06,145.2,145.2,145.2,0.0,0.0,145.85,145.85,145.85,0.0,0.0,141.15,141.15,141.15,0.0,0.0,141.2,141.2,141.2,0.0,0.0
2016-03-13,130.0,130.0,130.0,0.0,0.0,133.15,133.15,133.15,0.0,0.0,128.5,128.5,128.5,0.0,0.0,130.7,130.7,130.7,0.0,0.0
2016-03-20,135.8,135.8,135.8,0.0,0.0,136.9,136.9,136.9,0.0,0.0,130.45,130.45,130.45,0.0,0.0,130.6,130.6,130.6,0.0,0.0
2016-03-27,122.9,122.9,122.9,0.0,0.0,123.75,123.75,123.75,0.0,0.0,115.3,115.3,115.3,0.0,0.0,115.65,115.65,115.65,0.0,0.0
2016-04-03,123.45,123.45,123.45,0.0,0.0,127.3,127.3,127.3,0.0,0.0,121.55,121.55,121.55,0.0,0.0,124.85,124.85,124.85,0.0,0.0
2016-04-10,115.55,115.55,115.55,0.0,0.0,116.7,116.7,116.7,0.0,0.0,114.25,114.25,114.25,0.0,0.0,114.4,114.4,114.4,0.0,0.0
2016-04-17,111.45,111.45,111.45,0.0,0.0,112.4,112.4,112.4,0.0,0.0,107.75,107.75,107.75,0.0,0.0,108.05,108.05,108.05,0.0,0.0
2016-04-24,111.3,111.3,111.3,0.0,0.0,118.55,118.55,118.55,0.0,0.0,110.15,110.15,110.15,0.0,0.0,113.65,113.65,113.65,0.0,0.0
2016-05-01,113.45,113.45,113.45,0.0,0.0,113.45,113.45,113.45,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2016-05-08,102.3,102.3,102.3,0.0,0.0,106.9,106.9,106.9,0.0,0.0,100.4,100.4,100.4,0.0,0.0,106.05,106.05,106.05,0.0,0.0
2016-05-15,103.5,103.5,103.5,0.0,0.0,103.65,103.65,103.65,0.0,0.0,101.75,101.75,101.75,0.0,0.0,101.95,101.95,101.95,0.0,0.0
2016-05-22,93.6,93.6,93.6,0.0,0.0,93.9,93.9,93.9,0.0,0.0,91.75,91.75,91.75,0.0,0.0,91.85,91.85,91.85,0.0,0.0
2016-05-29,90.15,90.15,90.15,0.0,0.0,92.55,92.55,92.55,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.95,87.95,87.95,0.0,0.0
2016-06-05,93.3,93.3,93.3,0.0,0.0,97.7,97.7,97.7,0.0,0.0,92.8,92.8,92.8,0.0,0.0,97.15,97.15,97.15,0.0,0.0
2016-06-12,105.25,105.25,105.25,0.0,0.0,107.15,107.15,107.15,0.0,0.0,103.41,103.41,103.41,0.0,0.0,105.15,105.15,105.15,0.0,0.0
2016-06-19,110.4,110.4,110.4,0.0,0.0,116.5,116.5,116.5,0.0,0.0,101.4,101.4,101.4,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2016-06-26,92.6,92.6,92.6,0.0,0.0,92.9,92.9,92.9,0.0,0.0,89.95,89.95,89.95,0.0,0.0,90.4,90.4,90.4,0.0,0.0
2016-07-03,85.05,85.05,85.05,0.0,0.0,85.5,85.5,85.5,0.0,0.0,81.9,81.9,81.9,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2016-07-10,78.7,78.7,78.7,0.0,0.0,81.3,81.3,81.3,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.85,78.85,78.85,0.0,0.0
2016-07-17,76.8,76.8,76.8,0.0,0.0,77.3,77.3,77.3,0.0,0.0,74.75,74.75,74.75,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2016-07-24,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0,68.35,68.35,68.35,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2016-07-31,64.95,64.95,64.95,0.0,0.0,65.0,65.0,65.0,0.0,0.0,63.51,63.51,63.51,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2016-08-07,63.0,63.0,63.0,0.0,0.0,63.8,63.8,63.8,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2016-08-14,61.45,61.45,61.45,0.0,0.0,62.05,62.05,62.05,0.0,0.0,60.77,60.77,60.77,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2016-08-21,62.1,62.1,62.1,0.0,0.0,64.8,64.8,64.8,0.0,0.0,60.3,60.3,60.3,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2016-08-28,59.85,59.85,59.85,0.0,0.0,59.95,59.95,59.95,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2016-09-04,58.9,58.9,58.9,0.0,0.0,65.8,65.8,65.8,0.0,0.0,58.6,58.6,58.6,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2016-09-11,68.0,68.0,68.0,0.0,0.0,69.15,69.15,69.15,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2016-09-18,57.0,57.0,57.0,0.0,0.0,57.4,57.4,57.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2016-09-25,57.9,57.9,57.9,0.0,0.0,58.9,58.9,58.9,0.0,0.0,56.8,56.8,56.8,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2016-10-02,55.75,55.75,55.75,0.0,0.0,57.3,57.3,57.3,0.0,0.0,55.6,55.6,55.6,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2016-10-09,58.1,58.1,58.1,0.0,0.0,59.55,59.55,59.55,0.0,0.0,57.75,57.75,57.75,0.0,0.0,59.2,59.2,59.2,0.0,0.0
2016-10-16,54.8,54.8,54.8,0.0,0.0,55.05,55.05,55.05,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2016-10-23,54.4,54.4,54.4,0.0,0.0,57.4,57.4,57.4,0.0,0.0,53.75,53.75,53.75,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2016-10-30,63.35,63.35,63.35,0.0,0.0,64.55,64.55,64.55,0.0,0.0,61.75,61.75,61.75,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2016-11-06,55.25,55.25,55.25,0.0,0.0,55.9,55.9,55.9,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2016-11-13,49.4,49.4,49.4,0.0,0.0,49.95,49.95,49.95,0.0,0.0,48.9,48.9,48.9,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2016-11-20,47.1,47.1,47.1,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2016-11-27,49.2,49.2,49.2,0.0,0.0,49.45,49.45,49.45,0.0,0.0,47.6,47.6,47.6,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2016-12-04,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2016-12-11,43.3,43.3,43.3,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2016-12-18,41.15,41.15,41.15,0.0,0.0,41.25,41.25,41.25,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2016-12-25,41.75,41.75,41.75,0.0,0.0,43.45,43.45,43.45,0.0,0.0,41.75,41.75,41.75,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2017-01-01,37.45,37.45,37.45,0.0,0.0,37.75,37.75,37.75,0.0,0.0,36.6,36.6,36.6,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2017-01-08,36.0,36.0,36.0,0.0,0.0,36.65,36.65,36.65,0.0,0.0,35.8,35.8,35.8,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2017-01-15,36.05,36.05,36.05,0.0,0.0,36.05,36.05,36.05,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-01-22,32.35,32.35,32.35,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2017-01-29,31.85,31.85,31.85,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2017-02-05,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2017-02-12,30.3,30.3,30.3,0.0,0.0,30.51,30.51,30.51,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2017-02-19,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2017-02-26,30.1,30.1,30.1,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2017-03-05,28.85,28.85,28.85,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2017-03-12,26.83,26.83,26.83,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2017-03-19,28.35,28.35,28.35,0.0,0.0,29.54,29.54,29.54,0.0,0.0,27.79,27.79,27.79,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2017-03-26,26.26,26.26,26.26,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2017-04-02,27.25,27.25,27.25,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2017-04-09,30.38,30.38,30.38,0.0,0.0,31.07,31.07,31.07,0.0,0.0,29.78,29.78,29.78,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2017-04-16,29.2,29.2,29.2,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2017-04-23,25.39,25.39,25.39,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2017-04-30,24.27,24.27,24.27,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2017-05-07,23.92,23.92,23.92,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2017-05-14,25.65,25.65,25.65,0.0,0.0,25.66,25.66,25.66,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2017-05-21,23.28,23.28,23.28,0.0,0.0,23.29,23.29,23.29,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2017-05-28,22.39,22.39,22.39,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2017-06-04,21.97,21.97,21.97,0.0,0.0,23.49,23.49,23.49,0.0,0.0,21.72,21.72,21.72,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2017-06-11,21.94,21.94,21.94,0.0,0.0,22.35,22.35,22.35,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2017-06-18,21.38,21.38,21.38,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2017-06-25,21.33,21.33,21.33,0.0,0.0,22.24,22.24,22.24,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2017-07-02,22.44,22.44,22.44,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2017-07-09,20.69,20.69,20.69,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2017-07-16,19.23,19.23,19.23,0.0,0.0,19.31,19.31,19.31,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2017-07-23,19.33,19.33,19.33,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2017-07-30,18.91,18.91,18.91,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2017-08-06,22.55,22.55,22.55,0.0,0.0,23.77,23.77,23.77,0.0,0.0,21.92,21.92,21.92,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-08-13,22.45,22.45,22.45,0.0,0.0,23.19,23.19,23.19,0.0,0.0,21.4,21.4,21.4,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2017-08-20,20.32,20.32,20.32,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2017-08-27,19.41,19.41,19.41,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2017-09-03,20.27,20.27,20.27,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2017-09-10,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2017-09-17,17.63,17.63,17.63,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2017-09-24,16.84,16.84,16.84,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2017-10-01,15.71,15.71,15.71,0.0,0.0,16.04,16.04,16.04,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0
