Date,Industrial Select Sector SPDR_etf_Open_average,Industrial Select Sector SPDR_etf_Open_max,Industrial Select Sector SPDR_etf_Open_min,Industrial Select Sector SPDR_etf_Open_volatility,Industrial Select Sector SPDR_etf_Open_change,Industrial Select Sector SPDR_etf_High_average,Industrial Select Sector SPDR_etf_High_max,Industrial Select Sector SPDR_etf_High_min,Industrial Select Sector SPDR_etf_High_volatility,Industrial Select Sector SPDR_etf_High_change,Industrial Select Sector SPDR_etf_Low_average,Industrial Select Sector SPDR_etf_Low_max,Industrial Select Sector SPDR_etf_Low_min,Industrial Select Sector SPDR_etf_Low_volatility,Industrial Select Sector SPDR_etf_Low_change,Industrial Select Sector SPDR_etf_Close_average,Industrial Select Sector SPDR_etf_Close_max,Industrial Select Sector SPDR_etf_Close_min,Industrial Select Sector SPDR_etf_Close_volatility,Industrial Select Sector SPDR_etf_Close_change
2016-03-13,55.3,55.3,55.3,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2016-03-20,54.96,54.96,54.96,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.74,54.74,54.74,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2016-03-27,55.15,55.15,55.15,0.0,0.0,55.73,55.73,55.73,0.0,0.0,54.75,54.75,54.75,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2016-04-03,54.84,54.84,54.84,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2016-04-10,56.07,56.07,56.07,0.0,0.0,56.1,56.1,56.1,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2016-04-17,56.31,56.31,56.31,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2016-04-24,56.17,56.17,56.17,0.0,0.0,56.4,56.4,56.4,0.0,0.0,55.82,55.82,55.82,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2016-05-01,55.04,55.04,55.04,0.0,0.0,55.67,55.67,55.67,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2016-05-08,55.66,55.66,55.66,0.0,0.0,55.88,55.88,55.88,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2016-05-15,54.97,54.97,54.97,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2016-05-22,55.84,55.84,55.84,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2016-05-29,55.92,55.92,55.92,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2016-06-05,56.68,56.68,56.68,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2016-06-12,55.57,55.57,55.57,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2016-06-19,54.72,54.72,54.72,0.0,0.0,55.48,55.48,55.48,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2016-06-26,56.03,56.03,56.03,0.0,0.0,56.46,56.46,56.46,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2016-07-03,56.6,56.6,56.6,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.14,56.14,56.14,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2016-07-10,58.89,58.89,58.89,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2016-07-17,57.92,57.92,57.92,0.0,0.0,58.29,58.29,58.29,0.0,0.0,57.7,57.7,57.7,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2016-07-24,58.03,58.03,58.03,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2016-07-31,58.06,58.06,58.06,0.0,0.0,58.37,58.37,58.37,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2016-08-07,58.62,58.62,58.62,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2016-08-14,58.7,58.7,58.7,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.67,58.67,58.67,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2016-08-21,58.94,58.94,58.94,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2016-08-28,58.91,58.91,58.91,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2016-09-04,58.25,58.25,58.25,0.0,0.0,58.37,58.37,58.37,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.12,57.12,57.12,0.0,0.0
2016-09-11,56.83,56.83,56.83,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2016-09-18,57.99,57.99,57.99,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2016-09-25,58.12,58.12,58.12,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2016-10-02,57.92,57.92,57.92,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2016-10-09,57.49,57.49,57.49,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2016-10-16,56.61,56.61,56.61,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2016-10-23,56.85,56.85,56.85,0.0,0.0,57.47,57.47,57.47,0.0,0.0,56.81,56.81,56.81,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2016-10-30,56.41,56.41,56.41,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2016-11-06,60.78,60.78,60.78,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.53,60.53,60.53,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2016-11-13,61.38,61.38,61.38,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2016-11-20,62.55,62.55,62.55,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2016-11-27,62.92,62.92,62.92,0.0,0.0,63.03,63.03,63.03,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2016-12-04,63.69,63.69,63.69,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2016-12-11,62.58,62.58,62.58,0.0,0.0,63.03,63.03,63.03,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2016-12-18,62.92,62.92,62.92,0.0,0.0,63.06,63.06,63.06,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2016-12-25,62.6,62.6,62.6,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2017-01-01,62.79,62.79,62.79,0.0,0.0,63.31,63.31,63.31,0.0,0.0,62.58,62.58,62.58,0.0,0.0,63.14,63.14,63.14,0.0,0.0
2017-01-08,63.02,63.02,63.02,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2017-01-15,63.41,63.41,63.41,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2017-01-22,64.62,64.62,64.62,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.38,64.38,64.38,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2017-01-29,63.3,63.3,63.3,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2017-02-05,64.52,64.52,64.52,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2017-02-12,65.61,65.61,65.61,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2017-02-19,65.26,65.26,65.26,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2017-02-26,66.26,66.26,66.26,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2017-03-05,65.79,65.79,65.79,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2017-03-12,65.52,65.52,65.52,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2017-03-19,64.68,64.68,64.68,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2017-03-26,65.16,65.16,65.16,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.06,65.06,65.06,0.0,0.0,65.06,65.06,65.06,0.0,0.0
2017-04-02,65.09,65.09,65.09,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2017-04-09,64.43,64.43,64.43,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2017-04-16,65.37,65.37,65.37,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2017-04-23,66.75,66.75,66.75,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.26,66.26,66.26,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2017-04-30,66.67,66.67,66.67,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2017-05-07,66.5,66.5,66.5,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.14,66.14,66.14,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2017-05-14,65.51,65.51,65.51,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.51,65.51,65.51,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2017-05-21,67.24,67.24,67.24,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2017-05-28,68.06,68.06,68.06,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.21,68.21,68.21,0.0,0.0
2017-06-04,67.72,67.72,67.72,0.0,0.0,68.01,68.01,68.01,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2017-06-11,68.59,68.59,68.59,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.68,68.68,68.68,0.0,0.0
2017-06-18,67.82,67.82,67.82,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.67,67.67,67.67,0.0,0.0,68.01,68.01,68.01,0.0,0.0
2017-06-25,67.81,67.81,67.81,0.0,0.0,68.44,68.44,68.44,0.0,0.0,67.81,67.81,67.81,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2017-07-02,68.3,68.3,68.3,0.0,0.0,68.87,68.87,68.87,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.66,68.66,68.66,0.0,0.0
2017-07-09,69.24,69.24,69.24,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.11,69.11,69.11,0.0,0.0,69.43,69.43,69.43,0.0,0.0
2017-07-16,68.57,68.57,68.57,0.0,0.0,68.81,68.81,68.81,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2017-07-23,68.17,68.17,68.17,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2017-07-30,68.72,68.72,68.72,0.0,0.0,68.91,68.91,68.91,0.0,0.0,68.6,68.6,68.6,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2017-08-06,67.85,67.85,67.85,0.0,0.0,68.18,68.18,68.18,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2017-08-13,67.08,67.08,67.08,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2017-08-20,67.49,67.49,67.49,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2017-08-27,68.61,68.61,68.61,0.0,0.0,68.8,68.8,68.8,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.52,68.52,68.52,0.0,0.0
2017-09-03,67.71,67.71,67.71,0.0,0.0,68.37,68.37,68.37,0.0,0.0,67.61,67.61,67.61,0.0,0.0,68.27,68.27,68.27,0.0,0.0
2017-09-10,69.15,69.15,69.15,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2017-09-17,70.62,70.62,70.62,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.55,70.55,70.55,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2017-09-24,70.75,70.75,70.75,0.0,0.0,71.01,71.01,71.01,0.0,0.0,70.62,70.62,70.62,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2017-10-01,71.84,71.84,71.84,0.0,0.0,72.02,72.02,72.02,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.94,71.94,71.94,0.0,0.0
2017-10-08,72.49,72.49,72.49,0.0,0.0,72.62,72.62,72.62,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2017-10-15,72.2,72.2,72.2,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.01,72.01,72.01,0.0,0.0,72.96,72.96,72.96,0.0,0.0
2017-10-22,72.19,72.19,72.19,0.0,0.0,72.52,72.52,72.52,0.0,0.0,72.15,72.15,72.15,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2017-10-29,71.89,71.89,71.89,0.0,0.0,71.97,71.97,71.97,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.83,71.83,71.83,0.0,0.0
2017-11-05,70.81,70.81,70.81,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.69,70.69,70.69,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2017-11-12,70.64,70.64,70.64,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2017-11-19,71.59,71.59,71.59,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.37,71.37,71.37,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2017-11-26,74.38,74.38,74.38,0.0,0.0,74.49,74.49,74.49,0.0,0.0,72.76,72.76,72.76,0.0,0.0,73.59,73.59,73.59,0.0,0.0
2017-12-03,74.75,74.75,74.75,0.0,0.0,74.75,74.75,74.75,0.0,0.0,74.38,74.38,74.38,0.0,0.0,74.69,74.69,74.69,0.0,0.0
2017-12-10,74.44,74.44,74.44,0.0,0.0,74.71,74.71,74.71,0.0,0.0,74.03,74.03,74.03,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2017-12-17,75.54,75.54,75.54,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.2,75.2,75.2,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2017-12-24,75.97,75.97,75.97,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2017-12-31,77.46,77.46,77.46,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.62,77.62,77.62,0.0,0.0
