Date,iShares S&P Small-Cap 600 ValueEtf_Open_average,iShares S&P Small-Cap 600 ValueEtf_Open_max,iShares S&P Small-Cap 600 ValueEtf_Open_min,iShares S&P Small-Cap 600 ValueEtf_Open_volatility,iShares S&P Small-Cap 600 ValueEtf_Open_change,iShares S&P Small-Cap 600 ValueEtf_High_average,iShares S&P Small-Cap 600 ValueEtf_High_max,iShares S&P Small-Cap 600 ValueEtf_High_min,iShares S&P Small-Cap 600 ValueEtf_High_volatility,iShares S&P Small-Cap 600 ValueEtf_High_change,iShares S&P Small-Cap 600 ValueEtf_Low_average,iShares S&P Small-Cap 600 ValueEtf_Low_max,iShares S&P Small-Cap 600 ValueEtf_Low_min,iShares S&P Small-Cap 600 ValueEtf_Low_volatility,iShares S&P Small-Cap 600 ValueEtf_Low_change,iShares S&P Small-Cap 600 ValueEtf_Close_average,iShares S&P Small-Cap 600 ValueEtf_Close_max,iShares S&P Small-Cap 600 ValueEtf_Close_min,iShares S&P Small-Cap 600 ValueEtf_Close_volatility,iShares S&P Small-Cap 600 ValueEtf_Close_change
2016-10-16,120.98,120.98,120.98,0.0,0.0,121.89,121.89,121.89,0.0,0.0,120.67,120.67,120.67,0.0,0.0,121.53,121.53,121.53,0.0,0.0
2016-10-23,119.72,119.72,119.72,0.0,0.0,120.53,120.53,120.53,0.0,0.0,119.14,119.14,119.14,0.0,0.0,119.46,119.46,119.46,0.0,0.0
2016-10-30,117.34,117.34,117.34,0.0,0.0,118.9,118.9,118.9,0.0,0.0,117.21,117.21,117.21,0.0,0.0,117.73,117.73,117.73,0.0,0.0
2016-11-06,127.51,127.51,127.51,0.0,0.0,130.88,130.88,130.88,0.0,0.0,127.4,127.4,127.4,0.0,0.0,130.62,130.62,130.62,0.0,0.0
2016-11-13,133.91,133.91,133.91,0.0,0.0,134.3,134.3,134.3,0.0,0.0,133.6,133.6,133.6,0.0,0.0,134.16,134.16,134.16,0.0,0.0
2016-11-20,137.94,137.94,137.94,0.0,0.0,138.19,138.19,138.19,0.0,0.0,137.74,137.74,137.74,0.0,0.0,138.19,138.19,138.19,0.0,0.0
2016-11-27,136.0,136.0,136.0,0.0,0.0,136.89,136.89,136.89,0.0,0.0,135.9,135.9,135.9,0.0,0.0,136.2,136.2,136.2,0.0,0.0
2016-12-04,144.69,144.69,144.69,0.0,0.0,144.87,144.87,144.87,0.0,0.0,143.78,143.78,143.78,0.0,0.0,144.6,144.6,144.6,0.0,0.0
2016-12-11,142.72,142.72,142.72,0.0,0.0,143.53,143.53,143.53,0.0,0.0,141.31,141.31,141.31,0.0,0.0,141.56,141.56,141.56,0.0,0.0
2016-12-18,140.78,140.78,140.78,0.0,0.0,141.22,141.22,141.22,0.0,0.0,140.53,140.53,140.53,0.0,0.0,141.07,141.07,141.07,0.0,0.0
2016-12-25,140.87,140.87,140.87,0.0,0.0,140.87,140.87,140.87,0.0,0.0,139.57,139.57,139.57,0.0,0.0,140.01,140.01,140.01,0.0,0.0
2017-01-01,141.56,141.56,141.56,0.0,0.0,141.6,141.6,141.6,0.0,0.0,140.37,140.37,140.37,0.0,0.0,140.45,140.45,140.45,0.0,0.0
2017-01-08,139.4,139.4,139.4,0.0,0.0,140.64,140.64,140.64,0.0,0.0,139.4,139.4,139.4,0.0,0.0,140.12,140.12,140.12,0.0,0.0
2017-01-15,137.69,137.69,137.69,0.0,0.0,138.42,138.42,138.42,0.0,0.0,137.4,137.4,137.4,0.0,0.0,138.04,138.04,138.04,0.0,0.0
2017-01-22,140.07,140.07,140.07,0.0,0.0,140.29,140.29,140.29,0.0,0.0,138.72,138.72,138.72,0.0,0.0,139.33,139.33,139.33,0.0,0.0
2017-01-29,138.66,138.66,138.66,0.0,0.0,139.75,139.75,139.75,0.0,0.0,138.13,138.13,138.13,0.0,0.0,139.63,139.63,139.63,0.0,0.0
2017-02-05,140.46,140.46,140.46,0.0,0.0,141.14,141.14,141.14,0.0,0.0,140.0,140.0,140.0,0.0,0.0,141.0,141.0,141.0,0.0,0.0
2017-02-12,141.45,141.45,141.45,0.0,0.0,141.57,141.57,141.57,0.0,0.0,140.8,140.8,140.8,0.0,0.0,141.57,141.57,141.57,0.0,0.0
2017-02-19,140.24,140.24,140.24,0.0,0.0,141.4,141.4,141.4,0.0,0.0,140.06,140.06,140.06,0.0,0.0,141.36,141.36,141.36,0.0,0.0
2017-02-26,141.34,141.34,141.34,0.0,0.0,141.92,141.92,141.92,0.0,0.0,140.03,140.03,140.03,0.0,0.0,140.67,140.67,140.67,0.0,0.0
2017-03-05,137.33,137.33,137.33,0.0,0.0,137.54,137.54,137.54,0.0,0.0,136.13,136.13,136.13,0.0,0.0,137.04,137.04,137.04,0.0,0.0
2017-03-12,139.4,139.4,139.4,0.0,0.0,140.23,140.23,140.23,0.0,0.0,138.48,138.48,138.48,0.0,0.0,139.92,139.92,139.92,0.0,0.0
2017-03-19,135.95,135.95,135.95,0.0,0.0,136.32,136.32,136.32,0.0,0.0,134.61,134.61,134.61,0.0,0.0,135.23,135.23,135.23,0.0,0.0
2017-03-26,138.38,138.38,138.38,0.0,0.0,139.1,139.1,139.1,0.0,0.0,137.97,137.97,137.97,0.0,0.0,138.65,138.65,138.65,0.0,0.0
2017-04-02,135.66,135.66,135.66,0.0,0.0,136.35,136.35,136.35,0.0,0.0,135.21,135.21,135.21,0.0,0.0,135.89,135.89,135.89,0.0,0.0
2017-04-09,135.48,135.48,135.48,0.0,0.0,135.77,135.77,135.77,0.0,0.0,133.9,133.9,133.9,0.0,0.0,134.12,134.12,134.12,0.0,0.0
2017-04-16,138.03,138.03,138.03,0.0,0.0,138.25,138.25,138.25,0.0,0.0,137.24,137.24,137.24,0.0,0.0,137.76,137.76,137.76,0.0,0.0
2017-04-23,141.48,141.48,141.48,0.0,0.0,141.48,141.48,141.48,0.0,0.0,139.36,139.36,139.36,0.0,0.0,139.36,139.36,139.36,0.0,0.0
2017-04-30,138.75,138.75,138.75,0.0,0.0,139.31,139.31,139.31,0.0,0.0,137.97,137.97,137.97,0.0,0.0,139.31,139.31,139.31,0.0,0.0
2017-05-07,137.96,137.96,137.96,0.0,0.0,138.23,138.23,138.23,0.0,0.0,137.12,137.12,137.12,0.0,0.0,137.28,137.28,137.28,0.0,0.0
2017-05-14,135.08,135.08,135.08,0.0,0.0,136.44,136.44,136.44,0.0,0.0,135.08,135.08,135.08,0.0,0.0,135.65,135.65,135.65,0.0,0.0
2017-05-21,137.05,137.05,137.05,0.0,0.0,137.43,137.43,137.43,0.0,0.0,136.44,136.44,136.44,0.0,0.0,137.18,137.18,137.18,0.0,0.0
2017-05-28,139.01,139.01,139.01,0.0,0.0,140.62,140.62,140.62,0.0,0.0,138.57,138.57,138.57,0.0,0.0,139.26,139.26,139.26,0.0,0.0
2017-06-04,140.26,140.26,140.26,0.0,0.0,142.16,142.16,142.16,0.0,0.0,140.02,140.02,140.02,0.0,0.0,141.53,141.53,141.53,0.0,0.0
2017-06-11,140.2,140.2,140.2,0.0,0.0,140.43,140.43,140.43,0.0,0.0,138.9,138.9,138.9,0.0,0.0,139.72,139.72,139.72,0.0,0.0
2017-06-18,138.17,138.17,138.17,0.0,0.0,139.23,139.23,139.23,0.0,0.0,137.62,137.62,137.62,0.0,0.0,139.01,139.01,139.01,0.0,0.0
2017-06-25,140.24,140.24,140.24,0.0,0.0,140.55,140.55,140.55,0.0,0.0,139.42,139.42,139.42,0.0,0.0,139.82,139.82,139.82,0.0,0.0
2017-07-02,138.43,138.43,138.43,0.0,0.0,139.77,139.77,139.77,0.0,0.0,138.06,138.06,138.06,0.0,0.0,139.64,139.64,139.64,0.0,0.0
2017-07-09,140.49,140.49,140.49,0.0,0.0,141.41,141.41,141.41,0.0,0.0,140.49,140.49,140.49,0.0,0.0,140.96,140.96,140.96,0.0,0.0
2017-07-16,142.77,142.77,142.77,0.0,0.0,143.0,143.0,143.0,0.0,0.0,141.76,141.76,141.76,0.0,0.0,142.18,142.18,142.18,0.0,0.0
2017-07-23,141.26,141.26,141.26,0.0,0.0,141.59,141.59,141.59,0.0,0.0,140.56,140.56,140.56,0.0,0.0,141.28,141.28,141.28,0.0,0.0
2017-07-30,139.06,139.06,139.06,0.0,0.0,139.71,139.71,139.71,0.0,0.0,138.53,138.53,138.53,0.0,0.0,139.57,139.57,139.57,0.0,0.0
2017-08-06,135.67,135.67,135.67,0.0,0.0,136.16,136.16,136.16,0.0,0.0,135.16,135.16,135.16,0.0,0.0,135.61,135.61,135.61,0.0,0.0
2017-08-13,133.1,133.1,133.1,0.0,0.0,133.58,133.58,133.58,0.0,0.0,132.5,132.5,132.5,0.0,0.0,133.13,133.13,133.13,0.0,0.0
2017-08-20,134.42,134.42,134.42,0.0,0.0,135.37,135.37,135.37,0.0,0.0,134.4,134.4,134.4,0.0,0.0,135.03,135.03,135.03,0.0,0.0
2017-08-27,137.27,137.27,137.27,0.0,0.0,138.33,138.33,138.33,0.0,0.0,137.27,137.27,137.27,0.0,0.0,138.25,138.25,138.25,0.0,0.0
2017-09-03,136.71,136.71,136.71,0.0,0.0,137.57,137.57,137.57,0.0,0.0,136.37,136.37,136.37,0.0,0.0,137.15,137.15,137.15,0.0,0.0
2017-09-10,139.88,139.88,139.88,0.0,0.0,141.0,141.0,141.0,0.0,0.0,139.88,139.88,139.88,0.0,0.0,141.0,141.0,141.0,0.0,0.0
2017-09-17,142.58,142.58,142.58,0.0,0.0,143.85,143.85,143.85,0.0,0.0,142.58,142.58,142.58,0.0,0.0,143.71,143.71,143.71,0.0,0.0
2017-09-24,148.14,148.14,148.14,0.0,0.0,148.63,148.63,148.63,0.0,0.0,147.95,147.95,147.95,0.0,0.0,148.31,148.31,148.31,0.0,0.0
2017-10-01,150.17,150.17,150.17,0.0,0.0,150.44,150.44,150.44,0.0,0.0,149.6,149.6,149.6,0.0,0.0,150.1,150.1,150.1,0.0,0.0
2017-10-08,149.46,149.46,149.46,0.0,0.0,149.78,149.78,149.78,0.0,0.0,148.92,148.92,148.92,0.0,0.0,149.02,149.02,149.02,0.0,0.0
2017-10-15,150.18,150.18,150.18,0.0,0.0,150.59,150.59,150.59,0.0,0.0,149.63,149.63,149.63,0.0,0.0,149.93,149.93,149.93,0.0,0.0
2017-10-22,149.63,149.63,149.63,0.0,0.0,150.34,150.34,150.34,0.0,0.0,148.82,148.82,148.82,0.0,0.0,150.24,150.24,150.24,0.0,0.0
2017-10-29,148.39,148.39,148.39,0.0,0.0,148.57,148.57,148.57,0.0,0.0,147.7,147.7,147.7,0.0,0.0,147.8,147.8,147.8,0.0,0.0
2017-11-05,146.67,146.67,146.67,0.0,0.0,147.37,147.37,147.37,0.0,0.0,146.53,146.53,146.53,0.0,0.0,146.61,146.61,146.61,0.0,0.0
2017-11-12,147.74,147.74,147.74,0.0,0.0,149.41,149.41,149.41,0.0,0.0,147.74,147.74,147.74,0.0,0.0,148.72,148.72,148.72,0.0,0.0
2017-11-19,151.84,151.84,151.84,0.0,0.0,151.84,151.84,151.84,0.0,0.0,151.03,151.03,151.03,0.0,0.0,151.44,151.44,151.44,0.0,0.0
2017-11-26,154.88,154.88,154.88,0.0,0.0,154.88,154.88,154.88,0.0,0.0,149.7,149.7,149.7,0.0,0.0,154.04,154.04,154.04,0.0,0.0
2017-12-03,153.24,153.24,153.24,0.0,0.0,153.47,153.47,153.47,0.0,0.0,152.57,152.57,152.57,0.0,0.0,152.64,152.64,152.64,0.0,0.0
2017-12-10,151.38,151.38,151.38,0.0,0.0,153.81,153.81,153.81,0.0,0.0,151.06,151.06,151.06,0.0,0.0,152.85,152.85,152.85,0.0,0.0
2017-12-17,154.43,154.43,154.43,0.0,0.0,154.69,154.69,154.69,0.0,0.0,153.65,153.65,153.65,0.0,0.0,154.13,154.13,154.13,0.0,0.0
2017-12-24,155.14,155.14,155.14,0.0,0.0,155.53,155.53,155.53,0.0,0.0,153.5,153.5,153.5,0.0,0.0,153.57,153.57,153.57,0.0,0.0
2017-12-31,155.55,155.55,155.55,0.0,0.0,155.62,155.62,155.62,0.0,0.0,154.55,154.55,154.55,0.0,0.0,155.55,155.55,155.55,0.0,0.0
