Date,iPath S&P GSCI Crude Oil Total ReturnEtf_Open_average,iPath S&P GSCI Crude Oil Total ReturnEtf_Open_max,iPath S&P GSCI Crude Oil Total ReturnEtf_Open_min,iPath S&P GSCI Crude Oil Total ReturnEtf_Open_volatility,iPath S&P GSCI Crude Oil Total ReturnEtf_Open_change,iPath S&P GSCI Crude Oil Total ReturnEtf_High_average,iPath S&P GSCI Crude Oil Total ReturnEtf_High_max,iPath S&P GSCI Crude Oil Total ReturnEtf_High_min,iPath S&P GSCI Crude Oil Total ReturnEtf_High_volatility,iPath S&P GSCI Crude Oil Total ReturnEtf_High_change,iPath S&P GSCI Crude Oil Total ReturnEtf_Low_average,iPath S&P GSCI Crude Oil Total ReturnEtf_Low_max,iPath S&P GSCI Crude Oil Total ReturnEtf_Low_min,iPath S&P GSCI Crude Oil Total ReturnEtf_Low_volatility,iPath S&P GSCI Crude Oil Total ReturnEtf_Low_change,iPath S&P GSCI Crude Oil Total ReturnEtf_Close_average,iPath S&P GSCI Crude Oil Total ReturnEtf_Close_max,iPath S&P GSCI Crude Oil Total ReturnEtf_Close_min,iPath S&P GSCI Crude Oil Total ReturnEtf_Close_volatility,iPath S&P GSCI Crude Oil Total ReturnEtf_Close_change
2016-03-27,4.95,4.95,4.95,0.0,0.0,5.02,5.02,5.02,0.0,0.0,4.93,4.93,4.93,0.0,0.0,4.95,4.95,4.95,0.0,0.0
2016-04-03,5.39,5.39,5.39,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.25,5.25,5.25,0.0,0.0,5.3,5.3,5.3,0.0,0.0
2016-04-10,5.49,5.49,5.49,0.0,0.0,5.5,5.5,5.5,0.0,0.0,5.38,5.38,5.38,0.0,0.0,5.47,5.47,5.47,0.0,0.0
2016-04-17,5.71,5.71,5.71,0.0,0.0,5.82,5.82,5.82,0.0,0.0,5.7,5.7,5.7,0.0,0.0,5.73,5.73,5.73,0.0,0.0
2016-04-24,6.14,6.14,6.14,0.0,0.0,6.21,6.21,6.21,0.0,0.0,5.96,5.96,5.96,0.0,0.0,6.05,6.05,6.05,0.0,0.0
2016-05-01,5.7,5.7,5.7,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.8,5.8,5.8,0.0,0.0
2016-05-08,6.07,6.07,6.07,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.04,6.04,6.04,0.0,0.0,6.09,6.09,6.09,0.0,0.0
2016-05-15,6.38,6.38,6.38,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.32,6.32,6.32,0.0,0.0
2016-05-22,6.42,6.42,6.42,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.39,6.39,6.39,0.0,0.0,6.52,6.52,6.52,0.0,0.0
2016-05-29,6.46,6.46,6.46,0.0,0.0,6.47,6.47,6.47,0.0,0.0,6.35,6.35,6.35,0.0,0.0,6.43,6.43,6.43,0.0,0.0
2016-06-05,6.58,6.58,6.58,0.0,0.0,6.62,6.62,6.62,0.0,0.0,6.44,6.44,6.44,0.0,0.0,6.46,6.46,6.46,0.0,0.0
2016-06-12,6.17,6.17,6.17,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.3,6.3,6.3,0.0,0.0
2016-06-19,6.12,6.12,6.12,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.16,6.16,6.16,0.0,0.0
2016-06-26,6.21,6.21,6.21,0.0,0.0,6.39,6.39,6.39,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.38,6.38,6.38,0.0,0.0
2016-07-03,5.96,5.96,5.96,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.86,5.86,5.86,0.0,0.0
2016-07-10,5.95,5.95,5.95,0.0,0.0,6.0,6.0,6.0,0.0,0.0,5.87,5.87,5.87,0.0,0.0,5.93,5.93,5.93,0.0,0.0
2016-07-17,5.66,5.66,5.66,0.0,0.0,5.67,5.67,5.67,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.65,5.65,5.65,0.0,0.0
2016-07-24,5.1,5.1,5.1,0.0,0.0,5.25,5.25,5.25,0.0,0.0,5.07,5.07,5.07,0.0,0.0,5.23,5.23,5.23,0.0,0.0
2016-07-31,5.26,5.26,5.26,0.0,0.0,5.3,5.3,5.3,0.0,0.0,5.15,5.15,5.15,0.0,0.0,5.3,5.3,5.3,0.0,0.0
2016-08-07,5.54,5.54,5.54,0.0,0.0,5.63,5.63,5.63,0.0,0.0,5.5,5.5,5.5,0.0,0.0,5.62,5.62,5.62,0.0,0.0
2016-08-14,6.09,6.09,6.09,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.02,6.02,6.02,0.0,0.0,6.08,6.08,6.08,0.0,0.0
2016-08-21,5.85,5.85,5.85,0.0,0.0,6.03,6.03,6.03,0.0,0.0,5.79,5.79,5.79,0.0,0.0,5.86,5.86,5.86,0.0,0.0
2016-08-28,5.44,5.44,5.44,0.0,0.0,5.53,5.53,5.53,0.0,0.0,5.4,5.4,5.4,0.0,0.0,5.45,5.45,5.45,0.0,0.0
2016-09-04,5.79,5.79,5.79,0.0,0.0,5.81,5.81,5.81,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.66,5.66,5.66,0.0,0.0
2016-09-11,5.3,5.3,5.3,0.0,0.0,5.42,5.42,5.42,0.0,0.0,5.28,5.28,5.28,0.0,0.0,5.32,5.32,5.32,0.0,0.0
2016-09-18,5.64,5.64,5.64,0.0,0.0,5.68,5.68,5.68,0.0,0.0,5.36,5.36,5.36,0.0,0.0,5.44,5.44,5.44,0.0,0.0
2016-09-25,5.85,5.85,5.85,0.0,0.0,5.87,5.87,5.87,0.0,0.0,5.78,5.78,5.78,0.0,0.0,5.83,5.83,5.83,0.0,0.0
2016-10-02,6.19,6.19,6.19,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.04,6.04,6.04,0.0,0.0,6.06,6.06,6.06,0.0,0.0
2016-10-09,6.19,6.19,6.19,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.18,6.18,6.18,0.0,0.0
2016-10-16,6.18,6.18,6.18,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.12,6.12,6.12,0.0,0.0,6.23,6.23,6.23,0.0,0.0
2016-10-23,5.96,5.96,5.96,0.0,0.0,6.03,6.03,6.03,0.0,0.0,5.85,5.85,5.85,0.0,0.0,5.9,5.9,5.9,0.0,0.0
2016-10-30,5.3,5.3,5.3,0.0,0.0,5.38,5.38,5.38,0.0,0.0,5.22,5.22,5.22,0.0,0.0,5.29,5.29,5.29,0.0,0.0
2016-11-06,5.27,5.27,5.27,0.0,0.0,5.28,5.28,5.28,0.0,0.0,5.2,5.2,5.2,0.0,0.0,5.22,5.22,5.22,0.0,0.0
2016-11-13,5.47,5.47,5.47,0.0,0.0,5.57,5.57,5.57,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.54,5.54,5.54,0.0,0.0
2016-11-20,5.63,5.63,5.63,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.5,5.5,5.5,0.0,0.0,5.56,5.56,5.56,0.0,0.0
2016-11-27,6.15,6.15,6.15,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.19,6.19,6.19,0.0,0.0
2016-12-04,6.17,6.17,6.17,0.0,0.0,6.18,6.18,6.18,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.17,6.17,6.17,0.0,0.0
2016-12-11,6.16,6.16,6.16,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.23,6.23,6.23,0.0,0.0
2016-12-18,6.16,6.16,6.16,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.22,6.22,6.22,0.0,0.0
2016-12-25,6.29,6.29,6.29,0.0,0.0,6.34,6.34,6.34,0.0,0.0,6.29,6.29,6.29,0.0,0.0,6.33,6.33,6.33,0.0,0.0
2017-01-01,6.36,6.36,6.36,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.28,6.28,6.28,0.0,0.0,6.32,6.32,6.32,0.0,0.0
2017-01-08,6.16,6.16,6.16,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.12,6.12,6.12,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2017-01-15,6.17,6.17,6.17,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.12,6.12,6.12,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2017-01-22,6.15,6.15,6.15,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.05,6.05,6.05,0.0,0.0,6.14,6.14,6.14,0.0,0.0
2017-01-29,6.16,6.16,6.16,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.21,6.21,6.21,0.0,0.0
2017-02-05,6.21,6.21,6.21,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.17,6.17,6.17,0.0,0.0,6.19,6.19,6.19,0.0,0.0
2017-02-12,6.07,6.07,6.07,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.06,6.06,6.06,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2017-02-19,6.14,6.14,6.14,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2017-02-26,5.99,5.99,5.99,0.0,0.0,6.06,6.06,6.06,0.0,0.0,5.98,5.98,5.98,0.0,0.0,6.05,6.05,6.05,0.0,0.0
2017-03-05,5.52,5.52,5.52,0.0,0.0,5.52,5.52,5.52,0.0,0.0,5.33,5.33,5.33,0.0,0.0,5.35,5.35,5.35,0.0,0.0
2017-03-12,5.43,5.43,5.43,0.0,0.0,5.43,5.43,5.43,0.0,0.0,5.35,5.35,5.35,0.0,0.0,5.37,5.37,5.37,0.0,0.0
2017-03-19,5.16,5.16,5.16,0.0,0.0,5.2,5.2,5.2,0.0,0.0,5.12,5.12,5.12,0.0,0.0,5.2,5.2,5.2,0.0,0.0
2017-03-26,5.49,5.49,5.49,0.0,0.0,5.6,5.6,5.6,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.58,5.58,5.58,0.0,0.0
2017-04-02,5.73,5.73,5.73,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.73,5.73,5.73,0.0,0.0,5.79,5.79,5.79,0.0,0.0
2017-04-09,5.94,5.94,5.94,0.0,0.0,5.96,5.96,5.96,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.92,5.92,5.92,0.0,0.0
2017-04-16,5.48,5.48,5.48,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.28,5.28,5.28,0.0,0.0,5.33,5.33,5.33,0.0,0.0
2017-04-23,5.31,5.31,5.31,0.0,0.0,5.35,5.35,5.35,0.0,0.0,5.24,5.24,5.24,0.0,0.0,5.29,5.29,5.29,0.0,0.0
2017-04-30,4.81,4.81,4.81,0.0,0.0,4.97,4.97,4.97,0.0,0.0,4.81,4.81,4.81,0.0,0.0,4.94,4.94,4.94,0.0,0.0
2017-05-07,5.19,5.19,5.19,0.0,0.0,5.2,5.2,5.2,0.0,0.0,5.11,5.11,5.11,0.0,0.0,5.18,5.18,5.18,0.0,0.0
2017-05-14,5.39,5.39,5.39,0.0,0.0,5.46,5.46,5.46,0.0,0.0,5.38,5.38,5.38,0.0,0.0,5.46,5.46,5.46,0.0,0.0
2017-05-21,5.21,5.21,5.21,0.0,0.0,5.32,5.32,5.32,0.0,0.0,5.19,5.19,5.19,0.0,0.0,5.3,5.3,5.3,0.0,0.0
2017-05-28,5.0,5.0,5.0,0.0,0.0,5.08,5.08,5.08,0.0,0.0,4.94,4.94,4.94,0.0,0.0,5.04,5.04,5.04,0.0,0.0
2017-06-04,4.84,4.84,4.84,0.0,0.0,4.9,4.9,4.9,0.0,0.0,4.82,4.82,4.82,0.0,0.0,4.86,4.86,4.86,0.0,0.0
2017-06-11,4.74,4.74,4.74,0.0,0.0,4.76,4.76,4.76,0.0,0.0,4.71,4.71,4.71,0.0,0.0,4.76,4.76,4.76,0.0,0.0
2017-06-18,4.48,4.48,4.48,0.0,0.0,4.54,4.54,4.54,0.0,0.0,4.45,4.45,4.45,0.0,0.0,4.5,4.5,4.5,0.0,0.0
2017-06-25,4.77,4.77,4.77,0.0,0.0,4.86,4.86,4.86,0.0,0.0,4.74,4.74,4.74,0.0,0.0,4.86,4.86,4.86,0.0,0.0
2017-07-02,4.6,4.6,4.6,0.0,0.0,4.61,4.61,4.61,0.0,0.0,4.5,4.5,4.5,0.0,0.0,4.59,4.59,4.59,0.0,0.0
2017-07-09,4.83,4.83,4.83,0.0,0.0,4.89,4.89,4.89,0.0,0.0,4.82,4.82,4.82,0.0,0.0,4.88,4.88,4.88,0.0,0.0
2017-07-16,4.89,4.89,4.89,0.0,0.0,4.89,4.89,4.89,0.0,0.0,4.73,4.73,4.73,0.0,0.0,4.75,4.75,4.75,0.0,0.0
2017-07-23,5.18,5.18,5.18,0.0,0.0,5.26,5.26,5.26,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.23,5.23,5.23,0.0,0.0
2017-07-30,5.14,5.14,5.14,0.0,0.0,5.24,5.24,5.24,0.0,0.0,5.1,5.1,5.1,0.0,0.0,5.2,5.2,5.2,0.0,0.0
2017-08-06,5.05,5.05,5.05,0.0,0.0,5.15,5.15,5.15,0.0,0.0,5.01,5.01,5.01,0.0,0.0,5.13,5.13,5.13,0.0,0.0
2017-08-13,4.87,4.87,4.87,0.0,0.0,5.1,5.1,5.1,0.0,0.0,4.83,4.83,4.83,0.0,0.0,5.09,5.09,5.09,0.0,0.0
2017-08-20,4.92,4.92,4.92,0.0,0.0,4.97,4.97,4.97,0.0,0.0,4.9,4.9,4.9,0.0,0.0,4.96,4.96,4.96,0.0,0.0
2017-08-27,4.86,4.86,4.86,0.0,0.0,4.9,4.9,4.9,0.0,0.0,4.8,4.8,4.8,0.0,0.0,4.9,4.9,4.9,0.0,0.0
2017-09-03,5.14,5.14,5.14,0.0,0.0,5.14,5.14,5.14,0.0,0.0,4.89,4.89,4.89,0.0,0.0,4.93,4.93,4.93,0.0,0.0
2017-09-10,5.25,5.25,5.25,0.0,0.0,5.27,5.27,5.27,0.0,0.0,5.22,5.22,5.22,0.0,0.0,5.26,5.26,5.26,0.0,0.0
2017-09-17,5.26,5.26,5.26,0.0,0.0,5.28,5.28,5.28,0.0,0.0,5.23,5.23,5.23,0.0,0.0,5.28,5.28,5.28,0.0,0.0
2017-09-24,5.37,5.37,5.37,0.0,0.0,5.42,5.42,5.42,0.0,0.0,5.35,5.35,5.35,0.0,0.0,5.38,5.38,5.38,0.0,0.0
2017-10-01,5.12,5.12,5.12,0.0,0.0,5.12,5.12,5.12,0.0,0.0,5.05,5.05,5.05,0.0,0.0,5.08,5.08,5.08,0.0,0.0
2017-10-08,5.36,5.36,5.36,0.0,0.0,5.38,5.38,5.38,0.0,0.0,5.3,5.3,5.3,0.0,0.0,5.35,5.35,5.35,0.0,0.0
2017-10-15,5.29,5.29,5.29,0.0,0.0,5.4,5.4,5.4,0.0,0.0,5.29,5.29,5.29,0.0,0.0,5.39,5.39,5.39,0.0,0.0
2017-10-22,5.5,5.5,5.5,0.0,0.0,5.69,5.69,5.69,0.0,0.0,5.48,5.48,5.48,0.0,0.0,5.69,5.69,5.69,0.0,0.0
2017-10-29,5.8,5.8,5.8,0.0,0.0,5.94,5.94,5.94,0.0,0.0,5.75,5.75,5.75,0.0,0.0,5.92,5.92,5.92,0.0,0.0
2017-11-05,6.15,6.15,6.15,0.0,0.0,6.18,6.18,6.18,0.0,0.0,6.07,6.07,6.07,0.0,0.0,6.11,6.11,6.11,0.0,0.0
2017-11-12,5.95,5.95,5.95,0.0,0.0,6.06,6.06,6.06,0.0,0.0,5.95,5.95,5.95,0.0,0.0,6.05,6.05,6.05,0.0,0.0
2017-11-19,6.33,6.33,6.33,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.36,6.36,6.36,0.0,0.0
2017-11-26,6.27,6.27,6.27,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.27,6.27,6.27,0.0,0.0
2017-12-03,6.17,6.17,6.17,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.14,6.14,6.14,0.0,0.0
2017-12-10,6.14,6.14,6.14,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.14,6.14,6.14,0.0,0.0
2017-12-17,6.22,6.22,6.22,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.21,6.21,6.21,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2017-12-24,6.53,6.53,6.53,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.54,6.54,6.54,0.0,0.0
2017-12-31,6.72,6.72,6.72,0.0,0.0,6.77,6.77,6.77,0.0,0.0,6.68,6.68,6.68,0.0,0.0,6.75,6.75,6.75,0.0,0.0
