Date,PXD_stock_Open_average,PXD_stock_Open_max,PXD_stock_Open_min,PXD_stock_Open_volatility,PXD_stock_Open_change,PXD_stock_High_average,PXD_stock_High_max,PXD_stock_High_min,PXD_stock_High_volatility,PXD_stock_High_change,PXD_stock_Low_average,PXD_stock_Low_max,PXD_stock_Low_min,PXD_stock_Low_volatility,PXD_stock_Low_change,PXD_stock_Close_average,PXD_stock_Close_max,PXD_stock_Close_min,PXD_stock_Close_volatility,PXD_stock_Close_change,PXD_stock_Volume_average,PXD_stock_Volume_max,PXD_stock_Volume_min,PXD_stock_Volume_volatility,PXD_stock_Volume_change
2016-01-03,119.526,125.19,115.3,9.89,-7.939999999999998,121.364,127.09,117.46,9.63000000000001,-9.420000000000002,118.04,122.84,114.97,7.8700000000000045,-6.690000000000012,119.586,125.17,115.84,9.329999999999998,-8.509999999999991,5148673,14056076,1448843,12607233,1364245
2016-01-10,114.42999999999999,116.89,109.21,7.680000000000007,-7.680000000000007,116.756,118.79,113.97,4.820000000000007,-3.200000000000003,110.87,113.45,108.46,4.990000000000009,-3.519999999999996,114.01,115.96,113.14,2.819999999999993,-0.37000000000000455,4326239,4995962,3518043,1477919,-226634
2016-01-17,112.535,117.3,108.92,8.379999999999995,2.75,114.7225,117.9,110.99,6.910000000000011,2.9000000000000057,107.92500000000001,112.43,103.5,8.930000000000007,3.3900000000000006,111.49000000000001,113.5,109.04,4.459999999999994,1.8799999999999955,4062441,5242523,2824363,2418160,1339590
2016-01-24,114.752,121.0,110.36,10.64,10.549999999999997,117.93599999999999,124.1,113.33,10.769999999999996,10.769999999999996,112.696,119.83,107.6,12.230000000000004,12.230000000000004,115.83,123.95,107.75,16.200000000000003,16.200000000000003,3350457,5262057,2395987,2866070,1088405
2016-01-31,123.25,129.33,118.26,11.070000000000007,1.4199999999999875,126.38199999999999,133.79,123.27,10.519999999999996,-0.21999999999999886,119.82,123.82,117.84,5.97999999999999,-2.0,122.884,127.32,118.8,8.519999999999996,-3.490000000000009,2889084,3717189,2286766,1430423,1140774
2016-02-07,112.142,117.19,107.33,9.86,-3.5900000000000034,115.72,117.44,113.6,3.8400000000000034,-0.18999999999999773,109.208,112.04,105.22,6.820000000000007,-0.18000000000000682,112.276,115.36,108.79,6.569999999999993,0.1700000000000017,4586869,7244876,3419146,3825730,-543648
2016-02-14,119.545,124.86,116.54,8.319999999999993,2.539999999999992,123.12,126.54,117.8,8.740000000000009,5.260000000000005,117.3825,120.85,115.03,5.819999999999993,2.480000000000004,121.0875,124.55,115.45,9.099999999999994,7.539999999999992,3123929,3868186,2778208,1089978,-157830
2016-02-21,122.034,126.0,117.67,8.329999999999998,-2.4599999999999937,124.126,126.7,120.57,6.13000000000001,0.1599999999999966,119.434,123.87,115.17,8.700000000000003,-1.7800000000000011,121.554,125.01,119.33,5.680000000000007,-1.6400000000000006,2147677,2387029,1965939,421090,-169079
2016-02-28,126.758,130.99,121.57,9.420000000000016,6.1299999999999955,130.008,133.3,124.01,9.290000000000006,9.290000000000006,123.72,126.89,120.08,6.810000000000002,5.960000000000008,127.39,131.25,120.53,10.719999999999999,8.27000000000001,3227209,3939955,1856122,2083833,2083833
2016-03-06,128.826,131.5,127.27,4.230000000000004,3.3400000000000034,132.222,137.98,129.5,8.47999999999999,6.25,125.552,131.43,122.08,9.350000000000009,9.350000000000009,130.3,137.04,125.65,11.389999999999986,6.400000000000006,3229277,5133556,1981531,3152025,-1653485
