Date,Vanguard Long-Term Government BondEtf_Open_average,Vanguard Long-Term Government BondEtf_Open_max,Vanguard Long-Term Government BondEtf_Open_min,Vanguard Long-Term Government BondEtf_Open_volatility,Vanguard Long-Term Government BondEtf_Open_change,Vanguard Long-Term Government BondEtf_High_average,Vanguard Long-Term Government BondEtf_High_max,Vanguard Long-Term Government BondEtf_High_min,Vanguard Long-Term Government BondEtf_High_volatility,Vanguard Long-Term Government BondEtf_High_change,Vanguard Long-Term Government BondEtf_Low_average,Vanguard Long-Term Government BondEtf_Low_max,Vanguard Long-Term Government BondEtf_Low_min,Vanguard Long-Term Government BondEtf_Low_volatility,Vanguard Long-Term Government BondEtf_Low_change,Vanguard Long-Term Government BondEtf_Close_average,Vanguard Long-Term Government BondEtf_Close_max,Vanguard Long-Term Government BondEtf_Close_min,Vanguard Long-Term Government BondEtf_Close_volatility,Vanguard Long-Term Government BondEtf_Close_change
2017-02-26,73.61,73.61,73.61,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.65,73.65,73.65,0.0,0.0
2017-03-05,72.42,72.42,72.42,0.0,0.0,72.53,72.53,72.53,0.0,0.0,72.18,72.18,72.18,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2017-03-12,72.98,72.98,72.98,0.0,0.0,73.37,73.37,73.37,0.0,0.0,72.98,72.98,72.98,0.0,0.0,73.33,73.33,73.33,0.0,0.0
2017-03-19,74.42,74.42,74.42,0.0,0.0,74.73,74.73,74.73,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.56,74.56,74.56,0.0,0.0
2017-03-26,74.34,74.34,74.34,0.0,0.0,74.61,74.61,74.61,0.0,0.0,74.29,74.29,74.29,0.0,0.0,74.54,74.54,74.54,0.0,0.0
2017-04-02,75.27,75.27,75.27,0.0,0.0,75.49,75.49,75.49,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.61,74.61,74.61,0.0,0.0
2017-04-09,76.19,76.19,76.19,0.0,0.0,76.39,76.39,76.39,0.0,0.0,75.91,75.91,75.91,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2017-04-16,76.45,76.45,76.45,0.0,0.0,76.56,76.56,76.56,0.0,0.0,76.23,76.23,76.23,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2017-04-23,75.13,75.13,75.13,0.0,0.0,75.71,75.71,75.71,0.0,0.0,75.13,75.13,75.13,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2017-04-30,74.99,74.99,74.99,0.0,0.0,74.99,74.99,74.99,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.92,74.92,74.92,0.0,0.0
2017-05-07,74.72,74.72,74.72,0.0,0.0,75.04,75.04,75.04,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.98,74.98,74.98,0.0,0.0
2017-05-14,76.16,76.16,76.16,0.0,0.0,76.34,76.34,76.34,0.0,0.0,75.93,75.93,75.93,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2017-05-21,76.23,76.23,76.23,0.0,0.0,76.36,76.36,76.36,0.0,0.0,76.08,76.08,76.08,0.0,0.0,76.17,76.17,76.17,0.0,0.0
2017-05-28,77.24,77.24,77.24,0.0,0.0,77.54,77.54,77.54,0.0,0.0,77.11,77.11,77.11,0.0,0.0,77.4,77.4,77.4,0.0,0.0
2017-06-04,76.56,76.56,76.56,0.0,0.0,76.87,76.87,76.87,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.7,76.7,76.7,0.0,0.0
2017-06-11,77.72,77.72,77.72,0.0,0.0,77.92,77.92,77.92,0.0,0.0,77.68,77.68,77.68,0.0,0.0,77.84,77.84,77.84,0.0,0.0
2017-06-18,78.51,78.51,78.51,0.0,0.0,78.76,78.76,78.76,0.0,0.0,78.48,78.48,78.48,0.0,0.0,78.63,78.63,78.63,0.0,0.0
2017-06-25,77.18,77.18,77.18,0.0,0.0,77.26,77.26,77.26,0.0,0.0,76.95,76.95,76.95,0.0,0.0,77.08,77.08,77.08,0.0,0.0
2017-07-02,75.81,75.81,75.81,0.0,0.0,75.89,75.89,75.89,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.77,75.77,75.77,0.0,0.0
2017-07-09,76.54,76.54,76.54,0.0,0.0,76.59,76.59,76.59,0.0,0.0,76.03,76.03,76.03,0.0,0.0,76.07,76.07,76.07,0.0,0.0
2017-07-16,77.5,77.5,77.5,0.0,0.0,77.7,77.7,77.7,0.0,0.0,77.45,77.45,77.45,0.0,0.0,77.45,77.45,77.45,0.0,0.0
2017-07-23,76.07,76.07,76.07,0.0,0.0,76.53,76.53,76.53,0.0,0.0,76.07,76.07,76.07,0.0,0.0,76.49,76.49,76.49,0.0,0.0
2017-07-30,77.18,77.18,77.18,0.0,0.0,77.18,77.18,77.18,0.0,0.0,76.77,76.77,76.77,0.0,0.0,76.98,76.98,76.98,0.0,0.0
2017-08-06,77.47,77.47,77.47,0.0,0.0,77.96,77.96,77.96,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.82,77.82,77.82,0.0,0.0
2017-08-13,78.2,78.2,78.2,0.0,0.0,78.25,78.25,78.25,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.98,77.98,77.98,0.0,0.0
2017-08-20,78.19,78.19,78.19,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.34,78.34,78.34,0.0,0.0
2017-08-27,78.42,78.42,78.42,0.0,0.0,78.42,78.42,78.42,0.0,0.0,77.9,77.9,77.9,0.0,0.0,78.08,78.08,78.08,0.0,0.0
2017-09-03,79.5,79.5,79.5,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.19,79.19,79.19,0.0,0.0,79.39,79.39,79.39,0.0,0.0
2017-09-10,78.21,78.21,78.21,0.0,0.0,78.22,78.22,78.22,0.0,0.0,77.91,77.91,77.91,0.0,0.0,78.12,78.12,78.12,0.0,0.0
2017-09-17,77.91,77.91,77.91,0.0,0.0,78.02,78.02,78.02,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2017-09-24,76.93,76.93,76.93,0.0,0.0,77.03,77.03,77.03,0.0,0.0,76.68,76.68,76.68,0.0,0.0,76.89,76.89,76.89,0.0,0.0
2017-10-01,76.02,76.02,76.02,0.0,0.0,76.44,76.44,76.44,0.0,0.0,75.89,75.89,75.89,0.0,0.0,76.23,76.23,76.23,0.0,0.0
2017-10-08,77.34,77.34,77.34,0.0,0.0,77.57,77.57,77.57,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.52,77.52,77.52,0.0,0.0
2017-10-15,76.41,76.41,76.41,0.0,0.0,76.55,76.55,76.55,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.44,76.44,76.44,0.0,0.0
2017-10-22,75.84,75.84,75.84,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.97,75.97,75.97,0.0,0.0
2017-10-29,77.32,77.32,77.32,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.1,77.1,77.1,0.0,0.0,77.39,77.39,77.39,0.0,0.0
2017-11-05,76.82,76.82,76.82,0.0,0.0,76.85,76.85,76.85,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.5,76.5,76.5,0.0,0.0
2017-11-12,77.57,77.57,77.57,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.54,77.54,77.54,0.0,0.0,77.81,77.81,77.81,0.0,0.0
2017-11-19,78.11,78.11,78.11,0.0,0.0,78.21,78.21,78.21,0.0,0.0,77.96,77.96,77.96,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2017-11-26,77.4,77.4,77.4,0.0,0.0,78.45,78.45,78.45,0.0,0.0,77.05,77.05,77.05,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2017-12-03,77.88,77.88,77.88,0.0,0.0,77.97,77.97,77.97,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.97,77.97,77.97,0.0,0.0
2017-12-10,78.58,78.58,78.58,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.47,78.47,78.47,0.0,0.0,78.86,78.86,78.86,0.0,0.0
2017-12-17,76.9,76.9,76.9,0.0,0.0,77.32,77.32,77.32,0.0,0.0,76.75,76.75,76.75,0.0,0.0,76.94,76.94,76.94,0.0,0.0
2017-12-24,77.75,77.75,77.75,0.0,0.0,78.12,78.12,78.12,0.0,0.0,77.75,77.75,77.75,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2017-12-31,77.39,77.39,77.39,0.0,0.0,77.59,77.59,77.59,0.0,0.0,77.11,77.11,77.11,0.0,0.0,77.28,77.28,77.28,0.0,0.0
