Date,BDX_stock_Open_average,BDX_stock_Open_max,BDX_stock_Open_min,BDX_stock_Open_volatility,BDX_stock_Open_change,BDX_stock_High_average,BDX_stock_High_max,BDX_stock_High_min,BDX_stock_High_volatility,BDX_stock_High_change,BDX_stock_Low_average,BDX_stock_Low_max,BDX_stock_Low_min,BDX_stock_Low_volatility,BDX_stock_Low_change,BDX_stock_Close_average,BDX_stock_Close_max,BDX_stock_Close_min,BDX_stock_Close_volatility,BDX_stock_Close_change,BDX_stock_Volume_average,BDX_stock_Volume_max,BDX_stock_Volume_min,BDX_stock_Volume_volatility,BDX_stock_Volume_change
2016-01-03,146.964,150.62,144.52,6.099999999999994,-5.430000000000007,148.078,151.45,145.51,5.939999999999998,-5.439999999999998,144.842,147.8,142.03,5.77000000000001,-3.990000000000009,146.04,148.42,142.36,6.059999999999974,-5.589999999999975,1705532,2813897,1080429,1733468,-1541194
2016-01-10,142.594,143.46,141.67,1.7900000000000205,-0.7400000000000091,144.33599999999998,145.78,143.45,2.3300000000000125,1.0600000000000023,140.728,141.71,139.24,2.469999999999999,2.469999999999999,142.564,145.41,141.15,4.259999999999991,1.2800000000000011,1423476,1804832,972452,832380,522224
2016-01-17,142.2375,143.83,140.85,2.980000000000018,-0.46000000000000796,143.35,144.99,141.96,3.030000000000001,0.6400000000000148,140.3175,143.07,137.69,5.3799999999999955,1.6899999999999977,142.4425,144.76,140.86,3.8999999999999773,2.259999999999991,1142001,1323759,867155,456604,-391275
2016-01-24,145.088,146.61,143.31,3.3000000000000114,-1.8100000000000023,146.612,148.18,145.37,2.8100000000000023,-1.329999999999984,143.608,144.92,141.76,3.1599999999999966,-1.6899999999999977,144.82,146.04,142.28,3.759999999999991,0.46999999999999886,1171907,1679342,775817,903525,704721
2016-01-31,142.8,147.0,137.5,9.5,-6.610000000000014,143.66,147.0,137.95,9.050000000000011,-8.51000000000002,139.226,143.91,134.71,9.199999999999989,-5.819999999999993,141.062,146.02,135.25,10.77000000000001,-10.77000000000001,1688225,2324348,1227482,1096866,-344100
2016-02-07,134.508,136.87,129.58,7.289999999999992,2.6299999999999955,137.174,139.95,134.96,4.989999999999981,4.989999999999981,133.156,136.39,129.5,6.889999999999986,6.599999999999994,135.7,139.81,132.88,6.930000000000007,6.930000000000007,1578949,1854401,1124714,729687,-228957
2016-02-14,143.09,144.5,141.19,3.3100000000000023,2.170000000000016,144.125,145.0,142.49,2.509999999999991,2.509999999999991,141.915,142.73,140.49,2.2399999999999807,1.8899999999999864,143.57750000000001,144.9,142.12,2.780000000000001,2.780000000000001,956361,1394283,753212,641071,-480953
2016-02-21,146.67,149.0,145.0,4.0,3.3700000000000045,148.084,150.17,146.3,3.869999999999976,3.869999999999976,146.202,148.91,144.73,4.180000000000007,3.930000000000007,147.584,149.64,145.68,3.9599999999999795,3.9599999999999795,934564,1228704,652130,576574,576574
2016-02-28,149.642,150.65,148.6,2.0500000000000114,0.5600000000000023,150.386,151.19,149.85,1.3400000000000034,-0.27000000000001023,148.01,149.25,147.23,2.0200000000000102,1.0800000000000125,149.388,150.72,147.45,3.2700000000000102,1.700000000000017,1218945,1490372,951927,538445,-408386
2016-03-06,148.194,149.13,147.58,1.549999999999983,0.25,148.902,150.13,147.91,2.219999999999999,0.75,147.14000000000001,148.23,145.78,2.4499999999999886,0.3299999999999841,148.254,149.78,147.11,2.6699999999999875,1.0999999999999943,1116062,1320256,869925,450331,353104
2016-03-13,149.244,149.7,148.54,1.1599999999999966,-0.5600000000000023,150.4,151.23,149.7,1.5300000000000011,-0.7800000000000011,147.798,149.1,146.12,2.9799999999999898,-2.530000000000001,149.556,150.76,147.71,3.049999999999983,-0.5199999999999818,1173447,2110488,735883,1374605,1374605
2016-03-20,149.31,150.18,148.49,1.6899999999999977,-1.6899999999999977,150.005,150.46,149.28,1.1800000000000068,-1.1800000000000068,148.54250000000002,149.06,147.74,1.3199999999999932,-1.289999999999992,149.2725,149.55,149.13,0.4200000000000159,-0.03999999999999204,767680,1002162,541619,460543,-241176
2016-03-27,150.936,152.47,149.21,3.259999999999991,1.6800000000000068,152.12,153.75,149.56,4.189999999999998,4.189999999999998,150.062,151.38,148.26,3.1200000000000045,2.450000000000017,151.68,153.49,149.03,4.460000000000008,4.460000000000008,780431,895028,702763,192265,179661
2016-04-03,154.344,156.0,152.86,3.1399999999999864,2.009999999999991,155.868,156.36,155.47,0.8900000000000148,0.3800000000000239,153.28,154.04,152.54,1.5,0.4899999999999807,154.57399999999998,155.42,152.86,2.559999999999974,-0.28000000000000114,913777,1087604,818330,269274,-50271
2016-04-10,156.956,158.92,154.4,4.519999999999982,3.5800000000000125,158.274,159.37,155.6,3.7700000000000102,3.6500000000000057,156.042,157.78,153.55,4.22999999999999,3.549999999999983,157.57999999999998,159.15,153.91,5.240000000000009,5.240000000000009,881992,1120413,716753,403660,-363571
2016-04-17,158.852,159.5,158.35,1.1500000000000057,0.3900000000000148,159.76000000000002,159.99,159.49,0.5,0.5,157.98,158.19,157.62,0.5699999999999932,0.020000000000010232,158.96,159.88,157.99,1.8899999999999864,0.4000000000000057,742594,886650,444700,441950,-346504
2016-04-24,160.278,161.01,159.56,1.4499999999999886,1.4499999999999886,161.45999999999998,162.98,160.26,2.719999999999999,1.0600000000000023,159.538,159.92,159.1,0.8199999999999932,0.710000000000008,160.89,161.93,159.55,2.3799999999999955,1.0,915764,1344251,540561,803690,803690
2016-05-01,161.51,163.07,159.94,3.1299999999999955,2.3300000000000125,163.364,165.96,161.37,4.590000000000003,2.759999999999991,159.942,162.47,157.6,4.8700000000000045,4.8700000000000045,162.596,165.21,160.43,4.780000000000001,3.9399999999999977,1514070,1823358,1277475,545883,268438
2016-05-08,166.708,167.78,165.17,2.6100000000000136,1.9300000000000068,167.978,169.08,167.0,2.0800000000000125,0.5800000000000125,165.764,167.03,164.72,2.3100000000000023,1.0999999999999943,166.822,167.64,165.98,1.6599999999999966,0.3100000000000023,1015722,1438456,790182,648274,-648274
2016-05-15,165.78,167.74,164.58,3.1599999999999966,-1.3700000000000045,166.93800000000002,168.86,165.37,3.490000000000009,-3.25,164.176,166.18,162.25,3.930000000000007,-2.2900000000000205,165.678,168.57,163.94,4.6299999999999955,-3.569999999999993,1078735,1181205,973618,207587,109692
