Date,FSTR_stock_Open_average,FSTR_stock_Open_max,FSTR_stock_Open_min,FSTR_stock_Open_volatility,FSTR_stock_Open_change,FSTR_stock_High_average,FSTR_stock_High_max,FSTR_stock_High_min,FSTR_stock_High_volatility,FSTR_stock_High_change,FSTR_stock_Low_average,FSTR_stock_Low_max,FSTR_stock_Low_min,FSTR_stock_Low_volatility,FSTR_stock_Low_change,FSTR_stock_Close_average,FSTR_stock_Close_max,FSTR_stock_Close_min,FSTR_stock_Close_volatility,FSTR_stock_Close_change,FSTR_stock_Volume_average,FSTR_stock_Volume_max,FSTR_stock_Volume_min,FSTR_stock_Volume_volatility,FSTR_stock_Volume_change
2016-01-03,12.484,13.4,11.46,1.9399999999999995,-1.9399999999999995,12.596,13.4,11.62,1.7800000000000011,-1.7800000000000011,11.831999999999999,12.69,10.88,1.8099999999999987,-1.8099999999999987,12.18,12.9,11.45,1.450000000000001,-1.4000000000000004,109430,137793,78691,59102,6140
2016-01-10,10.46,11.46,9.72,1.7400000000000002,-1.7400000000000002,10.662,11.46,9.98,1.4800000000000004,-1.4800000000000004,9.634,10.5,9.11,1.3900000000000006,-1.3900000000000006,10.188,10.76,9.87,0.8900000000000006,-0.7999999999999989,144060,168345,111184,57161,-5994
2016-01-17,9.9075,10.4,9.3,1.0999999999999996,0.3600000000000012,10.4775,10.9,10.01,0.8900000000000006,0.5800000000000001,9.475,10.11,8.8,1.3099999999999987,0.9399999999999995,9.9925,10.39,9.51,0.8800000000000008,0.8800000000000008,81964,101755,69580,32175,-32175
2016-01-24,10.482,10.97,10.01,0.9600000000000009,0.2699999999999996,11.0,11.56,10.32,1.2400000000000002,1.2400000000000002,10.209999999999999,10.59,9.75,0.8399999999999999,0.8399999999999999,10.692,11.53,9.93,1.5999999999999996,1.5999999999999996,76993,91304,56802,34502,8457
2016-01-31,11.308,11.5,11.19,0.3100000000000005,0.10999999999999943,11.78,12.46,11.22,1.2400000000000002,0.7900000000000009,11.054,11.5,10.76,0.7400000000000002,0.5299999999999994,11.443999999999999,11.78,11.07,0.7099999999999991,0.22000000000000064,63065,77878,50640,27238,6594
2016-02-07,11.552,12.01,11.12,0.8900000000000006,-0.15000000000000036,12.15,12.66,11.59,1.0700000000000003,0.370000000000001,11.254,11.48,10.96,0.5199999999999996,-0.23000000000000043,11.75,12.32,11.22,1.0999999999999996,0.09999999999999964,67870,119823,48883,70940,49891
2016-02-14,12.53,12.68,12.35,0.33000000000000007,-0.23000000000000043,12.945,13.23,12.68,0.5500000000000007,0.23000000000000043,12.120000000000001,12.38,11.9,0.4800000000000004,-0.3200000000000003,12.5075,12.7,12.4,0.29999999999999893,0.10999999999999943,71638,87933,50348,37585,-8596
2016-02-21,12.531666666666666,12.86,11.77,1.0899999999999999,0.21999999999999886,12.965,13.36,12.72,0.6399999999999988,-0.26000000000000156,12.246666666666666,12.86,11.6,1.2599999999999998,0.3699999999999992,12.629999999999999,12.88,11.98,0.9000000000000004,0.2699999999999996,56635,102544,32092,70452,-68366
2016-02-28,14.208,15.65,12.94,2.710000000000001,2.710000000000001,15.402,16.7,13.91,2.789999999999999,2.789999999999999,14.032,15.65,12.29,3.360000000000001,3.360000000000001,14.922,16.13,13.59,2.539999999999999,2.389999999999999,104911,145032,83974,61058,4635
2016-03-06,16.174,16.42,16.02,0.40000000000000213,-0.120000000000001,16.592000000000002,17.28,16.21,1.0700000000000003,-0.8000000000000007,15.693999999999999,16.13,15.29,0.8399999999999999,-0.3699999999999992,16.22,16.62,15.93,0.6900000000000013,-0.22000000000000242,67687,81998,50238,31760,-31760
2016-03-13,16.712,18.17,15.69,2.480000000000002,1.6700000000000017,17.652,18.53,16.99,1.5400000000000027,1.4899999999999984,16.104,17.05,15.59,1.4600000000000009,1.1300000000000008,17.142,18.33,15.88,2.4499999999999975,1.629999999999999,94467,166992,49844,117148,92252
2016-03-20,17.1625,18.08,15.9,2.179999999999998,-2.179999999999998,17.5775,18.29,17.1,1.1899999999999977,-1.1899999999999977,16.5325,17.28,15.62,1.660000000000002,-1.570000000000002,16.9525,17.62,16.06,1.5600000000000023,-0.8100000000000023,77068,104416,45757,58659,-42116
2016-03-27,17.124,18.01,16.02,1.990000000000002,1.0899999999999999,17.814,18.38,17.14,1.2399999999999984,0.9100000000000001,16.686,17.18,16.02,1.1600000000000001,1.0500000000000007,17.334,18.16,16.2,1.9600000000000009,1.5100000000000016,165043,314964,100911,214053,-64593
2016-04-03,17.23,17.78,16.84,0.9400000000000013,-0.9400000000000013,17.816,18.25,17.16,1.0899999999999999,0.030000000000001137,16.564,17.19,16.01,1.1799999999999997,-0.3500000000000014,17.164,17.77,16.6,1.1699999999999982,-0.48999999999999844,104965,173325,62479,110846,-96863
2016-04-10,18.602,20.05,17.53,2.5199999999999996,1.7199999999999989,19.236,20.21,17.91,2.3000000000000007,1.4600000000000009,18.034,18.8,17.09,1.7100000000000009,1.7100000000000009,18.892,20.08,17.68,2.3999999999999986,1.5199999999999996,82835,113464,47354,66110,-46457
2016-04-17,19.194,19.49,18.98,0.509999999999998,0.509999999999998,19.836,20.38,19.51,0.8699999999999974,0.8699999999999974,18.996000000000002,19.44,18.69,0.75,0.6400000000000006,19.362000000000002,19.84,19.01,0.8299999999999983,0.8299999999999983,80483,122927,51630,71297,9089
2016-04-24,19.806,20.53,19.0,1.5300000000000011,-0.2799999999999976,20.404,20.77,20.03,0.7399999999999984,0.1999999999999993,19.202,19.9,18.8,1.0999999999999979,0.3200000000000003,19.79,20.47,19.05,1.4199999999999982,0.629999999999999,82403,115762,52463,63299,-6335
2016-05-01,15.764,20.04,11.21,8.829999999999998,-8.829999999999998,16.164,20.04,12.25,7.789999999999999,-7.789999999999999,14.314,18.94,11.15,7.790000000000001,-7.750000000000002,14.638,19.33,11.23,8.099999999999998,-7.369999999999997,199419,405515,52007,353508,91610
2016-05-08,12.022,12.63,11.37,1.2600000000000016,-0.11999999999999922,12.42,12.97,12.12,0.8500000000000014,0.07000000000000028,11.472,11.8,11.25,0.5500000000000007,0.2599999999999998,11.876,12.31,11.36,0.9500000000000011,0.28000000000000114,103317,122749,89714,33035,-5300
2016-05-15,11.712,11.97,11.52,0.45000000000000107,0.010000000000001563,12.02,12.3,11.76,0.5400000000000009,-0.34999999999999964,11.392,11.54,11.14,0.3999999999999986,-0.17999999999999972,11.68,12.02,11.5,0.5199999999999996,-0.5199999999999996,84201,89606,77204,12402,-12402
2016-05-22,11.411999999999999,11.7,11.03,0.6699999999999999,-0.08000000000000007,11.736,12.0,11.49,0.5099999999999998,-0.129999999999999,11.19,11.43,11.0,0.4299999999999997,0.21000000000000085,11.35,11.53,11.07,0.4599999999999991,0.1899999999999995,79007,92875,63163,29712,-23283
