Date,ALGNStock_Open_average,ALGNStock_Open_max,ALGNStock_Open_min,ALGNStock_Open_volatility,ALGNStock_Open_change,ALGNStock_High_average,ALGNStock_High_max,ALGNStock_High_min,ALGNStock_High_volatility,ALGNStock_High_change,ALGNStock_Low_average,ALGNStock_Low_max,ALGNStock_Low_min,ALGNStock_Low_volatility,ALGNStock_Low_change,ALGNStock_Close_average,ALGNStock_Close_max,ALGNStock_Close_min,ALGNStock_Close_volatility,ALGNStock_Close_change,ALGNStock_Volume_average,ALGNStock_Volume_max,ALGNStock_Volume_min,ALGNStock_Volume_volatility,ALGNStock_Volume_change
2016-01-03,64.33,64.99,63.53,1.4599999999999937,-0.6099999999999994,65.762,67.0,64.89,2.1099999999999994,1.0999999999999943,63.79,64.64,62.91,1.730000000000004,0.509999999999998,64.424,64.95,63.5,1.4500000000000028,0.2600000000000051,859422,987310,746616,240694,-71306
2016-01-10,61.136,64.78,58.7,6.079999999999998,-6.079999999999998,61.912,64.95,59.86,5.090000000000003,-5.090000000000003,59.147999999999996,60.61,57.83,2.780000000000001,-2.6099999999999994,60.296,61.77,58.86,2.9100000000000037,-1.1400000000000006,524100,884991,383561,501430,-424634
2016-01-17,60.2675,61.18,59.16,2.020000000000003,0.9099999999999966,61.2,61.46,60.94,0.5200000000000031,0.4100000000000037,59.0875,59.88,57.31,2.5700000000000003,0.5600000000000023,60.445,60.95,59.77,1.1799999999999997,1.1799999999999997,610570,740437,397846,342591,91703
2016-01-24,61.952,64.5,60.47,4.030000000000001,3.6899999999999977,63.634,69.36,61.33,8.030000000000001,8.030000000000001,60.526,62.88,58.43,4.450000000000003,2.710000000000001,61.934,66.14,59.51,6.630000000000003,5.75,897116,2198499,334006,1864493,1864493
2016-01-31,66.726,67.76,65.65,2.1099999999999994,0.9899999999999949,67.822,68.03,67.34,0.6899999999999977,-0.6899999999999977,65.602,66.59,65.02,1.5700000000000074,-0.5600000000000023,67.102,67.55,65.87,1.6799999999999926,-1.6799999999999926,686908,1052810,398321,654489,-494282
2016-02-07,60.276,65.0,58.22,6.780000000000001,-5.259999999999998,61.418,65.0,59.72,5.280000000000001,-5.049999999999997,58.0,58.69,57.51,1.1799999999999997,0.490000000000002,59.002,60.13,58.65,1.480000000000004,0.13000000000000256,982614,1550729,513000,1037729,-1037729
2016-02-14,61.9125,63.62,59.61,4.009999999999998,2.740000000000002,63.22,63.83,61.95,1.8799999999999955,1.4899999999999949,60.96,62.39,58.95,3.4399999999999977,2.489999999999995,62.785,63.29,61.87,1.4200000000000017,1.4200000000000017,521943,742117,289225,452892,-452892
2016-02-21,63.751666666666665,65.38,62.24,3.1399999999999935,1.6099999999999923,64.70166666666667,65.62,63.55,2.0700000000000074,0.7199999999999989,63.29666666666667,65.38,61.49,3.8899999999999935,1.6999999999999957,64.30499999999999,65.4,62.94,2.460000000000008,1.0499999999999972,335081,427687,0,427687,-398255
2016-02-28,67.526,69.48,65.32,4.160000000000011,4.160000000000011,68.626,70.6,66.25,4.349999999999994,4.349999999999994,66.764,68.48,65.08,3.4000000000000057,3.4000000000000057,68.446,70.39,66.03,4.359999999999999,4.359999999999999,624677,772869,465590,307279,145524
2016-03-06,70.786,71.22,70.35,0.8700000000000045,0.8700000000000045,71.626,72.75,71.08,1.6700000000000017,1.0999999999999943,70.02,70.84,69.45,1.3900000000000006,1.0,71.112,72.3,70.42,1.8799999999999955,0.75,705038,843184,618586,224598,34616
2016-03-13,70.264,71.97,68.5,3.469999999999999,-3.0799999999999983,71.36,72.83,69.24,3.5900000000000034,-3.1299999999999955,69.478,71.12,66.79,4.329999999999998,-2.8700000000000045,70.652,72.64,68.47,4.170000000000002,-3.309999999999988,1242224,3111127,487985,2623142,805399
2016-03-20,69.36,69.91,68.71,1.2000000000000028,0.37999999999999545,70.1275,70.4,69.88,0.5200000000000102,0.46999999999999886,68.805,69.51,68.44,1.0700000000000074,0.3500000000000085,69.6575,70.23,68.8,1.4300000000000068,1.4300000000000068,713122,892530,597216,295314,-295314
2016-03-27,71.5,72.57,70.06,2.509999999999991,2.2299999999999898,72.75,73.55,70.68,2.8699999999999903,2.779999999999987,71.044,71.97,69.7,2.269999999999996,2.200000000000003,72.108,73.02,70.35,2.6700000000000017,2.6700000000000017,776908,996203,564801,431402,-218020
2016-04-03,73.01,73.57,72.09,1.4799999999999898,-0.12999999999999545,73.482,73.83,73.06,0.769999999999996,-0.5100000000000051,72.158,72.36,71.91,0.45000000000000284,0.06999999999999318,72.924,73.55,72.18,1.3699999999999903,-0.28000000000000114,575232,636386,377072,259314,-229276
