Date,Vanguard REITEtf_Open_average,Vanguard REITEtf_Open_max,Vanguard REITEtf_Open_min,Vanguard REITEtf_Open_volatility,Vanguard REITEtf_Open_change,Vanguard REITEtf_High_average,Vanguard REITEtf_High_max,Vanguard REITEtf_High_min,Vanguard REITEtf_High_volatility,Vanguard REITEtf_High_change,Vanguard REITEtf_Low_average,Vanguard REITEtf_Low_max,Vanguard REITEtf_Low_min,Vanguard REITEtf_Low_volatility,Vanguard REITEtf_Low_change,Vanguard REITEtf_Close_average,Vanguard REITEtf_Close_max,Vanguard REITEtf_Close_min,Vanguard REITEtf_Close_volatility,Vanguard REITEtf_Close_change
2016-01-03,79.04,79.04,79.04,0.0,0.0,79.1,79.1,79.1,0.0,0.0,77.33,77.33,77.33,0.0,0.0,77.46,77.46,77.46,0.0,0.0
2016-01-10,75.14,75.14,75.14,0.0,0.0,75.76,75.76,75.76,0.0,0.0,74.55,74.55,74.55,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2016-01-17,75.06,75.06,75.06,0.0,0.0,76.7,76.7,76.7,0.0,0.0,74.94,74.94,74.94,0.0,0.0,76.41,76.41,76.41,0.0,0.0
2016-01-24,75.9,75.9,75.9,0.0,0.0,77.07,77.07,77.07,0.0,0.0,75.33,75.33,75.33,0.0,0.0,76.99,76.99,76.99,0.0,0.0
2016-01-31,76.81,76.81,76.81,0.0,0.0,76.81,76.81,76.81,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2016-02-07,72.13,72.13,72.13,0.0,0.0,72.49,72.49,72.49,0.0,0.0,71.55,71.55,71.55,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2016-02-14,74.74,74.74,74.74,0.0,0.0,75.75,75.75,75.75,0.0,0.0,74.49,74.49,74.49,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2016-02-21,77.33,77.33,77.33,0.0,0.0,77.68,77.68,77.68,0.0,0.0,76.98,76.98,76.98,0.0,0.0,77.01,77.01,77.01,0.0,0.0
2016-02-28,79.73,79.73,79.73,0.0,0.0,79.94,79.94,79.94,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.87,79.87,79.87,0.0,0.0
2016-03-06,80.21,80.21,80.21,0.0,0.0,81.27,81.27,81.27,0.0,0.0,80.03,80.03,80.03,0.0,0.0,81.19,81.19,81.19,0.0,0.0
2016-03-13,83.54,83.54,83.54,0.0,0.0,83.75,83.75,83.75,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.02,83.02,83.02,0.0,0.0
2016-03-20,80.78,80.78,80.78,0.0,0.0,81.01,81.01,81.01,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.95,80.95,80.95,0.0,0.0
2016-03-27,83.63,83.63,83.63,0.0,0.0,83.83,83.83,83.83,0.0,0.0,83.17,83.17,83.17,0.0,0.0,83.69,83.69,83.69,0.0,0.0
2016-04-03,83.13,83.13,83.13,0.0,0.0,83.5,83.5,83.5,0.0,0.0,82.95,82.95,82.95,0.0,0.0,83.16,83.16,83.16,0.0,0.0
2016-04-10,82.92,82.92,82.92,0.0,0.0,83.58,83.58,83.58,0.0,0.0,82.5,82.5,82.5,0.0,0.0,83.38,83.38,83.38,0.0,0.0
2016-04-17,80.93,80.93,80.93,0.0,0.0,81.95,81.95,81.95,0.0,0.0,80.81,80.81,80.81,0.0,0.0,81.77,81.77,81.77,0.0,0.0
2016-04-24,82.19,82.19,82.19,0.0,0.0,82.37,82.37,82.37,0.0,0.0,81.03,81.03,81.03,0.0,0.0,81.83,81.83,81.83,0.0,0.0
2016-05-01,84.65,84.65,84.65,0.0,0.0,85.66,85.66,85.66,0.0,0.0,84.26,84.26,84.26,0.0,0.0,85.59,85.59,85.59,0.0,0.0
2016-05-08,84.93,84.93,84.93,0.0,0.0,84.93,84.93,84.93,0.0,0.0,83.81,83.81,83.81,0.0,0.0,84.4,84.4,84.4,0.0,0.0
2016-05-15,81.7,81.7,81.7,0.0,0.0,82.19,82.19,82.19,0.0,0.0,81.55,81.55,81.55,0.0,0.0,82.04,82.04,82.04,0.0,0.0
2016-05-22,83.37,83.37,83.37,0.0,0.0,84.03,84.03,84.03,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.68,83.68,83.68,0.0,0.0
2016-05-29,84.98,84.98,84.98,0.0,0.0,85.24,85.24,85.24,0.0,0.0,84.1,84.1,84.1,0.0,0.0,84.51,84.51,84.51,0.0,0.0
2016-06-05,84.78,84.78,84.78,0.0,0.0,85.02,85.02,85.02,0.0,0.0,84.34,84.34,84.34,0.0,0.0,84.7,84.7,84.7,0.0,0.0
2016-06-12,85.83,85.83,85.83,0.0,0.0,85.83,85.83,85.83,0.0,0.0,84.98,84.98,84.98,0.0,0.0,85.64,85.64,85.64,0.0,0.0
2016-06-19,84.13,84.13,84.13,0.0,0.0,85.72,85.72,85.72,0.0,0.0,83.54,83.54,83.54,0.0,0.0,84.87,84.87,84.87,0.0,0.0
2016-06-26,88.97,88.97,88.97,0.0,0.0,89.4,89.4,89.4,0.0,0.0,88.44,88.44,88.44,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2016-07-03,88.86,88.86,88.86,0.0,0.0,89.84,89.84,89.84,0.0,0.0,88.75,88.75,88.75,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2016-07-10,90.07,90.07,90.07,0.0,0.0,90.18,90.18,90.18,0.0,0.0,89.46,89.46,89.46,0.0,0.0,90.11,90.11,90.11,0.0,0.0
2016-07-17,90.89,90.89,90.89,0.0,0.0,92.05,92.05,92.05,0.0,0.0,90.7,90.7,90.7,0.0,0.0,91.78,91.78,91.78,0.0,0.0
2016-07-24,91.54,91.54,91.54,0.0,0.0,92.92,92.92,92.92,0.0,0.0,91.2,91.2,91.2,0.0,0.0,92.45,92.45,92.45,0.0,0.0
2016-07-31,90.32,90.32,90.32,0.0,0.0,90.6,90.6,90.6,0.0,0.0,90.01,90.01,90.01,0.0,0.0,90.33,90.33,90.33,0.0,0.0
2016-08-07,90.05,90.05,90.05,0.0,0.0,91.06,91.06,91.06,0.0,0.0,89.78,89.78,89.78,0.0,0.0,90.23,90.23,90.23,0.0,0.0
2016-08-14,88.97,88.97,88.97,0.0,0.0,89.07,89.07,89.07,0.0,0.0,88.26,88.26,88.26,0.0,0.0,88.52,88.52,88.52,0.0,0.0
2016-08-21,89.22,89.22,89.22,0.0,0.0,89.77,89.77,89.77,0.0,0.0,87.59,87.59,87.59,0.0,0.0,88.18,88.18,88.18,0.0,0.0
2016-08-28,89.27,89.27,89.27,0.0,0.0,90.61,90.61,90.61,0.0,0.0,89.13,89.13,89.13,0.0,0.0,89.52,89.52,89.52,0.0,0.0
2016-09-04,88.62,88.62,88.62,0.0,0.0,88.87,88.87,88.87,0.0,0.0,86.07,86.07,86.07,0.0,0.0,86.09,86.09,86.09,0.0,0.0
2016-09-11,84.83,84.83,84.83,0.0,0.0,85.04,85.04,85.04,0.0,0.0,84.35,84.35,84.35,0.0,0.0,84.97,84.97,84.97,0.0,0.0
2016-09-18,88.02,88.02,88.02,0.0,0.0,88.83,88.83,88.83,0.0,0.0,87.29,87.29,87.29,0.0,0.0,88.53,88.53,88.53,0.0,0.0
2016-09-25,87.65,87.65,87.65,0.0,0.0,88.19,88.19,88.19,0.0,0.0,86.73,86.73,86.73,0.0,0.0,86.74,86.74,86.74,0.0,0.0
2016-10-02,82.8,82.8,82.8,0.0,0.0,83.63,83.63,83.63,0.0,0.0,81.77,81.77,81.77,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2016-10-09,83.3,83.3,83.3,0.0,0.0,83.99,83.99,83.99,0.0,0.0,82.91,82.91,82.91,0.0,0.0,83.08,83.08,83.08,0.0,0.0
2016-10-16,83.38,83.38,83.38,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.1,83.1,83.1,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2016-10-23,80.39,80.39,80.39,0.0,0.0,81.14,81.14,81.14,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.45,80.45,80.45,0.0,0.0
2016-10-30,78.39,78.39,78.39,0.0,0.0,79.08,79.08,79.08,0.0,0.0,78.06,78.06,78.06,0.0,0.0,78.82,78.82,78.82,0.0,0.0
2016-11-06,78.0,78.0,78.0,0.0,0.0,79.51,79.51,79.51,0.0,0.0,77.95,77.95,77.95,0.0,0.0,78.54,78.54,78.54,0.0,0.0
2016-11-13,78.79,78.79,78.79,0.0,0.0,79.13,79.13,79.13,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.92,78.92,78.92,0.0,0.0
2016-11-20,79.8,79.8,79.8,0.0,0.0,80.63,80.63,80.63,0.0,0.0,79.74,79.74,79.74,0.0,0.0,80.18,80.18,80.18,0.0,0.0
