Date,MLPStock_Open_average,MLPStock_Open_max,MLPStock_Open_min,MLPStock_Open_volatility,MLPStock_Open_change,MLPStock_High_average,MLPStock_High_max,MLPStock_High_min,MLPStock_High_volatility,MLPStock_High_change,MLPStock_Low_average,MLPStock_Low_max,MLPStock_Low_min,MLPStock_Low_volatility,MLPStock_Low_change,MLPStock_Close_average,MLPStock_Close_max,MLPStock_Close_min,MLPStock_Close_volatility,MLPStock_Close_change,MLPStock_Volume_average,MLPStock_Volume_max,MLPStock_Volume_min,MLPStock_Volume_volatility,MLPStock_Volume_change
2016-01-03,5.356,5.42,5.21,0.20999999999999996,-0.13999999999999968,5.38,5.43,5.24,0.1899999999999995,-0.1899999999999995,5.162,5.42,4.73,0.6899999999999995,-0.2699999999999996,5.284,5.43,5.15,0.27999999999999936,-0.15999999999999925,16262,63464,2639,60825,-4739
2016-01-10,5.016,5.07,4.91,0.16000000000000014,0.0,5.078,5.14,5.02,0.1200000000000001,0.0,4.994,5.07,4.91,0.16000000000000014,-0.08999999999999986,5.032,5.07,5.0,0.07000000000000028,-0.05000000000000071,1918,5219,196,5023,5023
2016-01-17,5.125,5.28,5.01,0.27000000000000046,0.27000000000000046,5.2125,5.28,5.13,0.15000000000000036,0.15000000000000036,5.0649999999999995,5.13,5.01,0.1200000000000001,0.1200000000000001,5.17,5.25,5.1,0.15000000000000036,0.05000000000000071,5077,7487,3842,3645,-728
2016-01-24,5.19,5.28,5.05,0.23000000000000043,0.08999999999999986,5.33,5.5,5.22,0.28000000000000025,0.11000000000000032,5.12,5.28,5.01,0.27000000000000046,0.1800000000000006,5.208,5.3,5.1,0.20000000000000018,0.16999999999999993,7152,19741,434,19307,-7077
2016-01-31,5.282,5.31,5.24,0.0699999999999994,0.009999999999999787,5.33,5.49,5.24,0.25,-0.1800000000000006,5.198,5.22,5.15,0.0699999999999994,0.009999999999999787,5.23,5.32,5.19,0.1299999999999999,-0.10000000000000053,2720,6697,452,6245,-5051
2016-02-07,5.0825,5.15,4.97,0.1800000000000006,-0.16000000000000014,5.2225,5.33,5.14,0.1900000000000004,-0.17999999999999972,4.9775,5.15,4.77,0.3800000000000008,0.20000000000000018,5.1425,5.21,5.08,0.1299999999999999,-0.08999999999999986,9851,22537,2385,20152,-12353
2016-02-14,5.1775,5.3,4.85,0.4500000000000002,0.4400000000000004,5.31,5.38,5.27,0.11000000000000032,0.08999999999999986,5.1175,5.22,4.85,0.3700000000000001,0.35000000000000053,5.2575,5.36,5.21,0.15000000000000036,0.1200000000000001,3084,5444,873,4571,-2339
2016-02-21,5.4,5.46,5.34,0.1200000000000001,0.1200000000000001,5.414,5.46,5.37,0.08999999999999986,0.04999999999999982,5.37,5.42,5.32,0.09999999999999964,0.05999999999999961,5.388,5.42,5.36,0.05999999999999961,-0.03000000000000025,3358,10733,111,10622,-3860
2016-02-28,5.476,5.53,5.42,0.11000000000000032,-0.0600000000000005,5.49,5.53,5.45,0.08000000000000007,-0.03000000000000025,5.408,5.46,5.33,0.1299999999999999,-0.08000000000000007,5.42,5.48,5.33,0.15000000000000036,-0.08000000000000007,2657,6209,1233,4976,4976
2016-03-06,5.402,5.47,5.34,0.1299999999999999,0.02999999999999936,5.42,5.47,5.35,0.1200000000000001,0.02999999999999936,5.352,5.41,5.25,0.16000000000000014,0.16000000000000014,5.37,5.44,5.25,0.1900000000000004,0.16000000000000014,1496,2463,225,2238,-1969
2016-03-13,5.46,5.49,5.44,0.04999999999999982,-0.009999999999999787,5.498,5.55,5.44,0.10999999999999943,0.08000000000000007,5.448,5.49,5.42,0.07000000000000028,0.03000000000000025,5.466,5.53,5.42,0.11000000000000032,0.07000000000000028,3697,10339,529,9810,1649
2016-03-20,5.6225000000000005,5.83,5.46,0.3700000000000001,0.3700000000000001,5.7875,6.0,5.66,0.33999999999999986,0.33999999999999986,5.6025,5.75,5.46,0.29000000000000004,0.29000000000000004,5.7375,5.92,5.65,0.2699999999999996,0.2599999999999998,4259,8036,1928,6108,4352
2016-03-27,5.952,6.1,5.83,0.2699999999999996,-0.13999999999999968,6.042,6.23,5.83,0.40000000000000036,-0.40000000000000036,5.838,5.97,5.58,0.3899999999999997,-0.3899999999999997,5.902,6.22,5.58,0.6399999999999997,-0.6399999999999997,7090,19470,1117,18353,-3669
2016-04-03,5.638,5.67,5.58,0.08999999999999986,-0.040000000000000036,5.666,5.72,5.59,0.1299999999999999,0.05999999999999961,5.598,5.62,5.56,0.0600000000000005,0.0600000000000005,5.622,5.71,5.58,0.1299999999999999,0.1299999999999999,2124,3775,692,3083,-1601
2016-04-10,5.77,5.82,5.72,0.10000000000000053,-0.0600000000000005,5.778,5.84,5.74,0.09999999999999964,-0.08000000000000007,5.712,5.8,5.65,0.14999999999999947,-0.14999999999999947,5.712,5.8,5.65,0.14999999999999947,-0.14999999999999947,2845,4064,1816,2248,-2172
2016-04-17,5.582,5.72,5.49,0.22999999999999954,0.10999999999999943,5.682,5.73,5.64,0.09000000000000075,0.020000000000000462,5.454000000000001,5.57,5.23,0.33999999999999986,-0.1200000000000001,5.542,5.63,5.44,0.1899999999999995,-0.17999999999999972,3930,9587,1963,7624,274
2016-04-24,5.466,5.63,5.4,0.22999999999999954,0.22999999999999954,5.628,6.04,5.49,0.5499999999999998,0.5499999999999998,5.466,5.63,5.4,0.22999999999999954,0.22999999999999954,5.586,5.96,5.47,0.4900000000000002,0.47999999999999954,7211,23351,650,22701,20866
2016-05-01,6.034,6.13,5.95,0.17999999999999972,-0.009999999999999787,6.144,6.24,6.05,0.1900000000000004,-0.1800000000000006,5.804,6.05,5.32,0.7299999999999995,-0.5599999999999996,5.922,6.19,5.35,0.8400000000000007,-0.71,18431,41504,1848,39656,9451
2016-05-08,5.382,5.43,5.32,0.10999999999999943,0.05000000000000071,5.4719999999999995,5.51,5.44,0.0699999999999994,0.0699999999999994,5.338,5.38,5.3,0.08000000000000007,-0.04999999999999982,5.428,5.51,5.38,0.1299999999999999,0.1299999999999999,3357,7710,578,7132,6062
2016-05-15,5.6419999999999995,5.77,5.56,0.20999999999999996,0.20999999999999996,5.73,5.86,5.61,0.25,0.13999999999999968,5.632,5.75,5.56,0.1900000000000004,0.1900000000000004,5.666,5.79,5.58,0.20999999999999996,0.15000000000000036,1871,3003,444,2559,333
2016-05-22,5.87,5.97,5.74,0.22999999999999954,0.16000000000000014,5.9319999999999995,6.02,5.81,0.20999999999999996,0.20999999999999996,5.84,5.97,5.74,0.22999999999999954,0.20000000000000018,5.93,6.02,5.8,0.21999999999999975,0.21999999999999975,2339,5085,660,4425,512
2016-05-29,6.095000000000001,6.32,5.99,0.33000000000000007,0.28000000000000025,6.202500000000001,6.34,6.04,0.2999999999999998,0.28000000000000025,6.075,6.24,5.99,0.25,0.20000000000000018,6.18,6.32,6.04,0.28000000000000025,0.28000000000000025,4371,6835,2157,4678,3982
2016-06-05,6.1725,6.22,6.12,0.09999999999999964,-0.04999999999999982,6.51,7.47,6.14,1.33,1.2699999999999996,6.1325,6.2,6.1,0.10000000000000053,-0.08999999999999986,6.359999999999999,7.0,6.1,0.9000000000000004,0.7999999999999998,20050,74453,666,73787,73545
2016-06-12,6.952,7.02,6.86,0.15999999999999925,-0.019999999999999574,7.102,7.41,6.98,0.4299999999999997,-0.09999999999999964,6.902,6.98,6.84,0.14000000000000057,0.10000000000000053,6.958,7.01,6.86,0.14999999999999947,0.1299999999999999,9778,31068,724,30344,-5005
2016-06-19,6.902,7.02,6.78,0.23999999999999932,-0.1899999999999995,7.046,7.28,6.84,0.4400000000000004,-0.4400000000000004,6.7459999999999996,6.87,6.6,0.27000000000000046,-0.16000000000000014,6.854,7.01,6.71,0.2999999999999998,-0.21999999999999975,8903,16495,2156,14339,-14339
