Date,First Trust China AlphaDEXEtf_Open_average,First Trust China AlphaDEXEtf_Open_max,First Trust China AlphaDEXEtf_Open_min,First Trust China AlphaDEXEtf_Open_volatility,First Trust China AlphaDEXEtf_Open_change,First Trust China AlphaDEXEtf_High_average,First Trust China AlphaDEXEtf_High_max,First Trust China AlphaDEXEtf_High_min,First Trust China AlphaDEXEtf_High_volatility,First Trust China AlphaDEXEtf_High_change,First Trust China AlphaDEXEtf_Low_average,First Trust China AlphaDEXEtf_Low_max,First Trust China AlphaDEXEtf_Low_min,First Trust China AlphaDEXEtf_Low_volatility,First Trust China AlphaDEXEtf_Low_change,First Trust China AlphaDEXEtf_Close_average,First Trust China AlphaDEXEtf_Close_max,First Trust China AlphaDEXEtf_Close_min,First Trust China AlphaDEXEtf_Close_volatility,First Trust China AlphaDEXEtf_Close_change
2016-01-03,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2016-01-10,17.14,17.14,17.14,0.0,0.0,18.49,18.49,18.49,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2016-01-17,17.55,17.55,17.55,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.31,17.31,17.31,0.0,0.0
2016-01-24,17.75,17.75,17.75,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2016-01-31,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2016-02-07,16.34,16.34,16.34,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2016-02-14,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2016-02-21,17.25,17.25,17.25,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2016-02-28,18.24,18.24,18.24,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2016-03-06,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2016-03-13,19.05,19.05,19.05,0.0,0.0,19.19,19.19,19.19,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2016-03-20,18.52,18.52,18.52,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2016-03-27,19.01,19.01,19.01,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2016-04-03,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2016-04-10,19.43,19.43,19.43,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2016-04-17,19.51,19.51,19.51,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2016-04-24,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2016-05-01,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2016-05-08,17.41,17.41,17.41,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2016-05-15,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2016-05-22,17.79,17.79,17.79,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2016-05-29,18.36,18.36,18.36,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2016-06-05,18.12,18.12,18.12,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2016-06-12,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2016-06-19,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2016-06-26,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2016-07-03,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2016-07-10,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2016-07-17,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2016-07-24,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2016-07-31,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2016-08-07,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2016-08-14,20.52,20.52,20.52,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2016-08-21,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2016-08-28,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2016-09-04,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2016-09-11,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2016-09-18,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2016-09-25,20.65,20.65,20.65,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2016-10-02,20.68,20.68,20.68,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2016-10-09,20.53,20.53,20.53,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2016-10-16,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2016-10-23,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2016-10-30,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2016-11-06,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2016-11-13,19.3,19.3,19.3,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2016-11-20,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2016-11-27,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2016-12-04,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2016-12-11,18.71,18.71,18.71,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2016-12-18,18.43,18.43,18.43,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2016-12-25,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2017-01-01,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2017-01-08,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2017-01-15,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2017-01-22,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2017-01-29,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2017-02-05,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2017-02-12,21.33,21.33,21.33,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2017-02-19,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2017-02-26,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2017-03-05,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2017-03-12,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2017-03-19,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2017-03-26,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2017-04-02,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2017-04-09,22.74,22.74,22.74,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2017-04-16,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2017-04-23,22.13,22.13,22.13,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2017-04-30,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2017-05-07,21.82,21.82,21.82,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2017-05-14,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2017-05-21,22.4,22.4,22.4,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2017-05-28,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2017-06-04,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2017-06-11,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2017-06-18,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2017-06-25,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2017-07-02,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2017-07-09,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2017-07-16,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2017-07-23,25.68,25.68,25.68,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2017-07-30,25.92,25.92,25.92,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2017-08-06,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2017-08-13,24.9,24.9,24.9,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2017-08-20,26.85,26.85,26.85,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2017-08-27,27.25,27.25,27.25,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2017-09-03,27.66,27.66,27.66,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2017-09-10,28.96,28.96,28.96,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2017-09-17,29.99,29.99,29.99,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.76,29.76,29.76,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2017-09-24,28.75,28.75,28.75,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2017-10-01,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2017-10-08,30.54,30.54,30.54,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2017-10-15,30.02,30.02,30.02,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2017-10-22,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2017-10-29,29.31,29.31,29.31,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2017-11-05,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2017-11-12,28.8,28.8,28.8,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2017-11-19,29.68,29.68,29.68,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2017-11-26,28.41,28.41,28.41,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2017-12-03,27.95,27.95,27.95,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2017-12-10,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2017-12-17,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2017-12-24,29.61,29.61,29.61,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2017-12-31,31.05,31.05,31.05,0.0,0.0,31.46,31.46,31.46,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.23,31.23,31.23,0.0,0.0
