Date,DYStock_Open_average,DYStock_Open_max,DYStock_Open_min,DYStock_Open_volatility,DYStock_Open_change,DYStock_High_average,DYStock_High_max,DYStock_High_min,DYStock_High_volatility,DYStock_High_change,DYStock_Low_average,DYStock_Low_max,DYStock_Low_min,DYStock_Low_volatility,DYStock_Low_change,DYStock_Close_average,DYStock_Close_max,DYStock_Close_min,DYStock_Close_volatility,DYStock_Close_change,DYStock_Volume_average,DYStock_Volume_max,DYStock_Volume_min,DYStock_Volume_volatility,DYStock_Volume_change
2016-01-03,70.158,71.26,68.43,2.8299999999999983,2.8299999999999983,72.538,74.79,69.77,5.02000000000001,3.3900000000000006,69.542,70.96,67.08,3.8799999999999955,3.8799999999999955,70.948,72.77,68.58,4.189999999999998,2.930000000000007,967233,1380112,741080,639032,75097
2016-01-10,69.312,72.14,64.51,7.6299999999999955,-7.6299999999999955,70.074,72.59,65.78,6.810000000000002,-6.810000000000002,65.754,68.89,62.39,6.5,-6.140000000000001,68.034,71.04,64.98,6.060000000000002,-6.039999999999992,826686,1045445,615369,430076,279205
2016-01-17,63.095,65.55,61.02,4.529999999999994,-1.8999999999999986,64.3525,65.76,63.18,2.5800000000000054,-1.0400000000000063,60.6875,62.68,57.66,5.020000000000003,1.0499999999999972,62.905,64.58,61.89,2.6899999999999977,2.039999999999999,850595,1283845,660587,623258,-31071
2016-01-24,62.64,63.88,61.95,1.9299999999999997,-1.5,64.578,66.4,63.12,3.2800000000000082,1.4100000000000108,61.428,62.35,60.27,2.0799999999999983,0.1600000000000037,62.934000000000005,66.26,61.25,5.010000000000005,3.770000000000003,654587,888990,502861,386129,316949
2016-01-31,62.696,65.86,59.4,6.460000000000001,-6.460000000000001,64.136,67.59,60.17,7.420000000000002,-7.069999999999993,58.998,63.4,55.12,8.280000000000001,-8.280000000000001,60.788,66.74,55.33,11.409999999999997,-11.409999999999997,977315,1432891,679466,753425,116010
2016-02-07,50.306,54.18,48.7,5.479999999999997,-4.350000000000001,51.754,54.22,49.68,4.539999999999999,-2.6000000000000014,48.612,49.69,47.1,2.5899999999999963,-0.6199999999999974,49.652,50.48,48.61,1.8699999999999974,-0.13999999999999346,1027250,1661096,722485,938611,-856854
2016-02-14,53.265,55.16,51.28,3.8799999999999955,2.9299999999999997,55.8675,57.45,53.3,4.150000000000006,4.150000000000006,52.625,53.87,50.68,3.1899999999999977,3.1899999999999977,54.4525,56.31,51.88,4.43,4.43,1016876,1297332,875576,421756,89233
2016-02-21,57.722,59.34,55.5,3.8400000000000034,1.8299999999999983,59.58,60.77,57.88,2.8900000000000006,0.7700000000000031,56.660000000000004,58.71,53.79,4.920000000000002,0.8200000000000003,58.648,59.98,56.77,3.2099999999999937,-1.4499999999999957,1783161,3620129,971649,2648480,-334717
2016-02-28,58.696,60.29,57.39,2.8999999999999986,1.8399999999999963,59.714,60.9,58.85,2.049999999999997,1.8500000000000014,57.298,58.97,56.46,2.509999999999998,2.509999999999998,59.008,60.2,56.97,3.230000000000004,2.710000000000001,792753,924068,679782,244286,13129
2016-03-06,59.192,60.65,57.42,3.229999999999997,-2.0,60.32,62.11,58.87,3.240000000000002,-2.6700000000000017,57.654,59.2,55.1,4.100000000000001,-2.020000000000003,58.816,61.29,56.45,4.839999999999996,-2.6599999999999966,588053,663542,504661,158881,-74512
