Date,iShares Global Consumer StaplesEtf_Open_average,iShares Global Consumer StaplesEtf_Open_max,iShares Global Consumer StaplesEtf_Open_min,iShares Global Consumer StaplesEtf_Open_volatility,iShares Global Consumer StaplesEtf_Open_change,iShares Global Consumer StaplesEtf_High_average,iShares Global Consumer StaplesEtf_High_max,iShares Global Consumer StaplesEtf_High_min,iShares Global Consumer StaplesEtf_High_volatility,iShares Global Consumer StaplesEtf_High_change,iShares Global Consumer StaplesEtf_Low_average,iShares Global Consumer StaplesEtf_Low_max,iShares Global Consumer StaplesEtf_Low_min,iShares Global Consumer StaplesEtf_Low_volatility,iShares Global Consumer StaplesEtf_Low_change,iShares Global Consumer StaplesEtf_Close_average,iShares Global Consumer StaplesEtf_Close_max,iShares Global Consumer StaplesEtf_Close_min,iShares Global Consumer StaplesEtf_Close_volatility,iShares Global Consumer StaplesEtf_Close_change
2016-05-15,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2016-05-22,49.03,49.03,49.03,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2016-05-29,49.19,49.19,49.19,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2016-06-05,49.3,49.3,49.3,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2016-06-12,48.75,48.75,48.75,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2016-06-19,47.92,47.92,47.92,0.0,0.0,48.73,48.73,48.73,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2016-06-26,50.16,50.16,50.16,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2016-07-03,50.13,50.13,50.13,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2016-07-10,50.45,50.45,50.45,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2016-07-17,50.04,50.04,50.04,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2016-07-24,49.74,49.74,49.74,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2016-07-31,49.65,49.65,49.65,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2016-08-07,50.37,50.37,50.37,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2016-08-14,50.33,50.33,50.33,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-08-21,50.16,50.16,50.16,0.0,0.0,50.47,50.47,50.47,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2016-08-28,50.35,50.35,50.35,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2016-09-04,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2016-09-11,48.91,48.91,48.91,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2016-09-18,49.83,49.83,49.83,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2016-09-25,49.58,49.58,49.58,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-10-02,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2016-10-09,48.45,48.45,48.45,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2016-10-16,48.03,48.03,48.03,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2016-10-23,47.88,47.88,47.88,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2016-10-30,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2016-11-06,45.54,45.54,45.54,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2016-11-13,45.35,45.35,45.35,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2016-11-20,45.64,45.64,45.64,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2016-11-27,44.86,44.86,44.86,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.86,44.86,44.86,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2016-12-04,45.88,45.88,45.88,0.0,0.0,46.36,46.36,46.36,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2016-12-11,46.37,46.37,46.37,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2016-12-18,46.03,46.03,46.03,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2016-12-25,46.32,46.32,46.32,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2017-01-01,46.4,46.4,46.4,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2017-01-08,46.24,46.24,46.24,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2017-01-15,46.65,46.65,46.65,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2017-01-22,47.1,47.1,47.1,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2017-01-29,47.35,47.35,47.35,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2017-02-05,47.8,47.8,47.8,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-02-12,48.31,48.31,48.31,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2017-02-19,49.06,49.06,49.06,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-02-26,48.99,48.99,48.99,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2017-03-05,49.08,49.08,49.08,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2017-03-12,49.82,49.82,49.82,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-03-19,49.88,49.88,49.88,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-03-26,49.66,49.66,49.66,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2017-04-02,49.66,49.66,49.66,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2017-04-09,50.12,50.12,50.12,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2017-04-16,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2017-04-23,50.4,50.4,50.4,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2017-04-30,50.95,50.95,50.95,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2017-05-07,51.2,51.2,51.2,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2017-05-14,51.59,51.59,51.59,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2017-05-21,52.48,52.48,52.48,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2017-05-28,53.22,53.22,53.22,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2017-06-04,52.53,52.53,52.53,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2017-06-11,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2017-06-18,51.34,51.34,51.34,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2017-06-25,51.22,51.22,51.22,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2017-07-02,50.59,50.59,50.59,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2017-07-09,51.05,51.05,51.05,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2017-07-16,51.59,51.59,51.59,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2017-07-23,51.95,51.95,51.95,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2017-07-30,51.77,51.77,51.77,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2017-08-06,51.33,51.33,51.33,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2017-08-13,51.43,51.43,51.43,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2017-08-20,51.25,51.25,51.25,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2017-08-27,51.46,51.46,51.46,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2017-09-03,51.98,51.98,51.98,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2017-09-10,51.84,51.84,51.84,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2017-09-17,51.02,51.02,51.02,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2017-09-24,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2017-10-01,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2017-10-08,52.09,52.09,52.09,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2017-10-15,51.42,51.42,51.42,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2017-10-22,50.89,50.89,50.89,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2017-10-29,50.76,50.76,50.76,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-11-05,50.97,50.97,50.97,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2017-11-12,51.57,51.57,51.57,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2017-11-19,52.15,52.15,52.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2017-11-26,52.44,52.44,52.44,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2017-12-03,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2017-12-10,53.06,53.06,53.06,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2017-12-17,52.59,52.59,52.59,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2017-12-24,53.03,53.03,53.03,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2017-12-31,53.06,53.06,53.06,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.21,53.21,53.21,0.0,0.0
