Date,WisdomTree Global High Dividend_etf_Open_average,WisdomTree Global High Dividend_etf_Open_max,WisdomTree Global High Dividend_etf_Open_min,WisdomTree Global High Dividend_etf_Open_volatility,WisdomTree Global High Dividend_etf_Open_change,WisdomTree Global High Dividend_etf_High_average,WisdomTree Global High Dividend_etf_High_max,WisdomTree Global High Dividend_etf_High_min,WisdomTree Global High Dividend_etf_High_volatility,WisdomTree Global High Dividend_etf_High_change,WisdomTree Global High Dividend_etf_Low_average,WisdomTree Global High Dividend_etf_Low_max,WisdomTree Global High Dividend_etf_Low_min,WisdomTree Global High Dividend_etf_Low_volatility,WisdomTree Global High Dividend_etf_Low_change,WisdomTree Global High Dividend_etf_Close_average,WisdomTree Global High Dividend_etf_Close_max,WisdomTree Global High Dividend_etf_Close_min,WisdomTree Global High Dividend_etf_Close_volatility,WisdomTree Global High Dividend_etf_Close_change
2016-01-03,37.25,37.25,37.25,0.0,0.0,37.31,37.31,37.31,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2016-01-10,36.21,36.21,36.21,0.0,0.0,36.32,36.32,36.32,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2016-01-17,36.69,36.69,36.69,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2016-01-24,37.62,37.62,37.62,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2016-01-31,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2016-02-07,36.38,36.38,36.38,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2016-02-14,37.74,37.74,37.74,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2016-02-21,38.29,38.29,38.29,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2016-02-28,39.56,39.56,39.56,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2016-03-06,40.28,40.28,40.28,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2016-03-13,41.29,41.29,41.29,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2016-03-20,39.92,39.92,39.92,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2016-03-27,40.2,40.2,40.2,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2016-04-03,40.54,40.54,40.54,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2016-04-10,41.05,41.05,41.05,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2016-04-17,41.6,41.6,41.6,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2016-04-24,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2016-05-01,40.59,40.59,40.59,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2016-05-08,40.71,40.71,40.71,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2016-05-15,40.41,40.41,40.41,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2016-05-22,41.36,41.36,41.36,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2016-05-29,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2016-06-05,41.56,41.56,41.56,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2016-06-12,41.4,41.4,41.4,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2016-06-19,40.32,40.32,40.32,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2016-06-26,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2016-07-03,41.7,41.7,41.7,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2016-07-10,42.77,42.77,42.77,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2016-07-17,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2016-07-24,42.67,42.67,42.67,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2016-07-31,42.57,42.57,42.57,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2016-08-07,43.23,43.23,43.23,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2016-08-14,42.97,42.97,42.97,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2016-08-21,43.2,43.2,43.2,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2016-08-28,43.19,43.19,43.19,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2016-09-04,43.01,43.01,43.01,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2016-09-11,42.19,42.19,42.19,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2016-09-18,42.99,42.99,42.99,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2016-09-25,42.76,42.76,42.76,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2016-10-02,42.35,42.35,42.35,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2016-10-09,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2016-10-16,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2016-10-23,41.83,41.83,41.83,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2016-10-30,40.92,40.92,40.92,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2016-11-06,41.65,41.65,41.65,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2016-11-13,41.72,41.72,41.72,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2016-11-20,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2016-11-27,42.5,42.5,42.5,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2016-12-04,43.86,43.86,43.86,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2016-12-11,43.6,43.6,43.6,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2016-12-18,43.53,43.53,43.53,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2016-12-25,43.77,43.77,43.77,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2017-01-01,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2017-01-08,43.87,43.87,43.87,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2017-01-15,43.91,43.91,43.91,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2017-01-22,44.09,44.09,44.09,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2017-01-29,43.97,43.97,43.97,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2017-02-05,44.36,44.36,44.36,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2017-02-12,44.63,44.63,44.63,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2017-02-19,44.7,44.7,44.7,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2017-02-26,45.01,45.01,45.01,0.0,0.0,45.22,45.22,45.22,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2017-03-05,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2017-03-12,45.37,45.37,45.37,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2017-03-19,44.96,44.96,44.96,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2017-03-26,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2017-04-02,44.77,44.77,44.77,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2017-04-09,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2017-04-16,44.55,44.55,44.55,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2017-04-23,45.06,45.06,45.06,0.0,0.0,45.14,45.14,45.14,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2017-04-30,44.93,44.93,44.93,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2017-05-07,45.04,45.04,45.04,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2017-05-14,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2017-05-21,45.52,45.52,45.52,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2017-05-28,45.77,45.77,45.77,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2017-06-04,45.74,45.74,45.74,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2017-06-11,45.81,45.81,45.81,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2017-06-18,45.66,45.66,45.66,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2017-06-25,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2017-07-02,44.94,44.94,44.94,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2017-07-09,45.73,45.73,45.73,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2017-07-16,45.91,45.91,45.91,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2017-07-23,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2017-07-30,46.4,46.4,46.4,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2017-08-06,45.68,45.68,45.68,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2017-08-13,45.5,45.5,45.5,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.52,45.52,45.52,0.0,0.0
