Date,WisdomTree Global High Dividend_etf_Open_average,WisdomTree Global High Dividend_etf_Open_max,WisdomTree Global High Dividend_etf_Open_min,WisdomTree Global High Dividend_etf_Open_volatility,WisdomTree Global High Dividend_etf_Open_change,WisdomTree Global High Dividend_etf_High_average,WisdomTree Global High Dividend_etf_High_max,WisdomTree Global High Dividend_etf_High_min,WisdomTree Global High Dividend_etf_High_volatility,WisdomTree Global High Dividend_etf_High_change,WisdomTree Global High Dividend_etf_Low_average,WisdomTree Global High Dividend_etf_Low_max,WisdomTree Global High Dividend_etf_Low_min,WisdomTree Global High Dividend_etf_Low_volatility,WisdomTree Global High Dividend_etf_Low_change,WisdomTree Global High Dividend_etf_Close_average,WisdomTree Global High Dividend_etf_Close_max,WisdomTree Global High Dividend_etf_Close_min,WisdomTree Global High Dividend_etf_Close_volatility,WisdomTree Global High Dividend_etf_Close_change
2017-08-20,46.05,46.05,46.05,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2017-08-27,46.3,46.3,46.3,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2017-09-03,46.48,46.48,46.48,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2017-09-10,47.02,47.02,47.02,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2017-09-17,47.46,47.46,47.46,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2017-09-24,47.08,47.08,47.08,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2017-10-01,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2017-10-08,47.74,47.74,47.74,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2017-10-15,47.58,47.58,47.58,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2017-10-22,47.01,47.01,47.01,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2017-10-29,47.07,47.07,47.07,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2017-11-05,47.22,47.22,47.22,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2017-11-12,46.85,46.85,46.85,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2017-11-19,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2017-11-26,47.87,47.87,47.87,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2017-12-03,47.78,47.78,47.78,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2017-12-10,48.31,48.31,48.31,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2017-12-17,48.61,48.61,48.61,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-12-24,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2017-12-31,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.26,49.26,49.26,0.0,0.0
