Date,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_change,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_change,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_change,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_change
2017-03-19,7.65,7.65,7.65,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.75,7.75,7.75,0.0,0.0
2017-03-26,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.91,7.91,7.91,0.0,0.0
2017-04-02,8.09,8.09,8.09,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.07,8.07,8.07,0.0,0.0,8.07,8.07,8.07,0.0,0.0
2017-04-09,7.86,7.86,7.86,0.0,0.0,7.88,7.88,7.88,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0
2017-04-16,7.9,7.9,7.9,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.79,7.79,7.79,0.0,0.0
2017-04-23,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2017-04-30,7.59,7.59,7.59,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.55,7.55,7.55,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2017-05-07,7.74,7.74,7.74,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.72,7.72,7.72,0.0,0.0
2017-05-14,7.63,7.63,7.63,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2017-05-21,7.6,7.6,7.6,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.6,7.6,7.6,0.0,0.0
2017-05-28,7.49,7.49,7.49,0.0,0.0,7.49,7.49,7.49,0.0,0.0,7.49,7.49,7.49,0.0,0.0,7.49,7.49,7.49,0.0,0.0
2017-06-04,7.26,7.26,7.26,0.0,0.0,7.26,7.26,7.26,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0
2017-06-11,7.08,7.08,7.08,0.0,0.0,7.24,7.24,7.24,0.0,0.0,7.08,7.08,7.08,0.0,0.0,7.24,7.24,7.24,0.0,0.0
2017-06-18,7.08,7.08,7.08,0.0,0.0,7.08,7.08,7.08,0.0,0.0,7.08,7.08,7.08,0.0,0.0,7.08,7.08,7.08,0.0,0.0
2017-06-25,7.49,7.49,7.49,0.0,0.0,7.5,7.5,7.5,0.0,0.0,7.02,7.02,7.02,0.0,0.0,7.02,7.02,7.02,0.0,0.0
2017-07-02,7.38,7.38,7.38,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.37,7.37,7.37,0.0,0.0,7.44,7.44,7.44,0.0,0.0
2017-07-09,7.35,7.35,7.35,0.0,0.0,7.43,7.43,7.43,0.0,0.0,7.18,7.18,7.18,0.0,0.0,7.21,7.21,7.21,0.0,0.0
2017-07-16,7.38,7.38,7.38,0.0,0.0,7.43,7.43,7.43,0.0,0.0,7.37,7.37,7.37,0.0,0.0,7.43,7.43,7.43,0.0,0.0
2017-07-23,7.36,7.36,7.36,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.36,7.36,7.36,0.0,0.0
2017-07-30,7.3,7.3,7.3,0.0,0.0,7.31,7.31,7.31,0.0,0.0,7.3,7.3,7.3,0.0,0.0,7.31,7.31,7.31,0.0,0.0
2017-08-06,6.96,6.96,6.96,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.96,6.96,6.96,0.0,0.0
2017-08-13,6.86,6.86,6.86,0.0,0.0,6.88,6.88,6.88,0.0,0.0,6.82,6.82,6.82,0.0,0.0,6.82,6.82,6.82,0.0,0.0
2017-08-20,6.94,6.94,6.94,0.0,0.0,6.94,6.94,6.94,0.0,0.0,6.93,6.93,6.93,0.0,0.0,6.93,6.93,6.93,0.0,0.0
2017-08-27,6.99,6.99,6.99,0.0,0.0,7.11,7.11,7.11,0.0,0.0,6.94,6.94,6.94,0.0,0.0,7.09,7.09,7.09,0.0,0.0
2017-09-03,7.07,7.07,7.07,0.0,0.0,7.07,7.07,7.07,0.0,0.0,7.07,7.07,7.07,0.0,0.0,7.07,7.07,7.07,0.0,0.0
2017-09-10,7.11,7.11,7.11,0.0,0.0,7.15,7.15,7.15,0.0,0.0,7.1,7.1,7.1,0.0,0.0,7.1,7.1,7.1,0.0,0.0
2017-09-17,7.05,7.05,7.05,0.0,0.0,7.07,7.07,7.07,0.0,0.0,7.05,7.05,7.05,0.0,0.0,7.05,7.05,7.05,0.0,0.0
2017-09-24,7.22,7.22,7.22,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.22,7.22,7.22,0.0,0.0,7.26,7.26,7.26,0.0,0.0
2017-10-01,7.39,7.39,7.39,0.0,0.0,7.39,7.39,7.39,0.0,0.0,7.32,7.32,7.32,0.0,0.0,7.39,7.39,7.39,0.0,0.0
2017-10-08,7.15,7.15,7.15,0.0,0.0,7.16,7.16,7.16,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.14,7.14,7.14,0.0,0.0
2017-10-15,6.94,6.94,6.94,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.96,6.96,6.96,0.0,0.0
2017-10-22,6.74,6.74,6.74,0.0,0.0,6.9,6.9,6.9,0.0,0.0,6.52,6.52,6.52,0.0,0.0,6.52,6.52,6.52,0.0,0.0
2017-10-29,6.77,6.77,6.77,0.0,0.0,6.85,6.85,6.85,0.0,0.0,6.77,6.77,6.77,0.0,0.0,6.85,6.85,6.85,0.0,0.0
2017-11-05,6.91,6.91,6.91,0.0,0.0,6.95,6.95,6.95,0.0,0.0,6.91,6.91,6.91,0.0,0.0,6.95,6.95,6.95,0.0,0.0
2017-11-12,6.63,6.63,6.63,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.63,6.63,6.63,0.0,0.0,6.72,6.72,6.72,0.0,0.0
2017-11-19,6.7,6.7,6.7,0.0,0.0,6.77,6.77,6.77,0.0,0.0,6.7,6.7,6.7,0.0,0.0,6.77,6.77,6.77,0.0,0.0
2017-11-26,6.8,6.8,6.8,0.0,0.0,6.88,6.88,6.88,0.0,0.0,6.8,6.8,6.8,0.0,0.0,6.86,6.86,6.86,0.0,0.0
2017-12-03,6.85,6.85,6.85,0.0,0.0,6.88,6.88,6.88,0.0,0.0,6.8,6.8,6.8,0.0,0.0,6.81,6.81,6.81,0.0,0.0
2017-12-10,7.05,7.05,7.05,0.0,0.0,7.08,7.08,7.08,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0
2017-12-17,6.97,6.97,6.97,0.0,0.0,7.05,7.05,7.05,0.0,0.0,6.93,6.93,6.93,0.0,0.0,6.93,6.93,6.93,0.0,0.0
2017-12-24,7.06,7.06,7.06,0.0,0.0,7.07,7.07,7.07,0.0,0.0,7.02,7.02,7.02,0.0,0.0,7.06,7.06,7.06,0.0,0.0
2017-12-31,7.62,7.62,7.62,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.27,7.27,7.27,0.0,0.0,7.27,7.27,7.27,0.0,0.0
