Date,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Open_change,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_High_change,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Low_change,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_average,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_max,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_min,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_volatility,Morgan Stanley Cushing MLP High Income Exp 21 Mar_etf_Close_change
2016-01-03,6.23,6.23,6.23,0.0,0.0,6.44,6.44,6.44,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.39,6.39,6.39,0.0,0.0
2016-01-10,5.24,5.24,5.24,0.0,0.0,5.3,5.3,5.3,0.0,0.0,5.24,5.24,5.24,0.0,0.0,5.29,5.29,5.29,0.0,0.0
2016-01-17,5.44,5.44,5.44,0.0,0.0,5.66,5.66,5.66,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.66,5.66,5.66,0.0,0.0
2016-01-24,6.02,6.02,6.02,0.0,0.0,6.02,6.02,6.02,0.0,0.0,5.85,5.85,5.85,0.0,0.0,5.85,5.85,5.85,0.0,0.0
2016-01-31,5.79,5.79,5.79,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.65,5.65,5.65,0.0,0.0,5.69,5.69,5.69,0.0,0.0
2016-02-07,4.75,4.75,4.75,0.0,0.0,4.84,4.84,4.84,0.0,0.0,4.68,4.68,4.68,0.0,0.0,4.84,4.84,4.84,0.0,0.0
2016-02-14,5.25,5.25,5.25,0.0,0.0,5.31,5.31,5.31,0.0,0.0,5.25,5.25,5.25,0.0,0.0,5.31,5.31,5.31,0.0,0.0
2016-02-21,5.49,5.49,5.49,0.0,0.0,5.54,5.54,5.54,0.0,0.0,5.46,5.46,5.46,0.0,0.0,5.54,5.54,5.54,0.0,0.0
2016-02-28,6.05,6.05,6.05,0.0,0.0,6.08,6.08,6.08,0.0,0.0,5.92,5.92,5.92,0.0,0.0,5.95,5.95,5.95,0.0,0.0
2016-03-06,5.86,5.86,5.86,0.0,0.0,5.94,5.94,5.94,0.0,0.0,5.86,5.86,5.86,0.0,0.0,5.92,5.92,5.92,0.0,0.0
2016-03-13,6.44,6.44,6.44,0.0,0.0,6.55,6.55,6.55,0.0,0.0,6.34,6.34,6.34,0.0,0.0,6.38,6.38,6.38,0.0,0.0
2016-03-20,6.01,6.01,6.01,0.0,0.0,6.01,6.01,6.01,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.99,5.99,5.99,0.0,0.0
2016-03-27,6.09,6.09,6.09,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.08,6.08,6.08,0.0,0.0,6.08,6.08,6.08,0.0,0.0
2016-04-03,6.08,6.08,6.08,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.04,6.04,6.04,0.0,0.0,6.08,6.08,6.08,0.0,0.0
2016-04-10,6.38,6.38,6.38,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.29,6.29,6.29,0.0,0.0,6.38,6.38,6.38,0.0,0.0
2016-04-17,7.16,7.16,7.16,0.0,0.0,7.17,7.17,7.17,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.17,7.17,7.17,0.0,0.0
2016-04-24,7.3,7.3,7.3,0.0,0.0,7.3,7.3,7.3,0.0,0.0,7.2,7.2,7.2,0.0,0.0,7.28,7.28,7.28,0.0,0.0
2016-05-01,7.33,7.33,7.33,0.0,0.0,7.35,7.35,7.35,0.0,0.0,7.3,7.3,7.3,0.0,0.0,7.35,7.35,7.35,0.0,0.0
2016-05-08,7.4,7.4,7.4,0.0,0.0,7.47,7.47,7.47,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.36,7.36,7.36,0.0,0.0
2016-05-15,7.59,7.59,7.59,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.59,7.59,7.59,0.0,0.0,7.71,7.71,7.71,0.0,0.0
2016-05-22,7.51,7.51,7.51,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.46,7.46,7.46,0.0,0.0,7.52,7.52,7.52,0.0,0.0
2016-05-29,7.79,7.79,7.79,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.79,7.79,7.79,0.0,0.0
2016-06-05,7.75,7.75,7.75,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.64,7.64,7.64,0.0,0.0
2016-06-12,7.54,7.54,7.54,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.56,7.56,7.56,0.0,0.0
2016-06-19,7.18,7.18,7.18,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.18,7.18,7.18,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2016-06-26,7.88,7.88,7.88,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.93,7.93,7.93,0.0,0.0
2016-07-03,7.82,7.82,7.82,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.85,7.85,7.85,0.0,0.0
2016-07-10,7.94,7.94,7.94,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.92,7.92,7.92,0.0,0.0,7.92,7.92,7.92,0.0,0.0
2016-07-17,7.97,7.97,7.97,0.0,0.0,8.06,8.06,8.06,0.0,0.0,7.97,7.97,7.97,0.0,0.0,7.99,7.99,7.99,0.0,0.0
2016-07-24,7.89,7.89,7.89,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.91,7.91,7.91,0.0,0.0
2016-07-31,7.91,7.91,7.91,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.93,7.93,7.93,0.0,0.0
2016-08-07,8.04,8.04,8.04,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.05,8.05,8.05,0.0,0.0
2016-08-14,8.14,8.14,8.14,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.14,8.14,8.14,0.0,0.0
2016-08-21,8.0,8.0,8.0,0.0,0.0,8.12,8.12,8.12,0.0,0.0,7.96,7.96,7.96,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2016-08-28,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,7.99,7.99,7.99,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2016-09-04,8.21,8.21,8.21,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0
2016-09-11,7.59,7.59,7.59,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.59,7.59,7.59,0.0,0.0,7.64,7.64,7.64,0.0,0.0
2016-09-18,8.05,8.05,8.05,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.97,7.97,7.97,0.0,0.0,7.97,7.97,7.97,0.0,0.0
2016-09-25,8.05,8.05,8.05,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.98,7.98,7.98,0.0,0.0,7.98,7.98,7.98,0.0,0.0
2016-10-02,7.77,7.77,7.77,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.86,7.86,7.86,0.0,0.0
2016-10-09,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0
2016-10-16,8.0,8.0,8.0,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.97,7.97,7.97,0.0,0.0
2016-10-23,7.82,7.82,7.82,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2016-10-30,7.32,7.32,7.32,0.0,0.0,7.34,7.34,7.34,0.0,0.0,7.28,7.28,7.28,0.0,0.0,7.28,7.28,7.28,0.0,0.0
2016-11-06,7.49,7.49,7.49,0.0,0.0,7.59,7.59,7.59,0.0,0.0,7.49,7.49,7.49,0.0,0.0,7.59,7.59,7.59,0.0,0.0
2016-11-13,7.66,7.66,7.66,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.61,7.61,7.61,0.0,0.0
2016-11-20,7.71,7.71,7.71,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.72,7.72,7.72,0.0,0.0
2016-11-27,7.68,7.68,7.68,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.63,7.63,7.63,0.0,0.0
2016-12-04,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.73,7.73,7.73,0.0,0.0
2016-12-11,7.72,7.72,7.72,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.76,7.76,7.76,0.0,0.0
2016-12-18,8.1,8.1,8.1,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2016-12-25,8.05,8.05,8.05,0.0,0.0,8.17,8.17,8.17,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.11,8.11,8.11,0.0,0.0
2017-01-01,8.21,8.21,8.21,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.28,8.28,8.28,0.0,0.0
2017-01-08,8.0,8.0,8.0,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.07,8.07,8.07,0.0,0.0
2017-01-15,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.02,8.02,8.02,0.0,0.0,8.05,8.05,8.05,0.0,0.0
2017-01-22,8.47,8.47,8.47,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.31,8.31,8.31,0.0,0.0
2017-01-29,8.4,8.4,8.4,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.35,8.35,8.35,0.0,0.0,8.36,8.36,8.36,0.0,0.0
2017-02-05,8.38,8.38,8.38,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.38,8.38,8.38,0.0,0.0
2017-02-12,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.25,8.25,8.25,0.0,0.0
2017-02-19,8.23,8.23,8.23,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2017-02-26,8.09,8.09,8.09,0.0,0.0,8.17,8.17,8.17,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.17,8.17,8.17,0.0,0.0
2017-03-05,7.8,7.8,7.8,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2017-03-12,7.86,7.86,7.86,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.81,7.81,7.81,0.0,0.0
