Date,ProShares UltraPro Short Dow 30_etf_Open_average,ProShares UltraPro Short Dow 30_etf_Open_max,ProShares UltraPro Short Dow 30_etf_Open_min,ProShares UltraPro Short Dow 30_etf_Open_volatility,ProShares UltraPro Short Dow 30_etf_Open_change,ProShares UltraPro Short Dow 30_etf_High_average,ProShares UltraPro Short Dow 30_etf_High_max,ProShares UltraPro Short Dow 30_etf_High_min,ProShares UltraPro Short Dow 30_etf_High_volatility,ProShares UltraPro Short Dow 30_etf_High_change,ProShares UltraPro Short Dow 30_etf_Low_average,ProShares UltraPro Short Dow 30_etf_Low_max,ProShares UltraPro Short Dow 30_etf_Low_min,ProShares UltraPro Short Dow 30_etf_Low_volatility,ProShares UltraPro Short Dow 30_etf_Low_change,ProShares UltraPro Short Dow 30_etf_Close_average,ProShares UltraPro Short Dow 30_etf_Close_max,ProShares UltraPro Short Dow 30_etf_Close_min,ProShares UltraPro Short Dow 30_etf_Close_volatility,ProShares UltraPro Short Dow 30_etf_Close_change
2016-10-02,212.0,212.0,212.0,0.0,0.0,217.44,217.44,217.44,0.0,0.0,211.82,211.82,211.82,0.0,0.0,214.4,214.4,214.4,0.0,0.0
2016-10-09,215.2,215.2,215.2,0.0,0.0,217.53,217.53,217.53,0.0,0.0,213.12,213.12,213.12,0.0,0.0,217.44,217.44,217.44,0.0,0.0
2016-10-16,219.36,219.36,219.36,0.0,0.0,220.64,220.64,220.64,0.0,0.0,216.24,216.24,216.24,0.0,0.0,216.8,216.8,216.8,0.0,0.0
2016-10-23,214.72,214.72,214.72,0.0,0.0,218.88,218.88,218.88,0.0,0.0,213.07,213.07,213.07,0.0,0.0,216.32,216.32,216.32,0.0,0.0
2016-10-30,225.28,225.28,225.28,0.0,0.0,226.4,226.4,226.4,0.0,0.0,222.4,222.4,222.4,0.0,0.0,225.76,225.76,225.76,0.0,0.0
2016-11-06,193.92,193.92,193.92,0.0,0.0,195.04,195.04,195.04,0.0,0.0,191.36,191.36,191.36,0.0,0.0,191.52,191.52,191.52,0.0,0.0
2016-11-13,188.64,188.64,188.64,0.0,0.0,190.56,190.56,190.56,0.0,0.0,188.64,188.64,188.64,0.0,0.0,190.24,190.24,190.24,0.0,0.0
2016-11-20,182.24,182.24,182.24,0.0,0.0,182.72,182.72,182.72,0.0,0.0,181.92,181.92,181.92,0.0,0.0,182.08,182.08,182.08,0.0,0.0
2016-11-27,180.16,180.16,180.16,0.0,0.0,181.42,181.42,181.42,0.0,0.0,179.84,179.84,179.84,0.0,0.0,180.64,180.64,180.64,0.0,0.0
2016-12-04,167.36,167.36,167.36,0.0,0.0,167.68,167.68,167.68,0.0,0.0,164.4,164.4,164.4,0.0,0.0,164.64,164.64,164.64,0.0,0.0
2016-12-11,160.8,160.8,160.8,0.0,0.0,162.56,162.56,162.56,0.0,0.0,160.16,160.16,160.16,0.0,0.0,161.92,161.92,161.92,0.0,0.0
2016-12-18,160.64,160.64,160.64,0.0,0.0,160.64,160.64,160.64,0.0,0.0,159.84,159.84,159.84,0.0,0.0,159.84,159.84,159.84,0.0,0.0
2016-12-25,162.08,162.08,162.08,0.0,0.0,165.27,165.27,165.27,0.0,0.0,161.84,161.84,161.84,0.0,0.0,163.52,163.52,163.52,0.0,0.0
2017-01-01,160.8,160.8,160.8,0.0,0.0,161.92,161.92,161.92,0.0,0.0,157.92,157.92,157.92,0.0,0.0,159.04,159.04,159.04,0.0,0.0
2017-01-08,160.08,160.08,160.08,0.0,0.0,161.68,161.68,161.68,0.0,0.0,159.16,159.16,159.16,0.0,0.0,160.96,160.96,160.96,0.0,0.0
2017-01-15,163.2,163.2,163.2,0.0,0.0,163.68,163.68,163.68,0.0,0.0,161.44,161.44,161.44,0.0,0.0,162.0,162.0,162.0,0.0,0.0
2017-01-22,155.4,155.4,155.4,0.0,0.0,156.04,156.04,156.04,0.0,0.0,155.07,155.07,155.07,0.0,0.0,155.56,155.56,155.56,0.0,0.0
2017-01-29,158.08,158.08,158.08,0.0,0.0,158.36,158.36,158.36,0.0,0.0,155.68,155.68,155.68,0.0,0.0,155.96,155.96,155.96,0.0,0.0
2017-02-05,151.6,151.6,151.6,0.0,0.0,152.0,152.0,152.0,0.0,0.0,150.12,150.12,150.12,0.0,0.0,150.72,150.72,150.72,0.0,0.0
2017-02-12,144.48,144.48,144.48,0.0,0.0,144.48,144.48,144.48,0.0,0.0,142.56,142.56,142.56,0.0,0.0,142.6,142.6,142.6,0.0,0.0
2017-02-19,140.36,140.36,140.36,0.0,0.0,140.36,140.36,140.36,0.0,0.0,138.44,138.44,138.44,0.0,0.0,138.48,138.48,138.48,0.0,0.0
2017-02-26,134.16,134.16,134.16,0.0,0.0,135.32,135.32,135.32,0.0,0.0,133.56,133.56,133.56,0.0,0.0,134.48,134.48,134.48,0.0,0.0
2017-03-05,134.76,134.76,134.76,0.0,0.0,137.44,137.44,137.44,0.0,0.0,134.76,134.76,134.76,0.0,0.0,135.96,135.96,135.96,0.0,0.0
2017-03-12,134.64,134.64,134.64,0.0,0.0,135.72,135.72,135.72,0.0,0.0,134.32,134.32,134.32,0.0,0.0,135.6,135.6,135.6,0.0,0.0
2017-03-19,139.96,139.96,139.96,0.0,0.0,143.37,143.37,143.37,0.0,0.0,139.54,139.54,139.54,0.0,0.0,141.88,141.88,141.88,0.0,0.0
2017-03-26,139.96,139.96,139.96,0.0,0.0,140.68,140.68,140.68,0.0,0.0,139.44,139.44,139.44,0.0,0.0,140.52,140.52,140.52,0.0,0.0
2017-04-02,141.16,141.16,141.16,0.0,0.0,141.64,141.64,141.64,0.0,0.0,139.2,139.2,139.2,0.0,0.0,140.6,140.6,140.6,0.0,0.0
2017-04-09,142.88,142.88,142.88,0.0,0.0,144.76,144.76,144.76,0.0,0.0,141.56,141.56,141.56,0.0,0.0,144.68,144.68,144.68,0.0,0.0
2017-04-16,141.88,141.88,141.88,0.0,0.0,143.36,143.36,143.36,0.0,0.0,141.4,141.4,141.4,0.0,0.0,142.4,142.4,142.4,0.0,0.0
2017-04-23,133.8,133.8,133.8,0.0,0.0,134.8,134.8,134.8,0.0,0.0,133.76,133.76,133.76,0.0,0.0,134.48,134.48,134.48,0.0,0.0
2017-04-30,134.64,134.64,134.64,0.0,0.0,135.28,135.28,135.28,0.0,0.0,133.28,133.28,133.28,0.0,0.0,133.28,133.28,133.28,0.0,0.0
2017-05-07,135.04,135.04,135.04,0.0,0.0,135.24,135.24,135.24,0.0,0.0,134.37,134.37,134.37,0.0,0.0,134.8,134.8,134.8,0.0,0.0
2017-05-14,137.8,137.8,137.8,0.0,0.0,138.24,138.24,138.24,0.0,0.0,134.84,134.84,134.84,0.0,0.0,135.84,135.84,135.84,0.0,0.0
2017-05-21,130.6,130.6,130.6,0.0,0.0,131.04,131.04,131.04,0.0,0.0,130.36,130.36,130.36,0.0,0.0,130.56,130.56,130.56,0.0,0.0
2017-05-28,128.84,128.84,128.84,0.0,0.0,129.28,129.28,129.28,0.0,0.0,127.6,127.6,127.6,0.0,0.0,128.08,128.08,128.08,0.0,0.0
2017-06-04,127.52,127.52,127.52,0.0,0.0,128.72,128.72,128.72,0.0,0.0,126.08,126.08,126.08,0.0,0.0,126.88,126.88,126.88,0.0,0.0
2017-06-11,125.08,125.08,125.08,0.0,0.0,125.84,125.84,125.84,0.0,0.0,124.48,124.48,124.48,0.0,0.0,124.48,124.48,124.48,0.0,0.0
2017-06-18,124.72,124.72,124.72,0.0,0.0,125.44,125.44,125.44,0.0,0.0,123.92,123.92,123.92,0.0,0.0,124.32,124.32,124.32,0.0,0.0
2017-06-25,125.12,125.12,125.12,0.0,0.0,125.6,125.6,125.6,0.0,0.0,123.84,123.84,123.84,0.0,0.0,125.16,125.16,125.16,0.0,0.0
2017-07-02,124.52,124.52,124.52,0.0,0.0,124.84,124.84,124.84,0.0,0.0,123.54,123.54,123.54,0.0,0.0,123.72,123.72,123.72,0.0,0.0
2017-07-09,121.4,121.4,121.4,0.0,0.0,121.88,121.88,121.88,0.0,0.0,119.28,119.28,119.28,0.0,0.0,120.0,120.0,120.0,0.0,0.0
2017-07-16,121.44,121.44,121.44,0.0,0.0,122.12,122.12,122.12,0.0,0.0,120.84,120.84,120.84,0.0,0.0,120.96,120.96,120.96,0.0,0.0
2017-07-23,117.88,117.88,117.88,0.0,0.0,117.96,117.96,117.96,0.0,0.0,116.6,116.6,116.6,0.0,0.0,116.84,116.84,116.84,0.0,0.0
2017-07-30,112.92,112.92,112.92,0.0,0.0,113.68,113.68,113.68,0.0,0.0,112.72,112.72,112.72,0.0,0.0,112.8,112.8,112.8,0.0,0.0
2017-08-06,115.6,115.6,115.6,0.0,0.0,116.08,116.08,116.08,0.0,0.0,114.98,114.98,114.98,0.0,0.0,115.76,115.76,115.76,0.0,0.0
2017-08-13,117.6,117.6,117.6,0.0,0.0,118.96,118.96,118.96,0.0,0.0,116.57,116.57,116.57,0.0,0.0,118.56,118.56,118.56,0.0,0.0
2017-08-20,115.52,115.52,115.52,0.0,0.0,116.04,116.04,116.04,0.0,0.0,114.48,114.48,114.48,0.0,0.0,116.04,116.04,116.04,0.0,0.0
2017-08-27,112.88,112.88,112.88,0.0,0.0,113.2,113.2,113.2,0.0,0.0,112.29,112.29,112.29,0.0,0.0,113.16,113.16,113.16,0.0,0.0
2017-09-03,116.68,116.68,116.68,0.0,0.0,116.93,116.93,116.93,0.0,0.0,115.12,115.12,115.12,0.0,0.0,115.92,115.92,115.92,0.0,0.0
2017-09-10,109.4,109.4,109.4,0.0,0.0,109.4,109.4,109.4,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.64,108.64,108.64,0.0,0.0
2017-09-17,107.68,107.68,107.68,0.0,0.0,108.14,108.14,108.14,0.0,0.0,107.24,107.24,107.24,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2017-09-24,107.44,107.44,107.44,0.0,0.0,107.76,107.76,107.76,0.0,0.0,106.72,106.72,106.72,0.0,0.0,106.72,106.72,106.72,0.0,0.0
2017-10-01,102.0,102.0,102.0,0.0,0.0,102.04,102.04,102.04,0.0,0.0,101.52,101.52,101.52,0.0,0.0,101.64,101.64,101.64,0.0,0.0
2017-10-08,100.16,100.16,100.16,0.0,0.0,100.4,100.4,100.4,0.0,0.0,99.8,99.8,99.8,0.0,0.0,100.12,100.12,100.12,0.0,0.0
2017-10-15,95.2,95.2,95.2,0.0,0.0,95.88,95.88,95.88,0.0,0.0,94.4,94.4,94.4,0.0,0.0,94.48,94.48,94.48,0.0,0.0
2017-10-22,93.36,93.36,93.36,0.0,0.0,94.04,94.04,94.04,0.0,0.0,92.92,92.92,92.92,0.0,0.0,93.12,93.12,93.12,0.0,0.0
2017-10-29,91.84,91.84,91.84,0.0,0.0,92.56,92.56,92.56,0.0,0.0,91.72,91.72,91.72,0.0,0.0,92.0,92.0,92.0,0.0,0.0
2017-11-05,92.8,92.8,92.8,0.0,0.0,93.25,93.25,93.25,0.0,0.0,92.6,92.6,92.6,0.0,0.0,92.88,92.88,92.88,0.0,0.0
2017-11-12,93.0,93.0,93.0,0.0,0.0,93.48,93.48,93.48,0.0,0.0,92.79,92.79,92.79,0.0,0.0,93.44,93.44,93.44,0.0,0.0
2017-11-19,91.12,91.12,91.12,0.0,0.0,91.12,91.12,91.12,0.0,0.0,90.6,90.6,90.6,0.0,0.0,91.08,91.08,91.08,0.0,0.0
2017-11-26,82.68,82.68,82.68,0.0,0.0,86.4,86.4,86.4,0.0,0.0,82.28,82.28,82.28,0.0,0.0,83.24,83.24,83.24,0.0,0.0
2017-12-03,82.52,82.52,82.52,0.0,0.0,83.2,83.2,83.2,0.0,0.0,82.12,82.12,82.12,0.0,0.0,82.16,82.16,82.16,0.0,0.0
2017-12-10,79.08,79.08,79.08,0.0,0.0,79.42,79.42,79.42,0.0,0.0,78.56,78.56,78.56,0.0,0.0,79.04,79.04,79.04,0.0,0.0
2017-12-17,77.92,77.92,77.92,0.0,0.0,78.38,78.38,78.38,0.0,0.0,77.8,77.8,77.8,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2017-12-24,76.92,76.92,76.92,0.0,0.0,78.2,78.2,78.2,0.0,0.0,76.92,76.92,76.92,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2017-12-31,74.48,74.48,74.48,0.0,0.0,74.72,74.72,74.72,0.0,0.0,73.04,73.04,73.04,0.0,0.0,73.16,73.16,73.16,0.0,0.0
