Date,BIOS_stock_Open_average,BIOS_stock_Open_max,BIOS_stock_Open_min,BIOS_stock_Open_volatility,BIOS_stock_Open_change,BIOS_stock_High_average,BIOS_stock_High_max,BIOS_stock_High_min,BIOS_stock_High_volatility,BIOS_stock_High_change,BIOS_stock_Low_average,BIOS_stock_Low_max,BIOS_stock_Low_min,BIOS_stock_Low_volatility,BIOS_stock_Low_change,BIOS_stock_Close_average,BIOS_stock_Close_max,BIOS_stock_Close_min,BIOS_stock_Close_volatility,BIOS_stock_Close_change,BIOS_stock_Volume_average,BIOS_stock_Volume_max,BIOS_stock_Volume_min,BIOS_stock_Volume_volatility,BIOS_stock_Volume_change
2016-03-13,2.092,2.18,2.03,0.15000000000000036,-0.1200000000000001,2.154,2.24,2.06,0.18000000000000016,0.050000000000000266,1.98,2.05,1.89,0.15999999999999992,0.009999999999999787,2.09,2.23,2.0,0.22999999999999998,0.10999999999999988,629714,906822,391784,515038,238859
2016-03-20,2.125,2.2,1.96,0.2400000000000002,-0.2400000000000002,2.2225,2.35,2.07,0.28000000000000025,-0.18999999999999995,2.055,2.18,1.95,0.2300000000000002,-0.2300000000000002,2.105,2.22,1.98,0.2400000000000002,-0.16000000000000014,417893,529585,299869,229716,-178214
2016-03-27,2.056,2.12,1.98,0.14000000000000012,0.020000000000000018,2.128,2.17,2.06,0.10999999999999988,0.10000000000000009,1.976,2.06,1.9,0.16000000000000014,0.040000000000000036,2.086,2.14,1.98,0.16000000000000014,0.16000000000000014,355907,467624,236649,230975,222989
2016-04-03,2.15,2.22,2.09,0.13000000000000034,0.11000000000000032,2.226,2.28,2.15,0.1299999999999999,0.09999999999999964,2.104,2.17,2.03,0.14000000000000012,0.06000000000000005,2.162,2.24,2.1,0.14000000000000012,0.07000000000000028,267965,489075,163527,325548,-80833
2016-04-10,2.312,2.43,2.2,0.22999999999999998,0.22999999999999998,2.424,2.54,2.27,0.27,0.27,2.298,2.43,2.16,0.27,0.27,2.38,2.48,2.22,0.2599999999999998,0.2599999999999998,335328,533858,154075,379783,182390
2016-04-17,2.634,2.69,2.5,0.18999999999999995,0.18999999999999995,2.748,2.84,2.7,0.13999999999999968,0.06999999999999984,2.546,2.65,2.43,0.21999999999999975,0.21999999999999975,2.666,2.74,2.6,0.14000000000000012,0.08000000000000007,589647,922572,253988,668584,-378522
2016-04-24,2.676,2.71,2.65,0.06000000000000005,0.0,2.7479999999999998,2.86,2.67,0.18999999999999995,0.10000000000000009,2.578,2.63,2.52,0.10999999999999988,0.06999999999999984,2.658,2.71,2.63,0.08000000000000007,0.010000000000000231,450213,638013,276699,361314,62953
2016-05-01,2.56,2.62,2.52,0.10000000000000009,-0.0900000000000003,2.644,2.75,2.56,0.18999999999999995,0.10999999999999988,2.476,2.51,2.4,0.10999999999999988,0.040000000000000036,2.578,2.66,2.55,0.11000000000000032,0.10000000000000009,310974,354642,244309,110333,-67120
2016-05-08,2.688,2.79,2.57,0.2200000000000002,-0.0900000000000003,2.762,2.88,2.67,0.20999999999999996,-0.050000000000000266,2.576,2.71,2.44,0.27,-0.06999999999999984,2.666,2.76,2.6,0.1599999999999997,-0.029999999999999805,496433,737108,254758,482350,-42115
2016-05-15,2.486,2.62,2.41,0.20999999999999996,-0.20999999999999996,2.5380000000000003,2.65,2.45,0.19999999999999973,-0.1599999999999997,2.364,2.41,2.29,0.1200000000000001,-0.03000000000000025,2.464,2.53,2.4,0.1299999999999999,-0.04999999999999982,281124,361214,199371,161843,-147097
2016-05-22,2.54,2.63,2.45,0.17999999999999972,0.1499999999999999,2.618,2.73,2.52,0.20999999999999996,0.20999999999999996,2.4939999999999998,2.58,2.35,0.22999999999999998,0.22999999999999998,2.6,2.73,2.46,0.27,0.27,245965,340435,137921,202514,167209
2016-05-29,2.7675,2.83,2.71,0.1200000000000001,0.10000000000000009,2.82,2.85,2.75,0.10000000000000009,0.08999999999999986,2.6574999999999998,2.73,2.59,0.14000000000000012,0.07000000000000028,2.7675,2.82,2.7,0.11999999999999966,0.029999999999999805,320083,459717,246121,213596,-36874
2016-06-05,2.914,2.99,2.78,0.2100000000000004,0.1200000000000001,3.024,3.09,2.93,0.1599999999999997,-0.06000000000000005,2.838,2.91,2.7,0.20999999999999996,0.09999999999999964,2.936,3.0,2.83,0.16999999999999993,-0.1299999999999999,512784,1051354,236417,814937,-814937
2016-06-12,2.252,2.5,2.06,0.43999999999999995,-0.25,2.43,2.69,2.16,0.5299999999999998,-0.10000000000000009,2.086,2.27,1.97,0.30000000000000004,-0.040000000000000036,2.2199999999999998,2.47,2.07,0.40000000000000036,0.1900000000000004,3512355,11155509,1156715,9998794,9998794
2016-06-19,2.66,2.82,2.46,0.3599999999999999,0.08000000000000007,2.772,2.88,2.63,0.25,-0.050000000000000266,2.568,2.73,2.27,0.45999999999999996,0.20000000000000018,2.698,2.79,2.49,0.2999999999999998,-0.17999999999999972,1874356,2048806,1589729,459077,-95300
2016-06-26,2.504,2.58,2.41,0.16999999999999993,0.040000000000000036,2.618,2.73,2.57,0.16000000000000014,0.16000000000000014,2.43,2.49,2.35,0.14000000000000012,0.14000000000000012,2.522,2.63,2.4,0.22999999999999998,0.22999999999999998,970376,1329497,594805,734692,-483974
2016-07-03,2.605,2.69,2.5,0.18999999999999995,0.06000000000000005,2.67,2.74,2.6,0.14000000000000012,0.10000000000000009,2.5175,2.65,2.42,0.22999999999999998,0.21999999999999975,2.625,2.69,2.53,0.16000000000000014,0.16000000000000014,592345,760745,431795,328950,-246678
2016-07-10,2.668,2.74,2.61,0.13000000000000034,-0.0900000000000003,2.722,2.76,2.67,0.08999999999999986,-0.03000000000000025,2.558,2.58,2.53,0.050000000000000266,0.03000000000000025,2.644,2.7,2.58,0.1200000000000001,0.06000000000000005,597012,696984,486627,210357,-59816
2016-07-17,2.634,2.7,2.57,0.13000000000000034,-0.0900000000000003,2.68,2.73,2.64,0.08999999999999986,-0.08999999999999986,2.564,2.6,2.55,0.050000000000000266,-0.040000000000000036,2.616,2.71,2.58,0.1299999999999999,-0.1200000000000001,495821,589176,377486,211690,135570
2016-07-24,2.646,2.71,2.58,0.1299999999999999,0.06000000000000005,2.718,2.75,2.68,0.06999999999999984,0.0,2.588,2.66,2.55,0.11000000000000032,0.010000000000000231,2.65,2.72,2.56,0.16000000000000014,-0.10999999999999988,1860952,5951896,768554,5183342,5183342
2016-07-31,2.568,2.59,2.51,0.08000000000000007,0.020000000000000018,2.636,2.69,2.61,0.08000000000000007,0.08000000000000007,2.504,2.58,2.41,0.16999999999999993,0.029999999999999805,2.592,2.66,2.51,0.15000000000000036,0.08000000000000007,676924,903965,409121,494844,-41434
2016-08-07,2.668,2.75,2.53,0.2200000000000002,0.16000000000000014,2.77,2.83,2.67,0.16000000000000014,0.14000000000000012,2.624,2.66,2.5,0.16000000000000014,0.14000000000000012,2.716,2.75,2.65,0.10000000000000009,0.08000000000000007,619916,821570,403967,417603,-254801
2016-08-14,2.762,2.81,2.72,0.08999999999999986,0.029999999999999805,2.82,2.86,2.79,0.06999999999999984,0.029999999999999805,2.694,2.75,2.65,0.10000000000000009,0.03000000000000025,2.786,2.82,2.73,0.08999999999999986,0.08999999999999986,609333,735851,440482,295369,-257328
2016-08-21,2.782,2.82,2.74,0.07999999999999963,-0.07999999999999963,2.816,2.84,2.78,0.06000000000000005,-0.06000000000000005,2.698,2.77,2.61,0.16000000000000014,-0.10000000000000009,2.756,2.81,2.65,0.16000000000000014,-0.16000000000000014,440638,480289,350377,129912,-2431
2016-08-28,2.624,2.68,2.57,0.11000000000000032,-0.029999999999999805,2.666,2.73,2.6,0.1299999999999999,-0.08000000000000007,2.568,2.61,2.51,0.10000000000000009,-0.04999999999999982,2.618,2.67,2.57,0.10000000000000009,-0.029999999999999805,369144,892987,141935,751052,-141283
2016-09-04,2.7075,2.73,2.69,0.040000000000000036,0.0,2.7725,2.81,2.71,0.10000000000000009,0.06999999999999984,2.67,2.7,2.64,0.06000000000000005,0.009999999999999787,2.7,2.74,2.65,0.0900000000000003,-0.040000000000000036,441621,510851,387728,123123,-48318
2016-09-11,2.586,2.65,2.53,0.1200000000000001,-0.10000000000000009,2.6719999999999997,2.78,2.59,0.18999999999999995,0.06999999999999984,2.536,2.58,2.5,0.08000000000000007,-0.03000000000000025,2.614,2.75,2.53,0.2200000000000002,0.08000000000000007,539723,1003174,310097,693077,563757
2016-09-18,2.846,2.93,2.78,0.15000000000000036,0.020000000000000018,2.912,2.98,2.86,0.1200000000000001,-0.0900000000000003,2.78,2.82,2.73,0.08999999999999986,0.040000000000000036,2.858,2.92,2.82,0.10000000000000009,-0.08000000000000007,735936,1237597,428581,809016,-549690
2016-09-25,2.856,2.95,2.8,0.15000000000000036,0.0900000000000003,2.918,2.96,2.87,0.08999999999999986,0.08999999999999986,2.814,2.85,2.77,0.08000000000000007,0.06000000000000005,2.878,2.92,2.84,0.08000000000000007,0.050000000000000266,457686,689993,292409,397584,397584
2016-10-02,3.1999999999999997,3.34,2.9,0.43999999999999995,0.41999999999999993,3.326,3.43,3.1,0.33000000000000007,0.27,3.122,3.28,2.85,0.4299999999999997,0.29000000000000004,3.25,3.33,3.08,0.25,0.1200000000000001,1131726,1876002,446635,1429367,-494644
2016-10-09,3.13,3.25,3.03,0.2200000000000002,-0.1299999999999999,3.19,3.34,3.09,0.25,-0.19999999999999973,3.04,3.22,2.94,0.28000000000000025,-0.17000000000000037,3.098,3.25,3.04,0.20999999999999996,-0.20000000000000018,526732,701281,394757,306524,-214646
2016-10-16,2.986,3.06,2.91,0.1499999999999999,-0.1499999999999999,3.044,3.07,2.96,0.10999999999999988,-0.009999999999999787,2.932,2.99,2.89,0.10000000000000009,-0.06000000000000005,2.978,3.01,2.93,0.07999999999999963,0.019999999999999574,502265,936225,339200,597025,-47366
2016-10-23,2.974,3.04,2.81,0.22999999999999998,-0.19999999999999973,3.034,3.11,2.84,0.27,-0.27,2.876,2.99,2.71,0.28000000000000025,-0.28000000000000025,2.938,3.06,2.76,0.30000000000000027,-0.30000000000000027,666826,839251,572561,266690,171977
2016-10-30,2.682,2.75,2.6,0.1499999999999999,-0.1499999999999999,2.722,2.77,2.68,0.08999999999999986,-0.08999999999999986,2.594,2.66,2.57,0.0900000000000003,-0.0900000000000003,2.64,2.69,2.58,0.10999999999999988,-0.08000000000000007,644038,880320,504926,375394,374431
2016-11-06,1.668,2.67,1.26,1.41,-1.3699999999999999,1.698,2.67,1.33,1.3399999999999999,-1.29,1.51,2.58,1.15,1.4300000000000002,-1.29,1.566,2.61,1.21,1.4,-1.2499999999999998,4379967,7805455,776276,7029179,2236619
2016-11-13,1.392,1.4,1.36,0.039999999999999813,-0.039999999999999813,1.418,1.45,1.4,0.050000000000000044,-0.050000000000000044,1.342,1.36,1.31,0.050000000000000044,-0.030000000000000027,1.38,1.4,1.34,0.05999999999999983,-0.05999999999999983,1602967,4103637,791712,3311925,-3200697
2016-11-20,1.3075,1.35,1.25,0.10000000000000009,-0.020000000000000018,1.34,1.37,1.3,0.07000000000000006,0.0,1.2525,1.32,1.21,0.1100000000000001,0.050000000000000044,1.3075,1.37,1.25,0.1200000000000001,0.08000000000000007,1164476,1587016,556346,1030670,-1030670
2016-11-27,1.232,1.39,1.11,0.2799999999999998,-0.2799999999999998,1.26,1.4,1.16,0.24,-0.24,1.1620000000000001,1.27,1.1,0.16999999999999993,-0.16999999999999993,1.178,1.28,1.11,0.16999999999999993,-0.15999999999999992,1449478,2769737,943402,1826335,181529
2016-12-04,1.128,1.13,1.12,0.009999999999999787,0.009999999999999787,1.174,1.27,1.14,0.13000000000000012,0.1200000000000001,1.112,1.13,1.1,0.029999999999999805,0.029999999999999805,1.148,1.21,1.11,0.09999999999999987,0.09999999999999987,1529861,2504394,936112,1568282,1110925
2016-12-11,1.122,1.2,1.08,0.11999999999999988,-0.11999999999999988,1.16,1.22,1.09,0.1299999999999999,-0.11999999999999988,1.062,1.11,0.98,0.13000000000000012,-0.1200000000000001,1.086,1.12,1.05,0.07000000000000006,-0.06000000000000005,2049966,3981686,777417,3204269,1035008
2016-12-18,1.05,1.09,1.01,0.08000000000000007,-0.06000000000000005,1.076,1.11,1.05,0.06000000000000005,-0.020000000000000018,1.006,1.02,0.99,0.030000000000000027,0.0,1.04,1.08,1.02,0.06000000000000005,-0.010000000000000009,1214594,1740502,908157,832345,-62984
2016-12-25,1.03,1.05,1.02,0.030000000000000027,-0.010000000000000009,1.0675000000000001,1.09,1.04,0.050000000000000044,-0.040000000000000036,1.01,1.03,0.98,0.050000000000000044,-0.030000000000000027,1.0350000000000001,1.05,1.02,0.030000000000000027,-0.010000000000000009,1264428,1604108,924988,679120,513913
2017-01-01,1.3375000000000001,1.58,1.09,0.49,0.24,1.5825,1.72,1.44,0.28,0.28,1.2375,1.32,1.07,0.25,0.25,1.4525000000000001,1.56,1.35,0.20999999999999996,0.1200000000000001,6458755,11031477,3633206,7398271,-6212362
2017-01-08,1.572,1.64,1.51,0.1299999999999999,0.06000000000000005,1.678,1.79,1.62,0.16999999999999993,0.16000000000000014,1.528,1.56,1.45,0.1100000000000001,0.09000000000000008,1.6,1.64,1.57,0.06999999999999984,0.05999999999999983,3529330,5276548,1121047,4155501,1424047
2017-01-15,1.4875,1.64,1.33,0.30999999999999983,-0.30999999999999983,1.51,1.64,1.34,0.2999999999999998,-0.2999999999999998,1.3675,1.55,1.22,0.33000000000000007,-0.33000000000000007,1.3900000000000001,1.58,1.26,0.32000000000000006,-0.32000000000000006,1829150,2514105,1411637,1102468,-820291
2017-01-22,1.326,1.39,1.24,0.1499999999999999,0.1499999999999999,1.404,1.47,1.33,0.1399999999999999,0.05999999999999983,1.286,1.34,1.21,0.13000000000000012,0.1200000000000001,1.34,1.39,1.28,0.10999999999999988,0.050000000000000044,1267037,1993781,625391,1368390,-1368390
2017-01-29,1.432,1.58,1.33,0.25,0.25,1.56,1.82,1.37,0.44999999999999996,0.44999999999999996,1.3840000000000001,1.55,1.25,0.30000000000000004,0.30000000000000004,1.518,1.79,1.35,0.43999999999999995,0.43999999999999995,2653961,5939908,1151454,4788454,4788454
2017-02-05,1.696,1.79,1.63,0.16000000000000014,-0.14000000000000012,1.73,1.8,1.69,0.1100000000000001,-0.1100000000000001,1.612,1.67,1.56,0.10999999999999988,-0.08999999999999986,1.664,1.72,1.62,0.09999999999999987,-0.07000000000000006,1572358,1990144,1211436,778708,-297038
2017-02-12,1.632,1.68,1.6,0.07999999999999985,-0.05999999999999983,1.654,1.69,1.63,0.06000000000000005,-0.06000000000000005,1.566,1.59,1.54,0.050000000000000044,-0.050000000000000044,1.61,1.65,1.56,0.08999999999999986,-0.050000000000000044,1313214,1763745,781559,982186,512872
2017-02-19,1.6,1.64,1.57,0.06999999999999984,0.020000000000000018,1.645,1.66,1.62,0.039999999999999813,-0.039999999999999813,1.5550000000000002,1.58,1.53,0.050000000000000044,-0.040000000000000036,1.6,1.62,1.58,0.040000000000000036,-0.020000000000000018,1471827,2586893,977265,1609628,243213
2017-02-26,1.6,1.77,1.51,0.26,0.17999999999999994,1.6560000000000001,1.94,1.56,0.3799999999999999,0.32999999999999985,1.518,1.66,1.38,0.28,0.10999999999999988,1.582,1.84,1.46,0.3800000000000001,0.25,4159998,12934377,1015269,11919108,11822825
2017-03-05,1.996,2.11,1.85,0.2599999999999998,0.1499999999999999,2.182,2.33,2.09,0.2400000000000002,-0.2400000000000002,1.912,1.99,1.82,0.16999999999999993,0.1399999999999999,2.058,2.27,1.99,0.28,-0.2400000000000002,6125339,16528009,2051150,14476859,-14476859
2017-03-12,2.028,2.1,1.98,0.1200000000000001,0.0,2.108,2.16,2.02,0.14000000000000012,-0.029999999999999805,1.96,2.01,1.91,0.09999999999999987,0.030000000000000027,2.026,2.08,1.99,0.09000000000000008,0.039999999999999813,1630114,2466624,1136615,1330009,145329
2017-03-19,1.8599999999999999,2.03,1.77,0.2599999999999998,-0.23999999999999977,1.894,2.05,1.8,0.24999999999999978,-0.19999999999999973,1.768,1.89,1.7,0.18999999999999995,-0.1399999999999999,1.816,1.93,1.77,0.15999999999999992,-0.10999999999999988,1289285,2383818,587653,1796165,-873240
2017-03-26,1.766,1.86,1.7,0.16000000000000014,-0.1200000000000001,1.806,1.86,1.77,0.09000000000000008,-0.09000000000000008,1.688,1.77,1.62,0.1499999999999999,-0.08000000000000007,1.734,1.78,1.7,0.08000000000000007,-0.08000000000000007,1923975,3522679,888542,2634137,280346
2017-04-02,1.552,1.69,1.44,0.25,-0.19999999999999996,1.592,1.7,1.51,0.18999999999999995,-0.17999999999999994,1.458,1.59,1.4,0.19000000000000017,-0.18000000000000016,1.494,1.61,1.42,0.19000000000000017,-0.19000000000000017,2239146,4494884,1198517,3296367,200322
2017-04-09,1.4375,1.5,1.41,0.09000000000000008,-0.010000000000000009,1.4925,1.53,1.44,0.09000000000000008,-0.06000000000000005,1.3975,1.41,1.39,0.020000000000000018,-0.010000000000000009,1.4375,1.5,1.41,0.09000000000000008,-0.020000000000000018,964484,1045115,863388,181727,-59160
2017-04-16,1.434,1.48,1.4,0.08000000000000007,0.08000000000000007,1.468,1.53,1.41,0.1200000000000001,0.1200000000000001,1.386,1.41,1.35,0.05999999999999983,0.039999999999999813,1.444,1.51,1.4,0.1100000000000001,0.10000000000000009,964055,1224422,668694,555728,420768
2017-04-23,1.53,1.55,1.5,0.050000000000000044,-0.040000000000000036,1.556,1.61,1.52,0.09000000000000008,-0.030000000000000027,1.47,1.5,1.45,0.050000000000000044,-0.020000000000000018,1.514,1.55,1.48,0.07000000000000006,0.0,1005674,1259364,761305,498059,-344242
2017-04-30,1.564,1.63,1.51,0.11999999999999988,0.08999999999999986,1.646,1.79,1.55,0.24,0.24,1.5,1.55,1.47,0.08000000000000007,0.06000000000000005,1.6119999999999999,1.71,1.51,0.19999999999999996,0.19999999999999996,1267491,2364672,512828,1851844,756985
2017-05-07,1.708,1.75,1.67,0.08000000000000007,-0.050000000000000044,1.738,1.78,1.71,0.07000000000000006,-0.040000000000000036,1.658,1.69,1.62,0.06999999999999984,0.0,1.71,1.73,1.68,0.050000000000000044,0.010000000000000009,1436823,2204657,758151,1446506,-891543
2017-05-14,1.706,1.76,1.64,0.1200000000000001,-0.09000000000000008,1.748,1.79,1.7,0.09000000000000008,-0.08000000000000007,1.656,1.69,1.62,0.06999999999999984,-0.05999999999999983,1.714,1.76,1.65,0.1100000000000001,-0.06000000000000005,1567802,2085708,871074,1214634,753018
2017-05-21,1.748,1.83,1.7,0.13000000000000012,0.13000000000000012,1.814,2.03,1.74,0.2899999999999998,0.2799999999999998,1.702,1.74,1.67,0.07000000000000006,0.040000000000000036,1.746,1.8,1.72,0.08000000000000007,0.040000000000000036,1262132,3578109,328548,3249561,2758277
2017-05-28,1.8275000000000001,1.9,1.75,0.1499999999999999,0.04999999999999982,1.96,2.15,1.82,0.32999999999999985,0.27,1.775,1.85,1.72,0.13000000000000012,0.13000000000000012,1.8824999999999998,2.05,1.75,0.2999999999999998,0.2999999999999998,1844184,3205985,1073239,2132746,2132746
2017-06-04,2.162,2.34,2.07,0.27,0.27,2.262,2.45,2.12,0.33000000000000007,0.33000000000000007,2.116,2.32,2.02,0.2999999999999998,0.2999999999999998,2.224,2.39,2.11,0.28000000000000025,0.28000000000000025,2222075,2969705,1611767,1357938,751716
2017-06-11,2.424,2.49,2.39,0.10000000000000009,0.0900000000000003,2.518,2.58,2.46,0.1200000000000001,0.050000000000000266,2.384,2.43,2.35,0.08000000000000007,0.08000000000000007,2.466,2.53,2.42,0.10999999999999988,0.10999999999999988,1529806,2009767,808622,1201145,149198
2017-06-18,2.56,2.62,2.53,0.0900000000000003,0.07000000000000028,2.624,2.72,2.56,0.16000000000000014,0.16000000000000014,2.512,2.6,2.42,0.18000000000000016,0.18000000000000016,2.582,2.68,2.53,0.15000000000000036,0.15000000000000036,1008802,1546676,669147,877529,537128
2017-06-25,2.8000000000000003,3.0,2.66,0.33999999999999986,-0.06000000000000005,2.9179999999999997,3.09,2.79,0.2999999999999998,-0.009999999999999787,2.674,2.81,2.5,0.31000000000000005,-0.03000000000000025,2.784,2.99,2.61,0.38000000000000034,-0.06000000000000005,1951921,3281244,1283742,1997502,164605
2017-07-02,2.7375,2.83,2.66,0.16999999999999993,-0.08999999999999986,2.8075,2.85,2.76,0.0900000000000003,-0.08000000000000007,2.625,2.7,2.59,0.11000000000000032,0.009999999999999787,2.7325,2.82,2.65,0.16999999999999993,-0.08999999999999986,1388909,1693379,923531,769848,-453764
2017-07-09,2.834,2.93,2.71,0.2200000000000002,0.20999999999999996,2.914,3.02,2.75,0.27,0.27,2.7800000000000002,2.91,2.62,0.29000000000000004,0.29000000000000004,2.868,2.94,2.68,0.2599999999999998,0.25,1029161,1405975,663856,742119,170939
2017-07-16,2.942,2.98,2.91,0.06999999999999984,0.029999999999999805,2.984,3.02,2.93,0.08999999999999986,0.08999999999999986,2.858,2.92,2.82,0.10000000000000009,0.040000000000000036,2.944,2.98,2.89,0.08999999999999986,0.04999999999999982,936673,1691840,511255,1180585,885195
2017-07-23,2.938,2.97,2.85,0.1200000000000001,-0.10999999999999988,2.97,3.01,2.87,0.13999999999999968,-0.1200000000000001,2.86,2.94,2.76,0.18000000000000016,-0.14000000000000012,2.902,2.97,2.8,0.17000000000000037,-0.13000000000000034,722196,1073786,551502,522284,-109590
2017-07-30,2.758,2.91,2.62,0.29000000000000004,-0.13999999999999968,2.838,2.93,2.72,0.20999999999999996,-0.20999999999999996,2.69,2.79,2.62,0.16999999999999993,-0.09999999999999964,2.734,2.89,2.64,0.25,-0.22999999999999998,776516,1104501,504970,599531,-540592
2017-08-06,2.81,3.14,2.5,0.6400000000000001,0.45999999999999996,3.008,3.28,2.74,0.5399999999999996,0.5399999999999996,2.746,3.1,2.35,0.75,0.45999999999999996,2.928,3.24,2.66,0.5800000000000001,0.5800000000000001,2039420,5120968,512388,4608580,1913806
2017-08-13,3.11,3.26,2.97,0.2899999999999996,-0.2899999999999996,3.208,3.39,3.1,0.29000000000000004,-0.28000000000000025,3.0220000000000002,3.22,2.91,0.31000000000000005,-0.25,3.086,3.25,2.99,0.2599999999999998,-0.16000000000000014,2050977,2666073,960564,1705509,-1705509
2017-08-20,2.91,3.1,2.76,0.3400000000000003,-0.25,2.954,3.15,2.85,0.2999999999999998,-0.2999999999999998,2.786,2.95,2.73,0.2200000000000002,-0.20000000000000018,2.832,2.96,2.76,0.20000000000000018,-0.20000000000000018,2332427,3991879,817311,3174568,399462
2017-08-27,2.896,3.03,2.76,0.27,0.27,3.004,3.13,2.84,0.29000000000000004,0.2400000000000002,2.872,2.98,2.75,0.22999999999999998,0.20000000000000018,2.96,3.06,2.8,0.26000000000000023,0.26000000000000023,1501763,3051514,639846,2411668,-740859
2017-09-03,2.965,3.04,2.83,0.20999999999999996,-0.20999999999999996,3.02,3.14,2.88,0.26000000000000023,-0.26000000000000023,2.8425000000000002,2.98,2.67,0.31000000000000005,-0.31000000000000005,2.875,3.03,2.71,0.31999999999999984,-0.31999999999999984,2977971,4595093,1775803,2819290,251676
2017-09-10,2.738,2.79,2.66,0.1299999999999999,-0.09999999999999964,2.814,2.87,2.73,0.14000000000000012,-0.1299999999999999,2.674,2.75,2.61,0.14000000000000012,-0.08000000000000007,2.7199999999999998,2.8,2.66,0.13999999999999968,-0.10999999999999988,1600500,2849954,975435,1874519,272473
2017-09-17,2.528,2.71,2.34,0.3700000000000001,-0.33000000000000007,2.574,2.74,2.43,0.31000000000000005,-0.31000000000000005,2.44,2.65,2.33,0.31999999999999984,-0.31999999999999984,2.4819999999999998,2.69,2.35,0.33999999999999986,-0.27,1185265,1499648,750127,749521,-453543
2017-09-24,2.578,2.72,2.42,0.30000000000000027,0.22999999999999998,2.698,2.77,2.57,0.20000000000000018,0.20000000000000018,2.55,2.65,2.42,0.22999999999999998,0.20999999999999996,2.65,2.75,2.55,0.20000000000000018,0.20000000000000018,779046,1057162,577692,479470,-479470
