Date,IRCP_stock_Open_average,IRCP_stock_Open_max,IRCP_stock_Open_min,IRCP_stock_Open_volatility,IRCP_stock_Open_change,IRCP_stock_High_average,IRCP_stock_High_max,IRCP_stock_High_min,IRCP_stock_High_volatility,IRCP_stock_High_change,IRCP_stock_Low_average,IRCP_stock_Low_max,IRCP_stock_Low_min,IRCP_stock_Low_volatility,IRCP_stock_Low_change,IRCP_stock_Close_average,IRCP_stock_Close_max,IRCP_stock_Close_min,IRCP_stock_Close_volatility,IRCP_stock_Close_change,IRCP_stock_Volume_average,IRCP_stock_Volume_max,IRCP_stock_Volume_min,IRCP_stock_Volume_volatility,IRCP_stock_Volume_change
2016-01-03,34.0625,34.4,33.76,0.6400000000000006,-0.09000000000000341,34.347500000000004,34.45,34.09,0.35999999999999943,0.35999999999999943,33.4525,34.4,31.75,2.6499999999999986,2.1499999999999986,33.6125,34.4,31.75,2.6499999999999986,2.1499999999999986,602,1239,23,1216,-1025
2016-01-10,33.442,35.0,32.01,2.990000000000002,-1.990000000000002,33.446,35.0,32.03,2.969999999999999,-1.9699999999999989,33.142,34.0,32.01,1.990000000000002,-1.990000000000002,33.446,35.0,32.03,2.969999999999999,-1.9699999999999989,286,884,0,884,784
2016-01-17,32.913333333333334,33.8,32.12,1.6799999999999997,0.7000000000000028,33.43666666666667,34.2,32.31,1.8900000000000006,1.8900000000000006,32.84666666666667,33.7,32.02,1.6799999999999997,0.7999999999999972,33.403333333333336,34.2,32.31,1.8900000000000006,1.8900000000000006,482,1300,54,1246,-1246
2016-01-24,32.83,34.66,31.0,3.6599999999999966,-3.6599999999999966,33.0,35.0,31.0,4.0,-4.0,32.83,34.66,31.0,3.6599999999999966,-3.6599999999999966,33.0,35.0,31.0,4.0,-4.0,294,588,1,587,-587
2016-01-31,34.339999999999996,37.5,32.0,5.5,-2.6000000000000014,34.88,39.0,32.0,7.0,-2.6000000000000014,33.71,36.0,32.0,4.0,-2.990000000000002,33.952,36.0,32.0,4.0,-2.990000000000002,5671,25435,5,25430,226
2016-02-07,33.626,35.51,31.0,4.509999999999998,-4.509999999999998,34.016,35.51,32.0,3.509999999999998,-2.559999999999995,33.414,34.95,31.0,3.950000000000003,-3.5,33.64,34.95,32.0,2.950000000000003,-2.3699999999999974,703,2305,30,2275,2204
2016-02-14,31.005000000000003,32.0,30.01,1.9899999999999984,1.9899999999999984,31.494999999999997,32.0,30.99,1.0100000000000016,1.0100000000000016,31.0,32.0,30.0,2.0,2.0,31.0,32.0,30.0,2.0,2.0,31,51,11,40,40
2016-02-21,32.0,32.7,30.7,2.0000000000000036,-1.3000000000000007,32.65,33.0,32.0,1.0,1.0,31.9375,32.6,30.7,1.9000000000000021,-1.3000000000000007,32.5875,33.0,32.0,1.0,1.0,465,699,367,332,5
2016-02-28,33.1475,33.95,32.6,1.3500000000000014,0.6000000000000014,33.5375,33.95,32.75,1.2000000000000028,0.75,32.575,33.2,32.0,1.2000000000000028,0.6000000000000014,33.225,33.95,32.75,1.2000000000000028,0.45000000000000284,1028,1401,501,900,769
2016-03-06,34.347500000000004,36.59,33.2,3.3900000000000006,3.3900000000000006,35.27,36.59,33.5,3.0900000000000034,1.5900000000000034,33.495000000000005,34.1,33.18,0.9200000000000017,-0.020000000000003126,34.1875,35.99,33.18,2.8100000000000023,-0.8999999999999986,912,2360,54,2306,-2248
2016-03-13,35.74,36.96,34.5,2.460000000000001,-1.009999999999998,36.129999999999995,36.96,35.55,1.4100000000000037,-0.9600000000000009,35.417500000000004,36.96,34.26,2.700000000000003,-1.009999999999998,35.805,36.96,34.26,2.700000000000003,-0.9600000000000009,736,2075,14,2061,605
2016-03-20,36.245000000000005,36.49,36.0,0.490000000000002,-0.490000000000002,36.745000000000005,37.0,36.49,0.509999999999998,0.509999999999998,36.04,36.08,36.0,0.0799999999999983,-0.0799999999999983,36.745000000000005,37.0,36.49,0.509999999999998,0.509999999999998,375,748,2,746,-746
2016-03-27,37.208,40.0,36.05,3.950000000000003,0.4099999999999966,37.604,40.0,36.06,3.9399999999999977,1.779999999999994,36.089999999999996,36.4,36.0,0.3999999999999986,0.0,36.916,38.37,36.06,2.309999999999995,2.219999999999999,31372,152547,552,151995,-162
2016-04-03,37.91,38.4,37.6,0.7999999999999972,-0.14999999999999858,37.954,38.5,37.6,0.8999999999999986,-0.269999999999996,36.39,37.35,34.69,2.6600000000000037,-0.4099999999999966,37.024,38.0,36.51,1.490000000000002,-0.10999999999999943,14236,34244,1322,32922,6689
2016-04-10,37.45,38.11,37.0,1.1099999999999994,-0.480000000000004,38.078,38.17,37.98,0.19000000000000483,0.1700000000000017,36.92,38.1,35.97,2.1300000000000026,-0.8500000000000014,37.668,38.1,36.72,1.3800000000000026,-1.0200000000000031,4280,9213,699,8514,-4916
2016-04-17,38.278,39.48,37.77,1.7099999999999937,0.3499999999999943,38.4,39.48,37.8,1.6799999999999997,0.7000000000000028,37.316,38.0,35.8,2.200000000000003,0.25,38.094,38.5,37.8,0.7000000000000028,0.5,9211,23219,2454,20765,-2274
2016-04-24,38.83,39.74,38.42,1.3200000000000003,1.25,39.348,40.1,38.5,1.6000000000000014,0.9600000000000009,37.848,38.8,36.26,2.539999999999999,1.740000000000002,38.416,39.1,37.33,1.7700000000000031,1.7700000000000031,2504,5299,80,5219,3804
2016-05-01,39.516,40.95,38.11,2.8400000000000034,-2.8400000000000034,41.35,46.01,39.8,6.210000000000001,-1.1500000000000057,38.688,39.4,38.1,1.2999999999999972,-1.1499999999999986,39.339999999999996,39.8,39.0,0.7999999999999972,0.5499999999999972,3129,6634,609,6025,-2107
