Date,HIFS_stock_Open_average,HIFS_stock_Open_max,HIFS_stock_Open_min,HIFS_stock_Open_volatility,HIFS_stock_Open_change,HIFS_stock_High_average,HIFS_stock_High_max,HIFS_stock_High_min,HIFS_stock_High_volatility,HIFS_stock_High_change,HIFS_stock_Low_average,HIFS_stock_Low_max,HIFS_stock_Low_min,HIFS_stock_Low_volatility,HIFS_stock_Low_change,HIFS_stock_Close_average,HIFS_stock_Close_max,HIFS_stock_Close_min,HIFS_stock_Close_volatility,HIFS_stock_Close_change,HIFS_stock_Volume_average,HIFS_stock_Volume_max,HIFS_stock_Volume_min,HIFS_stock_Volume_volatility,HIFS_stock_Volume_change
2016-01-03,121.346,123.24,120.27,2.969999999999999,1.25,122.116,123.24,120.7,2.539999999999992,1.6899999999999977,119.142,119.88,117.7,2.1799999999999926,1.6799999999999926,120.52,122.67,117.7,4.969999999999999,4.969999999999999,6575,10923,1294,9629,4518
2016-01-10,121.21000000000001,122.65,120.33,2.3200000000000074,-2.3200000000000074,121.426,122.68,120.33,2.3500000000000085,-2.3500000000000085,119.476,121.93,116.0,5.930000000000007,-5.930000000000007,120.146,122.05,118.11,3.9399999999999977,-3.9399999999999977,2456,5076,1149,3927,3439
2016-01-17,123.565,125.21,121.01,4.199999999999989,4.199999999999989,126.34,126.99,125.21,1.7800000000000011,-1.75,121.52000000000001,123.03,120.01,3.019999999999996,3.019999999999996,124.0875,125.88,122.8,3.0799999999999983,1.269999999999996,8134,11500,5662,5838,606
2016-01-24,123.586,125.05,121.68,3.3699999999999903,-2.289999999999992,125.01,127.71,123.01,4.699999999999989,-2.9799999999999898,121.674,124.95,118.8,6.150000000000006,-2.539999999999992,123.916,126.68,121.58,5.1000000000000085,-2.9799999999999898,7275,9330,4243,5087,1449
2016-01-31,123.336,124.52,122.42,2.0999999999999943,-1.1799999999999926,123.336,124.52,122.42,2.0999999999999943,-1.1799999999999926,120.686,122.5,119.53,2.969999999999999,0.0899999999999892,121.324,122.63,120.02,2.6099999999999994,-2.6099999999999994,1863,2965,1013,1952,1861
2016-02-07,118.386,120.0,116.95,3.049999999999997,-2.530000000000001,120.79,122.86,118.45,4.409999999999997,-2.1299999999999955,117.49,120.0,115.8,4.200000000000003,-3.730000000000004,119.19,121.9,116.0,5.900000000000006,-2.049999999999997,2478,4354,1336,3018,1620
2016-02-14,118.15,120.0,116.25,3.75,-2.030000000000001,119.1025,120.0,117.28,2.719999999999999,-2.1700000000000017,117.15,119.19,116.05,3.1400000000000006,-3.1200000000000045,117.9,119.45,116.5,2.950000000000003,-2.700000000000003,2938,6172,846,5326,2227
2016-02-21,119.586,122.8,117.99,4.810000000000002,-4.810000000000002,119.966,122.8,117.99,4.810000000000002,-4.810000000000002,117.75,118.0,117.0,1.0,0.22999999999998977,118.498,119.74,117.76,1.9799999999999898,0.22999999999998977,2081,4032,704,3328,-1793
2016-02-28,118.182,118.98,116.67,2.3100000000000023,-1.6899999999999977,118.28,118.98,116.67,2.3100000000000023,-1.7000000000000028,117.17,118.9,116.03,2.8700000000000045,-1.3400000000000034,117.208,118.9,116.11,2.7900000000000063,-1.3400000000000034,1236,2600,675,1925,-383
2016-03-06,117.708,122.0,116.42,5.579999999999998,5.260000000000005,117.92,122.0,116.42,5.579999999999998,4.8799999999999955,117.278,121.0,116.04,4.959999999999994,4.590000000000003,117.5,121.0,116.42,4.579999999999998,3.8799999999999955,1550,2946,441,2505,-735
2016-03-13,119.372,121.99,117.23,4.759999999999991,-2.989999999999995,119.882,121.99,118.28,3.7099999999999937,-1.4899999999999949,118.028,119.55,117.23,2.319999999999993,-0.519999999999996,119.226,120.59,117.84,2.75,-0.7199999999999989,4060,16447,612,15835,15659
2016-03-20,118.485,118.87,117.78,1.0900000000000034,-0.030000000000001137,119.415,121.28,118.51,2.769999999999996,2.4099999999999966,118.225,118.84,117.78,1.0600000000000023,1.0100000000000051,118.845,120.04,118.4,1.6400000000000006,1.6400000000000006,4043,6381,1919,4462,3105
2016-03-27,119.564,120.11,119.19,0.9200000000000017,-0.8900000000000006,120.346,121.6,119.85,1.75,1.1999999999999886,118.994,119.31,118.14,1.1700000000000017,1.0799999999999983,119.658,120.48,119.11,1.3700000000000045,1.0300000000000011,5538,8213,2454,5759,2329
