Date,DOV_stock_Open_average,DOV_stock_Open_max,DOV_stock_Open_min,DOV_stock_Open_volatility,DOV_stock_Open_change,DOV_stock_High_average,DOV_stock_High_max,DOV_stock_High_min,DOV_stock_High_volatility,DOV_stock_High_change,DOV_stock_Low_average,DOV_stock_Low_max,DOV_stock_Low_min,DOV_stock_Low_volatility,DOV_stock_Low_change,DOV_stock_Close_average,DOV_stock_Close_max,DOV_stock_Close_min,DOV_stock_Close_volatility,DOV_stock_Close_change,DOV_stock_Volume_average,DOV_stock_Volume_max,DOV_stock_Volume_min,DOV_stock_Volume_volatility,DOV_stock_Volume_change
2016-01-03,59.576,61.66,58.1,3.559999999999995,-1.5599999999999952,60.318,61.88,58.84,3.039999999999999,-2.819999999999993,58.812,59.97,57.63,2.3399999999999963,-2.1999999999999957,59.496,61.64,57.84,3.799999999999997,-3.799999999999997,1613685,2165986,1078439,1087547,203981
2016-01-10,56.158,58.0,53.74,4.259999999999998,-4.259999999999998,56.868,58.28,53.9,4.380000000000003,-4.380000000000003,54.76,56.55,52.7,3.8499999999999943,-3.8499999999999943,55.474,56.97,52.9,4.07,-4.07,2916465,4214940,2024586,2190354,807176
2016-01-17,53.1525,54.1,52.5,1.6000000000000014,0.6000000000000014,53.8625,54.6,52.97,1.6300000000000026,0.6300000000000026,52.08,52.75,50.91,1.8400000000000034,0.09000000000000341,53.0075,53.29,52.65,0.6400000000000006,0.04999999999999716,1922947,2183115,1469440,713675,96059
2016-01-24,55.230000000000004,56.88,53.18,3.700000000000003,3.700000000000003,56.644,58.5,53.64,4.859999999999999,4.859999999999999,54.682,56.88,52.49,4.390000000000001,4.390000000000001,55.9,58.45,53.06,5.390000000000001,5.390000000000001,2589001,4152535,2072855,2079680,-329049
2016-01-31,57.898,59.46,57.15,2.3100000000000023,2.289999999999999,59.142,61.28,57.38,3.8999999999999986,2.270000000000003,57.284,59.08,55.78,3.299999999999997,2.1299999999999955,58.498,59.94,56.82,3.1199999999999974,2.1199999999999974,2237247,3150967,1496577,1654390,-516176
2016-02-07,58.038,59.15,55.92,3.229999999999997,-1.1799999999999997,59.052,59.85,57.42,2.4299999999999997,-0.38000000000000256,57.148,58.7,55.3,3.4000000000000057,-1.3100000000000023,58.25,59.67,57.01,2.6600000000000037,-0.480000000000004,1871115,2379499,1255974,1123525,341032
2016-02-14,60.94,61.53,59.84,1.6899999999999977,1.6299999999999955,61.6025,62.31,60.3,2.010000000000005,1.220000000000006,60.167500000000004,61.09,58.76,2.3300000000000054,1.4500000000000028,61.052499999999995,61.65,60.29,1.3599999999999994,0.3299999999999983,1695163,2187869,1465197,722672,631565
2016-02-21,60.64,61.48,59.34,2.1399999999999935,-0.21999999999999886,61.23,62.06,60.05,2.010000000000005,-0.46999999999999886,59.922,61.16,58.15,3.009999999999998,-0.3199999999999932,60.652,61.45,59.78,1.6700000000000017,-0.3400000000000034,1552452,2516170,949011,1567159,-1567159
2016-02-28,61.958,62.73,61.27,1.4599999999999937,1.4599999999999937,62.748000000000005,63.84,61.73,2.1100000000000065,2.1100000000000065,61.496,62.19,60.73,1.4600000000000009,1.4500000000000028,62.252,63.2,60.78,2.4200000000000017,2.4200000000000017,1502889,2584842,1110138,1474704,-38248
2016-03-06,62.876,64.42,61.81,2.6099999999999994,-1.1400000000000006,63.682,65.37,62.08,3.2900000000000063,-2.4000000000000057,61.858000000000004,63.06,60.37,2.690000000000005,-1.3900000000000006,62.848,65.22,61.01,4.210000000000001,-2.4399999999999977,1733046,1876301,1488671,387630,-277459
