Date,VanEck Vectors Oil RefinersEtf_Open_average,VanEck Vectors Oil RefinersEtf_Open_max,VanEck Vectors Oil RefinersEtf_Open_min,VanEck Vectors Oil RefinersEtf_Open_volatility,VanEck Vectors Oil RefinersEtf_Open_change,VanEck Vectors Oil RefinersEtf_High_average,VanEck Vectors Oil RefinersEtf_High_max,VanEck Vectors Oil RefinersEtf_High_min,VanEck Vectors Oil RefinersEtf_High_volatility,VanEck Vectors Oil RefinersEtf_High_change,VanEck Vectors Oil RefinersEtf_Low_average,VanEck Vectors Oil RefinersEtf_Low_max,VanEck Vectors Oil RefinersEtf_Low_min,VanEck Vectors Oil RefinersEtf_Low_volatility,VanEck Vectors Oil RefinersEtf_Low_change,VanEck Vectors Oil RefinersEtf_Close_average,VanEck Vectors Oil RefinersEtf_Close_max,VanEck Vectors Oil RefinersEtf_Close_min,VanEck Vectors Oil RefinersEtf_Close_volatility,VanEck Vectors Oil RefinersEtf_Close_change
2016-01-03,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2016-01-10,18.5,18.5,18.5,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2016-01-17,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2016-01-24,18.52,18.52,18.52,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2016-01-31,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2016-02-07,17.55,17.55,17.55,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2016-02-14,17.76,17.76,17.76,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2016-02-21,18.34,18.34,18.34,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2016-02-28,19.22,19.22,19.22,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-03-06,19.27,19.27,19.27,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2016-03-13,20.21,20.21,20.21,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2016-03-20,19.84,19.84,19.84,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2016-03-27,19.84,19.84,19.84,0.0,0.0,20.13,20.13,20.13,0.0,0.0,19.81,19.81,19.81,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2016-04-03,20.13,20.13,20.13,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2016-04-10,20.06,20.06,20.06,0.0,0.0,20.18,20.18,20.18,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2016-04-17,20.43,20.43,20.43,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2016-04-24,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2016-05-01,18.93,18.93,18.93,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2016-05-08,18.56,18.56,18.56,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2016-05-15,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0
