Date,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Open_average,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Open_max,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Open_min,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Open_volatility,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Open_change,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_High_average,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_High_max,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_High_min,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_High_volatility,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_High_change,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Low_average,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Low_max,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Low_min,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Low_volatility,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Low_change,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Close_average,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Close_max,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Close_min,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Close_volatility,Direxion Daily Junior Gold Miners Bull 3X SharesEtf_Close_change
2016-03-13,1522.8,1522.8,1522.8,0.0,0.0,1665.8,1665.8,1665.8,0.0,0.0,1522.8,1522.8,1522.8,0.0,0.0,1598.2,1598.2,1598.2,0.0,0.0
2016-03-20,1359.2,1359.2,1359.2,0.0,0.0,1396.2,1396.2,1396.2,0.0,0.0,1291.4,1291.4,1291.4,0.0,0.0,1345.2,1345.2,1345.2,0.0,0.0
2016-03-27,1343.4,1343.4,1343.4,0.0,0.0,1550.0,1550.0,1550.0,0.0,0.0,1320.0,1320.0,1320.0,0.0,0.0,1533.6,1533.6,1533.6,0.0,0.0
2016-04-03,1671.4,1671.4,1671.4,0.0,0.0,1884.4,1884.4,1884.4,0.0,0.0,1660.03,1660.03,1660.03,0.0,0.0,1865.4,1865.4,1865.4,0.0,0.0
2016-04-10,2048.4,2048.4,2048.4,0.0,0.0,2263.2,2263.2,2263.2,0.0,0.0,1952.86,1952.86,1952.86,0.0,0.0,2230.8,2230.8,2230.8,0.0,0.0
2016-04-17,2550.0,2550.0,2550.0,0.0,0.0,2751.5,2751.5,2751.5,0.0,0.0,2313.63,2313.63,2313.63,0.0,0.0,2429.2,2429.2,2429.2,0.0,0.0
2016-04-24,3238.6,3238.6,3238.6,0.0,0.0,3581.2,3581.2,3581.2,0.0,0.0,3220.0,3220.0,3220.0,0.0,0.0,3578.2,3578.2,3578.2,0.0,0.0
2016-05-01,3012.0,3012.0,3012.0,0.0,0.0,3349.0,3349.0,3349.0,0.0,0.0,2959.48,2959.48,2959.48,0.0,0.0,3254.8,3254.8,3254.8,0.0,0.0
2016-05-08,2962.2,2962.2,2962.2,0.0,0.0,3171.4,3171.4,3171.4,0.0,0.0,2892.6,2892.6,2892.6,0.0,0.0,3038.0,3038.0,3038.0,0.0,0.0
2016-05-15,2920.2,2920.2,2920.2,0.0,0.0,2935.2,2935.2,2935.2,0.0,0.0,2537.0,2537.0,2537.0,0.0,0.0,2878.6,2878.6,2878.6,0.0,0.0
2016-05-22,2252.8,2252.8,2252.8,0.0,0.0,2279.6,2279.6,2279.6,0.0,0.0,1943.4,1943.4,1943.4,0.0,0.0,1982.4,1982.4,1982.4,0.0,0.0
2016-05-29,2570.0,2570.0,2570.0,0.0,0.0,2923.4,2923.4,2923.4,0.0,0.0,2562.4,2562.4,2562.4,0.0,0.0,2923.4,2923.4,2923.4,0.0,0.0
2016-06-05,3628.0,3628.0,3628.0,0.0,0.0,3748.4,3748.4,3748.4,0.0,0.0,3300.0,3300.0,3300.0,0.0,0.0,3358.2,3358.2,3358.2,0.0,0.0
2016-06-12,3456.2,3456.2,3456.2,0.0,0.0,3515.0,3515.0,3515.0,0.0,0.0,3200.0,3200.0,3200.0,0.0,0.0,3427.0,3427.0,3427.0,0.0,0.0
2016-06-19,4193.6,4193.6,4193.6,0.0,0.0,4244.8,4244.8,4244.8,0.0,0.0,3633.8,3633.8,3633.8,0.0,0.0,3751.0,3751.0,3751.0,0.0,0.0
2016-06-26,4281.6,4281.6,4281.6,0.0,0.0,4819.8,4819.8,4819.8,0.0,0.0,4276.8,4276.8,4276.8,0.0,0.0,4760.8,4760.8,4760.8,0.0,0.0
2016-07-03,5309.6,5309.6,5309.6,0.0,0.0,6034.0,6034.0,6034.0,0.0,0.0,5167.52,5167.52,5167.52,0.0,0.0,6018.2,6018.2,6018.2,0.0,0.0
2016-07-10,5683.0,5683.0,5683.0,0.0,0.0,6008.82,6008.82,6008.82,0.0,0.0,5640.0,5640.0,5640.0,0.0,0.0,5705.6,5705.6,5705.6,0.0,0.0
2016-07-17,4520.2,4520.2,4520.2,0.0,0.0,4690.35,4690.35,4690.35,0.0,0.0,4420.55,4420.55,4420.55,0.0,0.0,4578.4,4578.4,4578.4,0.0,0.0
2016-07-24,5600.0,5600.0,5600.0,0.0,0.0,5990.6,5990.6,5990.6,0.0,0.0,5441.2,5441.2,5441.2,0.0,0.0,5833.2,5833.2,5833.2,0.0,0.0
2016-07-31,5618.6,5618.6,5618.6,0.0,0.0,5750.58,5750.58,5750.58,0.0,0.0,5400.22,5400.22,5400.22,0.0,0.0,5567.4,5567.4,5567.4,0.0,0.0
2016-08-07,6592.2,6592.2,6592.2,0.0,0.0,6592.2,6592.2,6592.2,0.0,0.0,6007.0,6007.0,6007.0,0.0,0.0,6141.4,6141.4,6141.4,0.0,0.0
2016-08-14,5940.0,5940.0,5940.0,0.0,0.0,6054.58,6054.58,6054.58,0.0,0.0,5713.6,5713.6,5713.6,0.0,0.0,5747.4,5747.4,5747.4,0.0,0.0
2016-08-21,4460.0,4460.0,4460.0,0.0,0.0,4798.0,4798.0,4798.0,0.0,0.0,3916.0,3916.0,3916.0,0.0,0.0,4092.0,4092.0,4092.0,0.0,0.0
2016-08-28,4100.0,4100.0,4100.0,0.0,0.0,4284.0,4284.0,4284.0,0.0,0.0,3810.0,3810.0,3810.0,0.0,0.0,4274.0,4274.0,4274.0,0.0,0.0
2016-09-04,4400.0,4400.0,4400.0,0.0,0.0,4500.0,4500.0,4500.0,0.0,0.0,3590.0,3590.0,3590.0,0.0,0.0,3686.0,3686.0,3686.0,0.0,0.0
2016-09-11,3540.0,3540.0,3540.0,0.0,0.0,3800.0,3800.0,3800.0,0.0,0.0,3400.0,3400.0,3400.0,0.0,0.0,3470.0,3470.0,3470.0,0.0,0.0
2016-09-18,4150.0,4150.0,4150.0,0.0,0.0,4240.0,4240.0,4240.0,0.0,0.0,3650.0,3650.0,3650.0,0.0,0.0,3778.0,3778.0,3778.0,0.0,0.0
2016-09-25,3820.0,3820.0,3820.0,0.0,0.0,3856.0,3856.0,3856.0,0.0,0.0,3420.0,3420.0,3420.0,0.0,0.0,3486.0,3486.0,3486.0,0.0,0.0
2016-10-02,2228.0,2228.0,2228.0,0.0,0.0,2296.0,2296.0,2296.0,0.0,0.0,1924.28,1924.28,1924.28,0.0,0.0,2082.0,2082.0,2082.0,0.0,0.0
2016-10-09,2110.0,2110.0,2110.0,0.0,0.0,2312.0,2312.0,2312.0,0.0,0.0,2040.0,2040.0,2040.0,0.0,0.0,2070.0,2070.0,2070.0,0.0,0.0
2016-10-16,2624.0,2624.0,2624.0,0.0,0.0,2696.0,2696.0,2696.0,0.0,0.0,2586.0,2586.0,2586.0,0.0,0.0,2688.0,2688.0,2688.0,0.0,0.0
2016-10-23,2268.0,2268.0,2268.0,0.0,0.0,2459.0,2459.0,2459.0,0.0,0.0,2166.0,2166.0,2166.0,0.0,0.0,2264.0,2264.0,2264.0,0.0,0.0
2016-10-30,2748.0,2748.0,2748.0,0.0,0.0,2748.0,2748.0,2748.0,0.0,0.0,2470.0,2470.0,2470.0,0.0,0.0,2598.0,2598.0,2598.0,0.0,0.0
2016-11-06,1830.0,1830.0,1830.0,0.0,0.0,1830.0,1830.0,1830.0,0.0,0.0,1304.0,1304.0,1304.0,0.0,0.0,1380.0,1380.0,1380.0,0.0,0.0
2016-11-13,1350.0,1350.0,1350.0,0.0,0.0,1400.0,1400.0,1400.0,0.0,0.0,1280.0,1280.0,1280.0,0.0,0.0,1380.0,1380.0,1380.0,0.0,0.0
2016-11-20,1340.0,1340.0,1340.0,0.0,0.0,1370.0,1370.0,1370.0,0.0,0.0,1256.0,1256.0,1256.0,0.0,0.0,1280.0,1280.0,1280.0,0.0,0.0
2016-11-27,1374.0,1374.0,1374.0,0.0,0.0,1478.0,1478.0,1478.0,0.0,0.0,1374.0,1374.0,1374.0,0.0,0.0,1462.0,1462.0,1462.0,0.0,0.0
2016-12-04,1472.0,1472.0,1472.0,0.0,0.0,1496.0,1496.0,1496.0,0.0,0.0,1272.0,1272.0,1272.0,0.0,0.0,1300.0,1300.0,1300.0,0.0,0.0
2016-12-11,930.0,930.0,930.0,0.0,0.0,956.0,956.0,956.0,0.0,0.0,810.0,810.0,810.0,0.0,0.0,844.0,844.0,844.0,0.0,0.0
2016-12-18,832.0,832.0,832.0,0.0,0.0,866.0,866.0,866.0,0.0,0.0,822.0,822.0,822.0,0.0,0.0,860.0,860.0,860.0,0.0,0.0
2016-12-25,1350.0,1350.0,1350.0,0.0,0.0,1440.0,1440.0,1440.0,0.0,0.0,1116.0,1116.0,1116.0,0.0,0.0,1116.0,1116.0,1116.0,0.0,0.0
2017-01-01,1620.0,1620.0,1620.0,0.0,0.0,1764.0,1764.0,1764.0,0.0,0.0,1336.0,1336.0,1336.0,0.0,0.0,1514.0,1514.0,1514.0,0.0,0.0
2017-01-08,1582.0,1582.0,1582.0,0.0,0.0,1688.0,1688.0,1688.0,0.0,0.0,1516.0,1516.0,1516.0,0.0,0.0,1674.0,1674.0,1674.0,0.0,0.0
2017-01-15,1660.0,1660.0,1660.0,0.0,0.0,1818.0,1818.0,1818.0,0.0,0.0,1602.0,1602.0,1602.0,0.0,0.0,1712.0,1712.0,1712.0,0.0,0.0
2017-01-22,1600.0,1600.0,1600.0,0.0,0.0,1682.0,1682.0,1682.0,0.0,0.0,1590.0,1590.0,1590.0,0.0,0.0,1674.0,1674.0,1674.0,0.0,0.0
2017-01-29,1948.0,1948.0,1948.0,0.0,0.0,2020.0,2020.0,2020.0,0.0,0.0,1934.0,1934.0,1934.0,0.0,0.0,2014.0,2014.0,2014.0,0.0,0.0
2017-02-05,2160.0,2160.0,2160.0,0.0,0.0,2420.0,2420.0,2420.0,0.0,0.0,2130.0,2130.0,2130.0,0.0,0.0,2388.0,2388.0,2388.0,0.0,0.0
2017-02-12,2440.0,2440.0,2440.0,0.0,0.0,2478.0,2478.0,2478.0,0.0,0.0,2266.0,2266.0,2266.0,0.0,0.0,2288.0,2288.0,2288.0,0.0,0.0
2017-02-19,2334.0,2334.0,2334.0,0.0,0.0,2336.0,2336.0,2336.0,0.0,0.0,2070.0,2070.0,2070.0,0.0,0.0,2092.0,2092.0,2092.0,0.0,0.0
2017-02-26,1248.0,1248.0,1248.0,0.0,0.0,1400.0,1400.0,1400.0,0.0,0.0,1146.0,1146.0,1146.0,0.0,0.0,1344.0,1344.0,1344.0,0.0,0.0
2017-03-05,1100.0,1100.0,1100.0,0.0,0.0,1254.0,1254.0,1254.0,0.0,0.0,1072.0,1072.0,1072.0,0.0,0.0,1232.0,1232.0,1232.0,0.0,0.0
2017-03-12,1486.0,1486.0,1486.0,0.0,0.0,1515.8,1515.8,1515.8,0.0,0.0,1272.0,1272.0,1272.0,0.0,0.0,1344.0,1344.0,1344.0,0.0,0.0
2017-03-19,1328.0,1328.0,1328.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,0.0,1292.0,1292.0,1292.0,0.0,0.0,1322.0,1322.0,1322.0,0.0,0.0
2017-03-26,1276.0,1276.0,1276.0,0.0,0.0,1374.0,1374.0,1374.0,0.0,0.0,1256.0,1256.0,1256.0,0.0,0.0,1292.0,1292.0,1292.0,0.0,0.0
2017-04-02,1446.0,1446.0,1446.0,0.0,0.0,1460.0,1460.0,1460.0,0.0,0.0,1296.0,1296.0,1296.0,0.0,0.0,1348.0,1348.0,1348.0,0.0,0.0
2017-04-09,1448.0,1448.0,1448.0,0.0,0.0,1464.0,1464.0,1464.0,0.0,0.0,1360.0,1360.0,1360.0,0.0,0.0,1360.0,1360.0,1360.0,0.0,0.0
2017-04-16,1144.0,1144.0,1144.0,0.0,0.0,1166.0,1166.0,1166.0,0.0,0.0,1114.0,1114.0,1114.0,0.0,0.0,1122.0,1122.0,1122.0,0.0,0.0
2017-04-23,872.0,872.0,872.0,0.0,0.0,958.0,958.0,958.0,0.0,0.0,868.0,868.0,868.0,0.0,0.0,900.0,900.0,900.0,0.0,0.0
2017-04-30,712.5,712.5,712.5,0.0,0.0,778.5,778.5,778.5,0.0,0.0,710.0,710.0,710.0,0.0,0.0,749.5,749.5,749.5,0.0,0.0
2017-05-07,929.0,929.0,929.0,0.0,0.0,960.0,960.0,960.0,0.0,0.0,904.0,904.0,904.0,0.0,0.0,924.0,924.0,924.0,0.0,0.0
2017-05-14,944.0,944.0,944.0,0.0,0.0,949.0,949.0,949.0,0.0,0.0,909.0,909.0,909.0,0.0,0.0,922.0,922.0,922.0,0.0,0.0
2017-05-21,897.0,897.0,897.0,0.0,0.0,897.5,897.5,897.5,0.0,0.0,862.0,862.0,862.0,0.0,0.0,864.0,864.0,864.0,0.0,0.0
2017-05-28,847.0,847.0,847.0,0.0,0.0,866.5,866.5,866.5,0.0,0.0,830.0,830.0,830.0,0.0,0.0,853.0,853.0,853.0,0.0,0.0
2017-06-04,906.0,906.0,906.0,0.0,0.0,954.0,954.0,954.0,0.0,0.0,905.5,905.5,905.5,0.0,0.0,912.5,912.5,912.5,0.0,0.0
2017-06-11,890.5,890.5,890.5,0.0,0.0,917.5,917.5,917.5,0.0,0.0,868.0,868.0,868.0,0.0,0.0,901.0,901.0,901.0,0.0,0.0
2017-06-18,987.0,987.0,987.0,0.0,0.0,1002.5,1002.5,1002.5,0.0,0.0,965.0,965.0,965.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,0.0
2017-06-25,911.0,911.0,911.0,0.0,0.0,944.5,944.5,944.5,0.0,0.0,910.5,910.5,910.5,0.0,0.0,931.0,931.0,931.0,0.0,0.0
2017-07-02,800.0,800.0,800.0,0.0,0.0,801.0,801.0,801.0,0.0,0.0,741.0,741.0,741.0,0.0,0.0,766.0,766.0,766.0,0.0,0.0
2017-07-09,843.5,843.5,843.5,0.0,0.0,859.9,859.9,859.9,0.0,0.0,832.0,832.0,832.0,0.0,0.0,839.0,839.0,839.0,0.0,0.0
2017-07-16,908.0,908.0,908.0,0.0,0.0,911.5,911.5,911.5,0.0,0.0,887.0,887.0,887.0,0.0,0.0,901.0,901.0,901.0,0.0,0.0
2017-07-23,890.5,890.5,890.5,0.0,0.0,939.0,939.0,939.0,0.0,0.0,890.0,890.0,890.0,0.0,0.0,933.0,933.0,933.0,0.0,0.0
2017-07-30,865.0,865.0,865.0,0.0,0.0,869.5,869.5,869.5,0.0,0.0,812.0,812.0,812.0,0.0,0.0,829.5,829.5,829.5,0.0,0.0
2017-08-06,893.5,893.5,893.5,0.0,0.0,924.0,924.0,924.0,0.0,0.0,876.5,876.5,876.5,0.0,0.0,922.5,922.5,922.5,0.0,0.0
2017-08-13,933.5,933.5,933.5,0.0,0.0,947.5,947.5,947.5,0.0,0.0,885.5,885.5,885.5,0.0,0.0,901.0,901.0,901.0,0.0,0.0
2017-08-20,950.0,950.0,950.0,0.0,0.0,963.5,963.5,963.5,0.0,0.0,907.5,907.5,907.5,0.0,0.0,946.5,946.5,946.5,0.0,0.0
2017-08-27,1156.0,1156.0,1156.0,0.0,0.0,1159.5,1159.5,1159.5,0.0,0.0,1091.0,1091.0,1091.0,0.0,0.0,1146.5,1146.5,1146.5,0.0,0.0
2017-09-03,1275.0,1275.0,1275.0,0.0,0.0,1278.0,1278.0,1278.0,0.0,0.0,1180.5,1180.5,1180.5,0.0,0.0,1208.5,1208.5,1208.5,0.0,0.0
2017-09-10,1099.0,1099.0,1099.0,0.0,0.0,1104.96,1104.96,1104.96,0.0,0.0,1039.0,1039.0,1039.0,0.0,0.0,1050.0,1050.0,1050.0,0.0,0.0
2017-09-17,942.0,942.0,942.0,0.0,0.0,967.5,967.5,967.5,0.0,0.0,930.05,930.05,930.05,0.0,0.0,953.5,953.5,953.5,0.0,0.0
2017-09-24,925.0,925.0,925.0,0.0,0.0,927.5,927.5,927.5,0.0,0.0,893.5,893.5,893.5,0.0,0.0,896.5,896.5,896.5,0.0,0.0
2017-10-01,909.0,909.0,909.0,0.0,0.0,972.0,972.0,972.0,0.0,0.0,885.5,885.5,885.5,0.0,0.0,969.0,969.0,969.0,0.0,0.0
2017-10-08,995.0,995.0,995.0,0.0,0.0,998.5,998.5,998.5,0.0,0.0,951.5,951.5,951.5,0.0,0.0,968.0,968.0,968.0,0.0,0.0
2017-10-15,880.0,880.0,880.0,0.0,0.0,884.5,884.5,884.5,0.0,0.0,852.05,852.05,852.05,0.0,0.0,858.5,858.5,858.5,0.0,0.0
2017-10-22,744.5,744.5,744.5,0.0,0.0,778.5,778.5,778.5,0.0,0.0,731.75,731.75,731.75,0.0,0.0,761.0,761.0,761.0,0.0,0.0
2017-10-29,799.0,799.0,799.0,0.0,0.0,799.0,799.0,799.0,0.0,0.0,748.5,748.5,748.5,0.0,0.0,764.5,764.5,764.5,0.0,0.0
2017-11-05,792.5,792.5,792.5,0.0,0.0,797.97,797.97,797.97,0.0,0.0,755.5,755.5,755.5,0.0,0.0,761.0,761.0,761.0,0.0,0.0
2017-11-12,753.0,753.0,753.0,0.0,0.0,788.0,788.0,788.0,0.0,0.0,746.5,746.5,746.5,0.0,0.0,776.0,776.0,776.0,0.0,0.0
2017-11-19,780.5,780.5,780.5,0.0,0.0,791.25,791.25,791.25,0.0,0.0,760.0,760.0,760.0,0.0,0.0,766.0,766.0,766.0,0.0,0.0
2017-11-26,721.0,721.0,721.0,0.0,0.0,761.5,761.5,761.5,0.0,0.0,717.0,717.0,717.0,0.0,0.0,726.0,726.0,726.0,0.0,0.0
2017-12-03,618.5,618.5,618.5,0.0,0.0,640.5,640.5,640.5,0.0,0.0,618.0,618.0,618.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0
2017-12-10,728.5,728.5,728.5,0.0,0.0,729.5,729.5,729.5,0.0,0.0,694.0,694.0,694.0,0.0,0.0,702.0,702.0,702.0,0.0,0.0
2017-12-17,826.0,826.0,826.0,0.0,0.0,855.0,855.0,855.0,0.0,0.0,813.73,813.73,813.73,0.0,0.0,845.5,845.5,845.5,0.0,0.0
2017-12-24,905.0,905.0,905.0,0.0,0.0,914.5,914.5,914.5,0.0,0.0,877.5,877.5,877.5,0.0,0.0,888.0,888.0,888.0,0.0,0.0
2017-12-31,909.0,909.0,909.0,0.0,0.0,934.5,934.5,934.5,0.0,0.0,903.0,903.0,903.0,0.0,0.0,911.0,911.0,911.0,0.0,0.0
