Date,PowerShares Global Clean Energy_etf_Open_average,PowerShares Global Clean Energy_etf_Open_max,PowerShares Global Clean Energy_etf_Open_min,PowerShares Global Clean Energy_etf_Open_volatility,PowerShares Global Clean Energy_etf_Open_change,PowerShares Global Clean Energy_etf_High_average,PowerShares Global Clean Energy_etf_High_max,PowerShares Global Clean Energy_etf_High_min,PowerShares Global Clean Energy_etf_High_volatility,PowerShares Global Clean Energy_etf_High_change,PowerShares Global Clean Energy_etf_Low_average,PowerShares Global Clean Energy_etf_Low_max,PowerShares Global Clean Energy_etf_Low_min,PowerShares Global Clean Energy_etf_Low_volatility,PowerShares Global Clean Energy_etf_Low_change,PowerShares Global Clean Energy_etf_Close_average,PowerShares Global Clean Energy_etf_Close_max,PowerShares Global Clean Energy_etf_Close_min,PowerShares Global Clean Energy_etf_Close_volatility,PowerShares Global Clean Energy_etf_Close_change
2016-03-20,10.53,10.53,10.53,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.57,10.57,10.57,0.0,0.0
2016-03-27,10.7,10.7,10.7,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2016-04-03,10.75,10.75,10.75,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2016-04-10,11.02,11.02,11.02,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.92,10.92,10.92,0.0,0.0
2016-04-17,11.01,11.01,11.01,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2016-04-24,11.09,11.09,11.09,0.0,0.0,11.09,11.09,11.09,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2016-05-01,10.55,10.55,10.55,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.62,10.62,10.62,0.0,0.0
2016-05-08,10.49,10.49,10.49,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.42,10.42,10.42,0.0,0.0
2016-05-15,10.39,10.39,10.39,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2016-05-22,10.73,10.73,10.73,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2016-05-29,10.93,10.93,10.93,0.0,0.0,11.01,11.01,11.01,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2016-06-05,10.67,10.67,10.67,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2016-06-12,10.36,10.36,10.36,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2016-06-19,10.26,10.26,10.26,0.0,0.0,10.28,10.28,10.28,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.16,10.16,10.16,0.0,0.0
2016-06-26,10.57,10.57,10.57,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.59,10.59,10.59,0.0,0.0
2016-07-03,10.57,10.57,10.57,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2016-07-10,10.86,10.86,10.86,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2016-07-17,10.93,10.93,10.93,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2016-07-24,10.97,10.97,10.97,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2016-07-31,11.08,11.08,11.08,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.11,11.11,11.11,0.0,0.0
2016-08-07,10.98,10.98,10.98,0.0,0.0,11.04,11.04,11.04,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2016-08-14,11.16,11.16,11.16,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2016-08-21,11.17,11.17,11.17,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2016-08-28,11.18,11.18,11.18,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2016-09-04,11.32,11.32,11.32,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2016-09-11,10.89,10.89,10.89,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2016-09-18,11.24,11.24,11.24,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2016-09-25,11.14,11.14,11.14,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2016-10-02,11.0,11.0,11.0,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2016-10-09,10.91,10.91,10.91,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2016-10-16,10.85,10.85,10.85,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2016-10-23,10.62,10.62,10.62,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2016-10-30,10.31,10.31,10.31,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2016-11-06,10.01,10.01,10.01,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2016-11-13,10.11,10.11,10.11,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2016-11-20,10.26,10.26,10.26,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2016-11-27,10.24,10.24,10.24,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2016-12-04,10.49,10.49,10.49,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2016-12-11,10.31,10.31,10.31,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2016-12-18,10.29,10.29,10.29,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2016-12-25,10.54,10.54,10.54,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2017-01-01,10.63,10.63,10.63,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2017-01-08,10.58,10.58,10.58,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2017-01-15,10.68,10.68,10.68,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2017-01-22,10.76,10.76,10.76,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2017-01-29,10.73,10.73,10.73,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2017-02-05,10.76,10.76,10.76,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2017-02-12,10.96,10.96,10.96,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2017-02-19,11.02,11.02,11.02,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2017-02-26,11.0,11.0,11.0,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2017-03-05,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2017-03-12,11.15,11.15,11.15,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2017-03-19,11.04,11.04,11.04,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2017-03-26,11.1,11.1,11.1,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2017-04-02,11.11,11.11,11.11,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2017-04-09,11.06,11.06,11.06,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2017-04-16,11.08,11.08,11.08,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2017-04-23,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2017-04-30,11.49,11.49,11.49,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2017-05-07,11.57,11.57,11.57,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2017-05-14,11.54,11.54,11.54,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2017-05-21,11.73,11.73,11.73,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2017-05-28,11.83,11.83,11.83,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2017-06-04,11.92,11.92,11.92,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2017-06-11,11.61,11.61,11.61,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2017-06-18,11.82,11.82,11.82,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2017-06-25,11.91,11.91,11.91,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2017-07-02,11.75,11.75,11.75,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2017-07-09,12.0,12.0,12.0,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.12,12.12,12.12,0.0,0.0
2017-07-16,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.19,12.19,12.19,0.0,0.0
2017-07-23,12.3,12.3,12.3,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2017-07-30,12.25,12.25,12.25,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.25,12.25,12.25,0.0,0.0
2017-08-06,12.02,12.02,12.02,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2017-08-13,12.07,12.07,12.07,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2017-08-20,12.1,12.1,12.1,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2017-08-27,12.27,12.27,12.27,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2017-09-03,12.39,12.39,12.39,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2017-09-10,12.73,12.73,12.73,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2017-09-17,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2017-09-24,12.76,12.76,12.76,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.66,12.66,12.66,0.0,0.0
2017-10-01,12.84,12.84,12.84,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2017-10-08,13.02,13.02,13.02,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2017-10-15,13.07,13.07,13.07,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.03,13.03,13.03,0.0,0.0
2017-10-22,12.92,12.92,12.92,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.97,12.97,12.97,0.0,0.0
2017-10-29,12.95,12.95,12.95,0.0,0.0,13.13,13.13,13.13,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.03,13.03,13.03,0.0,0.0
2017-11-05,12.87,12.87,12.87,0.0,0.0,13.15,13.15,13.15,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2017-11-12,12.97,12.97,12.97,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2017-11-19,13.09,13.09,13.09,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2017-11-26,12.83,12.83,12.83,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.87,12.87,12.87,0.0,0.0
2017-12-03,12.64,12.64,12.64,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2017-12-10,12.86,12.86,12.86,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2017-12-17,12.98,12.98,12.98,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2017-12-24,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2017-12-31,13.41,13.41,13.41,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.42,13.42,13.42,0.0,0.0
