Date,REI_stock_Open_average,REI_stock_Open_max,REI_stock_Open_min,REI_stock_Open_volatility,REI_stock_Open_change,REI_stock_High_average,REI_stock_High_max,REI_stock_High_min,REI_stock_High_volatility,REI_stock_High_change,REI_stock_Low_average,REI_stock_Low_max,REI_stock_Low_min,REI_stock_Low_volatility,REI_stock_Low_change,REI_stock_Close_average,REI_stock_Close_max,REI_stock_Close_min,REI_stock_Close_volatility,REI_stock_Close_change,REI_stock_Volume_average,REI_stock_Volume_max,REI_stock_Volume_min,REI_stock_Volume_volatility,REI_stock_Volume_change
2016-01-03,6.152,7.02,5.25,1.7699999999999996,-1.7699999999999996,6.29,7.22,5.25,1.9699999999999998,-1.9699999999999998,5.7379999999999995,6.68,4.88,1.7999999999999998,-1.7999999999999998,5.848,6.83,5.03,1.7999999999999998,-1.7300000000000004,29612,47643,22709,24934,21114
2016-01-10,5.106,5.49,4.85,0.6400000000000006,-0.20999999999999996,5.24,5.49,4.9,0.5899999999999999,-0.41999999999999993,4.808,5.08,4.35,0.7300000000000004,-0.5900000000000007,4.956,5.29,4.55,0.7400000000000002,-0.7400000000000002,37542,60076,20106,39970,12252
2016-01-17,4.7475000000000005,5.2,4.39,0.8100000000000005,0.7199999999999998,5.0425,5.3,4.58,0.7199999999999998,0.7199999999999998,4.665,4.97,4.38,0.5899999999999999,0.5800000000000001,4.945,5.17,4.54,0.6299999999999999,0.6299999999999999,23509,26039,20357,5682,-4733
2016-01-24,5.1,5.34,4.92,0.41999999999999993,0.04999999999999982,5.35,5.54,5.22,0.3200000000000003,0.29000000000000004,4.994,5.12,4.84,0.28000000000000025,0.28000000000000025,5.144,5.53,4.86,0.6699999999999999,0.6699999999999999,18724,34032,10334,23698,14686
2016-01-31,5.104,5.45,4.73,0.7199999999999998,-0.0600000000000005,5.298,5.52,4.87,0.6499999999999995,0.040000000000000036,4.892,5.09,4.7,0.3899999999999997,-0.010000000000000675,5.074,5.5,4.74,0.7599999999999998,-0.07000000000000028,18591,32068,11340,20728,20728
2016-02-07,4.868,4.99,4.74,0.25,0.1200000000000001,5.046,5.22,4.95,0.2699999999999996,0.10999999999999943,4.704,4.96,4.57,0.3899999999999997,0.20999999999999996,4.956,5.1,4.82,0.27999999999999936,0.02999999999999936,12843,18219,8509,9710,9710
2016-02-14,4.8625,5.17,4.62,0.5499999999999998,-0.5499999999999998,4.9399999999999995,5.17,4.62,0.5499999999999998,-0.5499999999999998,4.6125,4.72,4.45,0.2699999999999996,-0.21999999999999975,4.6925,4.98,4.45,0.5300000000000002,-0.2699999999999996,16599,19900,14437,5463,-1749
2016-02-21,4.266,4.59,4.04,0.5499999999999998,-0.33000000000000007,4.402,4.63,4.23,0.39999999999999947,-0.16999999999999993,4.12,4.28,4.0,0.28000000000000025,-0.04999999999999982,4.194,4.3,4.04,0.2599999999999998,-0.019999999999999574,12052,16283,7792,8491,-3057
2016-02-28,4.334,4.56,4.13,0.4299999999999997,0.28000000000000025,4.716,5.37,4.29,1.08,1.08,4.244,4.48,4.01,0.47000000000000064,0.47000000000000064,4.609999999999999,5.05,4.18,0.8700000000000001,0.8700000000000001,34241,62196,8165,54031,3169
2016-03-06,4.9399999999999995,5.07,4.76,0.3100000000000005,-0.05000000000000071,5.134,5.45,4.87,0.5800000000000001,-0.41000000000000014,4.84,5.06,4.69,0.3699999999999992,-0.09999999999999964,4.946,5.27,4.79,0.47999999999999954,-0.2699999999999996,20183,33179,8827,24352,-3373
