Date,CALM_stock_Open_average,CALM_stock_Open_max,CALM_stock_Open_min,CALM_stock_Open_volatility,CALM_stock_Open_change,CALM_stock_High_average,CALM_stock_High_max,CALM_stock_High_min,CALM_stock_High_volatility,CALM_stock_High_change,CALM_stock_Low_average,CALM_stock_Low_max,CALM_stock_Low_min,CALM_stock_Low_volatility,CALM_stock_Low_change,CALM_stock_Close_average,CALM_stock_Close_max,CALM_stock_Close_min,CALM_stock_Close_volatility,CALM_stock_Close_change,CALM_stock_Volume_average,CALM_stock_Volume_max,CALM_stock_Volume_min,CALM_stock_Volume_volatility,CALM_stock_Volume_change
2016-01-03,46.074,47.49,45.05,2.440000000000005,1.0499999999999972,47.348,47.75,46.5,1.25,-0.13000000000000256,45.316,45.78,45.01,0.7700000000000031,0.5399999999999991,46.422,47.71,45.54,2.1700000000000017,-1.6099999999999994,892477,954483,797629,156854,-2838
2016-01-10,46.772,47.48,46.38,1.0999999999999943,-0.11999999999999744,48.348,52.0,47.0,5.0,5.0,46.052,46.43,45.67,0.759999999999998,0.5500000000000043,47.398,49.39,46.56,2.8299999999999983,2.530000000000001,874902,2008320,545167,1463153,1352867
2016-01-17,49.035,51.09,47.51,3.5800000000000054,-1.5500000000000043,49.63,51.56,47.99,3.5700000000000003,-1.7600000000000051,46.2625,47.09,44.94,2.1500000000000057,0.09000000000000341,48.1975,48.91,47.6,1.3099999999999952,0.980000000000004,1131605,1238607,1034125,204482,-1681
2016-01-24,49.314,50.0,48.52,1.4799999999999969,1.0900000000000034,49.908,50.47,49.1,1.3699999999999974,1.3699999999999974,48.36,49.46,47.42,2.039999999999999,2.039999999999999,49.48,50.47,48.25,2.219999999999999,2.219999999999999,615289,732949,399852,333097,60388
2016-01-31,49.076,50.63,48.56,2.0700000000000003,-2.030000000000001,49.626,50.8,48.79,2.009999999999998,-2.009999999999998,47.742,48.63,46.39,2.240000000000002,-2.240000000000002,48.23,49.04,46.51,2.530000000000001,-2.190000000000005,499115,601204,438523,162681,-99985
2016-02-07,47.626,49.04,46.26,2.780000000000001,1.1600000000000037,48.79,50.1,47.93,2.1700000000000017,-0.5,46.708,47.76,45.6,2.1599999999999966,0.769999999999996,47.906,48.56,46.91,1.6500000000000057,-1.230000000000004,766038,1193475,555077,638398,8791
2016-02-14,48.692499999999995,49.48,47.35,2.1299999999999955,1.5499999999999972,49.58,50.05,48.72,1.3299999999999983,0.8800000000000026,47.855,49.0,46.98,2.020000000000003,0.2700000000000031,49.0,49.35,48.58,0.7700000000000031,0.7700000000000031,662140,781892,602623,179269,40877
2016-02-21,51.845,54.38,49.85,4.530000000000001,2.5799999999999983,52.78,54.95,51.01,3.940000000000005,1.0599999999999952,51.155,52.67,49.65,3.020000000000003,2.780000000000001,52.21333333333333,54.11,50.66,3.450000000000003,1.7800000000000011,769364,916289,623852,292437,-292437
2016-02-28,53.838,54.72,52.83,1.8900000000000006,1.3700000000000045,54.752,55.43,53.95,1.4799999999999969,1.009999999999998,52.284,54.19,49.9,4.289999999999999,-2.5799999999999983,53.496,55.28,50.38,4.899999999999999,-3.0,926549,1814130,603860,1210270,1094308
2016-03-06,51.492,53.0,50.02,2.979999999999997,1.7299999999999969,52.07,53.0,51.0,2.0,0.8699999999999974,50.53,51.44,49.0,2.4399999999999977,2.1099999999999994,51.454,52.32,51.0,1.3200000000000003,0.4099999999999966,780504,1077887,511680,566207,-566207
2016-03-13,51.414,52.7,50.47,2.230000000000004,1.0200000000000031,52.038000000000004,52.84,51.01,1.8300000000000054,1.1400000000000006,50.638,51.27,49.94,1.3300000000000054,0.6900000000000048,51.544,52.69,50.35,2.3399999999999963,1.7899999999999991,674436,925828,514025,411803,258606
