Date,SEE_stock_Open_average,SEE_stock_Open_max,SEE_stock_Open_min,SEE_stock_Open_volatility,SEE_stock_Open_change,SEE_stock_High_average,SEE_stock_High_max,SEE_stock_High_min,SEE_stock_High_volatility,SEE_stock_High_change,SEE_stock_Low_average,SEE_stock_Low_max,SEE_stock_Low_min,SEE_stock_Low_volatility,SEE_stock_Low_change,SEE_stock_Close_average,SEE_stock_Close_max,SEE_stock_Close_min,SEE_stock_Close_volatility,SEE_stock_Close_change,SEE_stock_Volume_average,SEE_stock_Volume_max,SEE_stock_Volume_min,SEE_stock_Volume_volatility,SEE_stock_Volume_change
2016-01-03,42.818000000000005,43.7,42.09,1.6099999999999994,-1.3200000000000003,43.08,43.72,42.33,1.3900000000000006,-1.1799999999999997,42.112,43.05,41.22,1.8299999999999983,-1.3100000000000023,42.416,43.46,41.37,2.0900000000000034,-1.6700000000000017,1561477,2144561,1116497,1028064,447025
2016-01-10,41.346,42.31,40.22,2.0900000000000034,-1.3900000000000006,42.016,42.78,41.65,1.1300000000000026,-0.3299999999999983,40.628,41.17,40.14,1.0300000000000011,-0.5499999999999972,41.202,41.67,40.77,0.8999999999999986,-0.37000000000000455,1714456,2550168,1317455,1232713,1117458
2016-01-17,40.2975,41.41,39.36,2.049999999999997,-0.9499999999999957,40.875,41.49,40.29,1.2000000000000028,-0.5,39.475,40.05,38.53,1.519999999999996,0.5,40.1575,40.96,39.82,1.1400000000000006,1.009999999999998,1540402,2557671,1163997,1393674,-101688
2016-01-24,39.694,40.88,38.62,2.260000000000005,-2.260000000000005,40.482,40.93,40.16,0.7700000000000031,-0.3999999999999986,38.802,39.53,38.02,1.509999999999998,-0.25,39.525999999999996,40.53,38.36,2.1700000000000017,1.5600000000000023,2118750,2873383,1325809,1547574,683795
2016-01-31,41.08,41.85,40.25,1.6000000000000014,1.3800000000000026,41.73,42.53,40.87,1.6600000000000037,0.25,40.276,40.95,39.85,1.1000000000000014,0.6000000000000014,41.21,42.04,40.42,1.6199999999999974,-0.6300000000000026,2390032,3343851,1375059,1968792,-396528
2016-02-07,42.092,45.54,38.98,6.560000000000002,2.8999999999999986,42.786,46.0,40.28,5.719999999999999,3.799999999999997,40.75,42.5,38.9,3.6000000000000014,3.6000000000000014,41.81,43.63,39.45,4.18,3.789999999999999,2709205,4272449,1630579,2641870,427834
2016-02-14,43.445,44.2,42.36,1.8400000000000034,0.5800000000000054,43.894999999999996,44.48,43.47,1.009999999999998,0.5899999999999963,42.6875,43.05,42.15,0.8999999999999986,0.39000000000000057,43.2375,43.43,43.1,0.3299999999999983,-0.14000000000000057,1901219,2296967,1485580,811387,58019
2016-02-21,44.842,46.49,43.72,2.770000000000003,2.700000000000003,45.662,46.59,44.83,1.7600000000000051,1.7000000000000028,44.49,46.02,43.47,2.5500000000000043,2.230000000000004,45.42,46.36,44.07,2.289999999999999,1.4100000000000037,1953234,2312291,1500737,811554,-589600
2016-02-28,46.25,46.49,46.04,0.45000000000000284,0.0799999999999983,46.596,46.64,46.54,0.10000000000000142,0.030000000000001137,45.586,45.9,45.11,0.7899999999999991,-0.25,46.16,46.52,45.68,0.8400000000000034,-0.04999999999999716,1746149,2199806,1447978,751828,-211545
2016-03-06,45.812,46.43,45.36,1.0700000000000003,1.0700000000000003,46.232,47.0,45.93,1.0700000000000003,0.9600000000000009,45.416,45.87,45.2,0.6699999999999946,0.5700000000000003,46.042,46.94,45.41,1.5300000000000011,0.8999999999999986,1344904,1850610,963992,886618,239112
