Date,TLGT_stock_Open_average,TLGT_stock_Open_max,TLGT_stock_Open_min,TLGT_stock_Open_volatility,TLGT_stock_Open_change,TLGT_stock_High_average,TLGT_stock_High_max,TLGT_stock_High_min,TLGT_stock_High_volatility,TLGT_stock_High_change,TLGT_stock_Low_average,TLGT_stock_Low_max,TLGT_stock_Low_min,TLGT_stock_Low_volatility,TLGT_stock_Low_change,TLGT_stock_Close_average,TLGT_stock_Close_max,TLGT_stock_Close_min,TLGT_stock_Close_volatility,TLGT_stock_Close_change,TLGT_stock_Volume_average,TLGT_stock_Volume_max,TLGT_stock_Volume_min,TLGT_stock_Volume_volatility,TLGT_stock_Volume_change
2016-01-03,8.488,8.87,7.88,0.9899999999999993,-0.8700000000000001,8.608,8.88,7.94,0.9400000000000004,-0.9400000000000004,8.102,8.48,7.36,1.12,-1.12,8.228,8.81,7.37,1.4400000000000004,-1.4400000000000004,292368,401095,155260,245835,108920
2016-01-10,6.966,7.6,6.57,1.0299999999999994,-0.9499999999999993,7.142,7.6,6.65,0.9499999999999993,-0.9499999999999993,6.488,6.86,6.24,0.6200000000000001,-0.6200000000000001,6.748,7.01,6.45,0.5599999999999996,-0.5599999999999996,392139,446951,301812,145139,-26293
2016-01-17,6.7975,7.07,6.5,0.5700000000000003,0.5,7.12,7.32,6.82,0.5,0.5,6.657,6.92,6.47,0.4500000000000002,0.4320000000000004,6.955,7.27,6.6,0.6699999999999999,0.6699999999999999,312367,516299,210152,306147,-287447
2016-01-24,7.368,7.49,7.26,0.23000000000000043,0.07000000000000028,7.531,7.69,7.4,0.29000000000000004,-0.11999999999999922,7.162,7.27,7.01,0.2599999999999998,-0.15000000000000036,7.346,7.5,7.18,0.3200000000000003,-0.11000000000000032,360253,493263,193436,299827,283581
2016-01-31,7.184,7.45,7.0,0.4500000000000002,-0.1200000000000001,7.384,7.655,7.015,0.6400000000000006,-0.6400000000000006,6.890000000000001,7.19,6.62,0.5700000000000003,-0.3200000000000003,7.088,7.38,6.71,0.6699999999999999,-0.46999999999999975,307275,466288,196974,269314,269314
2016-02-07,6.174,6.67,5.95,0.7199999999999998,-0.5800000000000001,6.284,6.69,6.06,0.6300000000000008,-0.5600000000000005,5.9042,6.061,5.82,0.24099999999999966,-0.24099999999999966,6.062,6.17,5.97,0.20000000000000018,-0.04999999999999982,292193,370656,206428,164228,-113535
2016-02-14,6.1575,6.22,5.99,0.22999999999999954,-0.20999999999999996,6.2625,6.34,6.2,0.13999999999999968,-0.08999999999999986,5.95625,6.085,5.8,0.28500000000000014,-0.16000000000000014,6.1075,6.23,5.98,0.25,-0.21999999999999975,268687,366637,214098,152539,-34195
2016-02-21,6.015000000000001,6.18,5.91,0.2699999999999996,0.17999999999999972,6.123333333333333,6.35,5.94,0.40999999999999925,-0.010000000000000675,5.93,6.18,5.71,0.46999999999999975,0.3199999999999994,6.036666666666667,6.22,5.9,0.3199999999999994,0.1899999999999995,171828,269820,0,269820,-173071
2016-02-28,6.108,6.28,5.89,0.39000000000000057,-0.15000000000000036,6.268,6.4,6.15,0.25,-0.11999999999999922,5.89,6.02,5.71,0.3099999999999996,0.15000000000000036,6.085999999999999,6.31,5.85,0.45999999999999996,0.20999999999999996,308376,370409,180487,189922,-141050
2016-03-06,5.662,6.06,4.93,1.13,-1.13,5.738,6.28,4.99,1.29,-1.29,5.29,6.01,4.53,1.4799999999999995,-1.4799999999999995,5.448,6.1,4.9,1.1999999999999993,-1.1799999999999997,715349,1714819,327984,1386835,477368
2016-03-13,4.96,5.28,4.66,0.6200000000000001,-0.33999999999999986,5.086,5.42,4.69,0.7299999999999995,-0.7299999999999995,4.73,5.0,4.46,0.54,-0.54,4.896,5.37,4.6,0.7700000000000005,-0.7700000000000005,574466,614914,526160,88754,52066
2016-03-20,4.835,4.99,4.75,0.2400000000000002,-0.04999999999999982,4.9975000000000005,5.08,4.91,0.16999999999999993,-0.019999999999999574,4.73,4.79,4.67,0.1200000000000001,0.03000000000000025,4.875,5.04,4.8,0.2400000000000002,-0.0600000000000005,343548,435925,218260,217665,-217665
2016-03-27,4.766,4.85,4.64,0.20999999999999996,0.05999999999999961,4.9058,5.075,4.754,0.3210000000000006,0.2549999999999999,4.657,4.79,4.6,0.1900000000000004,0.1900000000000004,4.826,5.05,4.66,0.3899999999999997,0.25,453100,627676,316235,311441,-161956
2016-04-03,5.206,5.37,5.03,0.33999999999999986,0.33999999999999986,5.3919999999999995,5.56,5.21,0.34999999999999964,0.020000000000000462,5.112,5.31,5.01,0.2999999999999998,0.1299999999999999,5.232,5.36,5.06,0.3000000000000007,-0.0600000000000005,300715,386785,150347,236438,-231004
2016-04-10,5.234,5.35,5.14,0.20999999999999996,0.14999999999999947,5.4174,5.73,5.26,0.47000000000000064,0.4300000000000006,5.154,5.35,5.0,0.34999999999999964,0.2599999999999998,5.328,5.65,5.12,0.5300000000000002,0.47000000000000064,239732,363410,151561,211849,182959
2016-04-17,5.6,5.76,5.43,0.33000000000000007,0.1299999999999999,5.729,5.94,5.6,0.34000000000000075,0.3050000000000006,5.528,5.75,5.41,0.33999999999999986,0.2400000000000002,5.626,5.8,5.44,0.35999999999999943,0.20999999999999996,220894,345725,123640,222085,59311
2016-04-24,5.5,5.76,5.15,0.6099999999999994,-0.17999999999999972,5.68,6.19,5.26,0.9300000000000006,0.4300000000000006,5.276,5.52,5.01,0.5099999999999998,-0.10999999999999943,5.352,5.64,5.07,0.5699999999999994,-0.1200000000000001,549102,1299540,236590,1062950,1062950
