Date,ADSK_stock_Open_average,ADSK_stock_Open_max,ADSK_stock_Open_min,ADSK_stock_Open_volatility,ADSK_stock_Open_change,ADSK_stock_High_average,ADSK_stock_High_max,ADSK_stock_High_min,ADSK_stock_High_volatility,ADSK_stock_High_change,ADSK_stock_Low_average,ADSK_stock_Low_max,ADSK_stock_Low_min,ADSK_stock_Low_volatility,ADSK_stock_Low_change,ADSK_stock_Close_average,ADSK_stock_Close_max,ADSK_stock_Close_min,ADSK_stock_Close_volatility,ADSK_stock_Close_change,ADSK_stock_Volume_average,ADSK_stock_Volume_max,ADSK_stock_Volume_min,ADSK_stock_Volume_volatility,ADSK_stock_Volume_change
2016-01-03,58.878,60.39,56.17,4.219999999999999,-3.8399999999999963,59.257999999999996,60.8,56.46,4.339999999999996,-4.079999999999998,57.754,60.01,54.6,5.409999999999997,-4.640000000000001,58.256,60.39,55.06,5.329999999999998,-5.25,2601044,3927892,1323627,2604265,306131
2016-01-10,53.582,55.51,50.99,4.519999999999996,-4.309999999999995,54.268,56.5,51.36,5.140000000000001,-4.189999999999998,51.514,54.55,48.95,5.599999999999994,-5.119999999999997,52.588,55.23,49.4,5.829999999999998,-5.829999999999998,4735511,9264892,2020662,7244230,3771542
2016-01-17,48.207499999999996,49.4,46.81,2.5899999999999963,-0.759999999999998,49.057500000000005,49.89,48.45,1.4399999999999977,-0.5499999999999972,46.8725,48.35,45.12,3.230000000000004,1.2700000000000031,48.0975,49.03,47.59,1.4399999999999977,1.4399999999999977,2814736,3555253,1820110,1735143,-1652961
2016-01-24,47.622,48.81,45.72,3.0900000000000034,-3.0900000000000034,48.198,49.19,46.83,2.3599999999999994,-2.3599999999999994,46.372,47.86,45.03,2.8299999999999983,-2.519999999999996,46.994,48.42,45.27,3.1499999999999986,-1.1499999999999986,2488189,3296839,1684905,1611934,588758
2016-01-31,48.397999999999996,49.9,46.65,3.25,2.3299999999999983,49.266,50.9,47.47,3.4299999999999997,1.2600000000000051,46.716,48.62,45.63,2.989999999999995,-0.21999999999999886,47.756,49.56,45.89,3.6700000000000017,-1.4799999999999969,3341089,6834198,1812868,5021330,1326267
2016-02-07,43.566,45.58,42.45,3.1299999999999955,-1.8500000000000014,44.696,45.76,43.69,2.0700000000000003,-0.7199999999999989,42.318,43.01,41.6,1.4099999999999966,0.769999999999996,43.598,44.92,42.64,2.280000000000001,1.4699999999999989,2669050,3241930,1883854,1358076,-1125104
2016-02-14,46.1725,47.58,44.98,2.6000000000000014,2.6000000000000014,47.8825,50.34,45.92,4.420000000000002,4.420000000000002,45.932500000000005,47.4,44.22,3.1799999999999997,3.1799999999999997,47.305,49.91,44.89,5.019999999999996,5.019999999999996,2756743,3659440,1917552,1741888,1055942
2016-02-21,50.11333333333333,51.19,49.25,1.9399999999999977,1.2899999999999991,50.733333333333334,51.88,49.65,2.230000000000004,0.4199999999999946,49.36,51.19,48.22,2.969999999999999,1.7199999999999989,50.17,51.19,49.18,2.009999999999998,0.8399999999999963,5107935,11190122,0,11190122,-2235197
2016-02-28,53.348,55.25,50.98,4.270000000000003,4.270000000000003,54.664,57.12,52.58,4.539999999999999,4.539999999999999,53.048,55.02,50.95,4.07,4.07,54.3,56.25,51.74,4.509999999999998,4.509999999999998,2299941,3014537,1423739,1590798,-221700
2016-03-06,56.914,57.67,55.87,1.8000000000000043,1.0300000000000011,57.582,58.34,57.0,1.3400000000000034,-1.1400000000000006,55.634,56.3,54.57,1.7299999999999969,0.8799999999999955,56.856,58.17,55.95,2.219999999999999,-1.5600000000000023,2610423,3418419,2179751,1238668,786233
2016-03-13,56.698,57.69,56.21,1.4799999999999969,1.4799999999999969,57.372,58.61,56.46,2.1499999999999986,1.6599999999999966,56.23,57.3,55.54,1.759999999999998,1.3200000000000003,56.972,57.81,56.32,1.490000000000002,1.1099999999999994,1974983,2486468,1511331,975137,481970
2016-03-20,57.5875,57.9,56.96,0.9399999999999977,-0.7299999999999969,58.1825,58.6,57.53,1.0700000000000003,-0.6999999999999957,56.86,57.16,56.18,0.9799999999999969,-0.8900000000000006,57.7025,58.17,57.29,0.8800000000000026,-0.8000000000000043,1334332,1502504,1152559,349945,-232182
2016-03-27,57.394,58.52,56.57,1.9500000000000028,-0.740000000000002,58.362,59.34,57.6,1.740000000000002,0.240000000000002,56.642,57.79,55.34,2.4499999999999957,-1.009999999999998,57.864,58.31,57.11,1.2000000000000028,0.6600000000000037,1713225,3741187,987332,2753855,2619397
2016-04-03,57.338,57.8,56.85,0.9499999999999957,-0.9499999999999957,57.833999999999996,58.57,57.33,1.240000000000002,-1.240000000000002,56.65,57.01,56.32,0.6899999999999977,-0.5499999999999972,57.246,58.19,56.39,1.7999999999999972,-1.4299999999999997,1338578,1628168,1138059,490109,-152599
2016-04-10,57.214,58.0,56.26,1.740000000000002,0.9299999999999997,57.954,58.52,57.13,1.3900000000000006,0.6400000000000006,56.532,57.44,55.07,2.3699999999999974,0.6699999999999946,57.4,58.42,55.92,2.5,1.5500000000000043,1648942,2598543,990814,1607729,492827
2016-04-17,59.228,60.13,58.22,1.9100000000000037,1.9100000000000037,59.85,60.49,59.19,1.3000000000000043,1.1000000000000014,58.852,59.42,58.12,1.3000000000000043,1.0600000000000023,59.454,60.07,59.13,0.9399999999999977,0.3999999999999986,1359323,1755273,1012296,742977,-586861
2016-04-24,60.42,61.0,59.36,1.6400000000000006,1.5700000000000003,61.404,62.42,60.0,2.4200000000000017,1.240000000000002,59.986000000000004,60.84,59.14,1.7000000000000028,-0.1700000000000017,60.722,61.4,59.82,1.5799999999999983,-0.1700000000000017,1931339,2500793,1337668,1163125,405084
2016-05-01,59.662,60.87,58.44,2.4299999999999997,-1.5600000000000023,60.370000000000005,61.42,59.39,2.030000000000001,-1.6000000000000014,58.78,59.7,58.03,1.6700000000000017,-1.4399999999999977,59.512,61.37,58.46,2.9099999999999966,-2.710000000000001,1792880,2281740,1318969,962771,766467
2016-05-08,58.824,59.42,57.86,1.5600000000000023,-0.8100000000000023,59.418,59.73,58.78,0.9499999999999957,-0.5600000000000023,58.25,59.02,57.23,1.7900000000000063,-0.8700000000000045,58.664,59.57,57.87,1.7000000000000028,-0.9200000000000017,1903671,2507050,1565356,941694,-41346
2016-05-15,57.94,58.93,57.3,1.6300000000000026,-0.6400000000000006,58.642,59.36,57.98,1.3800000000000026,-1.3800000000000026,57.028,57.87,55.35,2.519999999999996,-2.4299999999999997,57.705999999999996,59.08,56.19,2.8900000000000006,-2.8900000000000006,2838718,4816156,1881451,2934705,2047585
