Date,PH_stock_Open_average,PH_stock_Open_max,PH_stock_Open_min,PH_stock_Open_volatility,PH_stock_Open_change,PH_stock_High_average,PH_stock_High_max,PH_stock_High_min,PH_stock_High_volatility,PH_stock_High_change,PH_stock_Low_average,PH_stock_Low_max,PH_stock_Low_min,PH_stock_Low_volatility,PH_stock_Low_change,PH_stock_Close_average,PH_stock_Close_max,PH_stock_Close_min,PH_stock_Close_volatility,PH_stock_Close_change,PH_stock_Volume_average,PH_stock_Volume_max,PH_stock_Volume_min,PH_stock_Volume_volatility,PH_stock_Volume_change
2016-01-03,94.262,97.27,92.21,5.060000000000002,-2.280000000000001,95.126,97.29,93.44,3.8500000000000085,-3.3700000000000045,92.772,94.65,90.33,4.320000000000007,-3.960000000000008,93.65599999999999,96.66,90.55,6.109999999999999,-6.109999999999999,1380654,1595187,1192118,403069,153525
2016-01-10,90.24,91.31,87.99,3.3200000000000074,-3.0400000000000063,91.204,92.43,89.11,3.3200000000000074,-2.1599999999999966,88.70400000000001,89.51,87.39,2.1200000000000045,-2.0400000000000063,89.848,90.65,87.99,2.660000000000011,-2.3800000000000097,1703194,2451512,1230541,1220971,1128520
2016-01-17,88.0325,89.63,86.41,3.219999999999999,0.19999999999998863,89.58500000000001,91.54,87.69,3.8500000000000085,2.0400000000000063,86.265,88.69,83.32,5.3700000000000045,1.539999999999992,88.0375,89.82,86.51,3.309999999999988,1.9499999999999886,1671858,2575111,1282030,1293081,265025
2016-01-24,92.196,94.57,88.85,5.719999999999999,5.719999999999999,93.964,97.16,89.93,7.22999999999999,7.22999999999999,90.628,94.37,87.82,6.550000000000011,6.550000000000011,92.564,97.16,88.12,9.039999999999992,9.039999999999992,2591089,5208657,1656756,3551901,252481
2016-01-31,97.294,100.92,95.39,5.530000000000001,4.8700000000000045,99.194,102.77,95.85,6.920000000000002,5.530000000000001,96.02199999999999,99.9,93.46,6.440000000000012,4.88000000000001,98.414,101.51,95.33,6.180000000000007,5.140000000000001,2383922,2952124,1735058,1217066,569821
2016-02-07,98.398,100.09,94.54,5.549999999999997,-2.200000000000003,99.606,101.39,97.28,4.109999999999999,-2.450000000000003,96.982,99.11,94.44,4.670000000000002,-2.260000000000005,98.206,101.09,96.07,5.02000000000001,-3.8400000000000034,2211954,3171661,1601595,1570066,1265953
2016-02-14,100.165,101.12,98.97,2.1500000000000057,1.210000000000008,101.315,102.62,99.87,2.75,0.6700000000000017,99.17,100.39,97.61,2.780000000000001,0.8499999999999943,100.33250000000001,101.03,99.65,1.3799999999999955,0.23999999999999488,1244675,1372917,1135262,237655,237655
2016-02-21,101.392,102.37,99.35,3.0200000000000102,1.0700000000000074,102.568,103.63,101.3,2.3299999999999983,0.21999999999999886,100.23,101.25,98.47,2.780000000000001,0.5400000000000063,101.71,102.77,100.77,2.0,-0.5600000000000023,1001201,1335041,654562,680479,-347526
2016-02-28,104.342,106.41,102.46,3.950000000000003,3.950000000000003,105.768,107.67,102.72,4.950000000000003,4.950000000000003,103.56400000000001,105.41,101.15,4.259999999999991,4.189999999999998,104.914,106.68,101.2,5.480000000000004,5.159999999999997,1510613,1936064,1220610,715454,-58093
2016-03-06,106.962,108.02,106.0,2.019999999999996,2.019999999999996,108.292,109.07,107.74,1.3299999999999983,-0.11999999999999034,106.196,107.91,105.18,2.7299999999999898,1.9099999999999966,107.436,108.4,106.52,1.8800000000000097,0.04000000000000625,956438,1148930,714713,434217,-346760
2016-03-13,109.28,112.92,107.24,5.680000000000007,4.8500000000000085,110.874,113.51,108.53,4.980000000000004,4.63000000000001,108.734,111.81,106.37,5.439999999999998,4.040000000000006,110.306,112.52,108.23,4.289999999999992,3.9200000000000017,1125662,1478134,656923,821211,725692
2016-03-20,111.2475,112.38,109.58,2.799999999999997,-2.799999999999997,112.1825,113.16,110.97,2.1899999999999977,-2.1899999999999977,110.6475,111.73,109.02,2.710000000000008,-2.710000000000008,111.4925,112.32,110.62,1.6999999999999886,-1.3699999999999903,1046015,1157697,981479,176218,176218
2016-03-27,110.248,111.82,108.94,2.8799999999999955,0.6500000000000057,111.614,112.3,110.79,1.509999999999991,1.259999999999991,109.566,110.43,108.77,1.6600000000000108,-0.1700000000000017,111.06,111.82,110.3,1.519999999999996,1.519999999999996,971026,1206544,709697,496847,-308041
2016-04-03,109.548,111.89,108.63,3.260000000000005,-2.3299999999999983,110.594,111.99,109.6,2.3900000000000006,0.09999999999999432,108.522,109.61,107.39,2.219999999999999,-0.23000000000000398,109.41199999999999,109.91,108.85,1.0600000000000023,0.12999999999999545,980517,1153000,806465,346535,-140455
2016-04-10,111.542,112.56,110.28,2.280000000000001,1.769999999999996,112.808,114.4,111.67,2.730000000000004,2.730000000000004,110.90599999999999,111.96,109.94,2.019999999999996,0.4200000000000017,112.044,113.72,110.49,3.230000000000004,3.230000000000004,1999204,2791722,932429,1859293,986416
2016-04-17,113.648,114.08,113.1,0.980000000000004,0.20000000000000284,114.398,114.97,114.02,0.9500000000000028,0.46999999999999886,113.022,113.73,112.45,1.2800000000000011,0.8100000000000023,113.556,114.05,112.85,1.2000000000000028,0.6300000000000097,728536,876721,529881,346840,244429
2016-04-24,114.838,116.02,113.62,2.3999999999999915,1.6099999999999994,116.17,117.24,114.74,2.5,1.8500000000000085,114.038,115.15,112.17,2.980000000000004,2.1599999999999966,115.23,116.92,113.41,3.510000000000005,2.6099999999999994,1624517,2265587,1041752,1223835,-465032
2016-05-01,113.31400000000001,116.15,111.12,5.030000000000001,-5.030000000000001,113.908,116.23,112.59,3.6400000000000006,-3.6400000000000006,112.05,114.27,110.2,4.069999999999993,-3.280000000000001,112.964,115.5,111.1,4.400000000000006,-2.9099999999999966,1103083,1402001,735544,666457,-638574
2016-05-08,112.51,113.4,111.44,1.960000000000008,0.1700000000000017,113.39,113.98,112.44,1.5400000000000063,0.6200000000000045,110.996,112.5,109.39,3.1099999999999994,-0.9399999999999977,111.908,113.32,109.77,3.549999999999997,-1.2800000000000011,937250,1107400,753903,353497,293125
2016-05-15,110.704,112.28,109.69,2.5900000000000034,-0.6500000000000057,111.688,113.13,110.03,3.0999999999999943,-2.530000000000001,109.704,111.44,107.72,3.719999999999999,-1.3200000000000074,110.622,112.25,109.0,3.25,-2.780000000000001,1059145,1220079,929732,290347,-202400
2016-05-22,111.50200000000001,113.45,109.26,4.189999999999998,4.170000000000002,112.644,114.5,109.88,4.6200000000000045,4.480000000000004,110.988,113.34,108.28,5.060000000000002,5.060000000000002,112.196,113.98,109.6,4.38000000000001,4.38000000000001,991155,1074783,893141,181642,27614
2016-05-29,114.8875,115.98,113.98,2.0,1.5100000000000051,115.705,116.12,115.27,0.8500000000000085,0.8500000000000085,113.7375,115.17,112.91,2.260000000000005,1.460000000000008,115.53,116.0,114.84,1.1599999999999966,1.1599999999999966,987308,1453893,661902,791991,-791991
