Date,BLDRS Asia 50 ADREtf_Open_average,BLDRS Asia 50 ADREtf_Open_max,BLDRS Asia 50 ADREtf_Open_min,BLDRS Asia 50 ADREtf_Open_volatility,BLDRS Asia 50 ADREtf_Open_change,BLDRS Asia 50 ADREtf_High_average,BLDRS Asia 50 ADREtf_High_max,BLDRS Asia 50 ADREtf_High_min,BLDRS Asia 50 ADREtf_High_volatility,BLDRS Asia 50 ADREtf_High_change,BLDRS Asia 50 ADREtf_Low_average,BLDRS Asia 50 ADREtf_Low_max,BLDRS Asia 50 ADREtf_Low_min,BLDRS Asia 50 ADREtf_Low_volatility,BLDRS Asia 50 ADREtf_Low_change,BLDRS Asia 50 ADREtf_Close_average,BLDRS Asia 50 ADREtf_Close_max,BLDRS Asia 50 ADREtf_Close_min,BLDRS Asia 50 ADREtf_Close_volatility,BLDRS Asia 50 ADREtf_Close_change
2016-08-21,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2016-08-28,28.12,28.12,28.12,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2016-09-04,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2016-09-11,27.61,27.61,27.61,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2016-09-18,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2016-09-25,28.25,28.25,28.25,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2016-10-02,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2016-10-09,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2016-10-16,28.23,28.23,28.23,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2016-10-23,28.19,28.19,28.19,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2016-10-30,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2016-11-06,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2016-11-13,27.64,27.64,27.64,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2016-11-20,27.81,27.81,27.81,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2016-11-27,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2016-12-04,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2016-12-11,28.35,28.35,28.35,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2016-12-18,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2016-12-25,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2017-01-01,28.28,28.28,28.28,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2017-01-08,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2017-01-15,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2017-01-22,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2017-01-29,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2017-02-05,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2017-02-12,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2017-02-19,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2017-02-26,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-03-05,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2017-03-12,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2017-03-19,29.49,29.49,29.49,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2017-03-26,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2017-04-02,29.1,29.1,29.1,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2017-04-09,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2017-04-16,29.17,29.17,29.17,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2017-04-23,29.71,29.71,29.71,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2017-04-30,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2017-05-07,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2017-05-14,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2017-05-21,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2017-05-28,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2017-06-04,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2017-06-11,30.49,30.49,30.49,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2017-06-18,30.87,30.87,30.87,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2017-06-25,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2017-07-02,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2017-07-09,31.71,31.71,31.71,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2017-07-16,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2017-07-23,32.55,32.55,32.55,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2017-07-30,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2017-08-06,31.8,31.8,31.8,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-08-13,32.02,32.02,32.02,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2017-08-20,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2017-08-27,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2017-09-03,32.81,32.81,32.81,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2017-09-10,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2017-09-17,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2017-09-24,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2017-10-01,32.91,32.91,32.91,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2017-10-08,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2017-10-15,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2017-10-22,33.6,33.6,33.6,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2017-10-29,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2017-11-05,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2017-11-12,34.11,34.11,34.11,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-11-19,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-11-26,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2017-12-03,33.85,33.85,33.85,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2017-12-10,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2017-12-17,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2017-12-24,34.55,34.55,34.55,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2017-12-31,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0
