Date,FLT_stock_Open_average,FLT_stock_Open_max,FLT_stock_Open_min,FLT_stock_Open_volatility,FLT_stock_Open_change,FLT_stock_High_average,FLT_stock_High_max,FLT_stock_High_min,FLT_stock_High_volatility,FLT_stock_High_change,FLT_stock_Low_average,FLT_stock_Low_max,FLT_stock_Low_min,FLT_stock_Low_volatility,FLT_stock_Low_change,FLT_stock_Close_average,FLT_stock_Close_max,FLT_stock_Close_min,FLT_stock_Close_volatility,FLT_stock_Close_change,FLT_stock_Volume_average,FLT_stock_Volume_max,FLT_stock_Volume_min,FLT_stock_Volume_volatility,FLT_stock_Volume_change
2016-01-03,135.202,141.04,129.8,11.23999999999998,-10.509999999999991,136.696,142.29,131.32,10.969999999999999,-9.590000000000003,132.754,139.39,128.43,10.95999999999998,-10.70999999999998,133.56199999999998,140.63,128.5,12.129999999999995,-11.370000000000005,935710,1263094,683837,579257,238874
2016-01-10,123.166,130.15,116.48,13.670000000000002,-13.670000000000002,124.264,130.28,118.68,11.599999999999994,-11.599999999999994,118.852,123.7,115.75,7.950000000000003,-7.950000000000003,121.138,125.56,117.66,7.900000000000006,-7.400000000000006,1047042,1466335,888326,578009,119901
2016-01-17,116.4325,119.46,112.95,6.509999999999991,-0.9699999999999989,119.28,123.77,116.21,7.560000000000002,4.060000000000002,113.23,118.31,107.56,10.75,4.070000000000007,117.53999999999999,123.66,114.85,8.810000000000002,8.810000000000002,1429456,1817862,1008580,809282,511614
2016-01-24,120.012,123.4,118.26,5.140000000000001,-5.140000000000001,121.57000000000001,123.65,120.35,3.3000000000000114,-0.7600000000000051,117.8,118.57,117.36,1.2099999999999937,-0.5699999999999932,119.502,122.84,117.5,5.340000000000003,3.8299999999999983,945981,1207406,643485,563921,-361809
2016-01-31,120.292,121.24,118.24,3.0,-0.8599999999999994,123.444,126.41,120.51,5.8999999999999915,3.6599999999999966,118.736,121.09,117.16,3.930000000000007,-2.760000000000005,121.98400000000001,124.75,117.75,7.0,2.0,1361672,2807275,514935,2292340,2292340
2016-02-07,115.86,121.52,112.65,8.86999999999999,-7.140000000000001,117.91799999999999,122.58,114.32,8.260000000000005,-4.6299999999999955,112.696,113.9,111.23,2.6700000000000017,-1.2700000000000102,115.416,117.46,113.39,4.069999999999993,0.0899999999999892,1470845,3252656,751414,2501242,-2501242
2016-02-14,125.1825,128.42,119.11,9.309999999999988,7.590000000000003,128.0275,130.25,124.87,5.3799999999999955,3.6599999999999966,123.91,125.77,118.41,7.359999999999999,7.310000000000002,126.7675,127.97,124.61,3.3599999999999994,3.3599999999999994,832751,1166085,533665,632420,-632420
2016-02-21,127.98400000000001,129.21,124.9,4.310000000000002,-0.8499999999999943,129.71800000000002,132.4,128.27,4.1299999999999955,-3.9099999999999966,126.27000000000001,128.43,124.2,4.230000000000004,-1.5600000000000023,127.982,129.79,126.37,3.4199999999999875,-1.789999999999992,790833,999085,587153,411932,-333233
2016-02-28,133.052,138.0,128.3,9.699999999999989,9.699999999999989,135.718,140.1,129.88,10.219999999999999,10.219999999999999,131.666,136.54,127.42,9.11999999999999,9.11999999999999,134.648,138.03,127.69,10.340000000000003,10.340000000000003,1304693,1823520,592171,1231349,1231349
2016-03-06,137.59,140.95,136.33,4.619999999999976,-0.28000000000000114,139.982,142.97,136.95,6.02000000000001,-1.8599999999999852,135.36,136.37,133.51,2.8600000000000136,-0.03999999999999204,137.81,141.74,135.1,6.640000000000015,-1.950000000000017,1130816,1570122,564451,1005671,-225845
2016-03-13,140.566,144.47,138.49,5.97999999999999,5.289999999999992,143.018,150.25,139.72,10.530000000000001,10.530000000000001,139.808,144.47,137.21,7.259999999999991,5.969999999999999,142.01,147.36,139.51,7.850000000000023,7.850000000000023,1169983,2253681,583896,1669785,1669785
2016-03-20,146.1775,147.14,144.76,2.3799999999999955,-2.3500000000000227,147.055,147.68,145.94,1.740000000000009,-1.740000000000009,144.9425,146.07,144.12,1.9499999999999886,-0.9199999999999875,146.4025,146.86,145.86,1.0,-0.9299999999999784,544342,674205,493585,180620,-180620
2016-03-27,147.092,148.98,145.66,3.319999999999993,1.0900000000000034,148.62199999999999,149.79,146.92,2.8700000000000045,2.0700000000000216,145.81,146.93,144.52,2.4099999999999966,1.4599999999999795,147.712,148.75,145.75,3.0,2.8899999999999864,508211,602494,321296,281198,281198
2016-04-03,146.524,148.82,145.19,3.6299999999999955,-2.9000000000000057,148.212,149.72,146.59,3.1299999999999955,-1.490000000000009,145.142,148.06,142.57,5.490000000000009,-2.8400000000000034,146.304,149.06,144.65,4.409999999999997,-3.3799999999999955,702455,924520,552393,372127,-316769
2016-04-10,148.94400000000002,151.0,146.74,4.259999999999991,4.1699999999999875,150.882,152.35,149.0,3.3499999999999943,2.4499999999999886,148.136,149.72,145.88,3.8400000000000034,3.4499999999999886,149.87800000000001,151.91,146.61,5.299999999999983,4.259999999999991,732126,882593,610271,272322,50021
2016-04-17,152.09199999999998,153.56,150.01,3.5500000000000114,2.490000000000009,153.918,154.77,152.6,2.170000000000016,1.9399999999999977,151.44,152.91,149.94,2.969999999999999,2.460000000000008,153.1,154.27,152.07,2.200000000000017,1.7900000000000205,525805,642950,449526,193424,-76752
2016-04-24,153.934,155.49,153.15,2.3400000000000034,-0.5600000000000023,155.33599999999998,156.58,154.42,2.160000000000025,0.5900000000000034,152.808,153.38,151.86,1.5199999999999818,-0.8699999999999761,154.28,155.91,153.46,2.4499999999999886,1.2199999999999989,528304,687052,348385,338667,338258
